Token	Stem	Lemma
With	with	With
nothing	noth	nothing
else	els	else
important	import	important
going	go	going
on	on	on
in	in	in
the	the	the
world	world	world
White	white	White
House	hous	House
counselor	counselor	counselor
Kellyanne	kellyann	Kellyanne
Conway	conway	Conway
doubled	doubl	doubled
-down	-down	-down
on	on	on
Anderson	anderson	Anderson
Cooper	cooper	Cooper
because	becaus	because
she	she	she
s	s	s
so	so	so
offended	offend	offended
that	that	that
he	he	he
rolled	roll	rolled
his	his	his
eyes	eye	eye
during	dure	during
an	an	an
interview	interview	interview
a	a	a
few	few	few
days	day	day
ago	ago	ago
in	in	in
which	which	which
she	she	she
tried	tri	tried
to	to	to
defend	defend	defend
her	her	her
boss	boss	bos
over	over	over
the	the	the
bizarre	bizarr	bizarre
timing	time	timing
of	of	of
James	jame	James
Comey	comey	Comey
s	s	s
termination	termin	termination
as	as	a
Director	director	Director
of	of	of
the	the	the
FBI	fbi	FBI
Just	just	Just
like	like	like
last	last	last
Thursday	thursday	Thursday
Conway	conway	Conway
again	again	again
said	said	said
that	that	that
Cooper	cooper	Cooper
was	was	wa
probably	probabl	probably
sexist	sexist	sexist
because	becaus	because
he	he	he
rolled	roll	rolled
his	his	his
eyes	eye	eye
Last	last	Last
Thursday	thursday	Thursday
instead	instead	instead
of	of	of
addressing	address	addressing
the	the	the
issue	issu	issue
at	at	at
hand	hand	hand
Conway	conway	Conway
brought	brought	brought
up	up	up
Trump	trump	Trump
s	s	s
election	elect	election
victory	victori	victory
in	in	in
Michigan	michigan	Michigan
but	but	but
the	the	the
subject	subject	subject
was	was	wa
Comey	comey	Comey
I	i	I
turned	turn	turned
the	the	the
question	question	question
around	around	around
as	as	a
I	i	I
often	often	often
do	do	do
Conway	conway	Conway
told	told	told
Fox	fox	Fox
News	news	News
host	host	host
Howard	howard	Howard
Kurtz	kurtz	Kurtz
And	and	And
he	he	he
rolled	roll	rolled
his	his	his
eyes	eye	eye
possibly	possibl	possibly
sexist	sexist	sexist
definitely	definit	definitely
what	what	what
I	i	I
call	call	call
Trumpist	trumpist	Trumpist
which	which	which
many	mani	many
people	peopl	people
who	who	who
go	go	go
on	on	on
TV	tv	TV
are	are	are
treated	treat	treated
like	like	like
house	hous	house
guests	guest	guest
And	and	And
then	then	then
when	when	when
we	we	we
go	go	go
on	on	on
TV	tv	TV
we	we	we
re	re	re
not	not	not
Conway	conway	Conway
said	said	said
that	that	that
there	there	there
s	s	s
a	a	a
quest	quest	quest
to	to	to
go	go	go
viral	viral	viral
with	with	with
interviewers	interview	interviewer
when	when	when
they	they	they
tell	tell	tell
White	white	White
House	hous	House
staffers	staffer	staffer
that	that	that
their	their	their
arguments	argument	argument
make	make	make
no	no	no
sense	sens	sense
or	or	or
say	say	say
that	that	that
they	they	they
must	must	must
be	be	be
lying	lie	lying
It	it	It
really	realli	really
doesn	doesn	doesn
t	t	t
help	help	help
democracy	democraci	democracy
she	she	she
said	said	said
We	we	We
re	re	re
faced	face	faced
with	with	with
people	peopl	people
with	with	with
the	the	the
feigned	feign	feigned
pained	pain	pained
look	look	look
the	the	the
furrowed	furrow	furrowed
brow	brow	brow
the	the	the
curled	curl	curled
lip	lip	lip
anytime	anytim	anytime
someone	someon	someone
tries	tri	try
to	to	to
say	say	say
something	someth	something
including	includ	including
the	the	the
president	presid	president
The	the	The
obsession	obsess	obsession
with	with	with
every	everi	every
Trump	trump	Trump
tweet	tweet	tweet
and	and	and
every	everi	every
comment	comment	comment
Conway	conway	Conway
whined	whine	whined
And	and	And
not	not	not
covering	cover	covering
the	the	the
jobs	job	job
numbers	number	number
not	not	not
covering	cover	covering
the	the	the
amazing	amaz	amazing
trade	trade	trade
deal	deal	deal
that	that	that
we	we	we
just	just	just
made	made	made
with	with	with
China	china	China
It	it	It
s	s	s
like	like	like
Trade	trade	Trade
deal	deal	deal
on	on	on
beef	beef	beef
with	with	with
China	china	China
Yawn	yawn	Yawn
That	that	That
s	s	s
news	news	news
Watch	watch	Watch
Coway	coway	Coway
is	is	is
triggered	trigger	triggered
over	over	over
an	an	an
eye	eye	eye
roll	roll	roll
which	which	which
she	she	she
deems	deem	deems
to	to	to
be	be	be
sexist	sexist	sexist
while	while	while
she	she	she
works	work	work
for	for	for
a	a	a
man	man	man
