If	if	If
there	there	there
s	s	s
one	one	one
Republican	republican	Republican
we	we	we
know	know	know
that	that	that
is	is	is
absolutely	absolut	absolutely
devastated	devast	devastated
that	that	that
Donald	donald	Donald
Trump	trump	Trump
is	is	is
the	the	the
GOP	gop	GOP
s	s	s
front	front	front
runner	runner	runner
,	,	,
it	it	it
s	s	s
former	former	former
presidential	presidenti	presidential
candidate	candid	candidate
Mitt	mitt	Mitt
Romney	romney	Romney
.	.	.
In	in	In
an	an	an
interview	interview	interview
that	that	that
trumps	trump	trump
his	his	his
previous	previous	previous
attacks	attack	attack
on	on	on
the	the	the
business	busi	business
mogul	mogul	mogul
,	,	,
Romney	romney	Romney
laid	laid	laid
into	into	into
The	the	The
Donald	donald	Donald
for	for	for
his	his	his
racism	racism	racism
,	,	,
xenophobia	xenophobia	xenophobia
and	and	and
misogyny	misogyni	misogyny
and	and	and
admitted	admit	admitted
that	that	that
Trump	trump	Trump
has	has	ha
made	made	made
it	it	it
ethically	ethic	ethically
impossible	imposs	impossible
for	for	for
Romney	romney	Romney
to	to	to
support	support	support
his	his	his
party	parti	party
in	in	in
this	this	this
election	elect	election
.	.	.
In	in	In
an	an	an
interview	interview	interview
with	with	with
CNN	cnn	CNN
s	s	s
Wolf	wolf	Wolf
Blitzer	blitzer	Blitzer
,	,	,
Romney	romney	Romney
said	said	said
I	i	I
simply	simpli	simply
can	can	can
t	t	t
put	put	put
my	my	my
name	name	name
down	down	down
as	as	a
someone	someon	someone
who	who	who
voted	vote	voted
for	for	for
principles	principl	principle
that	that	that
suggest	suggest	suggest
racism	racism	racism
or	or	or
xenophobia	xenophobia	xenophobia
,	,	,
misogyny	misogyni	misogyny
,	,	,
bigotry	bigotri	bigotry
,	,	,
for	for	for
someone	someon	someone
who	who	who
s	s	s
been	been	been
vulgar	vulgar	vulgar
time	time	time
and	and	and
time	time	time
again	again	again
.	.	.
I	i	I
don	don	don
t	t	t
want	want	want
to	to	to
be	be	be
associated	associ	associated
with	with	with
that	that	that
in	in	in
any	ani	any
way	way	way
,	,	,
shape	shape	shape
or	or	or
form	form	form
.	.	.
Like	like	Like
many	mani	many
prominent	promin	prominent
GOP	gop	GOP
leaders	leader	leader
,	,	,
Romney	romney	Romney
was	was	wa
left	left	left
disgusted	disgust	disgusted
by	by	by
Trump	trump	Trump
s	s	s
recent	recent	recent
racially	racial	racially
charged	charg	charged
remarks	remark	remark
about	about	about
Judge	judg	Judge
Gonzalo	gonzalo	Gonzalo
Curiel	curiel	Curiel
,	,	,
who	who	who
is	is	is
overseeing	overse	overseeing
lawsuits	lawsuit	lawsuit
on	on	on
the	the	the
fraudulent	fraudul	fraudulent
Trump	trump	Trump
University	univers	University
.	.	.
According	accord	According
to	to	to
Romney	romney	Romney
,	,	,
it	it	it
s	s	s
too	too	too
late	late	late
for	for	for
Trump	trump	Trump
to	to	to
rebrand	rebrand	rebrand
himself	himself	himself
as	as	a
anything	anyth	anything
but	but	but
the	the	the
hateful	hate	hateful
,	,	,
racist	racist	racist
,	,	,
privileged	privileg	privileged
individual	individu	individual
he	he	he
is	is	is
he	he	he
s	s	s
shown	shown	shown
far	far	far
too	too	too
much	much	much
of	of	of
his	his	his
true	true	true
character	charact	character
to	to	to
redeem	redeem	redeem
himself	himself	himself
.	.	.
He	he	He
indicated	indic	indicated
what	what	what
he	he	he
believes	believ	belief
in	in	in
his	his	his
heart	heart	heart
about	about	about
Mexicans	mexican	Mexicans
and	and	and
about	about	about
race	race	race
by	by	by
the	the	the
comments	comment	comment
he	he	he
made	made	made
about	about	about
Judge	judg	Judge
Curiel	curiel	Curiel
,	,	,
and	and	and
he	he	he
may	may	may
try	tri	try
to	to	to
distance	distanc	distance
himself	himself	himself
from	from	from
that	that	that
,	,	,
but	but	but
we	we	we
know	know	know
what	what	what
he	he	he
believes	believ	belief
.	.	.
Romney	romney	Romney
also	also	also
slammed	slam	slammed
Trump	trump	Trump
for	for	for
refusing	refus	refusing
to	to	to
apologize	apolog	apologize
for	for	for
his	his	his
many	mani	many
offensive	offens	offensive
statements	statement	statement
about	about	about
anyone	anyon	anyone
who	who	who
isn	isn	isn
t	t	t
a	a	a
white	white	white
male	male	male
,	,	,
and	and	and
wondered	wonder	wondered
what	what	what
having	have	having
such	such	such
a	a	a
horrible	horribl	horrible
person	person	person
in	in	in
the	the	the
White	white	White
House	hous	House
would	would	would
mean	mean	mean
for	for	for
America	america	America
s	s	s
future	futur	future
.	.	.
I	i	I
don	don	don
t	t	t
want	want	want
to	to	to
see	see	see
trickle	trickl	trickle
-down	-down	-down
racism	racism	racism
.	.	.
I	i	I
don	don	don
t	t	t
want	want	want
to	to	to
see	see	see
a	a	a
president	presid	president
of	of	of
the	the	the
United	unit	United
States	state	States
saying	say	saying
things	thing	thing
which	which	which
change	chang	change
the	the	the
character	charact	character
of	of	of
the	the	the
generations	generat	generation
of	of	of
Americans	american	Americans
that	that	that
are	are	are
following	follow	following
.	.	.
Presidents	presid	Presidents
have	have	have
an	an	an
impact	impact	impact
on	on	on
the	the	the
nature	natur	nature
of	of	of
our	our	our
nation	nation	nation
.	.	.
And	and	And
trickle	trickl	trickle
-down	-down	-down
racism	racism	racism
,	,	,
trickle	trickl	trickle
-down	-down	-down
bigotry	bigotri	bigotry
,	,	,
trickle	trickl	trickle
-down	-down	-down
misogyny	misogyni	misogyny
,	,	,
all	all	all
these	these	these
things	thing	thing
are	are	are
extraordinarily	extraordinarili	extraordinarily
dangerous	danger	dangerous
to	to	to
the	the	the
heart	heart	heart
and	and	and
character	charact	character
of	of	of
America	america	America
.	.	.
This	this	This
is	is	is
not	not	not
a	a	a
matter	matter	matter
of	of	of
just	just	just
policy	polici	policy
.	.	.
It	it	It
s	s	s
more	more	more
a	a	a
matter	matter	matter
of	of	of
character	charact	character
and	and	and
integrity	integr	integrity
.	.	.
You	you	You
can	can	can
watch	watch	watch
Romney	romney	Romney
rip	rip	rip
Trump	trump	Trump
below	below	below
Mitt	mitt	Mitt
Romney	romney	Romney
says	say	say
Donald	donald	Donald
Trump	trump	Trump
will	will	will
change	chang	change
America	america	America
with	with	with
trickle	trickl	trickle
-down	-down	-down
racism	racism	racism
https://t.co/IhUqGGoW37	https://t.co/ihuqggow37	https://t.co/IhUqGGoW37
https://t.co/sgiEKgx998	https://t.co/sgiekgx998	https://t.co/sgiEKgx998
The	the	The
Situation	situat	Situation
Room	room	Room
@CNNSitRoom	@cnnsitroom	@CNNSitRoom
June	june	June
10	10	10
,	,	,
2016Without	2016without	2016Without
giving	give	giving
any	ani	any
names	name	name
,	,	,
Romney	romney	Romney
also	also	also
expressed	express	expressed
genuine	genuin	genuine
disappointment	disappoint	disappointment
in	in	in
other	other	other
Republican	republican	Republican
leaders	leader	leader
that	that	that
continue	continu	continue
to	to	to
support	support	support
Trump	trump	Trump
even	even	even
though	though	though
many	mani	many
of	of	of
them	them	them
like	like	like
House	hous	House
Speaker	speaker	Speaker
Paul	paul	Paul
Ryan	ryan	Ryan
have	have	have
acknowledged	acknowledg	acknowledged
that	that	that
what	what	what
Trump	trump	Trump
said	said	said
was	was	wa
racist	racist	racist
beyond	beyond	beyond
doubt	doubt	doubt
.	.	.
I	i	I
wish	wish	wish
everybody	everybodi	everybody
in	in	in
the	the	the
Republican	republican	Republican
Party	parti	Party
had	had	had
rejected	reject	rejected
Mr	mr	Mr
.	.	.
Trump	trump	Trump
and	and	and
chosen	chosen	chosen
someone	someon	someone
else	els	else
.	.	.
Romney	romney	Romney
said	said	said
there	there	there
was	was	wa
no	no	no
chance	chanc	chance
in	in	in
hell	hell	hell
he	he	he
would	would	would
be	be	be
giving	give	giving
a	a	a
racist	racist	racist
like	like	like
Trump	trump	Trump
his	his	his
vote	vote	vote
,	,	,
and	and	and
is	is	is
considering	consid	considering
voting	vote	voting
for	for	for
Libertarian	libertarian	Libertarian
candidate	candid	candidate
Gary	gari	Gary
Johnson	johnson	Johnson
instead	instead	instead
.	.	.
You	you	You
can	can	can
watch	watch	watch
the	the	the
full	full	full
interview	interview	interview
below	below	below
This	this	This
interview	interview	interview
ruined	ruin	ruined
Trump	trump	Trump
s	s	s
day	day	day
,	,	,
and	and	and
he	he	he
responded	respond	responded
by	by	by
acting	act	acting
like	like	like
a	a	a
child	child	child
and	and	and
tweeting	tweet	tweeting
about	about	about
it	it	it
TwitterFeatured	twitterfeatur	TwitterFeatured
image	imag	image
via	via	via
Ethan	ethan	Ethan
Miller	miller	Miller
Getty	getti	Getty
Images	imag	Images
