Token	Stem	Lemma
The	the	The
next	next	next
American	american	American
Revolution	revolut	Revolution
ended	end	ended
before	befor	before
it	it	it
ever	ever	ever
started	start	started
by	by	by
the	the	the
hands	hand	hand
of	of	of
the	the	the
very	veri	very
patriots	patriot	patriot
that	that	that
claimed	claim	claimed
they	they	they
were	were	were
ready	readi	ready
to	to	to
die	die	die
for	for	for
the	the	the
freedom	freedom	freedom
poachers	poacher	poacher
and	and	and
arsonists	arsonist	arsonist
Ammon	ammon	Ammon
Bundy	bundi	Bundy
s	s	s
occupation	occup	occupation
of	of	of
misfit	misfit	misfit
militiamen	militiamen	militiaman
is	is	is
already	alreadi	already
starting	start	starting
to	to	to
fracture	fractur	fracture
apart	apart	apart
because	becaus	because
they	they	they
just	just	just
can	can	can
t	t	t
seem	seem	seem
to	to	to
get	get	get
along	along	along
with	with	with
each	each	each
other	other	other
Brawling	brawl	Brawling
fraud	fraud	fraud
theft	theft	theft
booze	booz	booze
and	and	and
paranoia	paranoia	paranoia
are	are	are
quickly	quick	quickly
turning	turn	turning
the	the	the
situation	situat	situation
in	in	in
Oregon	oregon	Oregon
into	into	into
the	the	the
fastest	fastest	fastest
failure	failur	failure
of	of	of
a	a	a
publicly	public	publicly
funded	fund	funded
reality	realiti	reality
TV	tv	TV
show	show	show
ever	ever	ever
Blaine	blain	Blaine
Cooper	cooper	Cooper
whose	whose	whose
real	real	real
name	name	name
is	is	is
Stanley	stanley	Stanley
Blaine	blain	Blaine
Hicks	hick	Hicks
was	was	wa
accused	accus	accused
by	by	by
another	anoth	another
militia	militia	militia
member	member	member
of	of	of
assaulting	assault	assaulting
him	him	him
with	with	with
a	a	a
sucker	sucker	sucker
punch	punch	punch
The	the	The
victim	victim	victim
of	of	of
the	the	the
assault	assault	assault
Jeff	jeff	Jeff
Kagan	kagan	Kagan
quickly	quick	quickly
called	call	called
upon	upon	upon
the	the	the
government	govern	government
he	he	he
hates	hate	hate
when	when	when
he	he	he
dialed	dial	dialed
911	911	911
after	after	after
the	the	the
assault	assault	assault
No	no	No
reason	reason	reason
was	was	wa
given	given	given
for	for	for
the	the	the
assault	assault	assault
other	other	other
than	than	than
the	the	the
fact	fact	fact
Kagan	kagan	Kagan
walked	walk	walked
from	from	from
his	his	his
camp	camp	camp
across	across	across
the	the	the
street	street	street
towards	toward	towards
the	the	the
main	main	main
militia	militia	militia
gathering	gather	gathering
area	area	area
When	when	When
he	he	he
approached	approach	approached
the	the	the
area	area	area
Cooper	cooper	Cooper
attacked	attack	attacked
both	both	both
Kagan	kagan	Kagan
and	and	and
one	one	one
other	other	other
individual	individu	individual
Cooper	cooper	Cooper
also	also	also
attacked	attack	attacked
one	one	one
of	of	of
a	a	a
3	3	3
-member	-member	-member
group	group	group
of	of	of
people	peopl	people
who	who	who
came	came	came
to	to	to
help	help	help
remove	remov	remove
a	a	a
suicidal	suicid	suicidal
veteran	veteran	veteran
who	who	who
suffered	suffer	suffered
from	from	from
PTSD	ptsd	PTSD
Allegations	alleg	Allegations
were	were	were
made	made	made
that	that	that
Cooper	cooper	Cooper
planned	plan	planned
on	on	on
using	use	using
the	the	the
veteran	veteran	veteran
literally	liter	literally
as	as	a
a	a	a
target	target	target
to	to	to
provoke	provok	provoke
a	a	a
violent	violent	violent
confrontation	confront	confrontation
with	with	with
federal	feder	federal
authorities	author	authority
by	by	by
exploiting	exploit	exploiting
his	his	his
PTSD	ptsd	PTSD
and	and	and
suicidal	suicid	suicidal
tendencies	tendenc	tendency
While	while	While
Cooper	cooper	Cooper
appears	appear	appears
to	to	to
still	still	still
be	be	be
there	there	there
he	he	he
has	has	ha
prevented	prevent	prevented
others	other	others
from	from	from
joining	join	joining
to	to	to
grow	grow	grow
their	their	their
numbers	number	number
Count	count	Count
him	him	him
as	as	a
about	about	about
3	3	3
to	to	to
4	4	4
lost	lost	lost
members	member	member
Self	self	Self
-titled	-titl	-titled
Captain	captain	Captain
Joe	joe	Joe
O	o	O
Shaughnessy	shaughnessi	Shaughnessy
stole	stole	stole
crowdfunded	crowdfund	crowdfunded
money	money	money
from	from	from
the	the	the
group	group	group
s	s	s
war	war	war
chest	chest	chest
to	to	to
fuel	fuel	fuel
a	a	a
drinking	drink	drinking
binge	bing	binge
at	at	at
a	a	a
local	local	local
motel	motel	motel
This	this	This
caused	caus	caused
him	him	him
to	to	to
be	be	be
branded	brand	branded
a	a	a
deserter	desert	deserter
and	and	and
a	a	a
coward	coward	coward
by	by	by
fellow	fellow	fellow
militia	militia	militia
members	member	member
such	such	such
as	as	a
John	john	John
Ritzheimer	ritzheim	Ritzheimer
After	after	After
all	all	all
the	the	the
booze	booz	booze
money	money	money
was	was	wa
gone	gone	gone
the	the	the
captain	captain	captain
left	left	left
the	the	the
standoff	standoff	standoff
and	and	and
claimed	claim	claimed
all	all	all
statements	statement	statement
made	made	made
about	about	about
him	him	him
by	by	by
the	the	the
militia	militia	militia
members	member	member
are	are	are
a	a	a
smear	smear	smear
campaign	campaign	campaign
Brian	brian	Brian
Booda	booda	Booda
Cavalier	cavali	Cavalier
who	who	who
goes	goe	go
by	by	by
the	the	the
name	name	name
Fluffy	fluffi	Fluffy
Unicorn	unicorn	Unicorn
yes	yes	yes
he	he	he
really	realli	really
does	doe	doe
has	has	ha
also	also	also
been	been	been
forced	forc	forced
out	out	out
of	of	of
the	the	the
militia	militia	militia
as	as	a
well	well	well
This	this	This
happened	happen	happened
after	after	after
he	he	he
was	was	wa
caught	caught	caught
lying	lie	lying
about	about	about
being	be	being
a	a	a
former	former	former
marine	marin	marine
when	when	when
the	the	the
US	us	US
Marines	marin	Marines
confirmed	confirm	confirmed
with	with	with
the	the	the
press	press	press
that	that	that
he	he	he
has	has	ha
never	never	never
served	serv	served
a	a	a
day	day	day
in	in	in
his	his	his
life	life	life
Cavalier	cavali	Cavalier
was	was	wa
the	the	the
personal	person	personal
bodyguard	bodyguard	bodyguard
of	of	of
Ammon	ammon	Ammon
Bundy	bundi	Bundy
for	for	for
a	a	a
time	time	time
The	the	The
infamous	infam	infamous
blue	blue	blue
tarp	tarp	tarp
man	man	man
LaVoy	lavoy	LaVoy
Finicum	finicum	Finicum
is	is	is
also	also	also
leaving	leav	leaving
the	the	the
gathering	gather	gathering
despite	despit	despite
his	his	his
allegations	alleg	allegation
that	that	that
the	the	the
FBI	fbi	FBI
will	will	will
arrest	arrest	arrest
him	him	him
if	if	if
he	he	he
does	doe	doe
I	i	I
need	need	need
to	to	to
get	get	get
home	home	home
I	i	I
got	got	got
cows	cow	cow
that	that	that
are	are	are
scattered	scatter	scattered
and	and	and
lost	lost	lost
Finicum	finicum	Finicum
was	was	wa
quoted	quot	quoted
as	as	a
saying	say	saying
Clearly	clear	Clearly
he	he	he
should	should	should
have	have	have
brought	brought	brought
his	his	his
cows	cow	cow
with	with	with
him	him	him
so	so	so
he	he	he
could	could	could
take	take	take
care	care	care
of	of	of
them	them	them
Initial	initi	Initial
reports	report	report
that	that	that
indicated	indic	indicated
the	the	the
militia	militia	militia
were	were	were
numbering	number	numbering
around	around	around
150	150	150
individuals	individu	individual
appear	appear	appear
to	to	to
have	have	have
been	been	been
exaggerated	exagger	exaggerated
as	as	a
well	well	well
The	the	The
group	group	group
was	was	wa
actually	actual	actually
15	15	15
people	peopl	people
and	and	and
now	now	now
it	it	it
is	is	is
down	down	down
to	to	to
12	12	12
without	without	without
a	a	a
federal	feder	federal
officer	offic	officer
firing	fire	firing
a	a	a
single	singl	single
shot	shot	shot
due	due	due
to	to	to
bad	bad	bad
behavior	behavior	behavior
and	and	and
directionally	direct	directionally
challenged	challeng	challenged
cows	cow	cow
Perhaps	perhap	Perhaps
the	the	the
first	first	first
Bundy	bundi	Bundy
standoff	standoff	standoff
was	was	wa
more	more	more
successful	success	successful
and	and	and
avoided	avoid	avoided
mockery	mockeri	mockery
because	becaus	because
it	it	it
was	was	wa
relatively	relat	relatively
new	new	new
Who	who	Who
really	realli	really
knows	know	know
With	with	With
luck	luck	luck
these	these	these
people	peopl	people
will	will	will
make	make	make
being	be	being
in	in	in
a	a	a
militia	militia	militia
as	as	a
uncool	uncool	uncool
as	as	a
your	your	your
dad	dad	dad
wearing	wear	wearing
socks	sock	sock
with	with	with
sandals	sandal	sandal
while	while	while
chaperoning	chaperon	chaperoning
the	the	the
school	school	school
dance	danc	dance
Featured	featur	Featured
image	imag	image
via	via	via
WMUR	wmur	WMUR
