Token	Stem	Lemma
Adding	ad	Adding
insult	insult	insult
to	to	to
injury	injuri	injury
is	is	is
what	what	what
Obama	obama	Obama
does	doe	doe
best	best	best
here	here	here
he	he	he
goes	goe	go
again	again	again
thumbing	thumb	thumbing
his	his	his
nose	nose	nose
at	at	at
America	america	America
Not	not	Not
only	onli	only
is	is	is
he	he	he
visiting	visit	visiting
a	a	a
mosque	mosqu	mosque
claiming	claim	claiming
Americans	american	Americans
have	have	have
been	been	been
misbehaving	misbehav	misbehaving
bigots	bigot	bigot
we	we	we
haven	haven	haven
t	t	t
but	but	but
he	he	he
s	s	s
visiting	visit	visiting
a	a	a
mosque	mosqu	mosque
with	with	with
extremist	extremist	extremist
ties	tie	tie
There	there	There
he	he	he
goes	goe	go
again	again	again
poking	poke	poking
his	his	his
finger	finger	finger
in	in	in
the	the	the
eye	eye	eye
of	of	of
America	america	America
One	one	One
thing	thing	thing
he	he	he
hasn	hasn	hasn
t	t	t
held	held	held
back	back	back
on	on	on
this	this	this
last	last	last
year	year	year
of	of	of
his	his	his
presidency	presid	presidency
is	is	is
showing	show	showing
his	his	his
true	true	true
colors	color	color
by	by	by
screwing	screw	screwing
America	america	America
The	the	The
Baltimore	baltimor	Baltimore
mosque	mosqu	mosque
President	presid	President
Obama	obama	Obama
has	has	ha
chosen	chosen	chosen
as	as	a
the	the	the
first	first	first
U	u	U
S	s	S
-based	-base	-based
mosque	mosqu	mosque
to	to	to
visit	visit	visit
during	dure	during
his	his	his
presidency	presid	presidency
has	has	ha
deep	deep	deep
ties	tie	tie
to	to	to
extremist	extremist	extremist
elements	element	element
including	includ	including
to	to	to
the	the	the
Muslim	muslim	Muslim
Brotherhood	brotherhood	Brotherhood
The	the	The
White	white	White
House	hous	House
announced	announc	announced
on	on	on
Saturday	saturday	Saturday
that	that	that
Obama	obama	Obama
will	will	will
visit	visit	visit
the	the	the
Islamic	islam	Islamic
Society	societi	Society
of	of	of
Baltimore	baltimor	Baltimore
ISB	isb	ISB
on	on	on
Wednesday	wednesday	Wednesday
He	he	He
has	has	ha
visited	visit	visited
several	sever	several
mosques	mosqu	mosque
overseas	oversea	overseas
as	as	a
president	presid	president
but	but	but
has	has	ha
resisted	resist	resisted
visiting	visit	visiting
one	one	one
in	in	in
the	the	the
homeland	homeland	homeland
The	the	The
purpose	purpos	purpose
of	of	of
the	the	the
trip	trip	trip
according	accord	according
to	to	to
the	the	the
White	white	White
House	hous	House
is	is	is
to	to	to
celebrate	celebr	celebrate
the	the	the
contributions	contribut	contribution
Muslim	muslim	Muslim
Americans	american	Americans
make	make	make
to	to	to
our	our	our
nation	nation	nation
and	and	and
reaffirm	reaffirm	reaffirm
the	the	the
importance	import	importance
of	of	of
religious	religi	religious
freedom	freedom	freedom
to	to	to
our	our	our
way	way	way
of	of	of
life	life	life
But	but	But
ISB	isb	ISB
is	is	is
a	a	a
curious	curious	curious
choice	choic	choice
for	for	for
Obama	obama	Obama
s	s	s
first	first	first
domestic	domest	domestic
visit	visit	visit
The	the	The
mosque	mosqu	mosque
is	is	is
a	a	a
member	member	member
of	of	of
a	a	a
network	network	network
of	of	of
mosques	mosqu	mosque
controlled	control	controlled
by	by	by
the	the	the
Islamic	islam	Islamic
Society	societi	Society
of	of	of
North	north	North
America	america	America
ISNA	isna	ISNA
a	a	a
Muslim	muslim	Muslim
civil	civil	civil
rights	right	right
group	group	group
named	name	named
as	as	a
an	an	an
unindicted	unindict	unindicted
co	co	co
-conspirator	-conspir	-conspirator
in	in	in
the	the	the
2008	2008	2008
Holy	holi	Holy
Land	land	Land
Foundation	foundat	Foundation
terror	terror	terror
case	case	case
Several	sever	Several
executives	execut	executive
with	with	with
that	that	that
organization	organ	organization
were	were	were
convicted	convict	convicted
of	of	of
sending	send	sending
money	money	money
to	to	to
aid	aid	aid
the	the	the
terrorist	terrorist	terrorist
group	group	group
Hamas	hama	Hamas
Read	read	Read
more	more	more
Daily	daili	Daily
Caller	caller	Caller
