Former	former	Former
Beatle	beatl	Beatle
George	georg	George
Harrison	harrison	Harrison
s	s	s
estate	estat	estate
is	is	is
livid	livid	livid
today	today	today
after	after	after
his	his	his
song	song	song
,	,	,
Here	here	Here
Comes	come	Comes
the	the	the
Sun	sun	Sun
was	was	wa
played	play	played
at	at	at
the	the	the
Republican	republican	Republican
National	nation	National
Convention	convent	Convention
.	.	.
While	while	While
Harrison	harrison	Harrison
is	is	is
no	no	no
longer	longer	longer
with	with	with
us	us	u
,	,	,
his	his	his
estate	estat	estate
certainly	certain	certainly
is	is	is
,	,	,
and	and	and
it	it	it
appears	appear	appears
that	that	that
they	they	they
ve	ve	ve
maintained	maintain	maintained
some	some	some
of	of	of
Harrison	harrison	Harrison
s	s	s
values	valu	value
.	.	.
They	they	They
tweeted	tweet	tweeted
this	this	this
to	to	to
the	the	the
Trump	trump	Trump
campaign	campaign	campaign
The	the	The
unauthorized	unauthor	unauthorized
use	use	use
of	of	of
#HereComestheSun	#herecomesthesun	#HereComestheSun
at	at	at
the	the	the
#RNCinCLE	#rncincl	#RNCinCLE
is	is	is
offensive	offens	offensive
against	against	against
the	the	the
wishes	wish	wish
of	of	of
the	the	the
George	georg	George
Harrison	harrison	Harrison
estate	estat	estate
.	.	.
George	georg	George
Harrison	harrison	Harrison
@GeorgeHarrison	@georgeharrison	@GeorgeHarrison
July	juli	July
22	22	22
,	,	,
2016They	2016they	2016They
weren	weren	weren
t	t	t
against	against	against
the	the	the
use	use	use
of	of	of
all	all	all
his	his	his
music	music	music
,	,	,
though	though	though
If	if	If
it	it	it
had	had	had
been	been	been
Beware	bewar	Beware
of	of	of
Darkness	dark	Darkness
,	,	,
then	then	then
we	we	we
MAY	may	MAY
have	have	have
approved	approv	approved
it	it	it
!	!	!
#TrumpYourself	#trumpyourself	#TrumpYourself
George	georg	George
Harrison	harrison	Harrison
@GeorgeHarrison	@georgeharrison	@GeorgeHarrison
July	juli	July
22	22	22
,	,	,
2016Not	2016not	2016Not
surprisingly	surpris	surprisingly
,	,	,
the	the	the
right	right	right
-wing	-wing	-wing
bully	bulli	bully
isn	isn	isn
t	t	t
too	too	too
well	well	well
liked	like	liked
in	in	in
the	the	the
music	music	music
world	world	world
.	.	.
These	these	These
17	17	17
musicians	musician	musician
have	have	have
brutally	brutal	brutally
said	said	said
#NoTrump.A	#notrump.a	#NoTrump.A
few	few	few
months	month	month
ago	ago	ago
,	,	,
Trump	trump	Trump
was	was	wa
told	told	told
by	by	by
the	the	the
Rolling	roll	Rolling
Stones	stone	Stones
that	that	that
he	he	he
needs	need	need
to	to	to
stop	stop	stop
using	use	using
their	their	their
music	music	music
.	.	.
Trump	trump	Trump
has	has	ha
featured	featur	featured
the	the	the
track	track	track
during	dure	during
his	his	his
campaign	campaign	campaign
,	,	,
even	even	even
drawing	draw	drawing
the	the	the
ire	ire	ire
of	of	of
the	the	the
Rolling	roll	Rolling
Stones	stone	Stones
earlier	earlier	earlier
