Donald	donald	Donald
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
manager	manag	manager
has	has	ha
been	been	been
accused	accus	accused
of	of	of
physically	physic	physically
assaulting	assault	assaulting
a	a	a
female	femal	female
reporter	report	reporter
after	after	after
his	his	his
press	press	press
conference	confer	conference
on	on	on
Tuesday	tuesday	Tuesday
night	night	night
.	.	.
The	the	The
claim	claim	claim
was	was	wa
made	made	made
public	public	public
by	by	by
Jamie	jami	Jamie
Weinstein	weinstein	Weinstein
of	of	of
the	the	the
conservative	conserv	conservative
Daily	daili	Daily
Caller	caller	Caller
.	.	.

In	in	In
a	a	a
tweet	tweet	tweet
,	,	,
Weinstein	weinstein	Weinstein
wrote	wrote	wrote
,	,	,
Tonight	tonight	Tonight
thug	thug	thug
Corey	corey	Corey
Lewandowski	lewandowski	Lewandowski
tried	tri	tried
to	to	to
pull	pull	pull
my	my	my
gf	gf	gf
@MichelleFields	@michellefield	@MichelleFields
to	to	to
ground	ground	ground
when	when	when
she	she	she
asked	ask	asked
tough	tough	tough
q	q	q
.	.	.

Trump	trump	Trump
always	alway	always
surrounds	surround	surround
himself	himself	himself
w	w	w
thugs	thug	thug
.	.	.

Tonight	tonight	Tonight
thug	thug	thug
Corey	corey	Corey
Lewandowski	lewandowski	Lewandowski
tried	tri	tried
to	to	to
pull	pull	pull
my	my	my
gf	gf	gf
@MichelleFields	@michellefield	@MichelleFields
to	to	to
ground	ground	ground
when	when	when
she	she	she
asked	ask	asked
tough	tough	tough
q	q	q
Jamie	jami	Jamie
Weinstein	weinstein	Weinstein
@Jamie_Weinstein	@jamie_weinstein	@Jamie_Weinstein
March	march	March
9	9	9
,	,	,
2016Say	2016say	2016Say
what	what	what
you	you	you
will	will	will
abt	abt	abt
Bush	bush	Bush
or	or	or
even	even	even
Obama	obama	Obama
.	.	.

They	they	They
would	would	would
never	never	never
tolerate	toler	tolerate
this	this	this
type	type	type
of	of	of
thuggery	thuggeri	thuggery
toward	toward	toward
women	women	woman
