Donald	donald	Donald
Trump	trump	Trump
has	has	ha
added	ad	added
Pope	pope	Pope
Francis	franci	Francis
to	to	to
his	his	his
very	veri	very
long	long	long
list	list	list
of	of	of
people	peopl	people
he	he	he
is	is	is
feuding	feud	feuding
with	with	with
.	.	.
During	dure	During
an	an	an
episode	episod	episode
of	of	of
The	the	The
Late	late	Late
Show	show	Show
with	with	with
Colbert	colbert	Colbert
,	,	,
Stephen	stephen	Stephen
Colbert	colbert	Colbert
did	did	did
a	a	a
hilarious	hilari	hilarious
bit	bit	bit
about	about	about
Trump	trump	Trump
s	s	s
latest	latest	latest
failure	failur	failure
attempt	attempt	attempt
to	to	to
pander	pander	pander
to	to	to
Christians	christian	Christians
.	.	.
The	the	The
feud	feud	feud
came	came	came
after	after	after
Pope	pope	Pope
Francis	franci	Francis
was	was	wa
quoted	quot	quoted
as	as	a
saying	say	saying
that	that	that
Trump	trump	Trump
is	is	is
not	not	not
a	a	a
Christian	christian	Christian
,	,	,
A	a	A
person	person	person
who	who	who
thinks	think	think
only	onli	only
about	about	about
building	build	building
walls	wall	wall
wherever	wherev	wherever
they	they	they
may	may	may
be	be	be
and	and	and
not	not	not
of	of	of
building	build	building
bridges	bridg	bridge
is	is	is
not	not	not
a	a	a
Christian	christian	Christian
,	,	,
Pope	pope	Pope
Francis	franci	Francis
said	said	said
while	while	while
traveling	travel	traveling
to	to	to
Rome	rome	Rome
from	from	from
Mexico	mexico	Mexico
.	.	.
When	when	When
asked	ask	asked
if	if	if
he	he	he
thought	thought	thought
people	peopl	people
should	should	should
or	or	or
should	should	should
not	not	not
vote	vote	vote
for	for	for
Trump	trump	Trump
,	,	,
Pope	pope	Pope
Francis	franci	Francis
responded	respond	responded
saying	say	saying
,	,	,
As	as	As
far	far	far
as	as	a
what	what	what
you	you	you
said	said	said
about	about	about
whether	whether	whether
I	i	I
would	would	would
advise	advis	advise
to	to	to
vote	vote	vote
or	or	or
not	not	not
to	to	to
vote	vote	vote
,	,	,
I	i	I
am	am	am
not	not	not
going	go	going
to	to	to
get	get	get
involved	involv	involved
in	in	in
that	that	that
.	.	.
I	i	I
say	say	say
only	onli	only
that	that	that
this	this	this
man	man	man
is	is	is
not	not	not
Christian	christian	Christian
if	if	if
he	he	he
has	has	ha
said	said	said
things	thing	thing
like	like	like
that	that	that
.	.	.
Trump	trump	Trump
released	releas	released
an	an	an
official	offici	official
campaign	campaign	campaign
response	respons	response
,	,	,
where	where	where
said	said	said
that	that	that
Pope	pope	Pope
Francis	franci	Francis
is	is	is
going	go	going
to	to	to
regret	regret	regret
not	not	not
supporting	support	supporting
him	him	him
and	and	and
his	his	his
campaign	campaign	campaign
when	when	when
ISIS	isi	ISIS
attacks	attack	attack
the	the	the
Vatican	vatican	Vatican
.	.	.
During	dure	During
a	a	a
campaign	campaign	campaign
rally	ralli	rally
on	on	on
Thursday	thursday	Thursday
Trump	trump	Trump
had	had	had
this	this	this
to	to	to
say	say	say
As	as	As
I	i	I
m	m	m
walking	walk	walking
up	up	up
here	here	here
,	,	,
they	they	they
said	said	said
,	,	,
Mr	mr	Mr
.	.	.
Trump	trump	Trump
,	,	,
the	the	the
pope	pope	pope
made	made	made
a	a	a
statement	statement	statement
about	about	about
you	you	you
,	,	,
and	and	and
I	i	I
said	said	said
,	,	,
The	the	The
pope	pope	pope
?	?	?
What	what	What
did	did	did
the	the	the
pope	pope	pope
say	say	say
?	?	?
I	i	I
like	like	like
the	the	the
pope	pope	pope
was	was	wa
it	it	it
good	good	good
or	or	or
bad	bad	bad
?	?	?
Because	becaus	Because
if	if	if
it	it	it
was	was	wa
good	good	good
,	,	,
I	i	I
like	like	like
the	the	the
pope	pope	pope
.	.	.
If	if	If
it	it	it
s	s	s
bad	bad	bad
,	,	,
I	i	I
don	don	don
t	t	t
like	like	like
the	the	the
pope	pope	pope
.	.	.
Colbert	colbert	Colbert
mocks	mock	mock
Trump	trump	Trump
during	dure	during
the	the	the
segment	segment	segment
,	,	,
saying	say	saying
It	it	It
s	s	s
like	like	like
Jesus	jesus	Jesus
said	said	said
Blessed	bless	Blessed
are	are	are
the	the	the
poor	poor	poor
,	,	,
unless	unless	unless
they	they	they
said	said	said
something	someth	something
bad	bad	bad
about	about	about
me	me	me
then	then	then
screw	screw	screw
them	them	them
.	.	.
Trump	trump	Trump
is	is	is
trying	tri	trying
to	to	to
pander	pander	pander
to	to	to
Christians	christian	Christians
.	.	.
He	he	He
really	realli	really
needs	need	need
them	them	them
in	in	in
order	order	order
to	to	to
secure	secur	secure
his	his	his
chances	chanc	chance
at	at	at
receiving	receiv	receiving
the	the	the
Republican	republican	Republican
primary	primari	primary
nomination	nomin	nomination
.	.	.
As	as	As
I	i	I
have	have	have
pointed	point	pointed
out	out	out
before	befor	before
,	,	,
Trump	trump	Trump
is	is	is
making	make	making
himself	himself	himself
look	look	look
a	a	a
fool	fool	fool
doing	do	doing
it	it	it
too	too	too
.	.	.
It	it	It
s	s	s
not	not	not
just	just	just
that	that	that
Trump	trump	Trump
isn	isn	isn
t	t	t
saying	say	saying
the	the	the
wrong	wrong	wrong
things	thing	thing
to	to	to
win	win	win
over	over	over
Christian	christian	Christian
voters	voter	voter
.	.	.
He	he	He
doesn	doesn	doesn
t	t	t
even	even	even
appear	appear	appear
to	to	to
understand	understand	understand
the	the	the
basic	basic	basic
concepts	concept	concept
of	of	of
Christianity	christian	Christianity
.	.	.
This	this	This
was	was	wa
shown	shown	shown
Trump	trump	Trump
publicly	public	publicly
stated	state	stated
that	that	that
he	he	he
had	had	had
not	not	not
asked	ask	asked
Jesus	jesus	Jesus
Christ	christ	Christ
for	for	for
forgiveness	forgiv	forgiveness
.	.	.
You	you	You
can	can	can
the	the	the
video	video	video
below	below	below
.	.	.
Featured	featur	Featured
image	imag	image
from	from	from
video	video	video
screenshot	screenshot	screenshot
