Donald	donald	Donald
Trump	trump	Trump
told	told	told
an	an	an
audience	audienc	audience
in	in	in
Fresno	fresno	Fresno
,	,	,
California	california	California
on	on	on
Friday	friday	Friday
,	,	,
that	that	that
there	there	there
is	is	is
no	no	no
drought	drought	drought
in	in	in
California	california	California
.	.	.

This	this	This
has	has	ha
to	to	to
be	be	be
the	the	the
most	most	most
absurd	absurd	absurd
claim	claim	claim
that	that	that
Trump	trump	Trump
has	has	ha
made	made	made
during	dure	during
his	his	his
campaign	campaign	campaign
.	.	.

During	dure	During
the	the	the
event	event	event
,	,	,
Trump	trump	Trump
implied	impli	implied
that	that	that
the	the	the
water	water	water
shortage	shortag	shortage
in	in	in
California	california	California
was	was	wa
created	creat	created
by	by	by
the	the	the
government	govern	government
and	and	and
environmentalists	environmentalist	environmentalist
.	.	.

We	we	We
re	re	re
going	go	going
to	to	to
solve	solv	solve
your	your	your
water	water	water
problem	problem	problem
.	.	.

You	you	You
have	have	have
a	a	a
water	water	water
problem	problem	problem
that	that	that
is	is	is
so	so	so
insane	insan	insane
.	.	.

It	it	It
is	is	is
so	so	so
ridiculous	ridicul	ridiculous
where	where	where
they	they	they
re	re	re
taking	take	taking
the	the	the
water	water	water
and	and	and
shoving	shove	shoving
it	it	it
out	out	out
to	to	to
sea	sea	sea
,	,	,
Trump	trump	Trump
told	told	told
the	the	the
crowd	crowd	crowd
made	made	made
up	up	up
of	of	of
mostly	most	mostly
California	california	California
farmers	farmer	farmer
.	.	.

They	they	They
don	don	don
t	t	t
understand	understand	understand
it	it	it
.	.	.

There	there	There
is	is	is
no	no	no
drought	drought	drought
,	,	,
they	they	they
turn	turn	turn
the	the	the
water	water	water
out	out	out
into	into	into
the	the	the
ocean	ocean	ocean
.	.	.

California	california	California
has	has	ha
been	been	been
in	in	in
a	a	a
state	state	state
of	of	of
drought	drought	drought
for	for	for
half	half	half
a	a	a
decade	decad	decade
.	.	.

In	in	In
2015	2015	2015
,	,	,
the	the	the
drought	drought	drought
was	was	wa
less	less	le
severe	sever	severe
than	than	than
it	it	it
has	has	ha
been	been	been
in	in	in
previous	previous	previous
years	year	year
.	.	.

Though	though	Though
to	to	to
claim	claim	claim
that	that	that
there	there	there
is	is	is
no	no	no
drought	drought	drought
and	and	and
to	to	to
imply	impli	imply
that	that	that
California	california	California
s	s	s
water	water	water
shortage	shortag	shortage
problem	problem	problem
has	has	ha
been	been	been
solely	sole	solely
caused	caus	caused
by	by	by
poor	poor	poor
water	water	water
management	manag	management
systems	system	system
is	is	is
ridiculous	ridicul	ridiculous
.	.	.
Trump	trump	Trump
pointed	point	pointed
towards	toward	towards
efforts	effort	effort
to	to	to
keep	keep	keep
the	the	the
Delta	delta	Delta
Smelt	smelt	Smelt
,	,	,
or	or	or
a	a	a
three	three	three
-inch	-inch	-inch
fish	fish	fish
as	as	a
Trump	trump	Trump
referred	refer	referred
to	to	to
it	it	it
in	in	in
his	his	his
speech	speech	speech
,	,	,
from	from	from
going	go	going
extinct	extinct	extinct
as	as	a
an	an	an
example	exampl	example
of	of	of
environmentalists	environmentalist	environmentalist
and	and	and
the	the	the
big	big	big
-bad-government	-bad-govern	-bad-government
stealing	steal	stealing
water	water	water
away	away	away
from	from	from
farmers	farmer	farmer
.	.	.

While	while	While
water	water	water
has	has	ha
been	been	been
redirected	redirect	redirected
in	in	in
a	a	a
last	last	last
-ditch	-ditch	-ditch
attempt	attempt	attempt
to	to	to
save	save	save
the	the	the
species	speci	specie
from	from	from
complete	complet	complete
extinction	extinct	extinction
,	,	,
the	the	the
idea	idea	idea
that	that	that
it	it	it
has	has	ha
had	had	had
any	ani	any
major	major	major
impact	impact	impact
on	on	on
farmers	farmer	farmer
is	is	is
nothing	noth	nothing
more	more	more
than	than	than
a	a	a
flimsy	flimsi	flimsy
talking	talk	talking
point	point	point
.	.	.
Trump	trump	Trump
is	is	is
pandering	pander	pandering
to	to	to
California	california	California
farmers	farmer	farmer
who	who	who
are	are	are
trying	tri	trying
to	to	to
get	get	get
legislation	legisl	legislation
passed	pass	passed
to	to	to
build	build	build
new	new	new
water	water	water
infrastructure	infrastructur	infrastructure
that	that	that
would	would	would
help	help	help
farmers	farmer	farmer
out	out	out
.	.	.

It	it	It
s	s	s
probably	probabl	probably
just	just	just
due	due	due
to	to	to
the	the	the
fact	fact	fact
that	that	that
he	he	he
is	is	is
Trump	trump	Trump
,	,	,
that	that	that
he	he	he
has	has	ha
chosen	chosen	chosen
to	to	to
do	do	do
so	so	so
in	in	in
such	such	such
a	a	a
ludicrous	ludicr	ludicrous
fashion	fashion	fashion
.	.	.

I	i	I
m	m	m
personally	person	personally
surprised	surpris	surprised
that	that	that
Trump	trump	Trump
is	is	is
spending	spend	spending
so	so	so
much	much	much
time	time	time
trying	tri	trying
to	to	to
win	win	win
over	over	over
voters	voter	voter
in	in	in
California	california	California
,	,	,
a	a	a
state	state	state
that	that	that
is	is	is
certain	certain	certain
to	to	to
vote	vote	vote
blue	blue	blue
in	in	in
November	novemb	November
.	.	.
You	you	You
can	can	can
watch	watch	watch
the	the	the
event	event	event
below	below	below
in	in	in
full	full	full
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
video	video	video
screenshot	screenshot	screenshot

