You	you	You
know	know	know
lies	lie	lie
have	have	have
gotten	gotten	gotten
out	out	out
of	of	of
control	control	control
when	when	when
a	a	a
man	man	man
who	who	who
helped	help	helped
orchestrate	orchestr	orchestrate
the	the	the
Iraq	iraq	Iraq
wars	war	war
,	,	,
a	a	a
man	man	man
who	who	who
coined	coin	coined
the	the	the
term	term	term
axis	axi	axis
of	of	of
evil	evil	evil
and	and	and
who	who	who
helped	help	helped
push	push	push
the	the	the
lie	lie	lie
of	of	of
weapons	weapon	weapon
of	of	of
mass	mass	mass
destruction	destruct	destruction
,	,	,
calls	call	call
Trump	trump	Trump
propaganda	propaganda	propaganda
what	what	what
it	it	it
is	is	is
.	.	.

Former	former	Former
George	georg	George
W	w	W
.	.	.

Bush	bush	Bush
speech	speech	speech
writer	writer	writer
David	david	David
Frum	frum	Frum
has	has	ha
been	been	been
one	one	one
of	of	of
the	the	the
ironic	iron	ironic
voices	voic	voice
of	of	of
reason	reason	reason
when	when	when
it	it	it
comes	come	come
to	to	to
the	the	the
President	presid	President
Elect	elect	Elect
and	and	and
the	the	the
media	media	medium
that	that	that
s	s	s
fawning	fawn	fawning
all	all	all
over	over	over
him	him	him
.	.	.
Frum	frum	Frum
took	took	took
to	to	to
Twitter	twitter	Twitter
on	on	on
Sunday	sunday	Sunday
with	with	with
a	a	a
series	seri	series
of	of	of
tweets	tweet	tweet
that	that	that
s	s	s
guaranteed	guarante	guaranteed
to	to	to
piss	piss	piss
Trump	trump	Trump
off	off	off
.	.	.

Frum	frum	Frum
warned	warn	warned
that	that	that
Trump	trump	Trump
s	s	s
lying	lie	lying
about	about	about
the	the	the
popular	popular	popular
vote	vote	vote
has	has	ha
dangerous	danger	dangerous
real	real	real
-world	-world	-world
consequences	consequ	consequence
.	.	.

He	he	He
called	call	called
Trump	trump	Trump
a	a	a
narcissist	narcissist	narcissist
who	who	who
will	will	will
surround	surround	surround
himself	himself	himself
with	with	with
sycophants	sycoph	sycophant
my	my	my
word	word	word
and	and	and
convince	convinc	convince
true	true	true
believers	believ	believer
to	to	to
act	act	act
en	en	en
masse	mass	masse
as	as	a
if	if	if
the	the	the
lies	lie	lie
were	were	were
truth	truth	truth
.	.	.

According	accord	According
to	to	to
Frum	frum	Frum
,	,	,
another	anoth	another
consequence	consequ	consequence
of	of	of
Trump	trump	Trump
s	s	s
lies	lie	lie
will	will	will
be	be	be
to	to	to
encourage	encourag	encourage
Congress	congress	Congress
to	to	to
be	be	be
reckless	reckless	reckless
.	.	.
Even	even	Even
more	more	more
surprisingly	surpris	surprisingly
,	,	,
Frum	frum	Frum
,	,	,
an	an	an
old	old	old
school	school	school
Republican	republican	Republican
,	,	,
admitted	admit	admitted
that	that	that
Republicans	republican	Republicans
have	have	have
lost	lost	lost
the	the	the
popular	popular	popular
vote	vote	vote
in	in	in
every	everi	every
single	singl	single
election	elect	election
but	but	but
one	one	one
over	over	over
the	the	the
last	last	last
28	28	28
years	year	year
.	.	.

That	that	That
,	,	,
to	to	to
Frum	frum	Frum
,	,	,
means	mean	mean
that	that	that
Republicans	republican	Republicans
should	should	should
rule	rule	rule
with	with	with
caution	caution	caution
,	,	,
since	sinc	since
they	they	they
don	don	don
t	t	t
have	have	have
a	a	a
mandate	mandat	mandate
.	.	.
Trump	trump	Trump
s	s	s
lying	lie	lying
about	about	about
the	the	the
popular	popular	popular
vote	vote	vote
has	has	ha
dangerous	danger	dangerous
real	real	real
-world	-world	-world
consequences	consequ	consequence
