Just	just	Just
as	as	a
they	they	they
did	did	did
during	dure	during
and	and	and
in	in	in
the	the	the
aftermath	aftermath	aftermath
of	of	of
Hurricane	hurrican	Hurricane
Katrina	katrina	Katrina
a	a	a
dozen	dozen	dozen
years	year	year
ago	ago	ago
,	,	,
Mexico	mexico	Mexico
has	has	ha
extended	extend	extended
a	a	a
hand	hand	hand
in	in	in
friendship	friendship	friendship
and	and	and
assistance	assist	assistance
to	to	to
the	the	the
state	state	state
of	of	of
Texas	texa	Texas
to	to	to
help	help	help
them	them	them
deal	deal	deal
with	with	with
Hurricane	hurrican	Hurricane
Harvey	harvey	Harvey
.	.	.
Their	their	Their
generosity	generos	generosity
is	is	is
especially	especi	especially
moving	move	moving
in	in	in
light	light	light
of	of	of
the	the	the
horrible	horribl	horrible
things	thing	thing
our	our	our
president	presid	president
has	has	ha
said	said	said
about	about	about
them	them	them
,	,	,
including	includ	including
insulting	insult	insulting
tweets	tweet	tweet
as	as	a
recently	recent	recently
as	as	a
Sunday	sunday	Sunday
With	with	With
Mexico	mexico	Mexico
being	be	being
one	one	one
of	of	of
the	the	the
highest	highest	highest
crime	crime	crime
Nations	nation	Nations
in	in	in
the	the	the
world	world	world
,	,	,
we	we	we
must	must	must
have	have	have
THE	the	THE
WALL	wall	WALL
.	.	.
Mexico	mexico	Mexico
will	will	will
pay	pay	pay
for	for	for
it	it	it
through	through	through
reimbursement	reimburs	reimbursement
other	other	other
.	.	.
Donald	donald	Donald
J	j	J
.	.	.
Trump	trump	Trump
@realDonaldTrump	@realdonaldtrump	@realDonaldTrump
August	august	August
27	27	27
,	,	,
2017We	2017we	2017We
are	are	are
in	in	in
the	the	the
NAFTA	nafta	NAFTA
worst	worst	worst
trade	trade	trade
deal	deal	deal
ever	ever	ever
made	made	made
renegotiation	renegoti	renegotiation
process	process	process
with	with	with
Mexico	mexico	Mexico
Canada	canada	Canada
.	.	.
Both	both	Both
being	be	being
very	veri	very
difficult	difficult	difficult
,	,	,
may	may	may
have	have	have
to	to	to
terminate	termin	terminate
?	?	?
Donald	donald	Donald
J	j	J
.	.	.
Trump	trump	Trump
@realDonaldTrump	@realdonaldtrump	@realDonaldTrump
August	august	August
27	27	27
,	,	,
2017Mexico	2017mexico	2017Mexico
has	has	ha
,	,	,
of	of	of
course	cours	course
,	,	,
repeatedly	repeat	repeatedly
reiterated	reiter	reiterated
that	that	that
it	it	it
will	will	will
not	not	not
be	be	be
paying	pay	paying
for	for	for
Donald	donald	Donald
Trump	trump	Trump
s	s	s
multi	multi	multi
-billion-dollar	-billion-dollar	-billion-dollar
wall	wall	wall
.	.	.
The	the	The
fact	fact	fact
that	that	that
a	a	a
response	respons	response
is	is	is
even	even	even
merited	merit	merited
still	still	still
baffles	baffl	baffle
me	me	me
,	,	,
because	becaus	because
why	whi	why
in	in	in
the	the	the
world	world	world
would	would	would
they	they	they
?	?	?
But	but	But
quite	quit	quite
apart	apart	apart
from	from	from
their	their	their
dealings	deal	dealing
with	with	with
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
President	presid	President
,	,	,
Mexico	mexico	Mexico
has	has	ha
always	alway	always
had	had	had
a	a	a
good	good	good
relationship	relationship	relationship
with	with	with
the	the	the
state	state	state
of	of	of
Texas	texa	Texas
.	.	.
The	the	The
ties	tie	tie
between	between	between
the	the	the
southern	southern	southern
state	state	state
and	and	and
the	the	the
country	countri	country
they	they	they
used	use	used
to	to	to
be	be	be
a	a	a
part	part	part
of	of	of
have	have	have
always	alway	always
been	been	been
strong	strong	strong
,	,	,
due	due	due
to	to	to
the	the	the
large	larg	large
mobile	mobil	mobile
population	popul	population
that	that	that
blurs	blur	blur
the	the	the
border	border	border
between	between	between
our	our	our
two	two	two
countries	countri	country
.	.	.
Both	both	Both
Foreign	foreign	Foreign
Minister	minist	Minister
Luis	lui	Luis
Videgaray	videgaray	Videgaray
and	and	and
Carlos	carlo	Carlos
Gonzalez	gonzalez	Gonzalez
Gutierrez	gutierrez	Gutierrez
,	,	,
the	the	the
Mexican	mexican	Mexican
consul	consul	consul
general	general	general
in	in	in
Austin	austin	Austin
have	have	have
contacted	contact	contacted
Texas	texa	Texas
Governor	governor	Governor
Greg	greg	Greg
Abbott	abbott	Abbott
s	s	s
office	offic	office
to	to	to
extend	extend	extend
their	their	their
offers	offer	offer
of	of	of
assistance	assist	assistance
.	.	.
Gutierrez	gutierrez	Gutierrez
,	,	,
in	in	in
fact	fact	fact
,	,	,
has	has	ha
been	been	been
in	in	in
constant	constant	constant
communication	communic	communication
with	with	with
the	the	the
governor	governor	governor
s	s	s
office	offic	office
,	,	,
according	accord	according
to	to	to
the	the	the
Dallas	dalla	Dallas
Morning	morn	Morning
News	news	News
As	as	As
we	we	we
have	have	have
done	done	done
in	in	in
the	the	the
past	past	past
,	,	,
Mexico	mexico	Mexico
stands	stand	stand
with	with	with
Texas	texa	Texas
in	in	in
this	this	this
difficult	difficult	difficult
moment	moment	moment
.	.	.
The	the	The
consul	consul	consul
general	general	general
in	in	in
Dallas	dalla	Dallas
,	,	,
Francisco	francisco	Francisco
de	de	de
la	la	la
Torre	torr	Torre
Galindo	galindo	Galindo
,	,	,
echoed	echo	echoed
Gutierrez	gutierrez	Gutierrez
sentiment	sentiment	sentiment
The	the	The
offer	offer	offer
for	for	for
help	help	help
and	and	and
collaboration	collabor	collaboration
acknowledges	acknowledg	acknowledges
a	a	a
reality	realiti	reality
.	.	.
We	we	We
live	live	live
in	in	in
the	the	the
same	same	same
neighborhood	neighborhood	neighborhood
called	call	called
North	north	North
America	america	America
.	.	.
We	we	We
can	can	can
t	t	t
be	be	be
distant	distant	distant
neighbors	neighbor	neighbor
,	,	,
not	not	not
any	ani	any
more	more	more
,	,	,
not	not	not
ever	ever	ever
.	.	.
After	after	After
extensive	extens	extensive
searching	search	searching
on	on	on
social	social	social
media	media	medium
and	and	and
on	on	on
the	the	the
Office	offic	Office
of	of	of
the	the	the
Governor	governor	Governor
s	s	s
website	websit	website
,	,	,
we	we	we
can	can	can
t	t	t
seem	seem	seem
to	to	to
find	find	find
any	ani	any
acknowledgment	acknowledg	acknowledgment
from	from	from
Governor	governor	Governor
Abbott	abbott	Abbott
of	of	of
Mexico	mexico	Mexico
s	s	s
offers	offer	offer
.	.	.
That	that	That
s	s	s
disappointing	disappoint	disappointing
,	,	,
as	as	a
Mexico	mexico	Mexico
has	has	ha
very	veri	very
publicly	public	publicly
made	made	made
them	them	them
and	and	and
their	their	their
help	help	help
is	is	is
always	alway	always
welcome	welcom	welcome
.	.	.
As	as	As
of	of	of
Monday	monday	Monday
afternoon	afternoon	afternoon
,	,	,
however	howev	however
,	,	,
there	there	there
was	was	wa
nothing	noth	nothing
on	on	on
Texas	texa	Texas
.	.	.
Gov	gov	Gov
,	,	,
Abbott	abbott	Abbott
s	s	s
Facebook	facebook	Facebook
page	page	page
,	,	,
or	or	or
either	either	either
his	his	his
personal	person	personal
Twitter	twitter	Twitter
account	account	account
or	or	or
his	his	his
official	offici	official
account	account	account
,	,	,
the	the	the
latter	latter	latter
of	of	of
which	which	which
he	he	he
uses	use	us
extensively	extens	extensively
.	.	.
On	on	On
Texas	texa	Texas
and	and	and
America	america	America
s	s	s
behalf	behalf	behalf
,	,	,
let	let	let
me	me	me
say	say	say
Thank	thank	Thank
you	you	you
Mexico	mexico	Mexico
,	,	,
and	and	and
thank	thank	thank
you	you	you
,	,	,
President	presid	President
Pe	pe	Pe
a	a	a
Nieto	nieto	Nieto
for	for	for
your	your	your
offer	offer	offer
.	.	.
We	we	We
can	can	can
always	alway	always
use	use	use
a	a	a
hand	hand	hand
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
John	john	John
Moore	moor	Moore
Getty	getti	Getty
Images	imag	Images
