Donald	donald	Donald
Trump	trump	Trump
is	is	is
doubling	doubl	doubling
down	down	down
on	on	on
his	his	his
bizarre	bizarr	bizarre
claim	claim	claim
that	that	that
the	the	the
only	onli	only
way	way	way
that	that	that
he	he	he
can	can	can
lose	lose	lose
in	in	in
Pennsylvania	pennsylvania	Pennsylvania
this	this	this
October	octob	October
is	is	is
because	becaus	because
of	of	of
electoral	elector	electoral
fraud	fraud	fraud
.	.	.

Trump	trump	Trump
began	began	began
this	this	this
narrative	narrat	narrative
last	last	last
week	week	week
in	in	in
Ohio	ohio	Ohio
where	where	where
he	he	he
said	said	said
that	that	that
he	he	he
is	is	is
afraid	afraid	afraid
the	the	the
election	elect	election
is	is	is
going	go	going
to	to	to
be	be	be
rigged	rig	rigged
.	.	.

We	we	We
re	re	re
going	go	going
to	to	to
watch	watch	watch
Pennsylvania	pennsylvania	Pennsylvania
.	.	.

Go	go	Go
down	down	down
to	to	to
certain	certain	certain
areas	area	area
and	and	and
watch	watch	watch
and	and	and
study	studi	study
and	and	and
make	make	make
sure	sure	sure
other	other	other
people	peopl	people
don	don	don
t	t	t
come	come	come
in	in	in
and	and	and
vote	vote	vote
five	five	five
times	time	time
,	,	,
Trump	trump	Trump
said	said	said
at	at	at
a	a	a
rally	ralli	rally
in	in	in
Altoona	altoona	Altoona
,	,	,
Pennsylvania	pennsylvania	Pennsylvania
Friday	friday	Friday
.	.	.

If	if	If
you	you	you
do	do	do
that	that	that
,	,	,
we	we	we
re	re	re
not	not	not
going	go	going
to	to	to
lose	lose	lose
.	.	.

The	the	The
only	onli	only
way	way	way
we	we	we
can	can	can
lose	lose	lose
,	,	,
in	in	in
my	my	my
opinion	opinion	opinion
I	i	I
really	realli	really
mean	mean	mean
this	this	this
,	,	,
Pennsylvania	pennsylvania	Pennsylvania
is	is	is
if	if	if
cheating	cheat	cheating
goes	goe	go
on	on	on
.	.	.

That	that	That
claim	claim	claim
was	was	wa
made	made	made
despite	despit	despite
the	the	the
fact	fact	fact
that	that	that
Hillary	hillari	Hillary
Clinton	clinton	Clinton
has	has	ha
maintained	maintain	maintained
a	a	a
very	veri	very
comfortable	comfort	comfortable
lead	lead	lead
over	over	over
Trump	trump	Trump
in	in	in
the	the	the
polls	poll	poll
.	.	.
Since	sinc	Since
then	then	then
,	,	,
Trump	trump	Trump
has	has	ha
doubled	doubl	doubled
down	down	down
on	on	on
his	his	his
claims	claim	claim
that	that	that
the	the	the
election	elect	election
will	will	will
be	be	be
stolen	stolen	stolen
from	from	from
him	him	him
in	in	in
Pennsylvania	pennsylvania	Pennsylvania
.	.	.

Trump	trump	Trump
s	s	s
campaign	campaign	campaign
has	has	ha
gone	gone	gone
so	so	so
far	far	far
as	as	a
to	to	to
try	tri	try
and	and	and
recruit	recruit	recruit
supporters	support	supporter
to	to	to
act	act	act
as	as	a
election	elect	election
observers	observ	observer
.	.	.

Normally	normal	Normally
,	,	,
recruiting	recruit	recruiting
election	elect	election
overseers	overs	overseer
wouldn	wouldn	wouldn
t	t	t
be	be	be
too	too	too
out	out	out
of	of	of
the	the	the
ordinary	ordinari	ordinary
for	for	for
a	a	a
campaign	campaign	campaign
to	to	to
do	do	do
.	.	.

However	howev	However
,	,	,
traditionally	tradit	traditionally
campaigns	campaign	campaign
hire	hire	hire
or	or	or
recruit	recruit	recruit
people	peopl	people
with	with	with
a	a	a
legal	legal	legal
background	background	background
to	to	to
do	do	do
the	the	the
work	work	work
.	.	.

