Wow	wow	Wow
!	!	!
Conservative	conserv	Conservative
Ann	ann	Ann
Coulter	coulter	Coulter
was	was	wa
in	in	in
fact	fact	fact
targeted	target	targeted
by	by	by
Delta	delta	Delta
employees	employe	employee
who	who	who
wanted	want	wanted
to	to	to
make	make	make
the	the	the
popular	popular	popular
Republican	republican	Republican
uncomfortable	uncomfort	uncomfortable
.	.	.
Coulter	coulter	Coulter
tweeted	tweet	tweeted
out	out	out
a	a	a
screenshot	screenshot	screenshot
of	of	of
a	a	a
back	back	back
and	and	and
forth	forth	forth
that	that	that
confirms	confirm	confirms
the	the	the
employees	employe	employee
decided	decid	decided
to	to	to
mess	mess	mess
with	with	with
her	her	her
because	becaus	because
of	of	of
her	her	her
political	polit	political
affiliation	affili	affiliation
BEWARE	bewar	BEWARE
OF	of	OF
@DELTA	@delta	@DELTA
REPUBLICANS	republican	REPUBLICANS
.	.	.
Texts	text	Texts
from	from	from
a	a	a
flight	flight	flight
attendant	attend	attendant
It	it	It
was	was	wa
political	polit	political
.	.	.
@Delta	@delta	@Delta
still	still	still
won	won	won
t	t	t
give	give	give
a	a	a
reason	reason	reason
.	.	.
pic.twitter.com/Tcxp2DlPa0	pic.twitter.com/tcxp2dlpa0	pic.twitter.com/Tcxp2DlPa0
Ann	ann	Ann
Coulter	coulter	Coulter
@AnnCoulter	@anncoult	@AnnCoulter
July	juli	July
18	18	18
,	,	,
2017In	2017in	2017In
case	case	case
you	you	you
missed	miss	missed
it	it	it
CONSERVATIVE	conserv	CONSERVATIVE
FIREBRAND	firebrand	FIREBRAND
ANN	ann	ANN
COULTER	coulter	COULTER
DESTROYS	destroy	DESTROYS
Delta	delta	Delta
Airlines	airlin	Airlines
On	on	On
Twitter	twitter	Twitter
For	for	For
Kicking	kick	Kicking
Her	her	Her
Out	out	Out
Of	of	Of
Reserved	reserv	Reserved
Seat	seat	Seat
There	there	There
are	are	are
some	some	some
people	peopl	people
you	you	you
probably	probabl	probably
shouldn	shouldn	shouldn
t	t	t
cross	cross	cross
.	.	.
Donald	donald	Donald
Trump	trump	Trump
is	is	is
one	one	one
,	,	,
and	and	and
conservative	conserv	conservative
author	author	author
and	and	and
political	polit	political
analyst	analyst	analyst
Ann	ann	Ann
Coulter	coulter	Coulter
is	is	is
the	the	the
other	other	other
one	one	one
Conservative	conserv	Conservative
columnist	columnist	columnist
Ann	ann	Ann
Coulter	coulter	Coulter
flew	flew	flew
into	into	into
a	a	a
fit	fit	fit
of	of	of
fury	furi	fury
Saturday	saturday	Saturday
after	after	after
Delta	delta	Delta
Airlines	airlin	Airlines
