When	when	When
Oakland	oakland	Oakland
Athletics	athlet	Athletics
catcher	catcher	catcher
Bruce	bruce	Bruce
Maxwell	maxwel	Maxwell
took	took	took
a	a	a
knee	knee	knee
during	dure	during
the	the	the
national	nation	national
anthem	anthem	anthem
before	befor	before
their	their	their
game	game	game
against	against	against
the	the	the
Texas	texa	Texas
Rangers	ranger	Rangers
,	,	,
the	the	the
Oakland	oakland	Oakland
Athletics	athlet	Athletics
immediately	immedi	immediately
tweeeted	tweeet	tweeeted
out	out	out
their	their	their
support	support	support
for	for	for
him	him	him
.	.	.

To	to	To
date	date	date
,	,	,
Maxwell	maxwel	Maxwell
is	is	is
the	the	the
only	onli	only
MLB	mlb	MLB
player	player	player
who	who	who
has	has	ha
chosen	chosen	chosen
to	to	to
disrespect	disrespect	disrespect
our	our	our
flag	flag	flag
as	as	a
a	a	a
way	way	way
to	to	to
help	help	help
BLM	blm	BLM
push	push	push
an	an	an
anti	anti	anti
-cop	-cop	-cop
movement	movement	movement
.	.	.
Here	here	Here
is	is	is
the	the	the
Oakland	oakland	Oakland
A	a	A
s	s	s
response	respons	response
to	to	to
Bruce	bruce	Bruce
Maxwell	maxwel	Maxwell
kneeling	kneel	kneeling
during	dure	during
our	our	our
nation	nation	nation
s	s	s
national	nation	national
anthem	anthem	anthem
pic.twitter.com/EHXwg8Zpax	pic.twitter.com/ehxwg8zpax	pic.twitter.com/EHXwg8Zpax
A's	a	A's
,	,	,
But	but	But
Spooky	spooki	Spooky
@Athletics	@athlet	@Athletics
September	septemb	September
24	24	24
,	,	,
2017Last	2017last	2017Last
week	week	week
,	,	,
Maxwell	maxwel	Maxwell
was	was	wa
caught	caught	caught
lying	lie	lying
about	about	about
being	be	being
denied	deni	denied
service	servic	service
at	at	at
a	a	a
local	local	local
restaurant	restaur	restaurant
after	after	after
kneeling	kneel	kneeling
for	for	for
the	the	the
anthem	anthem	anthem
.	.	.
FOX	fox	FOX
News	news	News
Oakland	oakland	Oakland
A	a	A
s	s	s
catcher	catcher	catcher
Bruce	bruce	Bruce
Maxwell	maxwel	Maxwell
,	,	,
26	26	26
,	,	,
claimed	claim	claimed
this	this	this
week	week	week
that	that	that
a	a	a
waiter	waiter	waiter
in	in	in
his	his	his
Alabama	alabama	Alabama
hometown	hometown	hometown
of	of	of
Huntsville	huntsvill	Huntsville
refused	refus	refused
him	him	him
service	servic	service
after	after	after
identifying	identifi	identifying
him	him	him
as	as	a
the	the	the
MLB	mlb	MLB
player	player	player
who	who	who
took	took	took
the	the	the
knee	knee	knee
during	dure	during
The	the	The
Star	star	Star
Spangled	spangl	Spangled
Banner	banner	Banner
last	last	last
month	month	month
only	onli	only
the	the	the
waiter	waiter	waiter
has	has	ha
a	a	a
very	veri	very
different	differ	different
version	version	version
of	of	of
events	event	event
and	and	and
he	he	he
told	told	told
Fox	fox	Fox
News	news	News
that	that	that
was	was	wa
far	far	far
from	from	from
what	what	what
went	went	went
down	down	down
.	.	.

He	he	He
is	is	is
outright	outright	outright
lying	lie	lying
.	.	.

This	this	This
is	is	is
really	realli	really
upsetting	upset	upsetting
as	as	a
he	he	he
was	was	wa
given	given	given
full	full	full
service	servic	service
,	,	,
I	i	I
didn	didn	didn
t	t	t
even	even	even
know	know	know
who	who	who
Bruce	bruce	Bruce
Maxwell	maxwel	Maxwell
was	was	wa
,	,	,
Matt	matt	Matt
Henry	henri	Henry
,	,	,
a	a	a
42	42	42
-year-old	-year-old	-year-old
waiter	waiter	waiter
at	at	at
Keegan	keegan	Keegan
s	s	s
Public	public	Public
House	hous	House
,	,	,
told	told	told
Fox	fox	Fox
News	news	News
.	.	.

This	this	This
all	all	all
started	start	started
because	becaus	because
I	i	I
carded	card	carded
his	his	his
friend	friend	friend
who	who	who
wanted	want	wanted
to	to	to
order	order	order
a	a	a
beer	beer	beer
.	.	.

According	accord	According
to	to	to
Henry	henri	Henry
,	,	,
an	an	an
Alabama	alabama	Alabama
native	nativ	native
,	,	,
Maxwell	maxwel	Maxwell
was	was	wa
dining	dine	dining
with	with	with
local	local	local
Democratic	democrat	Democratic
councilman	councilman	councilman
Devyn	devyn	Devyn
Keith	keith	Keith
and	and	and
another	anoth	another
friend	friend	friend
who	who	who
produced	produc	produced
an	an	an
expired	expir	expired
ID	id	ID
,	,	,
and	and	and
the	the	the
server	server	server
refused	refus	refused
to	to	to
serve	serv	serve
him	him	him
a	a	a
drink	drink	drink
which	which	which
upset	upset	upset
the	the	the
friend	friend	friend
,	,	,
who	who	who
followed	follow	followed
him	him	him
into	into	into
the	the	the
kitchen	kitchen	kitchen
.	.	.

He	he	He
asked	ask	asked
me	me	me
,	,	,
Don	don	Don
t	t	t
you	you	you
know	know	know
who	who	who
Bruce	bruce	Bruce
Maxwell	maxwel	Maxwell
is	is	is
?	?	?

,	,	,
and	and	and
told	told	told
me	me	me
I	i	I
was	was	wa
making	make	making
everyone	everyon	everyone
feel	feel	feel
uncomfortable	uncomfort	uncomfortable
.	.	.

Nobody	nobodi	Nobody
was	was	wa
even	even	even
paying	pay	paying
attention	attent	attention
to	to	to
them	them	them
,	,	,
Henry	henri	Henry
claimed	claim	claimed
.	.	.

I	i	I
didn	didn	didn
t	t	t
know	know	know
anything	anyth	anything
about	about	about
him	him	him
or	or	or
the	the	the
kneeling	kneel	kneeling
.	.	.

All	all	All
I	i	I
know	know	know
is	is	is
a	a	a
friend	friend	friend
of	of	of
mine	mine	mine
15	15	15
years	year	year
ago	ago	ago
lost	lost	lost
his	his	his
job	job	job
for	for	for
serving	serv	serving
someone	someon	someone
a	a	a
drink	drink	drink
who	who	who
happened	happen	happened
to	to	to
be	be	be
underage	underag	underage
,	,	,
so	so	so
if	if	if
anyone	anyon	anyone
looks	look	look
under	under	under
30	30	30
,	,	,
I	i	I
m	m	m
going	go	going
to	to	to
card	card	card
them	them	them
.	.	.

The	the	The
waiter	waiter	waiter
said	said	said
that	that	that
the	the	the
councilman	councilman	councilman
then	then	then
complained	complain	complained
to	to	to
the	the	the
restaurant	restaur	restaurant
s	s	s
manager	manag	manager
about	about	about
Maxwell	maxwel	Maxwell
being	be	being
uncomfortable	uncomfort	uncomfortable
,	,	,
and	and	and
the	the	the
manager	manag	manager
simply	simpli	simply
swapped	swap	swapped
me	me	me
to	to	to
another	anoth	another
table	tabl	table
,	,	,
and	and	and
that	that	that
it	it	it
was	was	wa
no	no	no
big	big	big
deal	deal	deal
.	.	.

The	the	The
restaurant	restaur	restaurant
manager	manag	manager
on	on	on
duty	duti	duty
that	that	that
day	day	day
,	,	,
Anne	ann	Anne
Whalen	whalen	Whalen
who	who	who
requested	request	requested
the	the	the
restaurant	restaur	restaurant
name	name	name
not	not	not
be	be	be
used	use	used
without	without	without
permission	permiss	permission
from	from	from
the	the	the
owner	owner	owner
also	also	also
told	told	told
Fox	fox	Fox
News	news	News
that	that	that
Maxwell	maxwel	Maxwell
s	s	s
story	stori	story
being	be	being
portrayed	portray	portrayed
in	in	in
the	the	the
media	media	medium
could	could	could
not	not	not
be	be	be
further	further	further
from	from	from
the	the	the
truth	truth	truth
.	.	.

Matt	matt	Matt
came	came	came
to	to	to
me	me	me
and	and	and
told	told	told
me	me	me
that	that	that
a	a	a
guy	guy	guy
wanted	want	wanted
a	a	a
beer	beer	beer
but	but	but
his	his	his
ID	id	ID
was	was	wa
not	not	not
valid	valid	valid
and	and	and
I	i	I
told	told	told
him	him	him
he	he	he
absolutely	absolut	absolutely
could	could	could
not	not	not
give	give	give
it	it	it
to	to	to
him	him	him
,	,	,
we	we	we
can	can	can
go	go	go
to	to	to
jail	jail	jail
for	for	for
that	that	that
in	in	in
the	the	the
state	state	state
of	of	of
Alabama	alabama	Alabama
,	,	,
the	the	the
manager	manag	manager
said	said	said
.	.	.

It	it	It
was	was	wa
his	his	his
friend	friend	friend
causing	caus	causing
all	all	all
the	the	the
fuss	fuss	fuss
,	,	,
none	none	none
of	of	of
us	us	u
even	even	even
knew	knew	knew
who	who	who
this	this	this
baseball	basebal	baseball
player	player	player
was	was	wa
.	.	.

I	i	I
told	told	told
him	him	him
I	i	I
had	had	had
no	no	no
idea	idea	idea
who	who	who
he	he	he
was	was	wa
going	go	going
on	on	on
about	about	about
,	,	,
she	she	she
said	said	said
.	.	.

Eventually	eventu	Eventually
Matt	matt	Matt
just	just	just
asked	ask	asked
if	if	if
we	we	we
could	could	could
put	put	put
another	anoth	another
server	server	server
on	on	on
the	the	the
table	tabl	table
so	so	so
I	i	I
did	did	did
.	.	.

I	i	I
can	can	can
t	t	t
believe	believ	believe
the	the	the
story	stori	story
.	.	.

Today	today	Today
,	,	,
it	it	it
was	was	wa
announced	announc	announced
that	that	that
Maxwell	maxwel	Maxwell
was	was	wa
arrested	arrest	arrested
in	in	in
Arizona	arizona	Arizona
after	after	after
a	a	a
food	food	food
delivery	deliveri	delivery
person	person	person
told	told	told
authorities	author	authority
that	that	that
he	he	he
pointed	point	pointed
a	a	a
gun	gun	gun
at	at	at
her	her	her
.	.	.
TMZ	tmz	TMZ
Scottsdale	scottsdal	Scottsdale
PD	pd	PD
tells	tell	tell
us	us	u
Maxwell	maxwel	Maxwell
,	,	,
26	26	26
,	,	,
was	was	wa
arrested	arrest	arrested
Saturday	saturday	Saturday
at	at	at
6	6	6
08	08	08
PM	pm	PM
at	at	at
his	his	his
Scottsdale	scottsdal	Scottsdale
,	,	,
AZ	az	AZ
home	home	home
.	.	.

Cops	cop	Cops
say	say	say
the	the	the
alleged	alleg	alleged
victim	victim	victim
was	was	wa
a	a	a
female	femal	female
food	food	food
delivery	deliveri	delivery
driver	driver	driver
who	who	who
told	told	told
them	them	them
Maxwell	maxwel	Maxwell
pointed	point	pointed
a	a	a
gun	gun	gun
at	at	at
her	her	her
.	.	.
It	it	It
s	s	s
unclear	unclear	unclear
what	what	what
led	led	led
up	up	up
to	to	to
the	the	the
incident	incid	incident
.	.	.
SPD	spd	SPD
says	say	say
Maxwell	maxwel	Maxwell
was	was	wa
booked	book	booked
on	on	on
charges	charg	charge
of	of	of
aggravated	aggrav	aggravated
assault	assault	assault
with	with	with
a	a	a
deadly	dead	deadly
weapon	weapon	weapon
and	and	and
disorderly	disord	disorderly
conduct	conduct	conduct
.	.	.
Cops	cop	Cops
say	say	say
he	he	he
is	is	is
in	in	in
custody	custodi	custody
and	and	and
awaiting	await	awaiting
his	his	his
initial	initi	initial
appearance	appear	appearance
in	in	in
front	front	front
of	of	of
a	a	a
judge	judg	judge
.	.	.

