Token	Stem	Lemma
Donald	donald	Donald
Trump	trump	Trump
just	just	just
got	got	got
owned	own	owned
for	for	for
comparing	compar	comparing
Hillary	hillari	Hillary
Clinton	clinton	Clinton
to	to	to
German	german	German
Chancellor	chancellor	Chancellor
Angela	angela	Angela
Merkel	merkel	Merkel
in	in	in
an	an	an
effort	effort	effort
to	to	to
demonize	demon	demonize
her	her	her
plan	plan	plan
to	to	to
let	let	let
Syrian	syrian	Syrian
refugees	refuge	refugee
settle	settl	settle
in	in	in
this	this	this
country	countri	country
During	dure	During
a	a	a
rally	ralli	rally
on	on	on
Monday	monday	Monday
the	the	the
Republican	republican	Republican
nominee	nomine	nominee
told	told	told
a	a	a
crowd	crowd	crowd
in	in	in
Ohio	ohio	Ohio
that	that	that
crime	crime	crime
rates	rate	rate
are	are	are
up	up	up
in	in	in
Germany	germani	Germany
due	due	due
to	to	to
the	the	the
influx	influx	influx
of	of	of
refugees	refuge	refugee
from	from	from
war	war	war
torn	torn	torn
parts	part	part
of	of	of
the	the	the
Middle	middl	Middle
East	east	East
and	and	and
declared	declar	declared
that	that	that
Hillary	hillari	Hillary
Clinton	clinton	Clinton
wants	want	want
to	to	to
be	be	be
like	like	like
Merkel	merkel	Merkel
and	and	and
make	make	make
America	america	America
just	just	just
like	like	like
Germany	germani	Germany
Hillary	hillari	Hillary
Clinton	clinton	Clinton
wants	want	want
to	to	to
be	be	be
America	america	America
s	s	s
Angela	angela	Angela
Merkel	merkel	Merkel
and	and	and
you	you	you
know	know	know
what	what	what
a	a	a
disaster	disast	disaster
this	this	this
massive	massiv	massive
immigration	immigr	immigration
has	has	ha
been	been	been
to	to	to
Germany	germani	Germany
and	and	and
the	the	the
people	peopl	people
of	of	of
Germany	germani	Germany
Trump	trump	Trump
said	said	said
Crime	crime	Crime
has	has	ha
risen	risen	risen
to	to	to
levels	level	level
that	that	that
no	no	no
one	one	one
thought	thought	thought
they	they	they
would	would	would
ever	ever	ever
ever	ever	ever
see	see	see
It	it	It
is	is	is
a	a	a
catastrophe	catastroph	catastrophe
Trump	trump	Trump
s	s	s
claims	claim	claim
baffled	baffl	baffled
Germany	germani	Germany
s	s	s
European	european	European
Affairs	affair	Affairs
Minister	minist	Minister
Michael	michael	Michael
Roth	roth	Roth
in	in	in
particular	particular	particular
because	becaus	because
as	as	a
usual	usual	usual
Trump	trump	Trump
is	is	is
lying	lie	lying
in	in	in
an	an	an
effort	effort	effort
to	to	to
scare	scare	scare
Americans	american	Americans
into	into	into
voting	vote	voting
for	for	for
him	him	him
In	in	In
remarks	remark	remark
made	made	made
to	to	to
Reuters	reuter	Reuters
Roth	roth	Roth
apologized	apolog	apologized
for	for	for
Trump	trump	Trump
s	s	s
made	made	made
up	up	up
claims	claim	claim
and	and	and
took	took	took
on	on	on
the	the	the
task	task	task
of	of	of
cleaning	clean	cleaning
up	up	up
his	his	his
mess	mess	mess
by	by	by
informing	inform	informing
him	him	him
of	of	of
what	what	what
is	is	is
actually	actual	actually
going	go	going
on	on	on
in	in	in
Germany	germani	Germany
I	i	I
m	m	m
sorry	sorri	sorry
that	that	that
the	the	the
Republican	republican	Republican
presidential	presidenti	presidential
candidate	candid	candidate
trumpets	trumpet	trumpet
out	out	out
things	thing	thing
like	like	like
that	that	that
without	without	without
any	ani	any
factual	factual	factual
basis	basi	basis
Roth	roth	Roth
said	said	said
If	if	If
he	he	he
had	had	had
studied	studi	studied
the	the	the
actual	actual	actual
situation	situat	situation
in	in	in
Germany	germani	Germany
he	he	he
would	would	would
know	know	know
that	that	that
while	while	while
the	the	the
many	mani	many
refugees	refuge	refugee
who	who	who
came	came	came
to	to	to
Germany	germani	Germany
and	and	and
Europe	europ	Europe
pose	pose	pose
a	a	a
big	big	big
challenge	challeng	challenge
for	for	for
us	us	u
and	and	and
everything	everyth	everything
is	is	is
still	still	still
not	not	not
completely	complet	completely
resolved	resolv	resolved
they	they	they
have	have	have
not	not	not
led	led	led
to	to	to
a	a	a
massive	massiv	massive
increase	increas	increase
in	in	in
crime	crime	crime
rates	rate	rate
Indeed	inde	Indeed
statistics	statist	statistic
show	show	show
that	that	that
the	the	the
number	number	number
of	of	of
crimes	crime	crime
committed	commit	committed
in	in	in
Germany	germani	Germany
are	are	are
virtually	virtual	virtually
unchanged	unchang	unchanged
from	from	from
2015	2015	2015
which	which	which
means	mean	mean
crime	crime	crime
rates	rate	rate
are	are	are
NOT	not	NOT
increasing	increas	increasing
due	due	due
to	to	to
the	the	the
increased	increas	increased
number	number	number
of	of	of
immigrants	immigr	immigrant
According	accord	According
to	to	to
Reuters	reuter	Reuters
Statistics	statist	Statistics
compiled	compil	compiled
by	by	by
the	the	the
German	german	German
Interior	interior	Interior
Ministry	ministri	Ministry
showed	show	showed
the	the	the
number	number	number
of	of	of
crimes	crime	crime
reported	report	reported
in	in	in
2015	2015	2015
excluding	exclud	excluding
visa	visa	visa
violations	violat	violation
and	and	and
other	other	other
immigration	immigr	immigration
violations	violat	violation
remained	remain	remained
essentially	essenti	essentially
unchanged	unchang	unchanged
from	from	from
the	the	the
previous	previous	previous
year	year	year
