The	the	The
results	result	result
of	of	of
this	this	this
town	town	town
s	s	s
gun	gun	gun
ownership	ownership	ownership
mandate	mandat	mandate
shows	show	show
what	what	what
happens	happen	happens
when	when	when
there	there	there
are	are	are
armed	arm	armed
civilians	civilian	civilian
out	out	out
there	there	there
In	in	In
1982	1982	1982
,	,	,
the	the	the
little	littl	little
town	town	town
of	of	of
Kennesaw	kennesaw	Kennesaw
,	,	,
Georgia	georgia	Georgia
passed	pass	passed
an	an	an
ordinance	ordin	ordinance
that	that	that
every	everi	every
able	abl	able
bodied	bodi	bodied
family	famili	family
must	must	must
own	own	own
a	a	a
gun	gun	gun
.	.	.

Here	here	Here
is	is	is
the	the	the
text	text	text
of	of	of
the	the	the
ordinance	ordin	ordinance
a	a	a
In	in	In
order	order	order
to	to	to
provide	provid	provide
for	for	for
the	the	the
emergency	emerg	emergency
management	manag	management
of	of	of
the	the	the
city	citi	city
,	,	,
and	and	and
further	further	further
in	in	in
order	order	order
to	to	to
provide	provid	provide
for	for	for
and	and	and
protect	protect	protect
the	the	the
safety	safeti	safety
,	,	,
security	secur	security
and	and	and
general	general	general
welfare	welfar	welfare
of	of	of
the	the	the
city	citi	city
and	and	and
its	it	it
inhabitants	inhabit	inhabitant
,	,	,
every	everi	every
head	head	head
of	of	of
household	household	household
residing	resid	residing
in	in	in
the	the	the
city	citi	city
limits	limit	limit
is	is	is
required	requir	required
to	to	to
maintain	maintain	maintain
a	a	a
firearm	firearm	firearm
,	,	,
together	togeth	together
with	with	with
ammunition	ammunit	ammunition
therefore	therefor	therefore
.	.	.
b	b	b
Exempt	exempt	Exempt
from	from	from
the	the	the
effect	effect	effect
of	of	of
this	this	this
section	section	section
are	are	are
those	those	those
heads	head	head
of	of	of
households	household	household
who	who	who
suffer	suffer	suffer
a	a	a
physical	physic	physical
or	or	or
mental	mental	mental
disability	disabl	disability
which	which	which
would	would	would
prohibit	prohibit	prohibit
them	them	them
from	from	from
using	use	using
such	such	such
a	a	a
firearm	firearm	firearm
.	.	.

Further	further	Further
exempt	exempt	exempt
from	from	from
the	the	the
effect	effect	effect
of	of	of
this	this	this
section	section	section
are	are	are
those	those	those
heads	head	head
of	of	of
households	household	household
who	who	who
are	are	are
paupers	pauper	pauper
or	or	or
who	who	who
conscientiously	conscienti	conscientiously
oppose	oppos	oppose
maintaining	maintain	maintaining
firearms	firearm	firearm
as	as	a
a	a	a
result	result	result
of	of	of
beliefs	belief	belief
or	or	or
religious	religi	religious
doctrine	doctrin	doctrine
,	,	,
or	or	or
persons	person	person
convicted	convict	convicted
of	of	of
a	a	a
felony	feloni	felony
.	.	.
An	an	An
amendment	amend	amendment
to	to	to
the	the	the
gun	gun	gun
ownership	ownership	ownership
law	law	law
grants	grant	grant
exceptions	except	exception
to	to	to
convicted	convict	convicted
felons	felon	felon
,	,	,
conscientious	conscienti	conscientious
objectors	objector	objector
and	and	and
those	those	those
who	who	who
cannot	cannot	cannot
afford	afford	afford
a	a	a
gun	gun	gun
.	.	.
In	in	In
2007	2007	2007
,	,	,
there	there	there
was	was	wa
a	a	a
follow	follow	follow
up	up	up
,	,	,
showing	show	showing
the	the	the
effects	effect	effect
of	of	of
the	the	the
law	law	law
on	on	on
crime	crime	crime
and	and	and
the	the	the
city	citi	city
.	.	.

The	the	The
liberals	liber	liberal
of	of	of
course	cours	course
warned	warn	warned
that	that	that
Kennesaw	kennesaw	Kennesaw
would	would	would
become	becom	become
the	the	the
Wild	wild	Wild
West	west	West
.	.	.

Like	like	Like
all	all	all
liberal	liber	liberal
predictions	predict	prediction
,	,	,
this	this	this
one	one	one
belongs	belong	belongs
in	in	in
the	the	the
sewer	sewer	sewer
.	.	.

Make	make	Make
sure	sure	sure
you	you	you
flush	flush	flush
