Former	former	Former
People	peopl	People
magazine	magazin	magazine
writer	writer	writer
Natasha	natasha	Natasha
Stoynoff	stoynoff	Stoynoff
has	has	ha
produced	produc	produced
six	six	six
witnesses	wit	witness
who	who	who
corroborate	corrobor	corroborate
her	her	her
allegations	alleg	allegation
when	when	when
she	she	she
said	said	said
Donald	donald	Donald
Trump	trump	Trump
was	was	wa
pushing	push	pushing
me	me	me
against	against	against
the	the	the
wall	wall	wall
and	and	and
forcing	forc	forcing
his	his	his
tongue	tongu	tongue
down	down	down
my	my	my
throat	throat	throat
.	.	.

We	we	We
walked	walk	walked
into	into	into
that	that	that
room	room	room
alone	alon	alone
,	,	,
and	and	and
Trump	trump	Trump
shut	shut	shut
the	the	the
door	door	door
behind	behind	behind
us	us	u
.	.	.

I	i	I
turned	turn	turned
around	around	around
,	,	,
and	and	and
within	within	within
seconds	second	second
he	he	he
was	was	wa
pushing	push	pushing
me	me	me
against	against	against
the	the	the
wall	wall	wall
and	and	and
forcing	forc	forcing
his	his	his
tongue	tongu	tongue
down	down	down
my	my	my
throat	throat	throat
,	,	,
she	she	she
stated	state	stated
.	.	.
Trump	trump	Trump
recently	recent	recently
denied	deni	denied
the	the	the
story	stori	story
and	and	and
later	later	later
attacked	attack	attacked
Stoynoff	stoynoff	Stoynoff
while	while	while
campaigning	campaign	campaigning
,	,	,
saying	say	saying
,	,	,
She	she	She
lies	lie	lie
!	!	!

Look	look	Look
at	at	at
her	her	her
,	,	,
I	i	I
don	don	don
t	t	t
think	think	think
so	so	so
.	.	.

One	one	One
of	of	of
the	the	the
witnesses	wit	witness
is	is	is
friend	friend	friend
who	who	who
was	was	wa
with	with	with
Stoynoff	stoynoff	Stoynoff
when	when	when
she	she	she
ran	ran	ran
into	into	into
Melania	melania	Melania
Trump	trump	Trump
later	later	later
in	in	in
N	n	N
.	.	.
Y	y	Y
.	.	.
C	c	C
.	.	.
Melania	melania	Melania
Trump	trump	Trump
is	is	is
demanding	demand	demanding
a	a	a
retraction	retract	retraction
and	and	and
apology	apolog	apology
from	from	from
People	peopl	People
magazine	magazin	magazine
,	,	,
a	a	a
move	move	move
which	which	which
surprises	surpris	surprise
no	no	no
one	one	one
ever	ever	ever
,	,	,
especially	especi	especially
since	sinc	since
she	she	she
previously	previous	previously
threatened	threaten	threatened
to	to	to
sue	sue	sue
bloggers	blogger	blogger
for	for	for
quoting	quot	quoting
from	from	from
a	a	a
source	sourc	source
.	.	.
The	the	The
newest	newest	newest
demand	demand	demand
letter	letter	letter
denies	deni	denies
that	that	that
Stoynoff	stoynoff	Stoynoff
and	and	and
Melania	melania	Melania
ran	ran	ran
into	into	into
each	each	each
other	other	other
on	on	on
the	the	the
street	street	street
that	that	that
day	day	day
.	.	.

In	in	In
states	state	state
,	,	,
in	in	in
part	part	part
,	,	,
The	the	The
true	true	true
facts	fact	fact
are	are	are
these	these	these
Mrs	mrs	Mrs
.	.	.

Trump	trump	Trump
did	did	did
not	not	not
encounter	encount	encounter
Ms	ms	Ms
.	.	.
Stoynoff	stoynoff	Stoynoff
on	on	on
the	the	the
street	street	street
,	,	,
nor	nor	nor
have	have	have
any	ani	any
conversation	convers	conversation
with	with	with
her	her	her
.	.	.

Stoynoff	stoynoff	Stoynoff
s	s	s
friend	friend	friend
Liza	liza	Liza
Herz	herz	Herz
remembers	rememb	remembers
the	the	the
encounter	encount	encounter
.	.	.

They	they	They
chatted	chat	chatted
in	in	in
a	a	a
friendly	friend	friendly
way	way	way
,	,	,
Herz	herz	Herz
says	say	say
.	.	.

And	and	And
what	what	what
struck	struck	struck
me	me	me
most	most	most
was	was	wa
that	that	that
Melania	melania	Melania
was	was	wa
carrying	carri	carrying
a	a	a
child	child	child
and	and	and
wearing	wear	wearing
heels	heel	heel
.	.	.

But	but	But
,	,	,
according	accord	according
to	to	to
what	what	what
Melania	melania	Melania
told	told	told
Anderson	anderson	Anderson
Cooper	cooper	Cooper
,	,	,
that	that	that
encounter	encount	encounter
never	never	never
happened	happen	happened
,	,	,
saying	say	saying
,	,	,
in	in	in
part	part	part
,	,	,
I	i	I
was	was	wa
never	never	never
friends	friend	friend
with	with	with
her	her	her
,	,	,
I	i	I
would	would	would
not	not	not
recognize	recogn	recognize
her	her	her
.	.	.

Stoynoff	stoynoff	Stoynoff
,	,	,
though	though	though
,	,	,
was	was	wa
working	work	working
on	on	on
a	a	a
profile	profil	profile
of	of	of
Melania	melania	Melania
s	s	s
husband	husband	husband
.	.	.
People	peopl	People
magazine	magazin	magazine
reports	report	report
PEOPLE	peopl	PEOPLE
Editor	editor	Editor
in	in	in
Chief	chief	Chief
Jess	jess	Jess
Cagle	cagl	Cagle
says	say	say
in	in	in
a	a	a
statement	statement	statement
about	about	about
Stoynoff	stoynoff	Stoynoff
s	s	s
piece	piec	piece
,	,	,
In	in	In
this	this	this
week	week	week
s	s	s
issue	issu	issue
of	of	of
PEOPLE	peopl	PEOPLE
which	which	which
hits	hit	hit
newsstands	newsstand	newsstand
in	in	in
New	new	New
York	york	York
on	on	on
Wednesday	wednesday	Wednesday
,	,	,
we	we	we
feature	featur	feature
a	a	a
story	stori	story
that	that	that
includes	includ	includes
named	name	named
sources	sourc	source
who	who	who
can	can	can
corroborate	corrobor	corroborate
Natasha	natasha	Natasha
Stoynoff	stoynoff	Stoynoff
s	s	s
account	account	account
including	includ	including
one	one	one
woman	woman	woman
a	a	a
friend	friend	friend
of	of	of
Natasha	natasha	Natasha
s	s	s
who	who	who
was	was	wa
actually	actual	actually
with	with	with
her	her	her
when	when	when
she	she	she
bumped	bump	bumped
into	into	into
Melania	melania	Melania
Trump	trump	Trump
on	on	on
Fifth	fifth	Fifth
Ave	ave	Ave
.	.	.
,	,	,
as	as	a
outlined	outlin	outlined
in	in	in
her	her	her
story	stori	story
.	.	.

Five	five	Five
other	other	other
witnesses	wit	witness
also	also	also
back	back	back
up	up	up
Stoynoff	stoynoff	Stoynoff
s	s	s
account	account	account
of	of	of
her	her	her
encounter	encount	encounter
with	with	with
Trump	trump	Trump
.	.	.
A	a	A
longtime	longtim	longtime
friend	friend	friend
of	of	of
Stoynoff	stoynoff	Stoynoff
s	s	s
,	,	,
Marina	marina	Marina
Grasic	grasic	Grasic
,	,	,
said	said	said
she	she	she
got	got	got
a	a	a
phone	phone	phone
call	call	call
from	from	from
her	her	her
friend	friend	friend
the	the	the
day	day	day
after	after	after
the	the	the
attack	attack	attack
.	.	.

During	dure	During
that	that	that
call	call	call
Stoynoff	stoynoff	Stoynoff
detailed	detail	detailed
everything	everyth	everything
about	about	about
the	the	the
assault	assault	assault
.	.	.
Grasic	grasic	Grasic
said	said	said
Stoynoff	stoynoff	Stoynoff
felt	felt	felt
embarrassed	embarrass	embarrassed
and	and	and
even	even	even
thought	thought	thought
of	of	of
Trump	trump	Trump
s	s	s
then	then	then
-pregnant	-pregnant	-pregnant
wife	wife	wife
Melania	melania	Melania
when	when	when
deciding	decid	deciding
not	not	not
to	to	to
come	come	come
forward	forward	forward
about	about	about
the	the	the
incident	incid	incident
.	.	.

Natasha	natasha	Natasha
was	was	wa
also	also	also
struggling	struggl	struggling
about	about	about
not	not	not
hurting	hurt	hurting
pregnant	pregnant	pregnant
Melania	melania	Melania
if	if	if
the	the	the
story	stori	story
came	came	came
out	out	out
,	,	,
Grasic	grasic	Grasic
says	say	say
.	.	.

Beyond	beyond	Beyond
just	just	just
the	the	the
attack	attack	attack
,	,	,
she	she	she
was	was	wa
horrified	horrifi	horrified
by	by	by
the	the	the
vulgar	vulgar	vulgar
circumstances	circumst	circumstance
under	under	under
which	which	which
she	she	she
was	was	wa
attacked	attack	attacked
