You	you	You
know	know	know
how	how	how
Donald	donald	Donald
Trump	trump	Trump
has	has	ha
been	been	been
trying	tri	trying
to	to	to
convince	convinc	convince
us	us	u
that	that	that
Steve	steve	Steve
Bannon	bannon	Bannon
is	is	is
a	a	a
great	great	great
guy	guy	guy
and	and	and
his	his	his
publication	public	publication
,	,	,
Breitbart	breitbart	Breitbart
,	,	,
is	is	is
just	just	just
a	a	a
news	news	news
website	websit	website
that	that	that
isn	isn	isn
t	t	t
a	a	a
haven	haven	haven
for	for	for
white	white	white
supremacists	supremacist	supremacist
,	,	,
white	white	white
nationalists	nationalist	nationalist
,	,	,
and	and	and
a	a	a
diverse	divers	diverse
array	array	array
of	of	of
racists	racist	racist
,	,	,
bigots	bigot	bigot
,	,	,
and	and	and
people	peopl	people
who	who	who
are	are	are
fine	fine	fine
with	with	with
racism	racism	racism
?	?	?
Well	well	Well
,	,	,
that	that	that
s	s	s
going	go	going
to	to	to
be	be	be
just	just	just
a	a	a
teensy	teensi	teensy
bit	bit	bit
harder	harder	harder
now	now	now
after	after	after
the	the	the
publication	public	publication
was	was	wa
banned	ban	banned
by	by	by
an	an	an
ad	ad	ad
vendor	vendor	vendor
for	for	for
hate	hate	hate
speech	speech	speech
.	.	.
Breitbart	breitbart	Breitbart
is	is	is
just	just	just
a	a	a
publication	public	publication
,	,	,
Trump	trump	Trump
said	said	said
in	in	in
a	a	a
recent	recent	recent
interview	interview	interview
with	with	with
the	the	the
New	new	New
York	york	York
Times	time	Times
.	.	.
They	they	They
are	are	are
certainly	certain	certainly
a	a	a
much	much	much
more	more	more
conservative	conserv	conservative
paper	paper	paper
,	,	,
to	to	to
put	put	put
it	it	it
mildly	mild	mildly
,	,	,
than	than	than
the	the	the
New	new	New
York	york	York
Times	time	Times
.	.	.
But	but	But
Breitbart	breitbart	Breitbart
really	realli	really
is	is	is
a	a	a
news	news	news
organization	organ	organization
that	that	that
has	has	ha
become	becom	become
quite	quit	quite
successful	success	successful
.	.	.
It	it	It
s	s	s
got	got	got
readers	reader	reader
,	,	,
and	and	and
it	it	it
does	doe	doe
cover	cover	cover
subjects	subject	subject
on	on	on
the	the	the
right	right	right
,	,	,
but	but	but
it	it	it
covers	cover	cover
subjects	subject	subject
on	on	on
the	the	the
left	left	left
also	also	also
.	.	.
It	it	It
s	s	s
a	a	a
pretty	pretti	pretty
big	big	big
thing	thing	thing
.	.	.
There	there	There
s	s	s
no	no	no
question	question	question
that	that	that
Breitbart	breitbart	Breitbart
is	is	is
a	a	a
big	big	big
thing	thing	thing
,	,	,
but	but	but
that	that	that
s	s	s
not	not	not
exactly	exact	exactly
