Token	Stem	Lemma
If	if	If
the	the	the
Republican	republican	Republican
Party	parti	Party
leaders	leader	leader
thought	thought	thought
that	that	that
Donald	donald	Donald
Trump	trump	Trump
would	would	would
become	becom	become
more	more	more
presidential	presidenti	presidential
once	onc	once
he	he	he
clinched	clinch	clinched
the	the	the
nomination	nomin	nomination
boy	boy	boy
have	have	have
they	they	they
been	been	been
wrong	wrong	wrong
One	one	One
of	of	of
the	the	the
first	first	first
things	thing	thing
he	he	he
did	did	did
after	after	after
he	he	he
was	was	wa
officially	offici	officially
crowned	crown	crowned
the	the	the
party	parti	party
s	s	s
standard	standard	standard
-bearer	-bearer	-bearer
after	after	after
the	the	the
Republican	republican	Republican
National	nation	National
Convention	convent	Convention
was	was	wa
to	to	to
get	get	get
into	into	into
a	a	a
despicable	despic	despicable
spat	spat	spat
with	with	with
the	the	the
family	famili	family
of	of	of
a	a	a
fallen	fallen	fallen
Muslim	muslim	Muslim
American	american	American
soldier	soldier	soldier
after	after	after
the	the	the
father	father	father
s	s	s
speech	speech	speech
at	at	at
the	the	the
Democratic	democrat	Democratic
National	nation	National
Convention	convent	Convention
Then	then	Then
after	after	after
a	a	a
series	seri	series
of	of	of
his	his	his
signature	signatur	signature
crazy	crazi	crazy
incidents	incid	incident
Trump	trump	Trump
decided	decid	decided
to	to	to
suggest	suggest	suggest
that	that	that
Second	second	Second
Amendment	amend	Amendment
People	peopl	People
should	should	should
shoot	shoot	shoot
Hillary	hillari	Hillary
Clinton	clinton	Clinton
Now	now	Now
he	he	he
is	is	is
claiming	claim	claiming
that	that	that
the	the	the
Islamic	islam	Islamic
State	state	State
ISIS	isi	ISIS
honors	honor	honor
President	presid	President
Obama	obama	Obama
who	who	who
Trump	trump	Trump
calls	call	call
a	a	a
Founder	founder	Founder
of	of	of
ISIS	isi	ISIS
Trump	trump	Trump
said	said	said
at	at	at
a	a	a
rally	ralli	rally
in	in	in
Sunrise	sunris	Sunrise
Florida	florida	Florida
In	in	In
many	mani	many
respects	respect	respect
you	you	you
know	know	know
they	they	they
honor	honor	honor
President	presid	President
Obama	obama	Obama
He	he	He
is	is	is
the	the	the
found	found	found
of	of	of
ISIS	isi	ISIS
He	he	He
s	s	s
the	the	the
founded	found	founded
of	of	of
ISIS	isi	ISIS
He	he	He
s	s	s
the	the	the
founder	founder	founder
He	he	He
founded	found	founded
ISIS	isi	ISIS
Of	of	Of
course	cours	course
no	no	no
Obama	obama	Obama
smear	smear	smear
on	on	on
this	this	this
or	or	or
any	ani	any
other	other	other
subject	subject	subject
would	would	would
be	be	be
complete	complet	complete
in	in	in
Trumpland	trumpland	Trumpland
without	without	without
a	a	a
shot	shot	shot
at	at	at
Democratic	democrat	Democratic
Presidential	presidenti	Presidential
nominee	nomine	nominee
Hillary	hillari	Hillary
Clinton	clinton	Clinton
Trump	trump	Trump
continued	continu	continued
I	i	I
would	would	would
say	say	say
the	the	the
co	co	co
-founder	-founder	-founder
would	would	would
be	be	be
Crooked	crook	Crooked
Hillary	hillari	Hillary
Clinton	clinton	Clinton
Crooked	crook	Crooked
Hillary	hillari	Hillary
Clinton	clinton	Clinton
Trump	trump	Trump
went	went	went
on	on	on
to	to	to
continue	continu	continue
his	his	his
indictment	indict	indictment
of	of	of
Obama	obama	Obama
to	to	to
his	his	his
ignorant	ignor	ignorant
and	and	and
bigoted	bigot	bigoted
followers	follow	follower
by	by	by
invoking	invok	invoking
the	the	the
president	presid	president
s	s	s
middle	middl	middle
name	name	name
Hussein	hussein	Hussein
which	which	which
to	to	to
Trumpkins	trumpkin	Trumpkins
means	mean	mean
he	he	he
s	s	s
some	some	some
kind	kind	kind
of	of	of
secret	secret	secret
Muslim	muslim	Muslim
terrorist	terrorist	terrorist
Trump	trump	Trump
did	did	did
this	this	this
during	dure	during
his	his	his
uninformed	uninform	uninformed
remarks	remark	remark
regarding	regard	regarding
Crimea	crimea	Crimea
to	to	to
chants	chant	chant
of	of	of
