Donald	donald	Donald
Trump	trump	Trump
s	s	s
lies	lie	lie
and	and	and
empty	empti	empty
threats	threat	threat
are	are	are
finally	final	finally
catching	catch	catching
up	up	up
to	to	to
him	him	him
.	.	.

Just	just	Just
a	a	a
day	day	day
after	after	after
the	the	the
hearing	hear	hearing
of	of	of
former	former	former
FBI	fbi	FBI
Director	director	Director
James	jame	James
Comey	comey	Comey
,	,	,
Committees	committe	Committees
in	in	in
Congress	congress	Congress
are	are	are
announcing	announc	announcing
that	that	that
they	they	they
not	not	not
only	onli	only
want	want	want
to	to	to
see	see	see
Comey	comey	Comey
s	s	s
memos	memo	memo
of	of	of
his	his	his
conversations	convers	conversation
with	with	with
Trump	trump	Trump
,	,	,
but	but	but
they	they	they
also	also	also
want	want	want
to	to	to
see	see	see
the	the	the
supposed	suppos	supposed
White	white	White
House	hous	House
tapes	tape	tape
that	that	that
Trump	trump	Trump
says	say	say
exist	exist	exist
.	.	.
The	the	The
Senate	senat	Senate
Judiciary	judiciari	Judiciary
Committee	committe	Committee
released	releas	released
a	a	a
letter	letter	letter
to	to	to
Daniel	daniel	Daniel
Richman	richman	Richman
,	,	,
a	a	a
friend	friend	friend
of	of	of
Comey	comey	Comey
who	who	who
had	had	had
leaked	leak	leaked
Comey	comey	Comey
s	s	s
memo	memo	memo
to	to	to
the	the	the
press	press	press
after	after	after
receiving	receiv	receiving
instruction	instruct	instruction
from	from	from
the	the	the
former	former	former
FBI	fbi	FBI
Director	director	Director
to	to	to
do	do	do
so	so	so
.	.	.

This	this	This
letter	letter	letter
requests	request	request
that	that	that
Richman	richman	Richman
provide	provid	provide
copies	copi	copy
of	of	of
every	everi	every
memo	memo	memo
Comey	comey	Comey
gave	gave	gave
him	him	him
The	the	The
Senate	senat	Senate
Judiciary	judiciari	Judiciary
Committee	committe	Committee
has	has	ha
asked	ask	asked
Comey	comey	Comey
s	s	s
good	good	good
friend	friend	friend
at	at	at
@ColumbiaLaw	@columbialaw	@ColumbiaLaw
for	for	for
copies	copi	copy
