Donald	donald	Donald
Trump	trump	Trump
never	never	never
runs	run	run
out	out	out
of	of	of
new	new	new
ways	way	way
to	to	to
disgust	disgust	disgust
and	and	and
offend	offend	offend
people	peopl	people
.	.	.
Ever	ever	Ever
since	sinc	since
the	the	the
first	first	first
day	day	day
of	of	of
his	his	his
presidential	presidenti	presidential
campaign	campaign	campaign
,	,	,
the	the	the
presumptive	presumpt	presumptive
Republican	republican	Republican
nominee	nomine	nominee
has	has	ha
created	creat	created
controversial	controversi	controversial
moment	moment	moment
after	after	after
controversial	controversi	controversial
moment	moment	moment
behavior	behavior	behavior
that	that	that
has	has	ha
unfortunately	unfortun	unfortunately
won	won	won
over	over	over
the	the	the
hearts	heart	heart
of	of	of
America	america	America
s	s	s
most	most	most
racist	racist	racist
,	,	,
bigoted	bigot	bigoted
citizens	citizen	citizen
.	.	.
However	howev	However
,	,	,
now	now	now
that	that	that
he	he	he
s	s	s
beat	beat	beat
out	out	out
all	all	all
of	of	of
his	his	his
conservative	conserv	conservative
rivals	rival	rival
and	and	and
has	has	ha
a	a	a
more	more	more
clear	clear	clear
view	view	view
of	of	of
the	the	the
White	white	White
House	hous	House
,	,	,
he	he	he
wants	want	want
America	america	America
to	to	to
forget	forget	forget
all	all	all
of	of	of
the	the	the
ways	way	way
he	he	he
s	s	s
tarnished	tarnish	tarnished
his	his	his
chances	chanc	chance
of	of	of
appearing	appear	appearing
presidential	presidenti	presidential
.	.	.
In	in	In
a	a	a
recent	recent	recent
interview	interview	interview
with	with	with
The	the	The
Washington	washington	Washington
Post	post	Post
,	,	,
Trump	trump	Trump
tried	tri	tried
to	to	to
reframe	refram	reframe
a	a	a
horrific	horrif	horrific
incident	incid	incident
that	that	that
happened	happen	happened
last	last	last
November	novemb	November
,	,	,
in	in	in
which	which	which
he	he	he
made	made	made
a	a	a
disgusting	disgust	disgusting
mockery	mockeri	mockery
of	of	of
a	a	a
New	new	New
York	york	York
Times	time	Times
reporter	report	reporter
s	s	s
physical	physic	physical
disability	disabl	disability
.	.	.
It	it	It
was	was	wa
a	a	a
cringe	cring	cringe
-worthy	-worthi	-worthy
moment	moment	moment
that	that	that
was	was	wa
heavily	heavili	heavily
circulated	circul	circulated
,	,	,
and	and	and
Trump	trump	Trump
got	got	got
rightfully	right	rightfully
blasted	blast	blasted
for	for	for
it	it	it
after	after	after
it	it	it
happened	happen	happened
but	but	but
now	now	now
,	,	,
he	he	he
s	s	s
trying	tri	trying
to	to	to
deny	deni	deny
it	it	it
.	.	.
And	and	And
as	as	a
expected	expect	expected
,	,	,
any	ani	any
time	time	time
Trump	trump	Trump
tries	tri	try
to	to	to
defend	defend	defend
himself	himself	himself
,	,	,
he	he	he
only	onli	only
makes	make	make
it	it	it
worse	wors	worse
.	.	.
Here	here	Here
s	s	s
what	what	what
he	he	he
said	said	said
I	i	I
would	would	would
never	never	never
say	say	say
anything	anyth	anything
bad	bad	bad
about	about	about
a	a	a
person	person	person
that	that	that
has	has	ha
a	a	a
disability	disabl	disability
.	.	.
I	i	I
swear	swear	swear
to	to	to
you	you	you
it	it	it
s	s	s
true	true	true
,	,	,
100	100	100
percent	percent	percent
true	true	true
Who	who	Who
would	would	would
do	do	do
that	that	that
to	to	to
the	the	the
handicapped	handicap	handicapped
?	?	?
I	i	I
ve	ve	ve
spent	spent	spent
a	a	a
lot	lot	lot
of	of	of
money	money	money
making	make	making
buildings	build	building
accessible	access	accessible
.	.	.
Is	is	Is
he	he	he
serious	serious	serious
?	?	?
For	for	For
Trump	trump	Trump
to	to	to
act	act	act
like	like	like
he	he	he
makes	make	make
his	his	his
buildings	build	building
accessible	access	accessible
for	for	for
people	peopl	people
with	with	with
disabilities	disabl	disability
is	is	is
absolutely	absolut	absolutely
ludicrous	ludicr	ludicrous
because	becaus	because
that	that	that
kind	kind	kind
of	of	of
accessibility	access	accessibility
is	is	is
required	requir	required
BY	by	BY
LAW	law	LAW
.	.	.
This	this	This
is	is	is
also	also	also
coming	come	coming
from	from	from
a	a	a
guy	guy	guy
who	who	who
posted	post	posted
a	a	a
picture	pictur	picture
of	of	of
himself	himself	himself
eating	eat	eating
a	a	a
taco	taco	taco
bowl	bowl	bowl
to	to	to
show	show	show
how	how	how
much	much	much
he	he	he
loves	love	love
Hispanics	hispan	Hispanics
a	a	a
particular	particular	particular
minority	minor	minority
that	that	that
he	he	he
has	has	ha
insulted	insult	insulted
and	and	and
made	made	made
racist	racist	racist
comments	comment	comment
toward	toward	toward
during	dure	during
his	his	his
entire	entir	entire
campaign	campaign	campaign
.	.	.
So	so	So
obviously	obvious	obviously
,	,	,
just	just	just
because	becaus	because
Trump	trump	Trump
s	s	s
buildings	build	building
are	are	are
accessible	access	accessible
to	to	to
people	peopl	people
with	with	with
disabilities	disabl	disability
,	,	,
that	that	that
doesn	doesn	doesn
t	t	t
mean	mean	mean
he	he	he
wouldn	wouldn	wouldn
t	t	t
mock	mock	mock
or	or	or
be	be	be
prejudiced	prejud	prejudiced
against	against	against
them	them	them
.	.	.
But	but	But
it	it	it
gets	get	get
worse	wors	worse
.	.	.
The	the	The
Washington	washington	Washington
Post	post	Post
also	also	also
reported	report	reported
that	that	that
after	after	after
Trump	trump	Trump
bragged	brag	bragged
about	about	about
how	how	how
his	his	his
buildings	build	building
were	were	were
so	so	so
accessible	access	accessible
,	,	,
Trump	trump	Trump
then	then	then
satirically	satir	satirically
reenacted	reenact	reenacted
the	the	the
scene	scene	scene
,	,	,
his	his	his
arms	arm	arm
jerking	jerk	jerking
all	all	all
around	around	around
,	,	,
and	and	and
said	said	said
he	he	he
was	was	wa
trying	tri	trying
to	to	to
show	show	show
a	a	a
guy	guy	guy
who	who	who
grovels	grovel	grovels
Oh	oh	Oh
,	,	,
oh	oh	oh
,	,	,
I	i	I
didn	didn	didn
t	t	t
say	say	say
that	that	that
.	.	.
I	i	I
didn	didn	didn
t	t	t
say	say	say
that	that	that
.	.	.
That	that	That
was	was	wa
the	the	the
imitation	imit	imitation
I	i	I
was	was	wa
doing	do	doing
.	.	.
Now	now	Now
is	is	is
that	that	that
a	a	a
believable	believ	believable
story	stori	story
?	?	?
What	what	What
an	an	an
idiot	idiot	idiot
.	.	.
If	if	If
you	you	you
need	need	need
a	a	a
refresher	refresh	refresher
,	,	,
here	here	here
s	s	s
the	the	the
original	origin	original
video	video	video
where	where	where
Trump	trump	Trump
made	made	made
fun	fun	fun
of	of	of
the	the	the
reporter	report	reporter
.	.	.
Watch	watch	Watch
this	this	this
,	,	,
and	and	and
see	see	see
if	if	if
you	you	you
think	think	think
Trump	trump	Trump
s	s	s
latest	latest	latest
pathetic	pathet	pathetic
excuse	excus	excuse
for	for	for
his	his	his
behavior	behavior	behavior
is	is	is
a	a	a
believable	believ	believable
story	stori	story
.	.	.
Corey	corey	Corey
Lewankowski	lewankowski	Lewankowski
,	,	,
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
manager	manag	manager
who	who	who
physically	physic	physically
assaulted	assault	assaulted
a	a	a
female	femal	female
reporter	report	reporter
a	a	a
few	few	few
weeks	week	week
ago	ago	ago
has	has	ha
spoken	spoken	spoken
on	on	on
Trump	trump	Trump
s	s	s
effort	effort	effort
to	to	to
rebrand	rebrand	rebrand
himself	himself	himself
This	this	This
is	is	is
deeply	deepli	deeply
personal	person	personal
for	for	for
Mr	mr	Mr
.	.	.
Trump	trump	Trump
.	.	.
He	he	He
will	will	will
do	do	do
anything	anyth	anything
he	he	he
can	can	can
to	to	to
correct	correct	correct
the	the	the
narrative	narrat	narrative
.	.	.
He	he	He
wants	want	want
to	to	to
point	point	point
to	to	to
specific	specif	specific
things	thing	thing
that	that	that
are	are	are
absolutely	absolut	absolutely
false	fals	false
about	about	about
him	him	him
and	and	and
go	go	go
out	out	out
and	and	and
talk	talk	talk
about	about	about
them	them	them
.	.	.
Well	well	Well
,	,	,
he	he	he
s	s	s
doing	do	doing
a	a	a
really	realli	really
shitty	shitti	shitty
job	job	job
so	so	so
far	far	far
.	.	.
Featured	featur	Featured
image	imag	image
is	is	is
a	a	a
screenshot	screenshot	screenshot
