What	what	What
a	a	a
slap	slap	slap
in	in	in
the	the	the
face	face	face
to	to	to
a	a	a
strong	strong	strong
candidate	candid	candidate
who	who	who
has	has	ha
received	receiv	received
little	littl	little
to	to	to
no	no	no
attention	attent	attention
by	by	by
the	the	the
traditional	tradit	traditional
GOP	gop	GOP
pundits	pundit	pundit
and	and	and
RINO	rino	RINO
s	s	s
who	who	who
run	run	run
the	the	the
party	parti	party
and	and	and
manipulate	manipul	manipulate
the	the	the
candidate	candid	candidate
s	s	s
popularity	popular	popularity
Dr	dr	Dr
.	.	.
Ben	ben	Ben
Carson	carson	Carson
,	,	,
a	a	a
2016	2016	2016
GOP	gop	GOP
presidential	presidenti	presidential
candidate	candid	candidate
,	,	,
is	is	is
furious	furious	furious
that	that	that
the	the	the
National	nation	National
Republican	republican	Republican
Senatorial	senatori	Senatorial
Committee	committe	Committee
NRSC	nrsc	NRSC
would	would	would
use	use	use
his	his	his
birthday	birthday	birthday
to	to	to
try	tri	try
to	to	to
boost	boost	boost
its	it	it
fundraising	fundrais	fundraising
coffers	coffer	coffer
.	.	.

The	the	The
NRSC	nrsc	NRSC
has	has	ha
recently	recent	recently
sent	sent	sent
out	out	out
fundraising	fundrais	fundraising
emails	email	email
and	and	and
online	onlin	online
ads	ad	ad
soliciting	solicit	soliciting
donations	donat	donation
under	under	under
the	the	the
guise	guis	guise
of	of	of
wishing	wish	wishing
Dr	dr	Dr
.	.	.
Carson	carson	Carson
a	a	a
happy	happi	happy
birthday	birthday	birthday
,	,	,
Carson	carson	Carson
communications	communic	communication
director	director	director
Doug	doug	Doug
Watts	watt	Watts
told	told	told
Breitbart	breitbart	Breitbart
News	news	News
on	on	on
Thursday	thursday	Thursday
.	.	.
While	while	While
he	he	he
surely	sure	surely
appreciates	appreci	appreciates
their	their	their
good	good	good
wishes	wish	wish
,	,	,
he	he	he
is	is	is
less	less	le
than	than	than
happy	happi	happy
they	they	they
never	never	never
bothered	bother	bothered
the	the	the
common	common	common
courtesy	courtesi	courtesy
of	of	of
advising	advis	advising
our	our	our
campaign	campaign	campaign
.	.	.

Contributors	contributor	Contributors
should	should	should
be	be	be
advised	advis	advised
that	that	that
none	none	none
of	of	of
the	the	the
proceeds	proceed	proceeds
or	or	or
names	name	name
are	are	are
being	be	being
shared	share	shared
with	with	with
the	the	the
campaign	campaign	campaign
.	.	.

This	this	This
is	is	is
the	the	the
kind	kind	kind
of	of	of
politics	polit	politics
-as-usual	-as-usu	-as-usual
approach	approach	approach
Americans	american	Americans
are	are	are
tired	tire	tired
of	of	of
,	,	,
deceitful	deceit	deceitful
Washington	washington	Washington
practices	practic	practice
to	to	to
feather	feather	feather
the	the	the
nests	nest	nest
of	of	of
the	the	the
political	polit	political
class	class	class
.	.	.
Andrea	andrea	Andrea
Bozek	bozek	Bozek
,	,	,
an	an	an
NRSC	nrsc	NRSC
spokeswoman	spokeswoman	spokeswoman
,	,	,
told	told	told
Breitbart	breitbart	Breitbart
News	news	News
in	in	in
response	respons	response
on	on	on
Friday	friday	Friday
that	that	that
the	the	the
group	group	group
was	was	wa
just	just	just
trying	tri	trying
to	to	to
wish	wish	wish
Carson	carson	Carson
a	a	a
happy	happi	happy
birthday	birthday	birthday
.	.	.

First	first	First
we	we	we
are	are	are
hearing	hear	hearing
of	of	of
it	it	it
,	,	,
Bozek	bozek	Bozek
said	said	said
.	.	.

We	we	We
simply	simpli	simply
wanted	want	wanted
to	to	to
wish	wish	wish
Dr	dr	Dr
.	.	.
Carson	carson	Carson
a	a	a
Happy	happi	Happy
Birthday	birthday	Birthday
.	.	.

The	the	The
NRSC	nrsc	NRSC
fundraising	fundrais	fundraising
pitch	pitch	pitch
was	was	wa
sent	sent	sent
out	out	out
in	in	in
an	an	an
email	email	email
paid	paid	paid
for	for	for
by	by	by
the	the	the
NRSC	nrsc	NRSC
and	and	and
wishes	wish	wish
Carson	carson	Carson
a	a	a
Happy	happi	Happy
Birthday	birthday	Birthday
via	via	via
Town	town	Town
Hall	hall	Hall
magazine	magazin	magazine
media	media	medium
.	.	.

Carson	carson	Carson
s	s	s
birthday	birthday	birthday
is	is	is
Friday	friday	Friday
,	,	,
Sept	sept	Sept
.	.	.

18	18	18
.	.	.
The	the	The
email	email	email
,	,	,
addressed	address	addressed
to	to	to
