Token	Stem	Lemma
Even	even	Even
the	the	the
most	most	most
hardened	harden	hardened
Cruz	cruz	Cruz
supporters	support	supporter
will	will	will
be	be	be
switching	switch	switching
their	their	their
votes	vote	vote
when	when	when
they	they	they
hear	hear	hear
about	about	about
all	all	all
of	of	of
the	the	the
sick	sick	sick
liberals	liber	liberal
who	who	who
are	are	are
willing	will	willing
to	to	to
leave	leav	leave
America	america	America
if	if	if
Trump	trump	Trump
gets	get	get
elected	elect	elected
Think	think	Think
of	of	of
it	it	it
as	as	a
a	a	a
public	public	public
service	servic	service
Donald	donald	Donald
Trump	trump	Trump
said	said	said
Tuesday	tuesday	Tuesday
that	that	that
he	he	he
would	would	would
be	be	be
doing	do	doing
a	a	a
great	great	great
service	servic	service
to	to	to
the	the	the
United	unit	United
States	state	States
if	if	if
celebrities	celebr	celebrity
including	includ	including
Lena	lena	Lena
Dunham	dunham	Dunham
and	and	and
Whoopi	whoopi	Whoopi
Goldberg	goldberg	Goldberg
follow	follow	follow
through	through	through
with	with	with
threats	threat	threat
to	to	to
move	move	move
to	to	to
Canada	canada	Canada
if	if	if
he	he	he
is	is	is
elected	elect	elected
president	presid	president
and	and	and
joked	joke	joked
that	that	that
he	he	he
would	would	would
campaign	campaign	campaign
even	even	even
harder	harder	harder
as	as	a
a	a	a
result	result	result
On	on	On
Monday	monday	Monday
Dunham	dunham	Dunham
told	told	told
attendees	attende	attendee
at	at	at
an	an	an
event	event	event
in	in	in
New	new	New
York	york	York
that	that	that
she	she	she
would	would	would
100	100	100
percent	percent	percent
move	move	move
to	to	to
Canada	canada	Canada
if	if	if
Trump	trump	Trump
were	were	were
elected	elect	elected
president	presid	president
and	and	and
in	in	in
fact	fact	fact
already	alreadi	already
had	had	had
a	a	a
beautiful	beauti	beautiful
and	and	and
appealing	appeal	appealing
area	area	area
of	of	of
Vancouver	vancouv	Vancouver
in	in	in
mind	mind	mind
Other	other	Other
celebrities	celebr	celebrity
including	includ	including
Miley	miley	Miley
Cyrus	cyrus	Cyrus
Samuel	samuel	Samuel
L	l	L
Jackson	jackson	Jackson
and	and	and
Raven	raven	Raven
-Symon	-symon	-Symon
have	have	have
similarly	similar	similarly
vowed	vow	vowed
to	to	to
move	move	move
to	to	to
Canada	canada	Canada
in	in	in
the	the	the
event	event	event
Trump	trump	Trump
wins	win	win
Well	well	Well
she	she	she
s	s	s
a	a	a
B	b	B
-actor	-actor	-actor
She	she	She
has	has	ha
no	no	no
mojo	mojo	mojo
Trump	trump	Trump
said	said	said
of	of	of
Dunham	dunham	Dunham
during	dure	during
a	a	a
Tuesday	tuesday	Tuesday
interview	interview	interview
with	with	with
Fox	fox	Fox
and	and	and
Friends	friend	Friends
I	i	I
heard	heard	heard
Whoopi	whoopi	Whoopi
Goldberg	goldberg	Goldberg
said	said	said
that	that	that
too	too	too
That	that	That
would	would	would
be	be	be
a	a	a
great	great	great
great	great	great
thing	thing	thing
for	for	for
our	our	our
country	countri	country
https://youtu.be/0gtYrkdYQ88When	https://youtu.be/0gtyrkdyq88when	https://youtu.be/0gtYrkdYQ88When
Fox	fox	Fox
and	and	and
Friends	friend	Friends
host	host	host
Steve	steve	Steve
Doocy	dooci	Doocy
mentioned	mention	mentioned
that	that	that
Rosie	rosi	Rosie
O	o	O
Donnell	donnel	Donnell
had	had	had
vowed	vow	vowed
to	to	to
move	move	move
to	to	to
Canada	canada	Canada
if	if	if
he	he	he
were	were	were
elected	elect	elected
Trump	trump	Trump
chuckled	chuckl	chuckled
We	we	We
ll	ll	ll
get	get	get
rid	rid	rid
of	of	of
Rosie	rosi	Rosie
I	i	I
love	love	love
it	it	it
he	he	he
said	said	said
Now	now	Now
I	i	I
have	have	have
to	to	to
get	get	get
elected	elect	elected
because	becaus	because
I	i	I
ll	ll	ll
be	be	be
doing	do	doing
a	a	a
great	great	great
service	servic	service
to	to	to
our	our	our
country	countri	country
Now	now	Now
it	it	it
s	s	s
much	much	much
more	more	more
important	import	important
In	in	In
fact	fact	fact
I	i	I
ll	ll	ll
immediately	immedi	immediately
get	get	get
off	off	off
this	this	this
call	call	call
and	and	and
start	start	start
campaigning	campaign	campaigning
right	right	right
now	now	now
Other	other	Other
celebrities	celebr	celebrity
who	who	who
have	have	have
threatened	threaten	threatened
to	to	to
move	move	move
to	to	to
Canada	canada	Canada
if	if	if
Trump	trump	Trump
is	is	is
elected	elect	elected
include	includ	include
George	georg	George
Lopez	lopez	Lopez
Eddie	eddi	Eddie
Griffin	griffin	Griffin
Cher	cher	Cher
and	and	and
the	the	the
Rev	rev	Rev
Al	al	Al
Sharpton	sharpton	Sharpton
Via	via	Via
Breitbart	breitbart	Breitbart
NewsWatch	newswatch	NewsWatch
comments	comment	comment
from	from	from
celebrities	celebr	celebrity
about	about	about
leaving	leav	leaving
US	us	US
if	if	if
Trump	trump	Trump
is	is	is
our	our	our
next	next	next
President	presid	President
here	here	here
