Donald	donald	Donald
Trump	trump	Trump
infamously	infam	infamously
went	went	went
further	further	further
into	into	into
the	the	the
gutter	gutter	gutter
than	than	than
usual	usual	usual
at	at	at
a	a	a
recent	recent	recent
debate	debat	debate
,	,	,
where	where	where
he	he	he
talked	talk	talked
about	about	about
his	his	his
hand	hand	hand
size	size	size
,	,	,
which	which	which
we	we	we
all	all	all
know	know	know
was	was	wa
just	just	just
code	code	code
for	for	for
the	the	the
size	size	size
of	of	of
his	his	his
d	d	d
ck	ck	ck
.	.	.
Well	well	Well
,	,	,
one	one	one
Chicago	chicago	Chicago
hot	hot	hot
dog	dog	dog
stand	stand	stand
has	has	ha
taken	taken	taken
this	this	this
horrible	horribl	horrible
comment	comment	comment
and	and	and
run	run	run
with	with	with
it	it	it
and	and	and
now	now	now
their	their	their
customers	custom	customer
can	can	can
literally	liter	literally
take	take	take
a	a	a
bite	bite	bite
out	out	out
of	of	of
Trump	trump	Trump
s	s	s
little	littl	little
wiener	wiener	wiener
.	.	.
Dubbed	dub	Dubbed
the	the	the
Trump	trump	Trump
Footlong	footlong	Footlong
,	,	,
the	the	the
hot	hot	hot
dog	dog	dog
from	from	from
the	the	the
Wiener	wiener	Wiener
s	s	s
Circle	circl	Circle
hot	hot	hot
dog	dog	dog
stand	stand	stand
is	is	is
pushing	push	pushing
something	someth	something
that	that	that
is	is	is
definitely	definit	definitely
false	fals	false
advertising	advertis	advertising
,	,	,
because	becaus	because
the	the	the
hot	hot	hot
dog	dog	dog
is	is	is
anything	anyth	anything
but	but	but
a	a	a
footlong	footlong	footlong
.	.	.
In	in	In
fact	fact	fact
,	,	,
it	it	it
s	s	s
only	onli	only
3	3	3
inches	inch	inch
.	.	.
They	they	They
tweeted	tweet	tweeted
out	out	out
their	their	their
new	new	new
product	product	product
,	,	,
and	and	and
it	it	it
will	will	will
likely	like	likely
drive	drive	drive
up	up	up
sales	sale	sale
just	just	just
because	becaus	because
people	peopl	people
are	are	are
so	so	so
eager	eager	eager
to	to	to
humiliate	humili	humiliate
Trump	trump	Trump
regarding	regard	regarding
his	his	his
grossly	grossli	grossly
unpresidential	unpresidenti	unpresidential
remarks	remark	remark
regarding	regard	regarding
his	his	his
own	own	own
genitals	genit	genitals
The	the	The
trump	trump	trump
footlong	footlong	footlong
!	!	!
At	at	At
te	te	te
wiener's	wiener	wiener's
circle	circl	circle
starting	start	starting
tomorrow	tomorrow	tomorrow
!	!	!
Just	just	Just
look	look	look
at	at	at
those	those	those
long	long	long
,	,	,
resplendent	resplend	resplendent
fingers	finger	finger
!	!	!
pic.twitter.com/kYezqMT5De	pic.twitter.com/kyezqmt5d	pic.twitter.com/kYezqMT5De
The	the	The
Wiener's	wiener	Wiener's
Circle	circl	Circle
@DOGSnSHAKES	@dogsnshak	@DOGSnSHAKES
March	march	March
10	10	10
,	,	,
2016Of	2016of	2016Of
course	cours	course
,	,	,
most	most	most
people	peopl	people
would	would	would
still	still	still
be	be	be
hungry	hungri	hungry
after	after	after
just	just	just
one	one	one
3	3	3
-inch	-inch	-inch
hot	hot	hot
dog	dog	dog
,	,	,
so	so	so
most	most	most
folks	folk	folk
will	will	will
likely	like	likely
opt	opt	opt
for	for	for
the	the	the
Trump	trump	Trump
Super	super	Super
PAC	pac	PAC
,	,	,
which	which	which
is	is	is
four	four	four
of	of	of
these	these	these
little	littl	little
buggers	bugger	bugger
for	for	for
just	just	just
12	12	12
.	.	.
56	56	56
.	.	.
Definitely	definit	Definitely
a	a	a
deal	deal	deal
,	,	,
if	if	if
you	you	you
ve	ve	ve
ever	ever	ever
eaten	eaten	eaten
off	off	off
of	of	of
a	a	a
food	food	food
truck	truck	truck
or	or	or
stand	stand	stand
of	of	of
any	ani	any
kind	kind	kind
in	in	in
a	a	a
city	citi	city
the	the	the
size	size	size
of	of	of
Chicago	chicago	Chicago
.	.	.
Besides	besid	Besides
,	,	,
your	your	your
hard	hard	hard
-earned	-earn	-earned
money	money	money
would	would	would
be	be	be
going	go	going
to	to	to
infuriate	infuri	infuriate
and	and	and
humiliate	humili	humiliate
the	the	the
biggest	biggest	biggest
buffoon	buffoon	buffoon
in	in	in
American	american	American
politics	polit	politics
.	.	.
Definitely	definit	Definitely
well	well	well
worth	worth	worth
it	it	it
.	.	.
Just	just	Just
wait	wait	wait
until	until	until
Trump	trump	Trump
gets	get	get
a	a	a
load	load	load
of	of	of
this	this	this
one	one	one
.	.	.
I	i	I
bet	bet	bet
that	that	that
s	s	s
the	the	the
last	last	last
time	time	time
he	he	he
alludes	allud	alludes
to	to	to
the	the	the
size	size	size
of	of	of
his	his	his
d	d	d
ck	ck	ck
on	on	on
camera	camera	camera
during	dure	during
a	a	a
presidential	presidenti	presidential
debate	debat	debate
or	or	or
anywhere	anywher	anywhere
else	els	else
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
screen	screen	screen
capture	captur	capture
from	from	from
AI	ai	AI
archives	archiv	archive
