Token	Stem	Lemma
Sen	sen	Sen
Bernie	berni	Bernie
Sanders	sander	Sanders
I	i	I
Vt	vt	Vt
said	said	said
Sunday	sunday	Sunday
Democrats	democrat	Democrats
would	would	would
absolutely	absolut	absolutely
raise	rais	raise
the	the	the
corporate	corpor	corporate
tax	tax	tax
rate	rate	rate
if	if	if
they	they	they
take	take	take
back	back	back
control	control	control
of	of	of
Congress	congress	Congress
If	if	If
the	the	the
Democrats	democrat	Democrats
take	take	take
control	control	control
of	of	of
the	the	the
Senate	senat	Senate
and	and	and
you	you	you
caucus	caucus	caucus
with	with	with
the	the	the
Democrats	democrat	Democrats
what	what	what
s	s	s
the	the	the
promise	promis	promise
to	to	to
America	america	America
about	about	about
what	what	what
will	will	will
be	be	be
done	done	done
to	to	to
reverse	revers	reverse
the	the	the
state	state	state
of	of	of
affairs	affair	affair
that	that	that
you	you	you
re	re	re
so	so	so
unhappy	unhappi	unhappy
with	with	with
CBS	cbs	CBS
host	host	host
John	john	John
Dickerson	dickerson	Dickerson
asked	ask	asked
on	on	on
Face	face	Face
The	the	The
Nation	nation	Nation
Sanders	sander	Sanders
jumped	jump	jumped
into	into	into
income	incom	income
inequality	inequ	inequality
before	befor	before
changing	chang	changing
the	the	the
subject	subject	subject
to	to	to
child	child	child
health	health	health
care	care	care
and	and	and
the	the	the
Dreamers	dreamer	Dreamers
before	befor	before
being	be	being
interrupted	interrupt	interrupted
by	by	by
Dickerson	dickerson	Dickerson
to	to	to
re	re	re
-ask	-ask	-ask
the	the	the
original	origin	original
question	question	question
If	if	If
Democrats	democrat	Democrats
take	take	take
control	control	control
are	are	are
corporate	corpor	corporate
taxes	tax	tax
going	go	going
up	up	up
Dickerson	dickerson	Dickerson
asked	ask	asked
I	i	I
think	think	think
we	we	we
re	re	re
going	go	going
to	to	to
take	take	take
a	a	a
very	veri	very
hard	hard	hard
look	look	look
at	at	at
this	this	this
entire	entir	entire
tax	tax	tax
bill	bill	bill
and	and	and
make	make	make
it	it	it
a	a	a
tax	tax	tax
bill	bill	bill
that	that	that
works	work	work
for	for	for
the	the	the
middle	middl	middle
class	class	class
and	and	and
working	work	working
families	famili	family
not	not	not
for	for	for
the	the	the
top	top	top
one	one	one
percent	percent	percent
and	and	and
large	larg	large
multinational	multin	multinational
corporations	corpor	corporation
Sanders	sander	Sanders
said	said	said
Dickerson	dickerson	Dickerson
continued	continu	continued
to	to	to
press	press	press
Sanders	sander	Sanders
for	for	for
an	an	an
answer	answer	answer
to	to	to
Democrats	democrat	Democrats
raising	rais	raising
corporate	corpor	corporate
tax	tax	tax
if	if	if
they	they	they
were	were	were
to	to	to
take	take	take
control	control	control
after	after	after
the	the	the
2018	2018	2018
elections	elect	election
The	the	The
Republican	republican	Republican
tax	tax	tax
bill	bill	bill
that	that	that
could	could	could
pass	pass	pas
this	this	this
week	week	week
lowers	lower	lower
the	the	the
corporate	corpor	corporate
tax	tax	tax
rate	rate	rate
from	from	from
35	35	35
to	to	to
21	21	21
percent	percent	percent
Sanders	sander	Sanders
is	is	is
clueless	clueless	clueless
when	when	when
it	it	it
comes	come	come
to	to	to
business	busi	business
and	and	and
taxes	tax	tax
probably	probabl	probably
because	becaus	because
he	he	he
has	has	ha
been	been	been
on	on	on
the	the	the
government	govern	government
dole	dole	dole
for	for	for
life	life	life
Sanders	sander	Sanders
is	is	is
in	in	in
love	love	love
with	with	with
Socialism	social	Socialism
need	need	need
we	we	we
say	say	say
more	more	more
