Donald	donald	Donald
Trump	trump	Trump
has	has	ha
one	one	one
hell	hell	hell
of	of	of
a	a	a
week	week	week
.	.	.

Starting	start	Starting
off	off	off
with	with	with
his	his	his
abysmal	abysm	abysmal
performance	perform	performance
in	in	in
last	last	last
Monday	monday	Monday
s	s	s
debate	debat	debate
and	and	and
ending	end	ending
with	with	with
Saturday	saturday	Saturday
s	s	s
New	new	New
York	york	York
Times	time	Times
1995	1995	1995
tax	tax	tax
bombshell	bombshel	bombshell
.	.	.

Trump	trump	Trump
is	is	is
currently	current	currently
being	be	being
lambasted	lambast	lambasted
for	for	for
his	his	his
manipulation	manipul	manipulation
of	of	of
the	the	the
tax	tax	tax
system	system	system
and	and	and
his	his	his
refusal	refus	refusal
to	to	to
release	releas	release
his	his	his
tax	tax	tax
returns	return	return
.	.	.
Harry	harri	Harry
Reid	reid	Reid
has	has	ha
joined	join	joined
in	in	in
with	with	with
rest	rest	rest
of	of	of
the	the	the
left	left	left
and	and	and
has	has	ha
arguably	arguabl	arguably
released	releas	released
the	the	the
most	most	most
scathing	scath	scathing
indictment	indict	indictment
of	of	of
Trump	trump	Trump
on	on	on
the	the	the
matter	matter	matter
of	of	of
his	his	his
taxes	tax	tax
so	so	so
far	far	far
.	.	.

Trump	trump	Trump
is	is	is
a	a	a
billion	billion	billion
-dollar	-dollar	-dollar
loser	loser	loser
who	who	who
won	won	won
t	t	t
release	releas	release
his	his	his
taxes	tax	tax
because	becaus	because
they	they	they
ll	ll	ll
expose	expos	expose
him	him	him
as	as	a
a	a	a
spoiled	spoil	spoiled
,	,	,
rich	rich	rich
brat	brat	brat
who	who	who
lost	lost	lost
the	the	the
millions	million	million
he	he	he
inherited	inherit	inherited
from	from	from
his	his	his
father	father	father
,	,	,
Reid	reid	Reid
writes	write	writes
in	in	in
a	a	a
press	press	press
release	releas	release
.	.	.

Despite	despit	Despite
losing	lose	losing
a	a	a
billion	billion	billion
dollars	dollar	dollar
,	,	,
Trump	trump	Trump
wants	want	want
to	to	to
reward	reward	reward
himself	himself	himself
with	with	with
more	more	more
tax	tax	tax
breaks	break	break
on	on	on
inherited	inherit	inherited
wealth	wealth	wealth
while	while	while
stiffing	stif	stiffing
middle	middl	middle
-class	-class	-class
families	famili	family
who	who	who
earn	earn	earn
their	their	their
paychecks	paycheck	paycheck
with	with	with
hard	hard	hard
work	work	work
.	.	.

Damn	damn	Damn
,	,	,
that	that	that
s	s	s
brutal	brutal	brutal
.	.	.

The	the	The
U	u	U
.	.	.
S	s	S
.	.	.
Democratic	democrat	Democratic
Senate	senat	Senate
leader	leader	leader
did	did	did
not	not	not
stop	stop	stop
there	there	there
.	.	.

Reid	reid	Reid
continues	continu	continues
,	,	,
demanding	demand	demanding
that	that	that
Trump	trump	Trump
release	releas	release
his	his	his
tax	tax	tax
returns	return	return
and	and	and
spells	spell	spell
out	out	out
very	veri	very
clearly	clear	clearly
what	what	what
it	it	it
means	mean	mean
if	if	if
the	the	the
Republican	republican	Republican
presidential	presidenti	presidential
nominee	nomine	nominee
continues	continu	continues
to	to	to
refuse	refus	refuse
to	to	to
do	do	do
so	so	so
.	.	.

Trump	trump	Trump
is	is	is
over	over	over
-leveraged	-leverag	-leveraged
and	and	and
deeply	deepli	deeply
indebted	indebt	indebted
to	to	to
someone	someon	someone
,	,	,
but	but	but
until	until	until
he	he	he
releases	releas	release
his	his	his
taxes	tax	tax
we	we	we
won	won	won
t	t	t
know	know	know
who	who	who
.	.	.

The	the	The
implications	implic	implication
for	for	for
America	america	America
s	s	s
security	secur	security
are	are	are
severe	sever	severe
.	.	.

The	the	The
American	american	American
people	peopl	people
deserve	deserv	deserve
to	to	to
know	know	know
who	who	who
has	has	ha
leverage	leverag	leverage
over	over	over
this	this	this
man	man	man
who	who	who
wants	want	want
to	to	to
be	be	be
president	presid	president
.	.	.

In	in	In
the	the	the
name	name	name
of	of	of
the	the	the
public	public	public
interest	interest	interest
,	,	,
the	the	the
Senate	senat	Senate
should	should	should
immediately	immedi	immediately
pass	pass	pas
the	the	the
Presidential	presidenti	Presidential
Tax	tax	Tax
Transparency	transpar	Transparency
Act	act	Act
,	,	,
which	which	which
would	would	would
force	forc	force
all	all	all
presidential	presidenti	presidential
candidates	candid	candidate
to	to	to
release	releas	release
their	their	their
tax	tax	tax
returns	return	return
.	.	.

If	if	If
all	all	all
senators	senat	senator
agreed	agre	agreed
to	to	to
pass	pass	pas
this	this	this
act	act	act
for	for	for
the	the	the
good	good	good
of	of	of
the	the	the
country	countri	country
,	,	,
we	we	we
could	could	could
pass	pass	pas
it	it	it
in	in	in
a	a	a
matter	matter	matter
of	of	of
minutes	minut	minute
.	.	.

If	if	If
the	the	the
Presidential	presidenti	Presidential
Tax	tax	Tax
Transparency	transpar	Transparency
Act	act	Act
were	were	were
passed	pass	passed
,	,	,
Trump	trump	Trump
would	would	would
be	be	be
forced	forc	forced
to	to	to
release	releas	release
his	his	his
tax	tax	tax
returns	return	return
.	.	.

Let	let	Let
s	s	s
step	step	step
back	back	back
and	and	and
take	take	take
stock	stock	stock
Senate	senat	Senate
Republicans	republican	Republicans
have	have	have
put	put	put
party	parti	party
so	so	so
far	far	far
ahead	ahead	ahead
of	of	of
country	countri	country
,	,	,
they	they	they
ve	ve	ve
endorsed	endors	endorsed
a	a	a
racist	racist	racist
,	,	,
incompetent	incompet	incompetent
failure	failur	failure
who	who	who
managed	manag	managed
to	to	to
lose	lose	lose
a	a	a
billion	billion	billion
dollars	dollar	dollar
in	in	in
a	a	a
boom	boom	boom
year	year	year
,	,	,
Reid	reid	Reid
writes	write	writes
.	.	.

Now	now	Now
they	they	they
are	are	are
helping	help	helping
Trump	trump	Trump
hide	hide	hide
his	his	his
tax	tax	tax
returns	return	return
and	and	and
preventing	prevent	preventing
the	the	the
American	american	American
people	peopl	people
from	from	from
knowing	know	knowing
what	what	what
individuals	individu	individual
,	,	,
businesses	busi	business
or	or	or
foreign	foreign	foreign
interests	interest	interest
could	could	could
have	have	have
leverage	leverag	leverage
over	over	over
Trump	trump	Trump
.	.	.

It	it	It
s	s	s
time	time	time
we	we	we
rip	rip	rip
open	open	open
Trump	trump	Trump
s	s	s
closet	closet	closet
and	and	and
let	let	let
the	the	the
world	world	world
see	see	see
the	the	the
financial	financi	financial
skeletons	skeleton	skeleton
he	he	he
is	is	is
hiding	hide	hiding
