Donald	donald	Donald
Trump	trump	Trump
reportedly	report	reportedly
flew	flew	flew
into	into	into
a	a	a
fit	fit	fit
of	of	of
rage	rage	rage
when	when	when
Attorney	attorney	Attorney
General	general	General
Jeff	jeff	Jeff
Sessions	session	Sessions
decided	decid	decided
to	to	to
recuse	recus	recuse
himself	himself	himself
from	from	from
the	the	the
investigation	investig	investigation
into	into	into
Russia	russia	Russia
.	.	.
Sessions	session	Sessions
resigned	resign	resigned
on	on	on
Thursday	thursday	Thursday
after	after	after
it	it	it
was	was	wa
revealed	reveal	revealed
that	that	that
he	he	he
had	had	had
met	met	met
with	with	with
the	the	the
Russian	russian	Russian
ambassador	ambassador	ambassador
and	and	and
then	then	then
lied	lie	lied
about	about	about
it	it	it
during	dure	during
his	his	his
confirmation	confirm	confirmation
hearing	hear	hearing
.	.	.

Sessions	session	Sessions
made	made	made
the	the	the
choice	choic	choice
after	after	after
officials	offici	official
at	at	at
the	the	the
Justice	justic	Justice
Department	depart	Department
advised	advis	advised
him	him	him
to	to	to
recuse	recus	recuse
himself	himself	himself
,	,	,
but	but	but
Trump	trump	Trump
didn	didn	didn
t	t	t
take	take	take
the	the	the
news	news	news
well	well	well
at	at	at
all	all	all
.	.	.
Robert	robert	Robert
Costa	costa	Costa
,	,	,
a	a	a
reporter	report	reporter
for	for	for
the	the	the
Washington	washington	Washington
Post	post	Post
,	,	,
tweeted	tweet	tweeted
that	that	that
Trump	trump	Trump
stormed	storm	stormed
out	out	out
of	of	of
the	the	the
White	white	White
House	hous	House
in	in	in
a	a	a
fury	furi	fury
on	on	on
Friday	friday	Friday
,	,	,
fuming	fume	fuming
about	about	about
Jeff	jeff	Jeff
Sessions	session	Sessions
recusal	recus	recusal
and	and	and
telling	tell	telling
aides	aid	aide
that	that	that
Sessions	session	Sessions
shouldn	shouldn	shouldn
t	t	t
have	have	have
recused	recus	recused
himself	himself	himself
.	.	.

Trump	trump	Trump
left	left	left
WH	wh	WH
in	in	in
a	a	a
fury	furi	fury
on	on	on
Friday	friday	Friday
,	,	,
fuming	fume	fuming
about	about	about
Sessions	session	Sessions
s	s	s
recusal	recus	recusal
and	and	and
