While	while	While
speaking	speak	speaking
in	in	in
front	front	front
of	of	of
United	unit	United
States	state	States
servicemembers	servicememb	servicemembers
at	at	at
a	a	a
recent	recent	recent
USO	uso	USO
event	event	event
with	with	with
both	both	both
President	presid	President
Obama	obama	Obama
and	and	and
Vice	vice	Vice
President	presid	President
Biden	biden	Biden
,	,	,
David	david	David
Letterman	letterman	Letterman
made	made	made
a	a	a
joke	joke	joke
that	that	that
many	mani	many
of	of	of
us	us	u
would	would	would
really	realli	really
like	like	like
to	to	to
be	be	be
a	a	a
reality	realiti	reality
.	.	.
He	he	He
played	play	played
off	off	off
his	his	his
age	age	age
and	and	and
said	said	said
that	that	that
his	his	his
mind	mind	mind
seemed	seem	seemed
to	to	to
be	be	be
playing	play	playing
tricks	trick	trick
on	on	on
him	him	him
.	.	.
He	he	He
claimed	claim	claimed
that	that	that
by	by	by
listening	listen	listening
to	to	to
the	the	the
two	two	two
men	men	men
speak	speak	speak
,	,	,
he	he	he
thought	thought	thought
the	the	the
president	presid	president
and	and	and
vice	vice	vice
president	presid	president
were	were	were
running	run	running
for	for	for
a	a	a
third	third	third
term	term	term
.	.	.
Letterman	letterman	Letterman
told	told	told
the	the	the
USO	uso	USO
crowd	crowd	crowd
I	i	I
don	don	don
t	t	t
know	know	know
,	,	,
sometimes	sometim	sometimes
the	the	the
mind	mind	mind
plays	play	play
tricks	trick	trick
on	on	on
a	a	a
person	person	person
,	,	,
especially	especi	especially
when	when	when
you	you	you
get	get	get
to	to	to
be	be	be
my	my	my
age	age	age
.	.	.
I	i	I
was	was	wa
listening	listen	listening
to	to	to
the	the	the
president	presid	president
speak	speak	speak
.	.	.
I	i	I
was	was	wa
listening	listen	listening
to	to	to
the	the	the
vice	vice	vice
president	presid	president
speak	speak	speak
.	.	.
And	and	And
,	,	,
for	for	for
a	a	a
split	split	split
second	second	second
,	,	,
my	my	my
mind	mind	mind
said	said	said
to	to	to
me	me	me
,	,	,
oh	oh	oh
,	,	,
that	that	that
s	s	s
nice	nice	nice
,	,	,
they	they	they
re	re	re
running	run	running
again	again	again
.	.	.
'	'	'
Which	which	Which
at	at	at
first	first	first
was	was	wa
received	receiv	received
by	by	by
laughter	laughter	laughter
,	,	,
and	and	and
then	then	then
uproarious	uproari	uproarious
applause	applaus	applause
and	and	and
cheers	cheer	cheer
.	.	.
And	and	And
while	while	while
it	it	it
s	s	s
true	true	true
that	that	that
President	presid	President
Obama	obama	Obama
cannot	cannot	cannot
run	run	run
for	for	for
a	a	a
third	third	third
term	term	term
,	,	,
if	if	if
he	he	he
could	could	could
,	,	,
he	he	he
would	would	would
likely	like	likely
win	win	win
.	.	.
History	histori	History
will	will	will
be	be	be
very	veri	very
kind	kind	kind
to	to	to
Obama	obama	Obama
as	as	a
all	all	all
of	of	of
his	his	his
accomplishments	accomplish	accomplishment
make	make	make
him	him	him
one	one	one
of	of	of
the	the	the
greatest	greatest	greatest
leaders	leader	leader
in	in	in
the	the	the
history	histori	history
of	of	of
the	the	the
republic	republ	republic
.	.	.
Watch	watch	Watch
the	the	the
clip	clip	clip
here	here	here
USO	uso	USO
Crowd	crowd	Crowd
Roars	roar	Roars
As	as	As
David	david	David
Letterman	letterman	Letterman
Jokes	joke	Jokes
About	about	About
by	by	by
DailyPoliticsFeatured	dailypoliticsfeatur	DailyPoliticsFeatured
image	imag	image
via	via	via
video	video	video
screen	screen	screen
capture	captur	capture
