Donald	donald	Donald
Trump	trump	Trump
is	is	is
continuing	continu	continuing
his	his	his
campaign	campaign	campaign
of	of	of
fear	fear	fear
-mongering	-monger	-mongering
,	,	,
this	this	this
time	time	time
insisting	insist	insisting
that	that	that
the	the	the
2016	2016	2016
election	elect	election
will	will	will
be	be	be
the	the	the
last	last	last
actual	actual	actual
election	elect	election
unless	unless	unless
Americans	american	Americans
put	put	put
him	him	him
in	in	in
the	the	the
White	white	White
House	hous	House
.	.	.
Appearing	appear	Appearing
for	for	for
an	an	an
interview	interview	interview
on	on	on
the	the	the
Christian	christian	Christian
Broadcasting	broadcast	Broadcasting
Network	network	Network
,	,	,
Trump	trump	Trump
told	told	told
host	host	host
David	david	David
Brody	brodi	Brody
that	that	that
Republicans	republican	Republicans
will	will	will
never	never	never
have	have	have
a	a	a
chance	chanc	chance
at	at	at
the	the	the
White	white	White
House	hous	House
again	again	again
because	becaus	because
you	you	you
re	re	re
going	go	going
to	to	to
have	have	have
illegal	illeg	illegal
immigrants	immigr	immigrant
coming	come	coming
in	in	in
and	and	and
they	they	they
re	re	re
going	go	going
to	to	to
be	be	be
legalized	legal	legalized
and	and	and
they	they	they
re	re	re
going	go	going
to	to	to
be	be	be
able	abl	able
to	to	to
vote	vote	vote
and	and	and
once	onc	once
that	that	that
all	all	all
happens	happen	happens
you	you	you
can	can	can
forget	forget	forget
it	it	it
.	.	.
So	so	So
,	,	,
in	in	in
other	other	other
words	word	word
,	,	,
Trump	trump	Trump
is	is	is
once	onc	once
again	again	again
blaming	blame	blaming
immigrants	immigr	immigrant
for	for	for
all	all	all
of	of	of
the	the	the
Republican	republican	Republican
Party	parti	Party
s	s	s
problems	problem	problem
.	.	.
The	the	The
thing	thing	thing
is	is	is
,	,	,
though	though	though
,	,	,
the	the	the
GOP	gop	GOP
s	s	s
issues	issu	issue
are	are	are
of	of	of
their	their	their
own	own	own
making	make	making
.	.	.
They	they	They
are	are	are
on	on	on
the	the	the
wrong	wrong	wrong
side	side	side
of	of	of
history	histori	history
on	on	on
issues	issu	issue
of	of	of
race	race	race
,	,	,
women	women	woman
s	s	s
issues	issu	issue
,	,	,
their	their	their
fervent	fervent	fervent
bigotry	bigotri	bigotry
against	against	against
the	the	the
LGBTQ	lgbtq	LGBTQ
community	communiti	community
,	,	,
their	their	their
denial	denial	denial
of	of	of
science	scienc	science
,	,	,
and	and	and
any	ani	any
other	other	other
number	number	number
of	of	of
issues	issu	issue
.	.	.
In	in	In
other	other	other
words	word	word
,	,	,
until	until	until
they	they	they
stop	stop	stop
being	be	being
the	the	the
party	parti	party
of	of	of
bigotry	bigotri	bigotry
,	,	,
they	they	they
will	will	will
never	never	never
appeal	appeal	appeal
to	to	to
anyone	anyon	anyone
but	but	but
bigots	bigot	bigot
,	,	,
and	and	and
there	there	there
just	just	just
aren	aren	aren
t	t	t
enough	enough	enough
of	of	of
them	them	them
left	left	left
in	in	in
the	the	the
general	general	general
electorate	elector	electorate
for	for	for
a	a	a
majority	major	majority
to	to	to
want	want	want
to	to	to
put	put	put
an	an	an
obvious	obvious	obvious
racist	racist	racist
in	in	in
the	the	the
White	white	White
House	hous	House
.	.	.
Here	here	Here
is	is	is
the	the	the
transcript	transcript	transcript
of	of	of
that	that	that
exchange	exchang	exchange
,	,	,
via	via	via
Right	right	Right
Wing	wing	Wing
Watch	watch	Watch
Trump	trump	Trump
I	i	I
think	think	think
it	it	it
s	s	s
going	go	going
to	to	to
be	be	be
the	the	the
last	last	last
