After	after	After
evidence	evid	evidence
has	has	ha
been	been	been
uncovered	uncov	uncovered
that	that	that
could	could	could
point	point	point
to	to	to
Donald	donald	Donald
Trump	trump	Trump
and	and	and
or	or	or
the	the	the
Russians	russian	Russians
rigging	rig	rigging
the	the	the
presidential	presidenti	presidential
election	elect	election
,	,	,
a	a	a
group	group	group
of	of	of
activists	activist	activist
is	is	is
encouraging	encourag	encouraging
Hillary	hillari	Hillary
Clinton	clinton	Clinton
to	to	to
demand	demand	demand
an	an	an
audit	audit	audit
of	of	of
three	three	three
states	state	state
.	.	.
Voter	voter	Voter
rights	right	right
attorney	attorney	attorney
John	john	John
Bonifaz	bonifaz	Bonifaz
and	and	and
director	director	director
of	of	of
the	the	the
University	univers	University
of	of	of
Michigan	michigan	Michigan
Center	center	Center
for	for	for
Computer	comput	Computer
Security	secur	Security
and	and	and
Society	societi	Society
,	,	,
J	j	J
.	.	.
Alex	alex	Alex
Halderman	halderman	Halderman
,	,	,
says	say	say
they	they	they
ve	ve	ve
found	found	found
persuasive	persuas	persuasive
evidence	evid	evidence
that	that	that
the	the	the
election	elect	election
results	result	result
in	in	in
Wisconsin	wisconsin	Wisconsin
,	,	,
Michigan	michigan	Michigan
and	and	and
Pennsylvania	pennsylvania	Pennsylvania
have	have	have
been	been	been
hacked	hack	hacked
or	or	or
otherwise	otherwis	otherwise
manipulated	manipul	manipulated
.	.	.
They	they	They
are	are	are
privately	privat	privately
lobbying	lobbi	lobbying
the	the	the
Clinton	clinton	Clinton
campaign	campaign	campaign
to	to	to
do	do	do
something	someth	something
about	about	about
it	it	it
.	.	.
Last	last	Last
Thursday	thursday	Thursday
,	,	,
the	the	the
activists	activist	activist
held	held	held
a	a	a
conference	confer	conference
call	call	call
with	with	with
Clinton	clinton	Clinton
campaign	campaign	campaign
chairman	chairman	chairman
John	john	John
Podesta	podesta	Podesta
and	and	and
campaign	campaign	campaign
general	general	general
counsel	counsel	counsel
Marc	marc	Marc
Elias	elia	Elias
to	to	to
make	make	make
their	their	their
case	case	case
,	,	,
according	accord	according
to	to	to
a	a	a
source	sourc	source
briefed	brief	briefed
on	on	on
the	the	the
call	call	call
.	.	.
The	the	The
academics	academ	academic
presented	present	presented
findings	find	finding
showing	show	showing
that	that	that
in	in	in
Wisconsin	wisconsin	Wisconsin
,	,	,
Clinton	clinton	Clinton
received	receiv	received
7	7	7
percent	percent	percent
fewer	fewer	fewer
votes	vote	vote
in	in	in
counties	counti	county
that	that	that
relied	reli	relied
on	on	on
electronic	electron	electronic
-voting	-vote	-voting
machines	machin	machine
compared	compar	compared
with	with	with
counties	counti	county
that	that	that
used	use	used
optical	optic	optical
scanners	scanner	scanner
and	and	and
paper	paper	paper
ballots	ballot	ballot
.	.	.
Based	base	Based
on	on	on
this	this	this
statistical	statist	statistical
analysis	analysi	analysis
,	,	,
Clinton	clinton	Clinton
may	may	may
have	have	have
been	been	been
denied	deni	denied
as	as	a
many	mani	many
as	as	a
30	30	30
,	,	,
000	000	000
votes	vote	vote
;	;	;
she	she	she
lost	lost	lost
Wisconsin	wisconsin	Wisconsin
by	by	by
27	27	27
,	,	,
000	000	000
.	.	.
While	while	While
it	it	it
s	s	s
important	import	important
to	to	to
note	note	note
the	the	the
group	group	group
has	has	ha
not	not	not
found	found	found
proof	proof	proof
of	of	of
hacking	hack	hacking
or	or	or
manipulation	manipul	manipulation
,	,	,
they	they	they
are	are	are
arguing	argu	arguing
to	to	to
the	the	the
campaign	campaign	campaign
that	that	that
the	the	the
suspicious	suspici	suspicious
pattern	pattern	pattern
merits	merit	merit
an	an	an
independent	independ	independent
review	review	review
especially	especi	especially
in	in	in
light	light	light
of	of	of
the	the	the
fact	fact	fact
that	that	that
the	the	the
Obama	obama	Obama
White	white	White
House	hous	House
has	has	ha
accused	accus	accused
the	the	the
Russian	russian	Russian
government	govern	government
of	of	of
hacking	hack	hacking
the	the	the
Democratic	democrat	Democratic
National	nation	National
Committee	committe	Committee
.	.	.
Source	sourc	Source
NY	ny	NY
MagazineThose	magazinethos	MagazineThose
three	three	three
states	state	state
were	were	were
the	the	the
determining	determin	determining
factor	factor	factor
in	in	in
this	this	this
year	year	year
s	s	s
election	elect	election
.	.	.
In	in	In
total	total	total
,	,	,
Trump	trump	Trump
won	won	won
Pennsylvania	pennsylvania	Pennsylvania
by	by	by
about	about	about
68	68	68
,	,	,
000	000	000
votes	vote	vote
,	,	,
Wisconsin	wisconsin	Wisconsin
by	by	by
27	27	27
,	,	,
000	000	000
votes	vote	vote
and	and	and
Michigan	michigan	Michigan
by	by	by
just	just	just
11	11	11
,	,	,
000	000	000
votes	vote	vote
.	.	.
Clinton	clinton	Clinton
won	won	won
the	the	the
popular	popular	popular
vote	vote	vote
.	.	.
According	accord	According
to	to	to
their	their	their
research	research	research
,	,	,
Clinton	clinton	Clinton
may	may	may
have	have	have
been	been	been
denied	deni	denied
as	as	a
many	mani	many
as	as	a
30	30	30
,	,	,
000	000	000
votes	vote	vote
in	in	in
Wisconsin	wisconsin	Wisconsin
,	,	,
which	which	which
is	is	is
enough	enough	enough
to	to	to
swing	swing	swing
it	it	it
to	to	to
her	her	her
.	.	.
According	accord	According
to	to	to
current	current	current
tallies	talli	tally
,	,	,
Trump	trump	Trump
has	has	ha
won	won	won
290	290	290
Electoral	elector	Electoral
College	colleg	College
votes	vote	vote
to	to	to
Clinton	clinton	Clinton
s	s	s
232	232	232
,	,	,
with	with	with
Michigan	michigan	Michigan
s	s	s
16	16	16
votes	vote	vote
not	not	not
apportioned	apport	apportioned
because	becaus	because
the	the	the
race	race	race
there	there	there
is	is	is
still	still	still
too	too	too
close	close	close
to	to	to
call	call	call
.	.	.
It	it	It
would	would	would
take	take	take
overturning	overturn	overturning
the	the	the
results	result	result
in	in	in
both	both	both
Wisconsin	wisconsin	Wisconsin
10	10	10
Electoral	elector	Electoral
College	colleg	College
votes	vote	vote
and	and	and
Pennsylvania	pennsylvania	Pennsylvania
20	20	20
votes	vote	vote
,	,	,
in	in	in
addition	addit	addition
to	to	to
winning	win	winning
Michigan	michigan	Michigan
s	s	s
16	16	16
,	,	,
for	for	for
Clinton	clinton	Clinton
to	to	to
win	win	win
the	the	the
Electoral	elector	Electoral
College	colleg	College
.	.	.
There	there	There
is	is	is
also	also	also
the	the	the
complicating	complic	complicating
factor	factor	factor
of	of	of
faithless	faithless	faithless
electors	elector	elector
,	,	,
or	or	or
members	member	member
of	of	of
the	the	the
Electoral	elector	Electoral
College	colleg	College
who	who	who
do	do	do
not	not	not
vote	vote	vote
according	accord	according
to	to	to
the	the	the
popular	popular	popular
vote	vote	vote
in	in	in
their	their	their
states	state	state
.	.	.
At	at	At
least	least	least
six	six	six
electoral	elector	electoral
voters	voter	voter
have	have	have
said	said	said
they	they	they
would	would	would
not	not	not
vote	vote	vote
for	for	for
Trump	trump	Trump
,	,	,
despite	despit	despite
the	the	the
fact	fact	fact
that	that	that
he	he	he
won	won	won
their	their	their
states	state	state
.	.	.
This	this	This
is	is	is
far	far	far
from	from	from
a	a	a
sure	sure	sure
thing	thing	thing
.	.	.
Nate	nate	Nate
Silver	silver	Silver
doesn	doesn	doesn
t	t	t
see	see	see
problems	problem	problem
Run	run	Run
a	a	a
regression	regress	regression
on	on	on
Wisc	wisc	Wisc
.	.	.
counties	counti	county
with	with	with
50K	50k	50K
people	peopl	people
,	,	,
and	and	and
you	you	you
find	find	find
that	that	that
Clinton	clinton	Clinton
improved	improv	improved
more	more	more
in	in	in
counties	counti	county
with	with	with
only	onli	only
paper	paper	paper
ballots	ballot	ballot
.	.	.
HOWEVER	howev	HOWEVER
pic.twitter.com/4swuU70NaY	pic.twitter.com/4swuu70nay	pic.twitter.com/4swuU70NaY
Nate	nate	Nate
Silver	silver	Silver
@NateSilver538	@natesilver538	@NateSilver538
November	novemb	November
23	23	23
,	,	,
2016	2016	2016
the	the	the
effect	effect	effect
COMPLETELY	complet	COMPLETELY
DISAPPEARS	disappear	DISAPPEARS
once	onc	once
you	you	you
control	control	control
for	for	for
race	race	race
and	and	and
education	educ	education
levels	level	level
,	,	,
the	the	the
key	key	key
factors	factor	factor
in	in	in
predicting	predict	predicting
vote	vote	vote
shifts	shift	shift
this	this	this
year	year	year
.	.	.
pic.twitter.com/NYOINx9lEz	pic.twitter.com/nyoinx9lez	pic.twitter.com/NYOINx9lEz
Nate	nate	Nate
Silver	silver	Silver
@NateSilver538	@natesilver538	@NateSilver538
November	novemb	November
23	23	23
,	,	,
2016It	2016it	2016It
s	s	s
not	not	not
just	just	just
Democrats	democrat	Democrats
who	who	who
are	are	are
crying	cri	cry
foul	foul	foul
,	,	,
though	though	though
.	.	.
South	south	South
Carolina	carolina	Carolina
Republican	republican	Republican
Senator	senat	Senator
Lindsay	lindsay	Lindsay
Graham	graham	Graham
wants	want	want
a	a	a
congressional	congression	congressional
investigation	investig	investigation
into	into	into
election	elect	election
tampering	tamper	tampering
by	by	by
the	the	the
Russians	russian	Russians
.	.	.
It	it	It
s	s	s
doubtful	doubt	doubtful
this	this	this
will	will	will
happen	happen	happen
.	.	.
The	the	The
deadline	deadlin	deadline
to	to	to
file	file	file
for	for	for
a	a	a
recount	recount	recount
in	in	in
Wisconsin	wisconsin	Wisconsin
is	is	is
Friday	friday	Friday
.	.	.
Wisconsin	wisconsin	Wisconsin
s	s	s
and	and	and
Pennsylvania	pennsylvania	Pennsylvania
s	s	s
deadlines	deadlin	deadline
are	are	are
next	next	next
week	week	week
.	.	.
There	there	There
are	are	are
several	sever	several
petitions	petit	petition
,	,	,
though	though	though
and	and	and
there	there	there
s	s	s
a	a	a
campaign	campaign	campaign
to	to	to
call	call	call
the	the	the
Department	depart	Department
of	of	of
Justice	justic	Justice
.	.	.
Their	their	Their
number	number	number
is	is	is
202	202	202
-353-1555	-353-1555	-353-1555
.	.	.
Keep	keep	Keep
calling	call	calling
.	.	.
Their	their	Their
number	number	number
is	is	is
often	often	often
busy	busi	busy
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Drew	drew	Drew
Angerer	anger	Angerer
Getty	getti	Getty
Images	imag	Images
.	.	.
