Token	Stem	Lemma
Donald	donald	Donald
Trump	trump	Trump
s	s	s
statements	statement	statement
are	are	are
frightening	frighten	frightening
to	to	to
those	those	those
who	who	who
see	see	see
the	the	the
danger	danger	danger
of	of	of
his	his	his
rise	rise	rise
and	and	and
his	his	his
antics	antic	antic
are	are	are
certainly	certain	certainly
theatrical	theatric	theatrical
Maybe	mayb	Maybe
that	that	that
s	s	s
why	whi	why
he	he	he
fits	fit	fit
in	in	in
perfectly	perfect	perfectly
in	in	in
this	this	this
amazing	amaz	amazing
Game	game	Game
of	of	of
Thrones	throne	Thrones
mashup	mashup	mashup
clip	clip	clip
Watch	watch	Watch
Video	video	Video
Here	here	Here
youtube	youtub	youtube
https://www.youtube.com/watch?v=I0tE6T-ecmg]His	https://www.youtube.com/watch?v=i0te6t-ecmg]hi	https://www.youtube.com/watch?v=I0tE6T-ecmg]His
face	face	face
along	along	along
with	with	with
quotes	quot	quote
from	from	from
his	his	his
speeches	speech	speech
and	and	and
interviews	interview	interview
is	is	is
cut	cut	cut
into	into	into
a	a	a
mashup	mashup	mashup
of	of	of
the	the	the
HBO	hbo	HBO
hit	hit	hit
drama	drama	drama
as	as	a
the	the	the
viewer	viewer	viewer
gets	get	get
a	a	a
sense	sens	sense
of	of	of
both	both	both
the	the	the
hilarity	hilar	hilarity
as	as	a
well	well	well
as	as	a
the	the	the
absurdity	absurd	absurdity
that	that	that
is	is	is
Donald	donald	Donald
Trump	trump	Trump
It	it	It
seems	seem	seems
that	that	that
Trump	trump	Trump
fits	fit	fit
in	in	in
quite	quit	quite
well	well	well
in	in	in
the	the	the
Seven	seven	Seven
Kingdoms	kingdom	Kingdoms
Produced	produc	Produced
by	by	by
Australian	australian	Australian
satirist	satirist	satirist
Huw	huw	Huw
Parkinson	parkinson	Parkinson
the	the	the
video	video	video
begins	begin	begin
with	with	with
Trump	trump	Trump
turning	turn	turning
away	away	away
Daenerys	daeneri	Daenerys
Targaryen	targaryen	Targaryen
from	from	from
the	the	the
city	citi	city
of	of	of
Quarth	quarth	Quarth
Trump	trump	Trump
later	later	later
attacks	attack	attack
Pope	pope	Pope
Francis	franci	Francis
for	for	for
criticizing	critic	criticizing
him	him	him
and	and	and
complimented	compliment	complimented
himself	himself	himself
saying	say	saying
he	he	he
was	was	wa
a	a	a
nice	nice	nice
guy	guy	guy
He	he	He
also	also	also
said	said	said
that	that	that
he	he	he
s	s	s
going	go	going
to	to	to
build	build	build
a	a	a
massive	massiv	massive
wall	wall	wall
and	and	and
negotiates	negoti	negotiates
with	with	with
Littefinger	littefing	Littefinger
Although	although	Although
the	the	the
video	video	video
is	is	is
entertaining	entertain	entertaining
it	it	it
also	also	also
sends	send	sends
a	a	a
strong	strong	strong
message	messag	message
about	about	about
both	both	both
the	the	the
absurdity	absurd	absurdity
and	and	and
the	the	the
danger	danger	danger
that	that	that
is	is	is
Trump	trump	Trump
If	if	If
his	his	his
current	current	current
stances	stanc	stance
on	on	on
everything	everyth	everything
from	from	from
banning	ban	banning
Muslims	muslim	Muslims
to	to	to
attacking	attack	attacking
Mexican	mexican	Mexican
immigrants	immigr	immigrant
are	are	are
backed	back	backed
up	up	up
with	with	with
actual	actual	actual
power	power	power
by	by	by
winning	win	winning
the	the	the
presidency	presid	presidency
then	then	then
he	he	he
ll	ll	ll
not	not	not
only	onli	only
be	be	be
a	a	a
danger	danger	danger
to	to	to
those	those	those
communities	communiti	community
but	but	but
will	will	will
bring	bring	bring
to	to	to
power	power	power
all	all	all
of	of	of
the	the	the
racists	racist	racist
that	that	that
have	have	have
backed	back	backed
him	him	him
thus	thus	thus
far	far	far
making	make	making
America	america	America
quite	quit	quite
a	a	a
dangerous	danger	dangerous
place	place	place
Featured	featur	Featured
image	imag	image
via	via	via
screenshot	screenshot	screenshot
