Recently	recent	Recently
,	,	,
President	presid	President
Bannon	bannon	Bannon
s	s	s
underling	underl	underling
,	,	,
Donald	donald	Donald
Trump	trump	Trump
,	,	,
called	call	called
the	the	the
American	american	American
news	news	news
media	media	medium
the	the	the
enemy	enemi	enemy
of	of	of
the	the	the
American	american	American
people	peopl	people
in	in	in
a	a	a
quickly	quick	quickly
-deleted	-delet	-deleted
tweet	tweet	tweet
.	.	.
Obviously	obvious	Obviously
,	,	,
this	this	this
did	did	did
not	not	not
go	go	go
over	over	over
well	well	well
,	,	,
given	given	given
that	that	that
there	there	there
are	are	are
very	veri	very
few	few	few
leaders	leader	leader
who	who	who
have	have	have
classified	classifi	classified
the	the	the
press	press	press
as	as	a
the	the	the
enemy	enemi	enemy
of	of	of
the	the	the
people	peopl	people
and	and	and
none	none	none
of	of	of
them	them	them
were	were	were
or	or	or
are	are	are
nice	nice	nice
people	peopl	people
.	.	.
As	as	As
most	most	most
of	of	of
us	us	u
mock	mock	mock
Easy	easi	Easy
D	d	D
for	for	for
his	his	his
transparent	transpar	transparent
effort	effort	effort
to	to	to
delegitimize	delegitim	delegitimize
all	all	all
but	but	but
himself	himself	himself
and	and	and
his	his	his
approved	approv	approved
friendly	friend	friendly
news	news	news
sources	sourc	source
,	,	,
Facebook	facebook	Facebook
CEO	ceo	CEO
Mark	mark	Mark
Zuckerberg	zuckerberg	Zuckerberg
managed	manag	managed
to	to	to
shame	shame	shame
Trump	trump	Trump
in	in	in
the	the	the
most	most	most
classy	classi	classy
way	way	way
possible	possibl	possible
and	and	and
he	he	he
didn	didn	didn
t	t	t
even	even	even
have	have	have
to	to	to
mention	mention	mention
The	the	The
Donald	donald	Donald
by	by	by
name	name	name
.	.	.
On	on	On
Monday	monday	Monday
,	,	,
Zuckerberg	zuckerberg	Zuckerberg
posted	post	posted
that	that	that
he	he	he
and	and	and
his	his	his
wife	wife	wife
Priscilla	priscilla	Priscilla
had	had	had
spent	spent	spent
their	their	their
day	day	day
stopping	stop	stopping
by	by	by
local	local	local
newspapers	newspap	newspaper
in	in	in
Alabama	alabama	Alabama
where	where	where
the	the	the
folks	folk	folk
there	there	there
were	were	were
working	work	working
hard	hard	hard
over	over	over
President	presid	President
s	s	s
Day	day	Day
weekend	weekend	weekend
to	to	to
keep	keep	keep
their	their	their
communities	communiti	community
informed	inform	informed
.	.	.

It	it	It
seems	seem	seems
like	like	like
a	a	a
good	good	good
time	time	time
to	to	to
say	say	say
thank	thank	thank
you	you	you
to	to	to
all	all	all
the	the	the
journalists	journalist	journalist
around	around	around
the	the	the
world	world	world
who	who	who
work	work	work
tirelessly	tireless	tirelessly
and	and	and
sometimes	sometim	sometimes
put	put	put
their	their	their
lives	live	life
in	in	in
danger	danger	danger
to	to	to
surface	surfac	surface
the	the	the
truth	truth	truth
,	,	,
Zuckerberg	zuckerberg	Zuckerberg
continues	continu	continues
.	.	.

I	i	I
don	don	don
t	t	t
always	alway	always
agree	agre	agree
with	with	with
everything	everyth	everything
you	you	you
say	say	say
,	,	,
but	but	but
that	that	that
s	s	s
how	how	how
democracy	democraci	democracy
is	is	is
supposed	suppos	supposed
to	to	to
work	work	work
.	.	.

In	in	In
other	other	other
words	word	word
,	,	,
he	he	he
doesn	doesn	doesn
t	t	t
scream	scream	scream
FAKE	fake	FAKE
NEWS	news	NEWS
every	everi	every
time	time	time
someone	someon	someone
reported	report	reported
unflattering	unflatt	unflattering
information	inform	information
about	about	about
him	him	him
.	.	.

I	i	I
know	know	know
I	i	I
join	join	join
many	mani	many
people	peopl	people
in	in	in
America	america	America
and	and	and
across	across	across
the	the	the
world	world	world
in	in	in
thanking	thank	thanking
you	you	you
for	for	for
your	your	your
work	work	work
,	,	,
Zuckerberg	zuckerberg	Zuckerberg
confluded	conflud	confluded
.	.	.

He	he	He
even	even	even
posted	post	posted
a	a	a
lovely	love	lovely
photo	photo	photo
of	of	of
the	the	the
two	two	two
of	of	of
them	them	them
in	in	in
front	front	front
of	of	of
the	the	the
Selma	selma	Selma
Times	time	Times
-Journal	-journal	-Journal
.	.	.
function	function	function
d	d	d
,	,	,
s	s	s
,	,	,
id	id	id
var	var	var
js	js	j
,	,	,
fjs	fjs	fjs
d	d	d
.	.	.
getElementsByTagName	getelementsbytagnam	getElementsByTagName
s	s	s
0	0	0
;	;	;
if	if	if
d	d	d
.	.	.
getElementById	getelementbyid	getElementById
id	id	id
return	return	return
;	;	;
js	js	j
d	d	d
.	.	.
createElement	createel	createElement
s	s	s
;	;	;
js	js	j
.	.	.
id	id	id
id	id	id
;	;	;
js	js	j
.	.	.
src	src	src
connect	connect	connect
.	.	.
facebook	facebook	facebook
.	.	.
net	net	net
en_US	en_us	en_US
sdk	sdk	sdk
.	.	.
js	js	j
"#xfbml=1&version=v2.3"";"	"#xfbml=1&version=v2.3"";"	"#xfbml=1&version=v2.3"";"
fjs	fjs	fjs
.	.	.
parentNode	parentnod	parentNode
.	.	.
insertBefore	insertbefor	insertBefore
js	js	j
,	,	,
fjs	fjs	fjs
;	;	;
document	document	document
,	,	,
'script'	script	'script'
,	,	,
'facebook-jssdk'	facebook-jssdk	'facebook-jssdk'
;	;	;
Today	today	Today
Priscilla	priscilla	Priscilla
and	and	and
I	i	I
stopped	stop	stopped
by	by	by
some	some	some
local	local	local
newspapers	newspap	newspaper
as	as	a
we	we	we
drove	drove	drove
through	through	through
Alabama	alabama	Alabama
.	.	.

The	the	The
folks	folk	folk
there	there	there
were	were	were
working	work	working
hard	hard	hard
Posted	post	Posted
by	by	by
Mark	mark	Mark
Zuckerberg	zuckerberg	Zuckerberg
on	on	on
Monday	monday	Monday
,	,	,
February	februari	February
20	20	20
,	,	,
2017The	2017the	2017The
media	media	medium
is	is	is
not	not	not
the	the	the
enemy	enemi	enemy
.	.	.

Trump	trump	Trump
is	is	is
.	.	.

The	the	The
sooner	sooner	sooner
we	we	we
all	all	all
realize	realiz	realize
that	that	that
the	the	the
better	better	better
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Getty	getti	Getty
Images	imag	Images
David	david	David
Ramos	ramo	Ramos
screengrab	screengrab	screengrab

