While	while	While
holding	hold	holding
back	back	back
tears	tear	tear
in	in	in
Manchester	manchest	Manchester
,	,	,
New	new	New
Hampshire	hampshir	Hampshire
on	on	on
Thursday	thursday	Thursday
,	,	,
First	first	First
Lady	ladi	Lady
Michelle	michell	Michelle
Obama	obama	Obama
addressed	address	addressed
the	the	the
sexual	sexual	sexual
assault	assault	assault
bombshells	bombshel	bombshell
that	that	that
have	have	have
been	been	been
raining	rain	raining
down	down	down
upon	upon	upon
the	the	the
Republican	republican	Republican
nominee	nomine	nominee
for	for	for
nearly	near	nearly
a	a	a
week	week	week
now	now	now
.	.	.
Mrs	mrs	Mrs
.	.	.
Obama	obama	Obama
has	has	ha
mostly	most	mostly
tried	tri	tried
to	to	to
refrain	refrain	refrain
from	from	from
commenting	comment	commenting
on	on	on
Trump	trump	Trump
s	s	s
sexual	sexual	sexual
misconduct	misconduct	misconduct
towards	toward	towards
and	and	and
remarks	remark	remark
about	about	about
women	women	woman
,	,	,
but	but	but
she	she	she
felt	felt	felt
she	she	she
could	could	could
no	no	no
longer	longer	longer
hold	hold	hold
back	back	back
.	.	.
She	she	She
roundly	round	roundly
condemned	condemn	condemned
Trump	trump	Trump
and	and	and
explained	explain	explained
how	how	how
his	his	his
remarks	remark	remark
make	make	make
him	him	him
totally	total	totally
unfit	unfit	unfit
to	to	to
be	be	be
president	presid	president
.	.	.
The	the	The
fact	fact	fact
is	is	is
that	that	that
in	in	in
this	this	this
election	elect	election
,	,	,
we	we	we
have	have	have
a	a	a
candidate	candid	candidate
for	for	for
President	presid	President
of	of	of
the	the	the
United	unit	United
States	state	States
who	who	who
,	,	,
over	over	over
the	the	the
course	cours	course
of	of	of
his	his	his
lifetime	lifetim	lifetime
and	and	and
the	the	the
course	cours	course
of	of	of
this	this	this
campaign	campaign	campaign
has	has	ha
said	said	said
things	thing	thing
about	about	about
women	women	woman
that	that	that
are	are	are
so	so	so
shocking	shock	shocking
,	,	,
so	so	so
demeaning	demean	demeaning
,	,	,
I	i	I
simply	simpli	simply
will	will	will
not	not	not
repeat	repeat	repeat
anything	anyth	anything
here	here	here
today	today	today
.	.	.
And	and	And
last	last	last
week	week	week
,	,	,
we	we	we
saw	saw	saw
this	this	this
candidate	candid	candidate
actually	actual	actually
bragging	brag	bragging
about	about	about
sexually	sexual	sexually
assaulting	assault	assaulting
women	women	woman
.	.	.
And	and	And
I	i	I
can	can	can
t	t	t
believe	believ	believe
that	that	that
I	i	I
m	m	m
saying	say	saying
that	that	that
.	.	.
A	a	A
candidate	candid	candidate
for	for	for
president	presid	president
of	of	of
the	the	the
United	unit	United
States	state	States
has	has	ha
bragged	brag	bragged
about	about	about
sexually	sexual	sexually
assaulting	assault	assaulting
women	women	woman
,	,	,
and	and	and
I	i	I
have	have	have
to	to	to
tell	tell	tell
you	you	you
that	that	that
I	i	I
can	can	can
t	t	t
stop	stop	stop
thinking	think	thinking
about	about	about
this	this	this
.	.	.
It	it	It
has	has	ha
shaken	shaken	shaken
me	me	me
to	to	to
my	my	my
core	core	core
in	in	in
a	a	a
way	way	way
that	that	that
I	i	I
couldn	couldn	couldn
t	t	t
have	have	have
predicted	predict	predicted
,	,	,
she	she	she
continued	continu	continued
,	,	,
telling	tell	telling
the	the	the
audience	audienc	audience
that	that	that
she	she	she
can	can	can
t	t	t
pretend	pretend	pretend
that	that	that
everything	everyth	everything
is	is	is
normal	normal	normal
because	becaus	because
it	it	it
would	would	would
be	be	be
dishonest	dishonest	dishonest
and	and	and
disingenuous	disingenu	disingenuous
for	for	for
me	me	me
to	to	to
move	move	move
on	on	on
to	to	to
the	the	the
next	next	next
thing	thing	thing
like	like	like
this	this	this
was	was	wa
all	all	all
just	just	just
a	a	a
bad	bad	bad
dream	dream	dream
.	.	.
This	this	This
is	is	is
not	not	not
something	someth	something
we	we	we
can	can	can
ignore	ignor	ignore
.	.	.
It	it	It
s	s	s
not	not	not
something	someth	something
we	we	we
can	can	can
sweep	sweep	sweep
under	under	under
the	the	the
rug	rug	rug
as	as	a
just	just	just
another	anoth	another
disturbing	disturb	disturbing
footnote	footnot	footnote
in	in	in
a	a	a
sad	sad	sad
election	elect	election
season	season	season
.	.	.
Because	becaus	Because
this	this	this
was	was	wa
not	not	not
just	just	just
a	a	a
lewd	lewd	lewd
conversation	convers	conversation
.	.	.
This	this	This
wasn	wasn	wasn
t	t	t
locker	locker	locker
room	room	room
banter	banter	banter
.	.	.
This	this	This
was	was	wa
a	a	a
powerful	power	powerful
individual	individu	individual
speaking	speak	speaking
freely	freeli	freely
and	and	and
openly	open	openly
about	about	about
sexually	sexual	sexually
predatory	predatori	predatory
behavior	behavior	behavior
.	.	.
And	and	And
actually	actual	actually
bragging	brag	bragging
about	about	about
kissing	kiss	kissing
and	and	and
groping	grope	groping
women	women	woman
.	.	.
Using	use	Using
language	languag	language
so	so	so
obscene	obscen	obscene
that	that	that
many	mani	many
of	of	of
us	us	u
are	are	are
worried	worri	worried
about	about	about
our	our	our
children	children	child
hearing	hear	hearing
it	it	it
when	when	when
we	we	we
turn	turn	turn
on	on	on
the	the	the
TV	tv	TV
.	.	.
To	to	To
make	make	make
matters	matter	matter
worse	wors	worse
,	,	,
it	it	it
now	now	now
seems	seem	seems
very	veri	very
clear	clear	clear
this	this	this
isn	isn	isn
t	t	t
an	an	an
isolated	isol	isolated
incident	incid	incident
.	.	.
It	it	It
s	s	s
one	one	one
of	of	of
countless	countless	countless
examples	exampl	example
of	of	of
how	how	how
he	he	he
has	has	ha
treated	treat	treated
women	women	woman
his	his	his
whole	whole	whole
life	life	life
.	.	.
And	and	And
have	have	have
to	to	to
tell	tell	tell
you	you	you
that	that	that
I	i	I
listened	listen	listened
to	to	to
all	all	all
this	this	this
.	.	.
And	and	And
I	i	I
feel	feel	feel
it	it	it
so	so	so
personally	person	personally
.	.	.
And	and	And
I	i	I
m	m	m
sure	sure	sure
that	that	that
many	mani	many
of	of	of
you	you	you
do	do	do
too	too	too
,	,	,
particularly	particular	particularly
the	the	the
women	women	woman
.	.	.
The	the	The
shameful	shame	shameful
comments	comment	comment
about	about	about
our	our	our
bodies	bodi	body
.	.	.
The	the	The
disrespect	disrespect	disrespect
of	of	of
our	our	our
ambitions	ambit	ambition
and	and	and
intellect	intellect	intellect
.	.	.
The	the	The
belief	belief	belief
that	that	that
you	you	you
can	can	can
do	do	do
anything	anyth	anything
you	you	you
want	want	want
to	to	to
a	a	a
woman	woman	woman
.	.	.
It	it	It
is	is	is
cruel	cruel	cruel
.	.	.
It	it	It
is	is	is
frightening	frighten	frightening
.	.	.
And	and	And
the	the	the
truth	truth	truth
is	is	is
,	,	,
it	it	it
hurts	hurt	hurt
.	.	.
It	it	It
hurts	hurt	hurt
.	.	.
Unlike	unlik	Unlike
many	mani	many
Republicans	republican	Republicans
who	who	who
think	think	think
otherwise	otherwis	otherwise
,	,	,
Michelle	michell	Michelle
Obama	obama	Obama
made	made	made
it	it	it
clear	clear	clear
that	that	that
Trump	trump	Trump
is	is	is
NOT	not	NOT
a	a	a
role	role	role
model	model	model
for	for	for
children	children	child
and	and	and
urged	urg	urged
parents	parent	parent
to	to	to
protect	protect	protect
their	their	their
kids	kid	kid
by	by	by
voting	vote	voting
against	against	against
Trump	trump	Trump
on	on	on
Election	elect	Election
Day	day	Day
.	.	.
In	in	In
our	our	our
hearts	heart	heart
we	we	we
all	all	all
know	know	know
that	that	that
if	if	if
we	we	we
let	let	let
Hillary	hillari	Hillary
s	s	s
opponent	oppon	opponent
win	win	win
the	the	the
election	elect	election
,	,	,
then	then	then
we	we	we
are	are	are
sending	send	sending
a	a	a
clear	clear	clear
message	messag	message
to	to	to
our	our	our
kids	kid	kid
that	that	that
everything	everyth	everything
they	they	they
re	re	re
seeing	see	seeing
and	and	and
hearing	hear	hearing
is	is	is
perfectly	perfect	perfectly
okay	okay	okay
.	.	.
We	we	We
are	are	are
validating	valid	validating
it	it	it
,	,	,
we	we	we
are	are	are
endorsing	endors	endorsing
it	it	it
.	.	.
We	we	We
are	are	are
telling	tell	telling
our	our	our
sons	son	son
that	that	that
it	it	it
is	is	is
okay	okay	okay
to	to	to
humiliate	humili	humiliate
women	women	woman
,	,	,
telling	tell	telling
our	our	our
daughters	daughter	daughter
that	that	that
this	this	this
is	is	is
how	how	how
we	we	we
deserve	deserv	deserve
to	to	to
be	be	be
treated	treat	treated
,	,	,
that	that	that
bigotry	bigotri	bigotry
and	and	and
bullying	bulli	bullying
are	are	are
perfectly	perfect	perfectly
acceptable	accept	acceptable
.	.	.
