Donald	donald	Donald
Trump	trump	Trump
has	has	ha
been	been	been
fundraising	fundrais	fundraising
like	like	like
crazy	crazi	crazy
for	for	for
his	his	his
re	re	re
-election	-elect	-election
campaign	campaign	campaign
,	,	,
having	have	having
filed	file	filed
his	his	his
papers	paper	paper
the	the	the
day	day	day
he	he	he
was	was	wa
inaugurated	inaugur	inaugurated
for	for	for
his	his	his
first	first	first
term	term	term
.	.	.
But	but	But
there	there	there
s	s	s
quite	quit	quite
possibly	possibl	possibly
an	an	an
odd	odd	odd
reason	reason	reason
for	for	for
his	his	his
incessant	incess	incessant
begging	beg	begging
for	for	for
funds	fund	fund
According	accord	According
to	to	to
Reuters	reuter	Reuters
,	,	,
he	he	he
s	s	s
using	use	using
the	the	the
money	money	money
to	to	to
pay	pay	pay
for	for	for
his	his	his
defense	defens	defense
team	team	team
in	in	in
the	the	the
Russia	russia	Russia
scandal	scandal	scandal
.	.	.
Reuters	reuter	Reuters
spoke	spoke	spoke
to	to	to
two	two	two
people	peopl	people
who	who	who
are	are	are
familiar	familiar	familiar
with	with	with
the	the	the
situation	situat	situation
,	,	,
but	but	but
they	they	they
were	were	were
unable	unabl	unable
to	to	to
determine	determin	determine
how	how	how
much	much	much
has	has	ha
already	alreadi	already
been	been	been
spent	spent	spent
on	on	on
legal	legal	legal
fees	fee	fee
.	.	.
Federal	feder	Federal
election	elect	election
laws	law	law
allow	allow	allow
candidates	candid	candidate
to	to	to
spend	spend	spend
private	privat	private
campaign	campaign	campaign
donations	donat	donation
on	on	on
legal	legal	legal
matters	matter	matter
,	,	,
but	but	but
up	up	up
until	until	until
now	now	now
,	,	,
the	the	the
legal	legal	legal
matters	matter	matter
in	in	in
question	question	question
dealt	dealt	dealt
with	with	with
routine	routin	routine
and	and	and
mundane	mundan	mundane
things	thing	thing
such	such	such
as	as	a
compliance	complianc	compliance
requirements	requir	requirement
and	and	and
ballot	ballot	ballot
access	access	access
issues	issu	issue
.	.	.
Trump	trump	Trump
may	may	may
well	well	well
become	becom	become
the	the	the
first	first	first
president	presid	president
in	in	in
the	the	the
modern	modern	modern
campaign	campaign	campaign
finance	financ	finance
era	era	era
to	to	to
use	use	use
his	his	his
donations	donat	donation
to	to	to
pay	pay	pay
for	for	for
a	a	a
criminal	crimin	criminal
defense	defens	defense
in	in	in
addition	addit	addition
to	to	to
routine	routin	routine
legal	legal	legal
matters	matter	matter
.	.	.
One	one	One
of	of	of
the	the	the
biggest	biggest	biggest
reasons	reason	reason
that	that	that
candidates	candid	candidate
shifted	shift	shifted
largely	larg	largely
from	from	from
public	public	public
financing	financ	financing
to	to	to
private	privat	private
financing	financ	financing
for	for	for
their	their	their
election	elect	election
campaigns	campaign	campaign
is	is	is
so	so	so
they	they	they
have	have	have
greater	greater	greater
flexibility	flexibl	flexibility
in	in	in
how	how	how
they	they	they
spend	spend	spend
that	that	that
money	money	money
.	.	.
That	that	That
helps	help	help
to	to	to
give	give	give
Trump	trump	Trump
greater	greater	greater
latitude	latitud	latitude
to	to	to
spend	spend	spend
donations	donat	donation
on	on	on
his	his	his
own	own	own
legal	legal	legal
defense	defens	defense
.	.	.
Furthermore	furthermor	Furthermore
,	,	,
since	sinc	since
the	the	the
Russia	russia	Russia
scandal	scandal	scandal
is	is	is
something	someth	something
that	that	that
may	may	may
not	not	not
have	have	have
existed	exist	existed
had	had	had
he	he	he
not	not	not
been	been	been
elected	elect	elected
,	,	,
Trump	trump	Trump
and	and	and
his	his	his
family	famili	family
may	may	may
well	well	well
be	be	be
legally	legal	legally
free	free	free
to	to	to
spend	spend	spend
their	their	their
donors	donor	donor
dollars	dollar	dollar
on	on	on
Russia	russia	Russia
.	.	.
His	his	His
campaign	campaign	campaign
organization	organ	organization
currently	current	currently
has	has	ha
nearly	near	nearly
12	12	12
million	million	million
.	.	.
When	when	When
Reuters	reuter	Reuters
asked	ask	asked
Trump	trump	Trump
s	s	s
lead	lead	lead
attorney	attorney	attorney
how	how	how
the	the	the
bills	bill	bill
were	were	were
getting	get	getting
paid	paid	paid
,	,	,
he	he	he
snapped	snap	snapped
,	,	,
That	that	That
s	s	s
none	none	none
of	of	of
your	your	your
business	busi	business
.	.	.
Trump	trump	Trump
spent	spent	spent
a	a	a
large	larg	large
chunk	chunk	chunk
of	of	of
his	his	his
campaign	campaign	campaign
funding	fund	funding
on	on	on
his	his	his
own	own	own
properties	properti	property
during	dure	during
the	the	the
2016	2016	2016
election	elect	election
cycle	cycl	cycle
,	,	,
and	and	and
has	has	ha
been	been	been
spending	spend	spending
government	govern	government
money	money	money
at	at	at
some	some	some
of	of	of
those	those	those
same	same	same
properties	properti	property
,	,	,
lining	line	lining
his	his	his
pockets	pocket	pocket
with	with	with
public	public	public
dollars	dollar	dollar
.	.	.
His	his	His
campaign	campaign	campaign
has	has	ha
paid	paid	paid
one	one	one
law	law	law
firm	firm	firm
Jones	jone	Jones
Day	day	Day
almost	almost	almost
4	4	4
million	million	million
,	,	,
some	some	some
of	of	of
which	which	which
probably	probabl	probably
did	did	did
go	go	go
to	to	to
help	help	help
with	with	with
the	the	the
Russia	russia	Russia
probe	probe	probe
.	.	.
Jones	jone	Jones
Day	day	Day
has	has	ha
also	also	also
responded	respond	responded
to	to	to
inquiries	inquiri	inquiry
related	relat	related
to	to	to
Russia	russia	Russia
,	,	,
including	includ	including
sending	send	sending
documents	document	document
to	to	to
Congress	congress	Congress
on	on	on
the	the	the
campaign	campaign	campaign
s	s	s
behalf	behalf	behalf
.	.	.
Here	here	Here
s	s	s
the	the	the
sad	sad	sad
thing	thing	thing
His	his	His
donors	donor	donor
,	,	,
whether	whether	whether
they	they	they
know	know	know
where	where	where
their	their	their
money	money	money
is	is	is
going	go	going
or	or	or
not	not	not
,	,	,
would	would	would
probably	probabl	probably
cheer	cheer	cheer
their	their	their
chance	chanc	chance
to	to	to
help	help	help
Trump	trump	Trump
defeat	defeat	defeat
the	the	the
liberal	liber	liberal
conspiracy	conspiraci	conspiracy
that	that	that
is	is	is
the	the	the
Russia	russia	Russia
probe	probe	probe
.	.	.
They	they	They
think	think	think
they	they	they
re	re	re
helping	help	helping
him	him	him
get	get	get
re	re	re
-elected	-elect	-elected
in	in	in
2020	2020	2020
,	,	,
so	so	so
they	they	they
think	think	think
they	they	they
re	re	re
helping	help	helping
him	him	him
defeat	defeat	defeat
the	the	the
great	great	great
deep	deep	deep
