Donald	donald	Donald
Trump	trump	Trump
s	s	s
national	nation	national
security	secur	security
adviser	advis	adviser
Michael	michael	Michael
Flynn	flynn	Flynn
has	has	ha
resigned	resign	resigned
in	in	in
disgrace	disgrac	disgrace
,	,	,
and	and	and
Kellyanne	kellyann	Kellyanne
Conway	conway	Conway
should	should	should
do	do	do
the	the	the
same	same	same
after	after	after
this	this	this
disastrous	disastr	disastrous
interview	interview	interview
.	.	.
While	while	While
President	presid	President
Obama	obama	Obama
was	was	wa
still	still	still
in	in	in
office	offic	office
,	,	,
Flynn	flynn	Flynn
contacted	contact	contacted
the	the	the
Russian	russian	Russian
ambassador	ambassador	ambassador
to	to	to
talk	talk	talk
about	about	about
lifting	lift	lifting
the	the	the
sanctions	sanction	sanction
placed	place	placed
upon	upon	upon
them	them	them
in	in	in
retaliation	retali	retaliation
for	for	for
interfering	interf	interfering
with	with	with
our	our	our
election	elect	election
process	process	process
.	.	.
This	this	This
is	is	is
a	a	a
violation	violat	violation
of	of	of
the	the	the
Logan	logan	Logan
Act	act	Act
,	,	,
which	which	which
bars	bar	bar
citizens	citizen	citizen
from	from	from
negotiating	negoti	negotiating
with	with	with
foreign	foreign	foreign
powers	power	power
.	.	.
Trump	trump	Trump
was	was	wa
not	not	not
in	in	in
office	offic	office
yet	yet	yet
,	,	,
so	so	so
Flynn	flynn	Flynn
was	was	wa
not	not	not
yet	yet	yet
in	in	in
his	his	his
official	offici	official
position	posit	position
either	either	either
,	,	,
which	which	which
means	mean	mean
he	he	he
broke	broke	broke
the	the	the
law	law	law
.	.	.
Flynn	flynn	Flynn
also	also	also
lied	lie	lied
to	to	to
Mike	mike	Mike
Pence	penc	Pence
about	about	about
the	the	the
contact	contact	contact
and	and	and
Acting	act	Acting
Attorney	attorney	Attorney
General	general	General
Sally	salli	Sally
Yates	yate	Yates
had	had	had
warned	warn	warned
Trump	trump	Trump
of	of	of
Flynn	flynn	Flynn
s	s	s
actions	action	action
last	last	last
month	month	month
and	and	and
warned	warn	warned
him	him	him
