Token	Stem	Lemma
Thanks	thank	Thanks
to	to	to
the	the	the
persistence	persist	persistence
of	of	of
Judicial	judici	Judicial
Watch	watch	Watch
the	the	the
emails	email	email
from	from	from
Huma	huma	Huma
Abedin	abedin	Abedin
were	were	were
finally	final	finally
released	releas	released
today	today	today
Within	within	Within
those	those	those
emails	email	email
are	are	are
classified	classifi	classified
documents	document	document
that	that	that
are	are	are
heavily	heavili	heavily
redacted	redact	redacted
Chris	chris	Chris
Farrell	farrel	Farrell
just	just	just
commented	comment	commented
on	on	on
the	the	the
documents	document	document
A	a	A
national	nation	national
security	secur	security
crime	crime	crime
that	that	that
Mr	mr	Mr
Comey	comey	Comey
thinks	think	think
is	is	is
no	no	no
big	big	big
deal	deal	deal
@JudicialWatch	@judicialwatch	@JudicialWatch
Director	director	Director
of	of	of
Investigations	investig	Investigations
Chris	chris	Chris
Farrell	farrel	Farrell
on	on	on
release	releas	release
of	of	of
Huma	huma	Huma
Abedin	abedin	Abedin
emails	email	email
found	found	found
on	on	on
Anthony	anthoni	Anthony
Weiner's	weiner	Weiner's
laptop	laptop	laptop
Yet	yet	Yet
another	anoth	another
really	realli	really
grave	grave	grave
national	nation	national
security	secur	security
crime	crime	crime
that	that	that
Mr	mr	Mr
Comey	comey	Comey
apparently	appar	apparently
thinks	think	think
is	is	is
no	no	no
big	big	big
deal	deal	deal
https://t.co/xAzOlbGImt	https://t.co/xazolbgimt	https://t.co/xAzOlbGImt
pic.twitter.com/YwvR2CIL3E	pic.twitter.com/ywvr2cil3	pic.twitter.com/YwvR2CIL3E
FOX	fox	FOX
Business	busi	Business
@FoxBusiness	@foxbusi	@FoxBusiness
December	decemb	December
29	29	29
2017Tom	2017tom	2017Tom
Fitton	fitton	Fitton
of	of	of
Judicial	judici	Judicial
Watch	watch	Watch
Thanks	thank	Thanks
to	to	to
@JudicialWatch	@judicialwatch	@JudicialWatch
we	we	we
know	know	know
classified	classifi	classified
info	info	info
from	from	from
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
email	email	email
server	server	server
was	was	wa
on	on	on
Anthony	anthoni	Anthony
Weiner's	weiner	Weiner's
laptop	laptop	laptop
There	there	There
is	is	is
an	an	an
urgent	urgent	urgent
need	need	need
for	for	for
a	a	a
criminal	crimin	criminal
investigation	investig	investigation
by	by	by
the	the	the
@RealDonaldTrump	@realdonaldtrump	@RealDonaldTrump
Justice	justic	Justice
Department	depart	Department
pic.twitter.com/rTCS8zD206	pic.twitter.com/rtcs8zd206	pic.twitter.com/rTCS8zD206
Tom	tom	Tom
Fitton	fitton	Fitton
@TomFitton	@tomfitton	@TomFitton
December	decemb	December
29	29	29
2017New	2017new	2017New
York	york	York
Post	post	Post
Reports	report	Reports
The	the	The
State	state	State
Department	depart	Department
Friday	friday	Friday
released	releas	released
a	a	a
trove	trove	trove
of	of	of
emails	email	email
from	from	from
Huma	huma	Huma
Abedin	abedin	Abedin
that	that	that
the	the	the
feds	fed	fed
discovered	discov	discovered
on	on	on
her	her	her
husband	husband	husband
Anthony	anthoni	Anthony
Weiner	weiner	Weiner
s	s	s
laptop	laptop	laptop
including	includ	including
at	at	at
least	least	least
five	five	five
that	that	that
were	were	were
marked	mark	marked
as	as	a
classified	classifi	classified
Most	most	Most
of	of	of
the	the	the
emails	email	email
were	were	were
heavily	heavili	heavily
redacted	redact	redacted
because	becaus	because
they	they	they
contained	contain	contained
classified	classifi	classified
material	materi	material
but	but	but
one	one	one
that	that	that
was	was	wa
sent	sent	sent
on	on	on
Nov	nov	Nov
25	25	25
2010	2010	2010
was	was	wa
addressed	address	addressed
to	to	to
Anthony	anthoni	Anthony
Campaign	campaign	Campaign
an	an	an
apparent	appar	apparent
address	address	address
belonging	belong	belonging
to	to	to
Weiner	weiner	Weiner
The	the	The
message	messag	message
contained	contain	contained
a	a	a
list	list	list
of	of	of
talking	talk	talking
points	point	point
for	for	for
then	then	then
-Secretary	-secretari	-Secretary
of	of	of
State	state	State
Hillary	hillari	Hillary
Clinton	clinton	Clinton
who	who	who
was	was	wa
prepping	prep	prepping
to	to	to
make	make	make
a	a	a
call	call	call
to	to	to
Prince	princ	Prince
Saud	saud	Saud
of	of	of
Saudi	saudi	Saudi
Arabia	arabia	Arabia
to	to	to
warn	warn	warn
him	him	him
about	about	about
sensitive	sensit	sensitive
documents	document	document
that	that	that
had	had	had
been	been	been
given	given	given
to	to	to
WikiLeaks	wikileak	WikiLeaks
by	by	by
then	then	then
-Army	-armi	-Army
intelligence	intellig	intelligence
officer	offic	officer
Bradley	bradley	Bradley
Manning	man	Manning
I	i	I
deeply	deepli	deeply
regret	regret	regret
the	the	the
likely	like	likely
upcoming	upcom	upcoming
WikiLeaks	wikileak	WikiLeaks
disclosure	disclosur	disclosure
read	read	read
one	one	one
of	of	of
the	the	the
talking	talk	talking
points	point	point
This	this	This
appears	appear	appears
to	to	to
be	be	be
the	the	the
result	result	result
of	of	of
an	an	an
illegal	illeg	illegal
act	act	act
in	in	in
which	which	which
a	a	a
fully	fulli	fully
cleared	clear	cleared
intelligence	intellig	intelligence
officer	offic	officer
stole	stole	stole
information	inform	information
and	and	and
gave	gave	gave
it	it	it
to	to	to
a	a	a
website	websit	website
The	the	The
person	person	person
responsible	respons	responsible
will	will	will
be	be	be
prosecuted	prosecut	prosecuted
to	to	to
the	the	the
full	full	full
extent	extent	extent
of	of	of
the	the	the
law	law	law
the	the	the
message	messag	message
continued	continu	continued
This	this	This
is	is	is
the	the	the
kind	kind	kind
of	of	of
information	inform	information
we	we	we
fear	fear	fear
may	may	may
be	be	be
released	releas	released
details	detail	detail
of	of	of
private	privat	private
conversations	convers	conversation
with	with	with
your	your	your
government	govern	government
on	on	on
Iraq	iraq	Iraq
Iran	iran	Iran
and	and	and
Afghanistan	afghanistan	Afghanistan
State	state	State
was	was	wa
expected	expect	expected
to	to	to
dump	dump	dump
roughly	rough	roughly
2	2	2
800	800	800
emails	email	email
as	as	a
a	a	a
result	result	result
of	of	of
a	a	a
court	court	court
case	case	case
won	won	won
by	by	by
the	the	the
conservative	conserv	conservative
watchdog	watchdog	watchdog
group	group	group
Judicial	judici	Judicial
Watch	watch	Watch
Thanks	thank	Thanks
to	to	to
@JudicialWatch	@judicialwatch	@JudicialWatch
State	state	State
Department	depart	Department
now	now	now
posting	post	posting
government	govern	government
docs	doc	doc
from	from	from
Clinton	clinton	Clinton
Abedin	abedin	Abedin
found	found	found
on	on	on
Anthony	anthoni	Anthony
Weiner	weiner	Weiner
laptop	laptop	laptop
Weiner	weiner	Weiner
campaign	campaign	campaign
received	receiv	received
classified	classifi	classified
info	info	info
through	through	through
Abedin	abedin	Abedin
Clinton	clinton	Clinton
emails	email	email
Docs	doc	Docs
being	be	being
posted	post	posted
here	here	here
https://t.co/dHCRPEk3gn	https://t.co/dhcrpek3gn	https://t.co/dHCRPEk3gn
Tom	tom	Tom
Fitton	fitton	Fitton
@TomFitton	@tomfitton	@TomFitton
December	decemb	December
29	29	29
2017This	2017this	2017This
is	is	is
a	a	a
major	major	major
victory	victori	victory
Judicial	judici	Judicial
Watch	watch	Watch
President	presid	President
Tom	tom	Tom
Fitton	fitton	Fitton
said	said	said
in	in	in
a	a	a
statement	statement	statement
After	after	After
years	year	year
of	of	of
hard	hard	hard
work	work	work
in	in	in
federal	feder	federal
court	court	court
Judicial	judici	Judicial
Watch	watch	Watch
has	has	ha
forced	forc	forced
the	the	the
State	state	State
Department	depart	Department
to	to	to
finally	final	finally
allow	allow	allow
Americans	american	Americans
to	to	to
see	see	see
these	these	these
public	public	public
documents	document	document
