Token	Stem	Lemma
Changing	chang	Changing
the	the	the
name	name	name
of	of	of
something	someth	something
doesn	doesn	doesn
t	t	t
change	chang	change
the	the	the
TRUTH	truth	TRUTH
of	of	of
what	what	what
it	it	it
is	is	is
female	femal	female
genital	genit	genital
mutilation	mutil	mutilation
is	is	is
the	the	the
name	name	name
used	use	used
for	for	for
the	the	the
secretive	secret	secretive
practice	practic	practice
in	in	in
the	the	the
Muslim	muslim	Muslim
world	world	world
of	of	of
making	make	making
sure	sure	sure
young	young	young
girls	girl	girl
never	never	never
have	have	have
a	a	a
chance	chanc	chance
to	to	to
feel	feel	feel
sexual	sexual	sexual
pleasure	pleasur	pleasure
It	it	It
is	is	is
a	a	a
horrific	horrif	horrific
practice	practic	practice
of	of	of
destroying	destroy	destroying
the	the	the
genitals	genit	genitals
of	of	of
a	a	a
girl	girl	girl
to	to	to
make	make	make
sure	sure	sure
she	she	she
isn	isn	isn
t	t	t
promiscuous	promiscu	promiscuous
A	a	A
doctor	doctor	doctor
in	in	in
Michigan	michigan	Michigan
was	was	wa
doing	do	doing
this	this	this
under	under	under
the	the	the
radar	radar	radar
on	on	on
as	as	a
many	mani	many
as	as	a
100	100	100
girls	girl	girl
We	we	We
cannot	cannot	cannot
accept	accept	accept
this	this	this
as	as	a
a	a	a
religious	religi	religious
and	and	and
cultural	cultur	cultural
right	right	right
as	as	a
the	the	the
lawyers	lawyer	lawyer
for	for	for
this	this	this
doctor	doctor	doctor
are	are	are
trying	tri	trying
to	to	to
do	do	do
Freedom	freedom	Freedom
of	of	of
religion	religion	religion
doesn	doesn	doesn
t	t	t
include	includ	include
the	the	the
criminal	crimin	criminal
act	act	act
of	of	of
mutilating	mutil	mutilating
a	a	a
woman	woman	woman
s	s	s
genitals	genit	genitals
This	this	This
is	is	is
what	what	what
the	the	the
lawyer	lawyer	lawyer
said	said	said
to	to	to
defend	defend	defend
this	this	this
horrible	horribl	horrible
practice	practic	practice
The	the	The
defense	defens	defense
has	has	ha
argued	argu	argued
that	that	that
the	the	the
Attars	attar	Attars
did	did	did
not	not	not
engage	engag	engage
in	in	in
any	ani	any
criminal	crimin	criminal
act	act	act
and	and	and
that	that	that
the	the	the
procedure	procedur	procedure
at	at	at
issue	issu	issue
is	is	is
a	a	a
protected	protect	protected
religious	religi	religious
rite	rite	rite
-of	-of	-of
-passage	-passag	-passage
that	that	that
involves	involv	involves
no	no	no
cutting	cut	cutting
but	but	but
rather	rather	rather
a	a	a
scraping	scrape	scraping
of	of	of
genital	genit	genital
membrane	membran	membrane
They	they	They
also	also	also
argued	argu	argued
the	the	the
Attars	attar	Attars
are	are	are
not	not	not
a	a	a
danger	danger	danger
to	to	to
the	the	the
society	societi	society
and	and	and
have	have	have
no	no	no
reason	reason	reason
or	or	or
desire	desir	desire
to	to	to
flee	flee	flee
convincing	convinc	convincing
U	u	U
S	s	S
District	district	District
Judge	judg	Judge
Bernard	bernard	Bernard
Friedman	friedman	Friedman
to	to	to
release	releas	release
them	them	them
on	on	on
bond	bond	bond
The	the	The
scraping	scrape	scraping
comment	comment	comment
is	is	is
a	a	a
lie	lie	lie
The	the	The
girls	girl	girl
were	were	were
looked	look	looked
over	over	over
by	by	by
a	a	a
doctor	doctor	doctor
who	who	who
said	said	said
the	the	the
injuries	injuri	injury
were	were	were
far	far	far
worse	wors	worse
that	that	that
first	first	first
thought	thought	thought
Here	here	Here
s	s	s
the	the	the
latest	latest	latest
A	a	A
federal	feder	federal
prosecutor	prosecutor	prosecutor
dropped	drop	dropped
a	a	a
bombshell	bombshel	bombshell
in	in	in
court	court	court
Wednesday	wednesday	Wednesday
telling	tell	telling
a	a	a
federal	feder	federal
judge	judg	judge
that	that	that
the	the	the
government	govern	government
estimates	estim	estimate
that	that	that
as	as	a
many	mani	many
as	as	a
100	100	100
girls	girl	girl
may	may	may
have	have	have
had	had	had
their	their	their
genitals	genit	genitals
cut	cut	cut
at	at	at
the	the	the
hands	hand	hand
of	of	of
a	a	a
local	local	local
doctor	doctor	doctor
and	and	and
her	her	her
cohorts	cohort	cohort
Assistant	assist	Assistant
U	u	U
S	s	S
Attorney	attorney	Attorney
Sara	sara	Sara
Woodward	woodward	Woodward
disclosed	disclos	disclosed
the	the	the
information	inform	information
while	while	while
trying	tri	trying
to	to	to
convince	convinc	convince
a	a	a
judge	judg	judge
to	to	to
keep	keep	keep
a	a	a
doctor	doctor	doctor
and	and	and
his	his	his
wife	wife	wife
locked	lock	locked
up	up	up
in	in	in
the	the	the
historic	histor	historic
case	case	case
It	it	It
involves	involv	involves
allegations	alleg	allegation
that	that	that
two	two	two
Minnesota	minnesota	Minnesota
girls	girl	girl
had	had	had
their	their	their
genitals	genit	genitals
cut	cut	cut
at	at	at
a	a	a
Livonia	livonia	Livonia
clinic	clinic	clinic
in	in	in
February	februari	February
as	as	a
part	part	part
of	of	of
a	a	a
religious	religi	religious
rite	rite	rite
of	of	of
passage	passag	passage
and	and	and
were	were	were
told	told	told
to	to	to
keep	keep	keep
what	what	what
happened	happen	happened
a	a	a
secret	secret	secret
Due	due	Due
to	to	to
the	the	the
secretive	secret	secretive
nature	natur	nature
of	of	of
this	this	this
procedure	procedur	procedure
we	we	we
are	are	are
unlikely	unlik	unlikely
to	to	to
ever	ever	ever
know	know	know
how	how	how
many	mani	many
children	children	child
were	were	were
cut	cut	cut
by	by	by
Dr	dr	Dr
Jumana	jumana	Jumana
Nagarwala	nagarwala	Nagarwala
Woodward	woodward	Woodward
said	said	said
referring	refer	referring
to	to	to
the	the	the
lead	lead	lead
defendant	defend	defendant
in	in	in
the	the	the
case	case	case
later	later	later
adding	ad	adding
The	the	The
Minnesota	minnesota	Minnesota
victims	victim	victim
were	were	were
not	not	not
the	the	the
first	first	first
victims	victim	victim
Read	read	Read
more	more	more
DFP	dfp	DFP
