One	one	One
of	of	of
the	the	the
most	most	most
revered	rever	revered
Supreme	suprem	Supreme
Court	court	Court
Justices	justic	Justices
in	in	in
American	american	American
history	histori	history
just	just	just
hammered	hammer	hammered
Donald	donald	Donald
Trump	trump	Trump
for	for	for
attacking	attack	attacking
the	the	the
free	free	free
press	press	press
without	without	without
even	even	even
mentioning	mention	mentioning
his	his	his
name	name	name
.	.	.
Last	last	Last
week	week	week
,	,	,
Trump	trump	Trump
accused	accus	accused
the	the	the
media	media	medium
of	of	of
treason	treason	treason
by	by	by
calling	call	calling
them	them	them
the	the	the
enemy	enemi	enemy
of	of	of
the	the	the
American	american	American
people	peopl	people
.	.	.
The	the	The
FAKE	fake	FAKE
NEWS	news	NEWS
media	media	medium
failing	fail	failing
@nytimes	@nytim	@nytimes
,	,	,
@NBCNews	@nbcnew	@NBCNews
,	,	,
@ABC	@abc	@ABC
,	,	,
@CBS	@cbs	@CBS
,	,	,
@CNN	@cnn	@CNN
is	is	is
not	not	not
my	my	my
enemy	enemi	enemy
,	,	,
it	it	it
is	is	is
the	the	the
enemy	enemi	enemy
of	of	of
the	the	the
American	american	American
People	peopl	People
!	!	!
Donald	donald	Donald
J	j	J
.	.	.
Trump	trump	Trump
@realDonaldTrump	@realdonaldtrump	@realDonaldTrump
February	februari	February
17	17	17
,	,	,
2017His	2017his	2017His
tweet	tweet	tweet
drew	drew	drew
widespread	widespread	widespread
condemnation	condemn	condemnation
,	,	,
but	but	but
that	that	that
didn	didn	didn
t	t	t
stop	stop	stop
him	him	him
from	from	from
continuing	continu	continuing
the	the	the
attack	attack	attack
in	in	in
other	other	other
tweets	tweet	tweet
in	in	in
which	which	which
he	he	he
repeatedly	repeat	repeatedly
referred	refer	referred
to	to	to
the	the	the
media	media	medium
as	as	a
fake	fake	fake
news	news	news
for	for	for
doing	do	doing
accurately	accur	accurately
reporting	report	reporting
on	on	on
him	him	him
and	and	and
his	his	his
chaotic	chaotic	chaotic
administration	administr	administration
.	.	.
Don	don	Don
t	t	t
believe	believ	believe
the	the	the
main	main	main
stream	stream	stream
fake	fake	fake
news	news	news
media	media	medium
.	.	.
The	the	The
White	white	White
House	hous	House
is	is	is
running	run	running
VERY	veri	VERY
WELL	well	WELL
.	.	.
I	i	I
inherited	inherit	inherited
a	a	a
MESS	mess	MESS
and	and	and
am	am	am
in	in	in
the	the	the
process	process	process
of	of	of
fixing	fix	fixing
it	it	it
.	.	.
Donald	donald	Donald
J	j	J
.	.	.
Trump	trump	Trump
@realDonaldTrump	@realdonaldtrump	@realDonaldTrump
February	februari	February
18	18	18
,	,	,
2017Give	2017give	2017Give
the	the	the
public	public	public
a	a	a
break	break	break
The	the	The
FAKE	fake	FAKE
NEWS	news	NEWS
media	media	medium
is	is	is
trying	tri	trying
to	to	to
say	say	say
that	that	that
large	larg	large
scale	scale	scale
immigration	immigr	immigration
in	in	in
Sweden	sweden	Sweden
is	is	is
working	work	working
out	out	out
just	just	just
beautifully	beauti	beautifully
.	.	.
NOT	not	NOT
!	!	!
Donald	donald	Donald
J	j	J
.	.	.
Trump	trump	Trump
@realDonaldTrump	@realdonaldtrump	@realDonaldTrump
February	februari	February
20	20	20
,	,	,
2017Trump	2017trump	2017Trump
s	s	s
assault	assault	assault
on	on	on
the	the	the
free	free	free
press	press	press
is	is	is
an	an	an
assault	assault	assault
on	on	on
the	the	the
Constitution	constitut	Constitution
.	.	.
Trump	trump	Trump
apparently	appar	apparently
lied	lie	lied
