On	on	On
a	a	a
never	never	never
-before-released	-before-releas	-before-released
private	privat	private
October	octob	October
conference	confer	conference
call	call	call
with	with	with
House	hous	House
Republican	republican	Republican
members	member	member
,	,	,
House	hous	House
Speaker	speaker	Speaker
Paul	paul	Paul
Ryan	ryan	Ryan
told	told	told
his	his	his
members	member	member
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
House	hous	House
of	of	of
Representatives	repres	Representatives
he	he	he
was	was	wa
abandoning	abandon	abandoning
then	then	then
-GOP	-gop	-GOP
presidential	presidenti	presidential
nominee	nomine	nominee
Donald	donald	Donald
Trump	trump	Trump
forever	forev	forever
and	and	and
would	would	would
never	never	never
defend	defend	defend
him	him	him
ever	ever	ever
again	again	again
.	.	.
In	in	In
the	the	the
Oct	oct	Oct
.	.	.
10	10	10
,	,	,
2016	2016	2016
call	call	call
,	,	,
from	from	from
right	right	right
after	after	after
the	the	the
Access	access	Access
Hollywood	hollywood	Hollywood
tape	tape	tape
of	of	of
Trump	trump	Trump
was	was	wa
leaked	leak	leaked
in	in	in
the	the	the
weeks	week	week
leading	lead	leading
up	up	up
to	to	to
the	the	the
election	elect	election
,	,	,
Ryan	ryan	Ryan
does	doe	doe
not	not	not
specify	specifi	specify
that	that	that
he	he	he
will	will	will
never	never	never
defend	defend	defend
Trump	trump	Trump
on	on	on
just	just	just
the	the	the
Access	access	Access
Hollywood	hollywood	Hollywood
tape	tape	tape
he	he	he
says	say	say
clearly	clear	clearly
he	he	he
is	is	is
done	done	done
with	with	with
Trump	trump	Trump
altogether	altogeth	altogether
.	.	.
I	i	I
am	am	am
not	not	not
going	go	going
to	to	to
defend	defend	defend
Donald	donald	Donald
Trump	trump	Trump
not	not	not
now	now	now
,	,	,
not	not	not
in	in	in
the	the	the
future	futur	future
,	,	,
Ryan	ryan	Ryan
says	say	say
in	in	in
the	the	the
audio	audio	audio
,	,	,
obtained	obtain	obtained
by	by	by
Breitbart	breitbart	Breitbart
News	news	News
and	and	and
published	publish	published
here	here	here
for	for	for
the	the	the
first	first	first
time	time	time
ever	ever	ever
.	.	.
Now	now	Now
,	,	,
Ryan	ryan	Ryan
still	still	still
the	the	the
Speaker	speaker	Speaker
has	has	ha
pushed	push	pushed
now	now	now
President	presid	President
Donald	donald	Donald
Trump	trump	Trump
to	to	to
believe	believ	believe
his	his	his
healthcare	healthcar	healthcare
legislation	legisl	legislation
the	the	the
American	american	American
Health	health	Health
Care	care	Care
Act	act	Act
would	would	would
repeal	repeal	repeal
and	and	and
replace	replac	replace
Obamacare	obamacar	Obamacare
when	when	when
it	it	it
does	doe	doe
not	not	not
repeal	repeal	repeal
Obamacare	obamacar	Obamacare
.	.	.
Ryan	ryan	Ryan
has	has	ha
also	also	also
,	,	,
according	accord	according
to	to	to
Trump	trump	Trump
ally	alli	ally
Sen	sen	Sen
.	.	.
Rand	rand	Rand
Paul	paul	Paul
R	r	R
-KY	-ki	-KY
,	,	,
misled	misl	misled
President	presid	President
Trump	trump	Trump
into	into	into
believing	believ	believing
that	that	that
Ryan	ryan	Ryan
s	s	s
bill	bill	bill
can	can	can
pass	pass	pas
Congress	congress	Congress
.	.	.
Paul	paul	Paul
and	and	and
others	other	others
believe	believ	believe
the	the	the
bill	bill	bill
is	is	is
dead	dead	dead
on	on	on
arrival	arriv	arrival
in	in	in
the	the	the
U	u	U
.	.	.
S	s	S
.	.	.
Senate	senat	Senate
since	sinc	since
a	a	a
number	number	number
of	of	of
GOP	gop	GOP
senators	senat	senator
have	have	have
come	come	come
out	out	out
against	against	against
it	it	it
,	,	,
and	and	and
there	there	there
are	are	are
serious	serious	serious
questions	question	question
about	about	about
whether	whether	whether
it	it	it
can	can	can
pass	pass	pas
the	the	the
House	hous	House
.	.	.
This	this	This
is	is	is
the	the	the
first	first	first
major	major	major
initiative	initi	initiative
that	that	that
Trump	trump	Trump
has	has	ha
worked	work	worked
on	on	on
with	with	with
Ryan	ryan	Ryan
and	and	and
the	the	the
fact	fact	fact
it	it	it
is	is	is
going	go	going
so	so	so
poorly	poor	poorly
calls	call	call
into	into	into
question	question	question
whether	whether	whether
Speaker	speaker	Speaker
Ryan	ryan	Ryan
,	,	,
the	the	the
GOP	gop	GOP
s	s	s
failed	fail	failed
2012	2012	2012
vice	vice	vice
presidential	presidenti	presidential
nominee	nomine	nominee
who	who	who
barely	bare	barely
supported	support	supported
Trump	trump	Trump
at	at	at
all	all	all
in	in	in
2016	2016	2016
,	,	,
really	realli	really
understands	understand	understands
how	how	how
Trump	trump	Trump
won	won	won
and	and	and
how	how	how
to	to	to
win	win	win
in	in	in
general	general	general
.	.	.
The	the	The
October	octob	October
conference	confer	conference
call	call	call
apparently	appar	apparently
was	was	wa
intended	intend	intended
only	onli	only
for	for	for
House	hous	House
Republican	republican	Republican
members	member	member
.	.	.
It	it	It
s	s	s
unclear	unclear	unclear
which	which	which
or	or	or
how	how	how
many	mani	many
House	hous	House
Republicans	republican	Republicans
took	took	took
part	part	part
in	in	in
the	the	the
call	call	call
,	,	,
whether	whether	whether
the	the	the
participants	particip	participant
knew	knew	knew
it	it	it
was	was	wa
being	be	being
recorded	record	recorded
,	,	,
who	who	who
made	made	made
the	the	the
recording	record	recording
,	,	,
or	or	or
whether	whether	whether
a	a	a
recording	record	recording
exists	exist	exists
of	of	of
the	the	the
entire	entir	entire
call	call	call
.	.	.
The	the	The
