Donald	donald	Donald
Trump	trump	Trump
seems	seem	seems
to	to	to
think	think	think
that	that	that
he	he	he
can	can	can
bully	bulli	bully
Congress	congress	Congress
into	into	into
doing	do	doing
his	his	his
bidding	bid	bidding
,	,	,
even	even	even
though	though	though
they	they	they
are	are	are
a	a	a
separate	separ	separate
and	and	and
co	co	co
-equal	-equal	-equal
branch	branch	branch
of	of	of
government	govern	government
.	.	.
His	his	His
current	current	current
target	target	target
is	is	is
Senate	senat	Senate
Majority	major	Majority
Leader	leader	Leader
Mitch	mitch	Mitch
McConnell	mcconnel	McConnell
R	r	R
-KY	-ki	-KY
,	,	,
who	who	who
Trump	trump	Trump
is	is	is
blaming	blame	blaming
for	for	for
the	the	the
failure	failur	failure
of	of	of
the	the	the
disastrous	disastr	disastrous
Trumpcare	trumpcar	Trumpcare
bill	bill	bill
that	that	that
would	would	would
have	have	have
taken	taken	taken
healthcare	healthcar	healthcare
from	from	from
millions	million	million
.	.	.
First	first	First
,	,	,
Trump	trump	Trump
ordered	order	ordered
McConnell	mcconnel	McConnell
to	to	to
get	get	get
back	back	back
to	to	to
work	work	work
on	on	on
the	the	the
healthcare	healthcar	healthcare
bill	bill	bill
,	,	,
as	as	a
if	if	if
McConnell	mcconnel	McConnell
works	work	work
for	for	for
him	him	him
.	.	.
Now	now	Now
,	,	,
during	dure	during
a	a	a
presser	presser	presser
amid	amid	amid
the	the	the
North	north	North
Korea	korea	Korea
crisis	crisi	crisis
,	,	,
Trump	trump	Trump
suggested	suggest	suggested
that	that	that
at	at	at
some	some	some
point	point	point
McConnell	mcconnel	McConnell
should	should	should
step	step	step
down	down	down
as	as	a
Senate	senat	Senate
Majority	major	Majority
Leader	leader	Leader
.	.	.
When	when	When
Trump	trump	Trump
was	was	wa
asked	ask	asked
about	about	about
his	his	his
attacks	attack	attack
on	on	on
McConnell	mcconnel	McConnell
and	and	and
his	his	his
feelings	feel	feeling
on	on	on
whether	whether	whether
or	or	or
not	not	not
the	the	the
Senate	senat	Senate
GOP	gop	GOP
leader	leader	leader
should	should	should
continue	continu	continue
in	in	in
the	the	the
post	post	post
,	,	,
he	he	he
said	said	said
I	i	I
ll	ll	ll
tell	tell	tell
you	you	you
what	what	what
,	,	,
if	if	if
he	he	he
doesn	doesn	doesn
t	t	t
get	get	get
repeal	repeal	repeal
and	and	and
replace	replac	replace
done	done	done
,	,	,
and	and	and
if	if	if
he	he	he
doesn	doesn	doesn
t	t	t
get	get	get
taxes	tax	tax
done	done	done
,	,	,
meaning	mean	meaning
cuts	cut	cut
and	and	and
reform	reform	reform
,	,	,
and	and	and
if	if	if
he	he	he
doesn	doesn	doesn
t	t	t
get	get	get
a	a	a
very	veri	very
easy	easi	easy
one	one	one
to	to	to
get	get	get
done	done	done
,	,	,
infrastructure	infrastructur	infrastructure
,	,	,
he	he	he
doesn	doesn	doesn
t	t	t
get	get	get
them	them	them
done	done	done
,	,	,
then	then	then
you	you	you
can	can	can
ask	ask	ask
me	me	me
that	that	that
question	question	question
.	.	.
Trump	trump	Trump
then	then	then
made	made	made
it	it	it
clear	clear	clear
that	that	that
he	he	he
intends	intend	intends
to	to	to
continue	continu	continue
hammering	hammer	hammering
McConnell	mcconnel	McConnell
in	in	in
public	public	public
,	,	,
and	and	and
he	he	he
wants	want	want
the	the	the
help	help	help
of	of	of
the	the	the
press	press	press
in	in	in
doing	do	doing
so	so	so
That	that	That
means	mean	mean
ask	ask	ask
me	me	me
that	that	that
question	question	question
.	.	.
Let	let	Let
s	s	s
hope	hope	hope
he	he	he
gets	get	get
it	it	it
done	done	done
.	.	.
This	this	This
is	is	is
a	a	a
very	veri	very
clear	clear	clear
warning	warn	warning
shot	shot	shot
,	,	,
and	and	and
we	we	we
know	know	know
that	that	that
Trump	trump	Trump
is	is	is
a	a	a
bully	bulli	bully
.	.	.
He	he	He
is	is	is
angry	angri	angry
that	that	that
he	he	he
has	has	ha
been	been	been
humiliated	humili	humiliated
on	on	on
his	his	his
signature	signatur	signature
campaign	campaign	campaign
promise	promis	promise
,	,	,
which	which	which
is	is	is
to	to	to
repeal	repeal	repeal
and	and	and
replace	replac	replace
the	the	the
Affordable	afford	Affordable
Care	care	Care
Act	act	Act
on	on	on
day	day	day
one	one	one
.	.	.
It	it	It
is	is	is
now	now	now
well	well	well
past	past	past
the	the	the
200	200	200
day	day	day
mark	mark	mark
,	,	,
and	and	and
the	the	the
GOP	gop	GOP
has	has	ha
proven	proven	proven
that	that	that
even	even	even
with	with	with
control	control	control
of	of	of
all	all	all
three	three	three
branches	branch	branch
of	of	of
the	the	the
federal	feder	federal
government	govern	government
they	they	they
cannot	cannot	cannot
achieve	achiev	achieve
anything	anyth	anything
major	major	major
on	on	on
the	the	the
