Remember	rememb	Remember
when	when	when
Fox	fox	Fox
host	host	host
Sean	sean	Sean
Hannity	hanniti	Hannity
directly	direct	directly
asked	ask	asked
Donald	donald	Donald
Trump	trump	Trump
if	if	if
he	he	he
would	would	would
ever	ever	ever
accept	accept	accept
money	money	money
from	from	from
a	a	a
country	countri	country
like	like	like
Saudi	saudi	Saudi
Arabia	arabia	Arabia
that	that	that
treats	treat	treat
women	women	woman
,	,	,
Christians	christian	Christians
,	,	,
and	and	and
Jews	jew	Jews
like	like	like
shit	shit	shit
and	and	and
he	he	he
said	said	said
he	he	he
wouldn	wouldn	wouldn
t	t	t
?	?	?
Hannity	hanniti	Hannity
began	began	began
by	by	by
claiming	claim	claiming
that	that	that
the	the	the
Clinton	clinton	Clinton
Foundation	foundat	Foundation
accepted	accept	accepted
25	25	25
million	million	million
from	from	from
the	the	the
Saudi	saudi	Saudi
Arabian	arabian	Arabian
government	govern	government
and	and	and
Trump	trump	Trump
has	has	ha
repeatedly	repeat	repeatedly
demanded	demand	demanded
that	that	that
the	the	the
charity	chariti	charity
give	give	give
the	the	the
money	money	money
back	back	back
.	.	.
But	but	But
Trump	trump	Trump
nor	nor	nor
Hannity	hanniti	Hannity
have	have	have
any	ani	any
proof	proof	proof
of	of	of
their	their	their
claim	claim	claim
.	.	.
And	and	And
Politifact	politifact	Politifact
could	could	could
not	not	not
find	find	find
any	ani	any
evidence	evid	evidence
that	that	that
Hillary	hillari	Hillary
Clinton	clinton	Clinton
personally	person	personally
solicited	solicit	solicited
funds	fund	fund
from	from	from
the	the	the
Saudis	saudi	Saudis
.	.	.
Saudi	saudi	Saudi
Arabia	arabia	Arabia
did	did	did
donate	donat	donate
at	at	at
least	least	least
10	10	10
million	million	million
to	to	to
the	the	the
foundation	foundat	foundation
to	to	to
contribute	contribut	contribute
to	to	to
the	the	the
building	build	building
of	of	of
the	the	the
Clinton	clinton	Clinton
presidential	presidenti	presidential
library	librari	library
,	,	,
but	but	but
the	the	the
Saudis	saudi	Saudis
also	also	also
donated	donat	donated
the	the	the
same	same	same
amount	amount	amount
toward	toward	toward
building	build	building
the	the	the
George	georg	George
H	h	H
.	.	.
W	w	W
.	.	.
Bush	bush	Bush
library	librari	library
.	.	.
Politifact	politifact	Politifact
further	further	further
noted	note	noted
that	that	that
the	the	the
Saudi	saudi	Saudi
government	govern	government
never	never	never
donated	donat	donated
any	ani	any
money	money	money
to	to	to
the	the	the
foundation	foundat	foundation
while	while	while
Hillary	hillari	Hillary
Clinton	clinton	Clinton
served	serv	served
as	as	a
Secretary	secretari	Secretary
of	of	of
State	state	State
,	,	,
thus	thus	thus
undermining	undermin	undermining
Trump	trump	Trump
s	s	s
accusations	accus	accusation
that	that	that
Hillary	hillari	Hillary
was	was	wa
involved	involv	involved
in	in	in
a	a	a
pay	pay	pay
-to-play	-to-play	-to-play
scheme	scheme	scheme
with	with	with
Saudi	saudi	Saudi
Arabia	arabia	Arabia
.	.	.
But	but	But
while	while	while
Trump	trump	Trump
whined	whine	whined
about	about	about
the	the	the
Clinton	clinton	Clinton
Foundation	foundat	Foundation
s	s	s
relationship	relationship	relationship
with	with	with
the	the	the
Saudis	saudi	Saudis
,	,	,
he	he	he
told	told	told
Hannity	hanniti	Hannity
that	that	that
he	he	he
wouldn	wouldn	wouldn
t	t	t
take	take	take
money	money	money
from	from	from
them	them	them
.	.	.
Here	here	Here
s	s	s
the	the	the
video	video	video
via	via	via
YouTube	youtub	YouTube
just	just	just
to	to	to
jog	jog	jog
your	your	your
memory	memori	memory
.	.	.
Well	well	Well
,	,	,
it	it	it
turns	turn	turn
out	out	out
that	that	that
Trump	trump	Trump
lied	lie	lied
.	.	.
Back	back	Back
in	in	in
2001	2001	2001
,	,	,
the	the	the
Republican	republican	Republican
nominee	nomine	nominee
did	did	did
big	big	big
business	busi	business
with	with	with
Saudi	saudi	Saudi
Arabia	arabia	Arabia
and	and	and
had	had	had
absolutely	absolut	absolutely
no	no	no
problem	problem	problem
doing	do	doing
so	so	so
.	.	.
According	accord	According
to	to	to
the	the	the
New	new	New
York	york	York
Daily	daili	Daily
News	news	News
,	,	,
Trump	trump	Trump
sold	sold	sold
the	the	the
45th	45th	45th
floor	floor	floor
of	of	of
Trump	trump	Trump
World	world	World
Tower	tower	Tower
to	to	to
the	the	the
Kingdom	kingdom	Kingdom
of	of	of
Saudi	saudi	Saudi
Arabia	arabia	Arabia
for	for	for
4	4	4
.	.	.
5	5	5
million	million	million
The	the	The
five	five	five
apartments	apart	apartment
included	includ	included
10	10	10
bedrooms	bedroom	bedroom
and	and	and
13	13	13
bathrooms	bathroom	bathroom
at	at	at
the	the	the
time	time	time
of	of	of
the	the	the
sale	sale	sale
,	,	,
and	and	and
had	had	had
yearly	year	yearly
common	common	common
charges	charg	charge
of	of	of
85	85	85
,	,	,
585	585	585
for	for	for
building	build	building
amenities	amen	amenity
If	if	If
those	those	those
common	common	common
charges	charg	charge
remain	remain	remain
the	the	the
same	same	same
,	,	,
Trump	trump	Trump
was	was	wa
paid	paid	paid
at	at	at
least	least	least
5	5	5
.	.	.
7	7	7
million	million	million
by	by	by
the	the	the
Saudi	saudi	Saudi
government	govern	government
since	sinc	since
2001	2001	2001
.	.	.
So	so	So
while	while	while
Trump	trump	Trump
attacks	attack	attack
Hillary	hillari	Hillary
over	over	over
donations	donat	donation
made	made	made
to	to	to
the	the	the
Clinton	clinton	Clinton
Foundation	foundat	Foundation
,	,	,
he	he	he
has	has	ha
literally	liter	literally
been	been	been
doing	do	doing
business	busi	business
with	with	with
the	the	the
Saudi	saudi	Saudi
government	govern	government
and	and	and
taking	take	taking
millions	million	million
of	of	of
dollars	dollar	dollar
from	from	from
them	them	them
since	sinc	since
2001	2001	2001
.	.	.
This	this	This
is	is	is
yet	yet	yet
another	anoth	another
example	exampl	example
of	of	of
how	how	how
Trump	trump	Trump
doesn	doesn	doesn
t	t	t
practice	practic	practice
what	what	what
he	he	he
preaches	preach	preaches
to	to	to
his	his	his
conservative	conserv	conservative
fans	fan	fan
.	.	.
It	it	It
s	s	s
been	been	been
revealed	reveal	revealed
that	that	that
Trump	trump	Trump
tried	tri	tried
to	to	to
do	do	do
business	busi	business
with	with	with
Fidel	fidel	Fidel
Castro	castro	Castro
s	s	s
Cuba	cuba	Cuba
in	in	in
direct	direct	direct
violation	violat	violation
of	of	of
the	the	the
embargo	embargo	embargo
that	that	that
has	has	ha
been	been	been
in	in	in
place	place	place
for	for	for
decades	decad	decade
in	in	in
response	respons	response
to	to	to
Cuba	cuba	Cuba
s	s	s
human	human	human
rights	right	right
record	record	record
.	.	.
Trump	trump	Trump
also	also	also
does	doe	doe
business	busi	business
with	with	with
China	china	China
by	by	by
purchasing	purchas	purchasing
steel	steel	steel
and	and	and
other	other	other
metals	metal	metal
from	from	from
companies	compani	company
there	there	there
instead	instead	instead
of	of	of
companies	compani	company
