Republican	republican	Republican
nominee	nomine	nominee
Donald	donald	Donald
Trump	trump	Trump
recently	recent	recently
surprised	surpris	surprised
everyone	everyon	everyone
when	when	when
he	he	he
flip	flip	flip
-flopped	-flop	-flopped
on	on	on
the	the	the
harsh	harsh	harsh
immigration	immigr	immigration
policy	polici	policy
he	he	he
d	d	d
been	been	been
promising	promis	promising
his	his	his
racist	racist	racist
,	,	,
hateful	hate	hateful
supporters	support	supporter
since	sinc	since
the	the	the
beginning	begin	beginning
of	of	of
his	his	his
campaign	campaign	campaign
.	.	.
It	it	It
turns	turn	turn
out	out	out
,	,	,
not	not	not
everyone	everyon	everyone
is	is	is
taking	take	taking
this	this	this
news	news	news
very	veri	very
well	well	well
especially	especi	especially
the	the	the
Trump	trump	Trump
lovers	lover	lover
who	who	who
wanted	want	wanted
nothing	noth	nothing
more	more	more
than	than	than
to	to	to
see	see	see
millions	million	million
of	of	of
illegal	illeg	illegal
immigrants	immigr	immigrant
heartlessly	heartless	heartlessly
removed	remov	removed
from	from	from
the	the	the
country	countri	country
they	they	they
built	built	built
their	their	their
lives	live	life
in	in	in
.	.	.
On	on	On
Wednesday	wednesday	Wednesday
s	s	s
segment	segment	segment
of	of	of
The	the	The
Glenn	glenn	Glenn
Beck	beck	Beck
Program	program	Program
,	,	,
a	a	a
furious	furious	furious
Trump	trump	Trump
supporter	support	supporter
shared	share	shared
his	his	his
reaction	reaction	reaction
to	to	to
Trump	trump	Trump
s	s	s
recent	recent	recent
softening	soften	softening
on	on	on
immigration	immigr	immigration
and	and	and
it	it	it
wasn	wasn	wasn
t	t	t
good	good	good
.	.	.
In	in	In
speaking	speak	speaking
to	to	to
host	host	host
Glenn	glenn	Glenn
Beck	beck	Beck
,	,	,
Nate	nate	Nate
from	from	from
Virginia	virginia	Virginia
actually	actual	actually
delivered	deliv	delivered
a	a	a
threat	threat	threat
to	to	to
Trump	trump	Trump
.	.	.
The	the	The
guest	guest	guest
warned	warn	warned
As	as	As
long	long	long
as	as	a
he	he	he
does	doe	doe
the	the	the
basic	basic	basic
things	thing	thing
,	,	,
the	the	the
foundational	foundat	foundational
things	thing	thing
,	,	,
which	which	which
is	is	is
build	build	build
a	a	a
wall	wall	wall
,	,	,
he	he	he
s	s	s
not	not	not
going	go	going
to	to	to
have	have	have
people	peopl	people
like	like	like
me	me	me
coming	come	coming
after	after	after
him	him	him
.	.	.
Beck	beck	Beck
wasn	wasn	wasn
t	t	t
alarmed	alarm	alarmed
at	at	at
first	first	first
,	,	,
but	but	but
was	was	wa
visibly	visibl	visibly
stunned	stun	stunned
as	as	a
angry	angri	angry
Nate	nate	Nate
continued	continu	continued
his	his	his
rant	rant	rant
.	.	.
Seemingly	seem	Seemingly
speaking	speak	speaking
for	for	for
all	all	all
Trump	trump	Trump
supporters	support	supporter
,	,	,
Nate	nate	Nate
said	said	said
Oh	oh	Oh
,	,	,
he	he	he
s	s	s
in	in	in
so	so	so
much	much	much
trouble	troubl	trouble
.	.	.
You	you	You
don	don	don
t	t	t
even	even	even
understand	understand	understand
the	the	the
backlash	backlash	backlash
of	of	of
us	us	u
,	,	,
the	the	the
ones	one	one
who	who	who
are	are	are
so	so	so
frustrated	frustrat	frustrated
and	and	and
angry	angri	angry
and	and	and
tired	tire	tired
of	of	of
all	all	all
the	the	the
political	polit	political
stuff	stuff	stuff
.	.	.
We	we	We
re	re	re
going	go	going
to	to	to
come	come	come
after	after	after
him	him	him
,	,	,
personally	person	personally
,	,	,
you	you	you
know	know	know
what	what	what
I	i	I
mean	mean	mean
?	?	?
We	we	We
re	re	re
going	go	going
to	to	to
get	get	get
him	him	him
.	.	.
Beck	beck	Beck
clarified	clarifi	clarified
,	,	,
I	i	I
don	don	don
t	t	t
know	know	know
what	what	what
you	you	you
mean	mean	mean
.	.	.
Hang	hang	Hang
on	on	on
,	,	,
what	what	what
does	doe	doe
that	that	that
mean	mean	mean
?	?	?
Nate	nate	Nate
s	s	s
response	respons	response
was	was	wa
far	far	far
from	from	from
comforting	comfort	comforting
You	you	You
know	know	know
,	,	,
the	the	the
most	most	most
peaceful	peac	peaceful
way	way	way
you	you	you
can	can	can
get	get	get
rid	rid	rid
of	of	of
a	a	a
president	presid	president
When	when	When
Beck	beck	Beck
hopefully	hope	hopefully
suggested	suggest	suggested
that	that	that
Nate	nate	Nate
might	might	might
have	have	have
meant	meant	meant
he	he	he
wants	want	want
to	to	to
impeach	impeach	impeach
Trump	trump	Trump
,	,	,
Nate	nate	Nate
corrected	correct	corrected
him	him	him
and	and	and
said	said	said
he	he	he
definitely	definit	definitely
meant	meant	meant
violence	violenc	violence
Well	well	Well
,	,	,
I	i	I
mean	mean	mean
,	,	,
hey	hey	hey
,	,	,
you	you	you
yourself	yourself	yourself
said	said	said
he	he	he
s	s	s
condoned	condon	condoned
violence	violenc	violence
in	in	in
the	the	the
past	past	past
,	,	,
hasn	hasn	hasn
t	t	t
he	he	he
?	?	?
He	he	He
s	s	s
appealing	appeal	appealing
to	to	to
people	peopl	people
who	who	who
are	are	are
very	veri	very
frustrated	frustrat	frustrated
and	and	and
angry	angri	angry
.	.	.
Their	their	Their
frustration	frustrat	frustration
and	and	and
anger	anger	anger
can	can	can
only	onli	only
be	be	be
subsided	subsid	subsided
if	if	if
he	he	he
makes	make	make
his	his	his
promises	promis	promise
true	true	true
.	.	.
And	and	And
he	he	he
has	has	ha
a	a	a
lot	lot	lot
on	on	on
his	his	his
shoulders	shoulder	shoulder
,	,	,
maybe	mayb	maybe
he	he	he
himself	himself	himself
doesn	doesn	doesn
t	t	t
even	even	even
know	know	know
how	how	how
much	much	much
.	.	.
But	but	But
if	if	if
he	he	he
doesn	doesn	doesn
t	t	t
come	come	come
through	through	through
for	for	for
us	us	u
,	,	,
he	he	he
s	s	s
going	go	going
to	to	to
have	have	have
bigger	bigger	bigger
problems	problem	problem
,	,	,
bigger	bigger	bigger
problems	problem	problem
than	than	than
what	what	what
you	you	you
know	know	know
.	.	.
Beck	beck	Beck
was	was	wa
so	so	so
disturbed	disturb	disturbed
by	by	by
one	one	one
of	of	of
the	the	the
spookiest	spookiest	spookiest
phone	phone	phone
calls	call	call
I	i	I
ve	ve	ve
ever	ever	ever
received	receiv	received
that	that	that
he	he	he
hung	hung	hung
up	up	up
on	on	on
Nate	nate	Nate
.	.	.
You	you	You
can	can	can
watch	watch	watch
the	the	the
call	call	call
unfold	unfold	unfold
below	below	below
A	a	A
few	few	few
weeks	week	week
ago	ago	ago
,	,	,
Donald	donald	Donald
Trump	trump	Trump
had	had	had
suggested	suggest	suggested
that	that	that
Democratic	democrat	Democratic
nominee	nomine	nominee
Hillary	hillari	Hillary
Clinton	clinton	Clinton
should	should	should
be	be	be
assassinated	assassin	assassinated
by	by	by
the	the	the
Second	second	Second
Amendment	amend	Amendment
people	peopl	people
.	.	.
He	he	He
might	might	might
just	just	just
be	be	be
getting	get	getting
a	a	a
taste	tast	taste
of	of	of
his	his	his
own	own	own
medicine	medicin	medicine
now	now	now
by	by	by
the	the	the
very	veri	very
hate	hate	hate
movement	movement	movement
he	he	he
created	creat	created
.	.	.
Featured	featur	Featured
image	imag	image
via	via	via
Jonathan	jonathan	Jonathan
Bachman	bachman	Bachman
Getty	getti	Getty
Images	imag	Images
