We	we	We
ve	ve	ve
all	all	all
had	had	had
questions	question	question
about	about	about
Huma	huma	Huma
Abedin	abedin	Abedin
but	but	but
did	did	did
you	you	you
know	know	know
how	how	how
connected	connect	connected
she	she	she
is	is	is
to	to	to
the	the	the
Saudi	saudi	Saudi
government	govern	government
?	?	?

Does	doe	Does
anyone	anyon	anyone
doubt	doubt	doubt
that	that	that
the	the	the
Saudis	saudi	Saudis
are	are	are
bankrolling	bankrol	bankrolling
everything	everyth	everything
the	the	the
Clintons	clinton	Clintons
do	do	do
?	?	?

The	the	The
information	inform	information
below	below	below
is	is	is
fantastic	fantast	fantastic
and	and	and
should	should	should
be	be	be
seen	seen	seen
by	by	by
anyone	anyon	anyone
even	even	even
remotely	remot	remotely
considering	consid	considering
voting	vote	voting
for	for	for
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.

Huma	huma	Huma
Abedin	abedin	Abedin
is	is	is
the	the	the
definition	definit	definition
of	of	of
shady	shadi	shady
!	!	!

The	the	The
mainstream	mainstream	mainstream
media	media	medium
has	has	ha
done	done	done
nothing	noth	nothing
to	to	to
seriously	serious	seriously
vet	vet	vet
the	the	the
connection	connect	connection
between	between	between
the	the	the
Clinton	clinton	Clinton
and	and	and
Saudi	saudi	Saudi
Arabia	arabia	Arabia
,	,	,
and	and	and
the	the	the
key	key	key
role	role	role
Huma	huma	Huma
Abedin	abedin	Abedin
plays	play	play
in	in	in
the	the	the
life	life	life
and	and	and
work	work	work
of	of	of
Hillary	hillari	Hillary
Clinton	clinton	Clinton
are	are	are
one	one	one
core	core	core
link	link	link
.	.	.

Abedin	abedin	Abedin
not	not	not
only	onli	only
lived	live	lived
in	in	in
Saudi	saudi	Saudi
Arabia	arabia	Arabia
from	from	from
the	the	the
time	time	time
she	she	she
was	was	wa
two	two	two
years	year	year
old	old	old
,	,	,
but	but	but
her	her	her
mother	mother	mother
currently	current	currently
lives	live	life
in	in	in
Saudi	saudi	Saudi
Arabia	arabia	Arabia
and	and	and
runs	run	run
the	the	the
Journal	journal	Journal
for	for	for
Muslim	muslim	Muslim
Minority	minor	Minority
Affairs	affair	Affairs
