Donald	donald	Donald
Trump	trump	Trump
has	has	ha
so	so	so
many	mani	many
feuds	feud	feud
going	go	going
on	on	on
at	at	at
the	the	the
moment	moment	moment
it	it	it
can	can	can
be	be	be
hard	hard	hard
to	to	to
keep	keep	keep
track	track	track
of	of	of
them	them	them
all	all	all
.	.	.
One	one	One
of	of	of
the	the	the
most	most	most
potentially	potenti	potentially
damaging	damag	damaging
feuds	feud	feud
,	,	,
though	though	though
,	,	,
is	is	is
with	with	with
the	the	the
United	unit	United
Kingdom	kingdom	Kingdom
s	s	s
Prime	prime	Prime
Minister	minist	Minister
David	david	David
Cameron	cameron	Cameron
.	.	.
Now	now	Now
,	,	,
that	that	that
feud	feud	feud
continues	continu	continues
with	with	with
Trump	trump	Trump
s	s	s
latest	latest	latest
comments	comment	comment
directed	direct	directed
towards	toward	towards
Cameron	cameron	Cameron
.	.	.
Cameron	cameron	Cameron
has	has	ha
made	made	made
his	his	his
opinion	opinion	opinion
of	of	of
the	the	the
guaranteed	guarante	guaranteed
Republican	republican	Republican
presidential	presidenti	presidential
nomination	nomin	nomination
very	veri	very
clear	clear	clear
.	.	.
Back	back	Back
in	in	in
December	decemb	December
,	,	,
Cameron	cameron	Cameron
publicly	public	publicly
stated	state	stated
that	that	that
he	he	he
thinks	think	think
Trump	trump	Trump
s	s	s
proposal	propos	proposal
to	to	to
ban	ban	ban
Muslims	muslim	Muslims
from	from	from
entering	enter	entering
the	the	the
United	unit	United
States	state	States
is	is	is
stupid	stupid	stupid
,	,	,
divisive	divis	divisive
and	and	and
wrong	wrong	wrong
.	.	.
Cameron	cameron	Cameron
s	s	s
statement	statement	statement
couldn	couldn	couldn
t	t	t
be	be	be
more	more	more
accurate	accur	accurate
,	,	,
as	as	a
Trump	trump	Trump
s	s	s
proposal	propos	proposal
goes	goe	go
against	against	against
the	the	the
very	veri	very
basic	basic	basic
principles	principl	principle
of	of	of
the	the	the
United	unit	United
States	state	States
and	and	and
would	would	would
be	be	be
logistically	logist	logistically
impossible	imposs	impossible
to	to	to
enforce	enforc	enforce
.	.	.
During	dure	During
an	an	an
interview	interview	interview
with	with	with
Piers	pier	Piers
Morgan	morgan	Morgan
,	,	,
Trump	trump	Trump
spoke	spoke	spoke
out	out	out
against	against	against
Cameron	cameron	Cameron
s	s	s
comments	comment	comment
,	,	,
offering	offer	offering
a	a	a
sad	sad	sad
attempt	attempt	attempt
at	at	at
an	an	an
olive	oliv	olive
branch	branch	branch
towards	toward	towards
Cameron	cameron	Cameron
,	,	,
where	where	where
he	he	he
insisted	insist	insisted
that	that	that
he	he	he
is	is	is
not	not	not
stupid	stupid	stupid
and	and	and
is	is	is
a	a	a
unifier	unifi	unifier
.	.	.
It	it	It
looks	look	look
like	like	like
we	we	we
re	re	re
not	not	not
going	go	going
to	to	to
have	have	have
a	a	a
very	veri	very
good	good	good
relationship	relationship	relationship
.	.	.
Who	who	Who
knows	know	know
!	!	!
I	i	I
hope	hope	hope
to	to	to
have	have	have
a	a	a
good	good	good
relationship	relationship	relationship
with	with	with
him	him	him
but	but	but
it	it	it
sounds	sound	sound
like	like	like
he	he	he
s	s	s
not	not	not
willing	will	willing
to	to	to
address	address	address
the	the	the
problem	problem	problem
either	either	either
,	,	,
Trump	trump	Trump
said	said	said
in	in	in
the	the	the
interview	interview	interview
,	,	,
according	accord	according
to	to	to
the	the	the
Jerusalem	jerusalem	Jerusalem
Post	post	Post
.	.	.
Well	well	Well
,	,	,
number	number	number
one	one	one
I	i	I
m	m	m
not	not	not
stupid	stupid	stupid
,	,	,
Okay	okay	Okay
.	.	.
I	i	I
can	can	can
tell	tell	tell
you	you	you
that	that	that
,	,	,
right	right	right
now	now	now
just	just	just
the	the	the
opposite	opposit	opposite
.	.	.
Number	number	Number
two	two	two
,	,	,
in	in	in
terms	term	term
of	of	of
divisive	divis	divisive
I	i	I
don	don	don
t	t	t
think	think	think
I	i	I
m	m	m
a	a	a
divisive	divis	divisive
person	person	person
.	.	.
I	i	I
m	m	m
a	a	a
unifier	unifi	unifier
,	,	,
unlike	unlik	unlike
our	our	our
president	presid	president
now	now	now
,	,	,
I	i	I
m	m	m
a	a	a
unifier	unifi	unifier
,	,	,
he	he	he
Trump	trump	Trump
concluded	conclud	concluded
.	.	.
As	as	As
bizarre	bizarr	bizarre
as	as	a
it	it	it
is	is	is
to	to	to
hear	hear	hear
a	a	a
grown	grown	grown
man	man	man
insist	insist	insist
to	to	to
another	anoth	another
that	that	that
he	he	he
is	is	is
in	in	in
fact	fact	fact
not	not	not
stupid	stupid	stupid
,	,	,
Cameron	cameron	Cameron
never	never	never
actually	actual	actually
called	call	called
Trump	trump	Trump
himself	himself	himself
stupid	stupid	stupid
.	.	.
He	he	He
called	call	called
his	his	his
policy	polici	policy
stupid	stupid	stupid
because	becaus	because
it	it	it
is	is	is
.	.	.
It	it	It
s	s	s
also	also	also
nothing	noth	nothing
more	more	more
than	than	than
an	an	an
incredibly	incred	incredibly
xenophobic	xenophob	xenophobic
,	,	,
racist	racist	racist
,	,	,
and	and	and
ridiculous	ridicul	ridiculous
bit	bit	bit
of	of	of
fear	fear	fear
mongering	monger	mongering
.	.	.
It	it	It
s	s	s
one	one	one
of	of	of
the	the	the
first	first	first
policy	polici	policy
proposals	propos	proposal
that	that	that
Trump	trump	Trump
introduced	introduc	introduced
.	.	.
It	it	It
sounded	sound	sounded
the	the	the
alarm	alarm	alarm
bells	bell	bell
that	that	that
Trump	trump	Trump
is	is	is
more	more	more
than	than	than
just	just	just
a	a	a
buffoon	buffoon	buffoon
looking	look	looking
for	for	for
attention	attent	attention
,	,	,
it	it	it
showed	show	showed
the	the	the
world	world	world
that	that	that
he	he	he
could	could	could
actually	actual	actually
be	be	be
a	a	a
very	veri	very
dangerous	danger	dangerous
threat	threat	threat
to	to	to
the	the	the
United	unit	United
States	state	States
and	and	and
the	the	the
world	world	world
if	if	if
given	given	given
the	the	the
opportunity	opportun	opportunity
to	to	to
seize	seiz	seize
actual	actual	actual
political	polit	political
power	power	power
.	.	.
Featured	featur	Featured
image	imag	image
from	from	from
Photo	photo	Photo
by	by	by
Isaac	isaac	Isaac
Brekken	brekken	Brekken
Getty	getti	Getty
Images	imag	Images
