Donald	donald	Donald
Trump	trump	Trump
hasn	hasn	hasn
t	t	t
even	even	even
been	been	been
president	presid	president
for	for	for
a	a	a
month	month	month
,	,	,
and	and	and
already	alreadi	already
Americans	american	Americans
and	and	and
the	the	the
world	world	world
are	are	are
extremely	extrem	extremely
concerned	concern	concerned
about	about	about
the	the	the
future	futur	future
of	of	of
this	this	this
country	countri	country
.	.	.
One	one	One
of	of	of
those	those	those
people	peopl	people
is	is	is
Nancy	nanci	Nancy
Pelosi	pelosi	Pelosi
,	,	,
the	the	the
highest	highest	highest
ranking	rank	ranking
Democrat	democrat	Democrat
in	in	in
the	the	the
House	hous	House
of	of	of
Representatives	repres	Representatives
,	,	,
and	and	and
she	she	she
delivered	deliv	delivered
a	a	a
few	few	few
stunning	stun	stunning
comments	comment	comment
recently	recent	recently
in	in	in
condemnation	condemn	condemnation
of	of	of
Trump	trump	Trump
s	s	s
terrifying	terrifi	terrifying
choice	choic	choice
of	of	of
Steve	steve	Steve
Bannon	bannon	Bannon
for	for	for
the	the	the
National	nation	National
Security	secur	Security
Council	council	Council
.	.	.
Bannon	bannon	Bannon
is	is	is
well	well	well
-known	-known	-known
as	as	a
a	a	a
white	white	white
supremacist	supremacist	supremacist
,	,	,
and	and	and
Pelosi	pelosi	Pelosi
wasn	wasn	wasn
t	t	t
afraid	afraid	afraid
to	to	to
call	call	call
him	him	him
just	just	just
that	that	that
.	.	.
While	while	While
Republicans	republican	Republicans
have	have	have
sugar	sugar	sugar
coated	coat	coated
and	and	and
flat	flat	flat
-out	-out	-out
lied	lie	lied
when	when	when
it	it	it
comes	come	come
to	to	to
Trump	trump	Trump
s	s	s
disgraceful	disgrac	disgraceful
behavior	behavior	behavior
and	and	and
choices	choic	choice
,	,	,
Pelosi	pelosi	Pelosi
pointed	point	pointed
out	out	out
the	the	the
severity	sever	severity
of	of	of
the	the	the
situation	situat	situation
when	when	when
she	she	she
blasted	blast	blasted
Trump	trump	Trump
for	for	for
this	this	this
reckless	reckless	reckless
decision	decis	decision
.	.	.
Stating	state	Stating
that	that	that
she	she	she
was	was	wa
in	in	in
full	full	full
support	support	support
of	of	of
GOP	gop	GOP
Rep	rep	Rep
.	.	.
Jason	jason	Jason
Chaffetz	chaffetz	Chaffetz
s	s	s
idea	idea	idea
to	to	to
require	requir	require
presidents	presid	president
to	to	to
pass	pass	pas
a	a	a
mental	mental	mental
evaluation	evalu	evaluation
,	,	,
Pelosi	pelosi	Pelosi
said	said	said
she	she	she
can	can	can
t	t	t
wait	wait	wait
until	until	until
this	this	this
is	is	is
actually	actual	actually
a	a	a
reality	realiti	reality
What	what	What
s	s	s
making	make	making
America	america	America
less	less	le
safe	safe	safe
is	is	is
to	to	to
have	have	have
a	a	a
white	white	white
supremacist	supremacist	supremacist
named	name	named
to	to	to
the	the	the
National	nation	National
Security	secur	Security
Council	council	Council
as	as	a
a	a	a
permanent	perman	permanent
member	member	member
while	while	while
the	the	the
Chairman	chairman	Chairman
of	of	of
the	the	the
Joint	joint	Joint
Chiefs	chief	Chiefs
and	and	and
the	the	the
Director	director	Director
of	of	of
National	nation	National
Intelligence	intellig	Intelligence
are	are	are
told	told	told
,	,	,
Don	don	Don
t	t	t
call	call	call
us	us	u
,	,	,
we	we	we
ll	ll	ll
call	call	call
you	you	you
.	.	.
You	you	You
re	re	re
no	no	no
longer	longer	longer
permanent	perman	permanent
members	member	member
.	.	.
It	it	It
s	s	s
a	a	a
stunning	stun	stunning
thing	thing	thing
that	that	that
a	a	a
white	white	white
supremacist	supremacist	supremacist
,	,	,
Bannon	bannon	Bannon
,	,	,
would	would	would
be	be	be
a	a	a
permanent	perman	permanent
member	member	member
of	of	of
the	the	the
National	nation	National
Security	secur	Security
Council	council	Council
You	you	You
probably	probabl	probably
are	are	are
aware	awar	aware
of	of	of
this	this	this
,	,	,
but	but	but
I	i	I
found	found	found
it	it	it
intriguing	intrigu	intriguing
that	that	that
House	hous	House
Oversight	oversight	Oversight
Committee	committe	Committee
Chairman	chairman	Chairman
Jason	jason	Jason
Chaffetz	chaffetz	Chaffetz
told	told	told
the	the	the
Washington	washington	Washington
Post	post	Post
that	that	that
he	he	he
was	was	wa
weighing	weigh	weighing
legislation	legisl	legislation
that	that	that
,	,	,
in	in	in
essence	essenc	essence
,	,	,
says	say	say
that	that	that
if	if	if
you	you	you
re	re	re
going	go	going
to	to	to
have	have	have
your	your	your
hands	hand	hand
on	on	on
the	the	the
nuclear	nuclear	nuclear
codes	code	code
,	,	,
we	we	we
should	should	should
probably	probabl	probably
know	know	know
what	what	what
mental	mental	mental
state	state	state
you	you	you
re	re	re
in	in	in
.	.	.
I	i	I
can	can	can
t	t	t
wait	wait	wait
until	until	until
he	he	he
introduces	introduc	introduces
that	that	that
legislation	legisl	legislation
to	to	to
be	be	be
able	abl	able
to	to	to
join	join	join
as	as	a
