When	when	When
2014	2014	2014
Super	super	Super
Bowl	bowl	Bowl
champion	champion	champion
Kam	kam	Kam
Chancellor	chancellor	Chancellor
isn	isn	isn
t	t	t
kicking	kick	kicking
butt	butt	butt
for	for	for
the	the	the
Seattle	seattl	Seattle
Seahawks	seahawk	Seahawks
he	he	he
is	is	is
running	run	running
fitness	fit	fitness
boot	boot	boot
camps	camp	camp
for	for	for
women	women	woman
.	.	.

So	so	So
,	,	,
when	when	when
the	the	the
star	star	star
came	came	came
across	across	across
a	a	a
recently	recent	recently
closed	close	closed
gym	gym	gym
in	in	in
Redmond	redmond	Redmond
,	,	,
Washington	washington	Washington
he	he	he
decided	decid	decided
that	that	that
he	he	he
wanted	want	wanted
to	to	to
buy	buy	buy
it	it	it
for	for	for
his	his	his
classes	class	class
.	.	.

Unfortunately	unfortun	Unfortunately
,	,	,
this	this	this
curiosity	curios	curiosity
resulted	result	resulted
in	in	in
the	the	the
police	polic	police
being	be	being
called	call	called
and	and	and
him	him	him
being	be	being
accused	accus	accused
of	of	of
trying	tri	trying
to	to	to
rob	rob	rob
the	the	the
place	place	place
.	.	.
Two	two	Two
female	femal	female
employees	employe	employee
of	of	of
the	the	the
Redmond	redmond	Redmond
Athletic	athlet	Athletic
Club	club	Club
called	call	called
the	the	the
police	polic	police
when	when	when
Chancellor	chancellor	Chancellor
looked	look	looked
through	through	through
the	the	the
window	window	window
of	of	of
the	the	the
gym	gym	gym
and	and	and
tried	tri	tried
to	to	to
get	get	get
some	some	some
information	inform	information
about	about	about
how	how	how
to	to	to
buy	buy	buy
it	it	it
.	.	.

Seriously	serious	Seriously
.	.	.

Apparently	appar	Apparently
nobody	nobodi	nobody
told	told	told
Kam	kam	Kam
that	that	that
he	he	he
can	can	can
t	t	t
buy	buy	buy
a	a	a
business	busi	business
while	while	while
black	black	black
.	.	.
The	the	The
football	footbal	football
player	player	player
explained	explain	explained
what	what	what
happened	happen	happened
on	on	on
Twitter	twitter	Twitter
,	,	,
Wednesday	wednesday	Wednesday
The	the	The
funniest	funniest	funniest
thing	thing	thing
just	just	just
happened	happen	happened
too	too	too
me	me	me
in	in	in
Redmond	redmond	Redmond
.	.	.

I	i	I
went	went	went
to	to	to
go	go	go
get	get	get
info	info	info
on	on	on
a	a	a
gym	gym	gym
that	that	that
was	was	wa
closed	close	closed
and	and	and
2	2	2
ladies	ladi	lady
called	call	called
the	the	the
cops	cop	cop
on	on	on
me	me	me
Kameron	kameron	Kameron
