Donald	donald	Donald
Trump	trump	Trump
is	is	is
getting	get	getting
nothing	noth	nothing
but	but	but
bad	bad	bad
news	news	news
when	when	when
it	it	it
comes	come	come
to	to	to
finding	find	finding
performers	perform	performer
willing	will	willing
to	to	to
degrade	degrad	degrade
themselves	themselv	themselves
at	at	at
his	his	his
inauguration	inaugur	inauguration
.	.	.
Earlier	earlier	Earlier
today	today	today
,	,	,
internationally	intern	internationally
renowned	renown	renowned
vocalist	vocalist	vocalist
Charlotte	charlott	Charlotte
Church	church	Church
told	told	told
Trump	trump	Trump
that	that	that
he	he	he
should	should	should
not	not	not
have	have	have
even	even	even
bothered	bother	bothered
asking	ask	asking
her	her	her
to	to	to
sing	sing	sing
at	at	at
his	his	his
inauguration	inaugur	inauguration
because	becaus	because
she	she	she
doesn	doesn	doesn
t	t	t
perform	perform	perform
for	for	for
tyrants	tyrant	tyrant
.	.	.
@realDonaldTrump	@realdonaldtrump	@realDonaldTrump
Your	your	Your
staff	staff	staff
have	have	have
asked	ask	asked
me	me	me
to	to	to
sing	sing	sing
at	at	at
your	your	your
inauguration	inaugur	inauguration
,	,	,
a	a	a
simple	simpl	simple
Internet	internet	Internet
search	search	search
would	would	would
show	show	show
I	i	I
think	think	think
you	you	you
re	re	re
a	a	a
tyrant	tyrant	tyrant
.	.	.

Bye	bye	Bye
?	?	?
?	?	?
?	?	?
?	?	?

Charlotte	charlott	Charlotte
Church	church	Church
@charlottechurch	@charlottechurch	@charlottechurch
January	januari	January
10	10	10
,	,	,
2017Church	2017church	2017Church
s	s	s
tweet	tweet	tweet
drew	drew	drew
outrage	outrag	outrage
from	from	from
Trump	trump	Trump
supporters	support	supporter
but	but	but
she	she	she
wasn	wasn	wasn
t	t	t
the	the	the
only	onli	only
musician	musician	musician
to	to	to
reject	reject	reject
Trump	trump	Trump
.	.	.
As	as	As
it	it	it
turns	turn	turn
out	out	out
,	,	,
Trump	trump	Trump
and	and	and
his	his	his
team	team	team
also	also	also
invited	invit	invited
Moby	mobi	Moby
to	to	to
DJ	dj	DJ
at	at	at
the	the	the
inauguration	inaugur	inauguration
.	.	.

And	and	And
Moby	mobi	Moby
responded	respond	responded
by	by	by
laughing	laugh	laughing
hysterically	hyster	hysterically
in	in	in
Trump	trump	Trump
s	s	s
face	face	face
and	and	and
told	told	told
him	him	him
he	he	he
d	d	d
only	onli	only
consider	consid	consider
on	on	on
one	one	one
condition	condit	condition
.	.	.

And	and	And
Trump	trump	Trump
isn	isn	isn
t	t	t
going	go	going
to	to	to
like	like	like
it	it	it
.	.	.

Hahahahaha	hahahahaha	Hahahahaha
,	,	,
I	i	I
was	was	wa
just	just	just
asked	ask	asked
by	by	by
a	a	a
booking	book	booking
agent	agent	agent
if	if	if
I	i	I
would	would	would
consider	consid	consider
djing	djing	djing
at	at	at
one	one	one
of	of	of
the	the	the
inaugural	inaugur	inaugural
balls	ball	ball
for	for	for
#trump	#trump	#trump
Hahahahaha	hahahahaha	Hahahahaha
,	,	,
wait	wait	wait
,	,	,
Hahahaha	hahahaha	Hahahaha
,	,	,
really	realli	really
?	?	?

I	i	I
guess	guess	guess
I	i	I
d	d	d
DJ	dj	DJ
at	at	at
an	an	an
inaugural	inaugur	inaugural
ball	ball	ball
if	if	if
as	as	a
payment	payment	payment
#trump	#trump	#trump
released	releas	released
his	his	his
tax	tax	tax
returns	return	return
.	.	.

I	i	I
m	m	m
still	still	still
laughing	laugh	laughing
,	,	,
Moby	mobi	Moby
