21st	21st	21st
Century	centuri	Century
Wire	wire	Wire
says	say	say
In	in	In
a	a	a
stunning	stun	stunning
turn	turn	turn
of	of	of
events	event	event
11	11	11
days	day	day
before	befor	before
the	the	the
2016	2016	2016
presidential	presidenti	presidential
election	elect	election
,	,	,
the	the	the
FBI	fbi	FBI
announced	announc	announced
it	it	it
is	is	is
reopenning	reopen	reopenning
its	it	it
investigation	investig	investigation
into	into	into
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
email	email	email
server	server	server
case	case	case
,	,	,
by	by	by
probing	probe	probing
newly	newli	newly
emerging	emerg	emerging
emails	email	email
linked	link	linked
to	to	to
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.

NEW	new	NEW
PROBE	probe	PROBE
The	the	The
FBI	fbi	FBI
gives	give	give
Hillary	hillari	Hillary
Clinton	clinton	Clinton
a	a	a
second	second	second
look	look	look
.	.	.

Photo	photo	Photo
illustraion	illustraion	illustraion
21WIRE	21wire	21WIRE
FBI	fbi	FBI
October	octob	October
Surprise	surpris	Surprise
?	?	?
According	accord	According
to	to	to
reports	report	report
,	,	,
in	in	in
a	a	a
letter	letter	letter
written	written	written
today	today	today
,	,	,
FBI	fbi	FBI
Director	director	Director
James	jame	James
Comey	comey	Comey
,	,	,
stated	state	stated
that	that	that
the	the	the
FBI	fbi	FBI
has	has	ha
begun	begun	begun
a	a	a
new	new	new
probe	probe	probe
into	into	into
Hillary	hillari	Hillary
Clinton	clinton	Clinton
related	relat	related
emails	email	email
once	onc	once
again	again	again
.	.	.

Comey	comey	Comey
offered	offer	offered
scant	scant	scant
details	detail	detail
about	about	about
the	the	the
new	new	new
probe	probe	probe
,	,	,
but	but	but
due	due	due
to	to	to
an	an	an
unrelated	unrel	unrelated
case	case	case
,	,	,
additional	addit	additional
classified	classifi	classified
material	materi	material
may	may	may
have	have	have
been	been	been
mishandled	mishandl	mishandled
on	on	on
Clinton	clinton	Clinton
s	s	s
personal	person	personal
email	email	email
server	server	server
.	.	.
CNBC	cnbc	CNBC
reported	report	reported
the	the	the
latest	latest	latest
FBI	fbi	FBI
developments	develop	development
,	,	,
including	includ	including
a	a	a
passage	passag	passage
from	from	from
Comey	comey	Comey
s	s	s
letter	letter	letter
discussing	discuss	discussing
the	the	the
new	new	new
investigation	investig	investigation
In	in	In
previous	previous	previous
congressional	congression	congressional
testimony	testimoni	testimony
,	,	,
I	i	I
referred	refer	referred
to	to	to
the	the	the
fact	fact	fact
that	that	that
the	the	the
Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
FBI	fbi	FBI
had	had	had
completed	complet	completed
its	it	it
investigation	investig	investigation
of	of	of
former	former	former
Secretary	secretari	Secretary
Clinton	clinton	Clinton
s	s	s
personal	person	personal
email	email	email
server	server	server
.	.	.

Due	due	Due
to	to	to
recent	recent	recent
developments	develop	development
,	,	,
I	i	I
am	am	am
writing	write	writing
to	to	to
supplement	supplement	supplement
my	my	my
previous	previous	previous
testimony	testimoni	testimony
,	,	,
Comey	comey	Comey
wrote	wrote	wrote
.	.	.
In	in	In
connection	connect	connection
with	with	with
an	an	an
unrelated	unrel	unrelated
case	case	case
,	,	,
the	the	the
FBI	fbi	FBI
has	has	ha
learned	learn	learned
of	of	of
the	the	the
existence	exist	existence
of	of	of
emails	email	email
that	that	that
appear	appear	appear
to	to	to
be	be	be
pertinent	pertin	pertinent
to	to	to
the	the	the
investigation	investig	investigation
.	.	.

I	i	I
am	am	am
writing	write	writing
to	to	to
inform	inform	inform
you	you	you
that	that	that
the	the	the
investigative	investig	investigative
team	team	team
briefed	brief	briefed
me	me	me
on	on	on
this	this	this
yesterday	yesterday	yesterday
,	,	,
and	and	and
I	i	I
agreed	agre	agreed
that	that	that
the	the	the
FBI	fbi	FBI
should	should	should
take	take	take
appropriate	appropri	appropriate
investigative	investig	investigative
steps	step	step
designed	design	designed
to	to	to
allow	allow	allow
investigators	investig	investigator
to	to	to
review	review	review
these	these	these
emails	email	email
to	to	to
determine	determin	determine
whether	whether	whether
they	they	they
contain	contain	contain
classified	classifi	classified
information	inform	information
,	,	,
as	as	a
well	well	well
as	as	a
to	to	to
assess	assess	ass
their	their	their
importance	import	importance
to	to	to
our	our	our
investigation	investig	investigation
,	,	,
he	he	he
added	ad	added
.	.	.
Although	although	Although
the	the	the
FBI	fbi	FBI
cannot	cannot	cannot
yet	yet	yet
assess	assess	ass
whether	whether	whether
or	or	or
not	not	not
this	this	this
material	materi	material
may	may	may
be	be	be
significant	signific	significant
,	,	,
and	and	and
I	i	I
cannot	cannot	cannot
predict	predict	predict
how	how	how
long	long	long
it	it	it
will	will	will
take	take	take
us	us	u
to	to	to
complete	complet	complete
this	this	this
additional	addit	additional
work	work	work
,	,	,
I	i	I
believe	believ	believe
it	it	it
is	is	is
important	import	important
to	to	to
update	updat	update
your	your	your
Committees	committe	Committees
about	about	about
our	our	our
efforts	effort	effort
in	in	in
light	light	light
of	of	of
my	my	my
previous	previous	previous
testimony	testimoni	testimony
,	,	,
Comey	comey	Comey
concluded	conclud	concluded
.	.	.

Huma	huma	Huma
s	s	s
Estranged	estrang	Estranged
Sexting	sext	Sexting
HusbandAccording	husbandaccord	HusbandAccording
to	to	to
a	a	a
new	new	new
report	report	report
released	releas	released
via	via	via
The	the	The
New	new	New
York	york	York
Times	time	Times
The	the	The
presidential	presidenti	presidential
campaign	campaign	campaign
was	was	wa
rocked	rock	rocked
on	on	on
Friday	friday	Friday
after	after	after
federal	feder	federal
law	law	law
enforcement	enforc	enforcement
officials	offici	official
said	said	said
that	that	that
emails	email	email
pertinent	pertin	pertinent
to	to	to
the	the	the
now	now	now
-closed	-close	-closed
investigation	investig	investigation
into	into	into
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
private	privat	private
email	email	email
server	server	server
were	were	were
discovered	discov	discovered
on	on	on
a	a	a
computer	comput	computer
belonging	belong	belonging
to	to	to
Anthony	anthoni	Anthony
D	d	D
.	.	.

Weiner	weiner	Weiner
,	,	,
the	the	the
estranged	estrang	estranged
husband	husband	husband
of	of	of
a	a	a
top	top	top
Clinton	clinton	Clinton
aide	aid	aide
.	.	.

In	in	In
a	a	a
letter	letter	letter
to	to	to
Congress	congress	Congress
,	,	,
the	the	the
F	f	F
.	.	.
B	b	B
.	.	.
I	i	I
.	.	.
director	director	director
,	,	,
James	jame	James
B	b	B
.	.	.

Comey	comey	Comey
,	,	,
said	said	said
the	the	the
emails	email	email
had	had	had
surfaced	surfac	surfaced
in	in	in
an	an	an
unrelated	unrel	unrelated
case	case	case
,	,	,
which	which	which
law	law	law
enforcement	enforc	enforcement
officials	offici	official
said	said	said
was	was	wa
an	an	an
F	f	F
.	.	.
B	b	B
.	.	.
I	i	I
.	.	.
investigation	investig	investigation
into	into	into
illicit	illicit	illicit
text	text	text
messages	messag	message
from	from	from
Mr	mr	Mr
.	.	.
Weiner	weiner	Weiner
to	to	to
a	a	a
15	15	15
-year-old	-year-old	-year-old
girl	girl	girl
in	in	in
North	north	North
Carolina	carolina	Carolina
.	.	.

Mr	mr	Mr
.	.	.
Weiner	weiner	Weiner
,	,	,
a	a	a
former	former	former
Democratic	democrat	Democratic
congressman	congressman	congressman
from	from	from
New	new	New
York	york	York
,	,	,
is	is	is
married	marri	married
to	to	to
Huma	huma	Huma
Abedin	abedin	Abedin
,	,	,
the	the	the
top	top	top
aide	aid	aide
.	.	.

Comey	comey	Comey
has	has	ha
come	come	come
under	under	under
fire	fire	fire
recently	recent	recently
for	for	for
apparently	appar	apparently
letting	let	letting
Clinton	clinton	Clinton
off	off	off
the	the	the
hook	hook	hook
for	for	for
mishandling	mishandl	mishandling
,	,	,
and	and	and
lying	lie	lying
to	to	to
Congress	congress	Congress
,	,	,
about	about	about
classified	classifi	classified
emails	email	email
coming	come	coming
through	through	through
her	her	her
home	home	home
brew	brew	brew
email	email	email
server	server	server
while	while	while
she	she	she
was	was	wa
Secretary	secretari	Secretary
of	of	of
State	state	State
.	.	.

After	after	After
previously	previous	previously
closing	close	closing
the	the	the
case	case	case
,	,	,
Comey	comey	Comey
has	has	ha
done	done	done
a	a	a
U	u	U
-turn	-turn	-turn
and	and	and
is	is	is
now	now	now
saying	say	saying
the	the	the
FBI	fbi	FBI
will	will	will
review	review	review
the	the	the
new	new	new
emails	email	email
to	to	to
for	for	for
classified	classifi	classified
information	inform	information
,	,	,
and	and	and
see	see	see
whether	whether	whether
it	it	it
was	was	wa
mishandled	mishandl	mishandled
.	.	.
This	this	This
unprecedented	unpreced	unprecedented
investigative	investig	investigative
move	move	move
comes	come	come
just	just	just
two	two	two
days	day	day
after	after	after
a	a	a
Wikileaks	wikileak	Wikileaks
docu	docu	docu
-dump	-dump	-dump
revealed	reveal	revealed
a	a	a
memo	memo	memo
containing	contain	containing
detailed	detail	detailed
financial	financi	financial
information	inform	information
between	between	between
Clinton	clinton	Clinton
Foundation	foundat	Foundation
donors	donor	donor
and	and	and
former	former	former
president	presid	president
Bill	bill	Bill
Clinton	clinton	Clinton
s	s	s
private	privat	private
financial	financi	financial
activities	activ	activity
.	.	.

Among	among	Among
those	those	those
included	includ	included
in	in	in
the	the	the
memo	memo	memo
,	,	,
was	was	wa
a	a	a
30	30	30
million	million	million
dollar	dollar	dollar
business	busi	business
arrangement	arrang	arrangement
under	under	under
Bill	bill	Bill
Clinton	clinton	Clinton
,	,	,
Inc	inc	Inc
.	.	.
,	,	,
with	with	with
another	anoth	another
66	66	66
million	million	million
dollar	dollar	dollar
deal	deal	deal
scheduled	schedul	scheduled
over	over	over
nine	nine	nine
years	year	year
.	.	.
The	the	The
following	follow	following
is	is	is
a	a	a
tweet	tweet	tweet
from	from	from
Brad	brad	Brad
Jaffy	jaffi	Jaffy
of	of	of
NBC	nbc	NBC
Nightly	night	Nightly
News	news	News
containing	contain	containing
the	the	the
new	new	new
FBI	fbi	FBI
recommendation	recommend	recommendation
The	the	The
new	new	new
investigation	investig	investigation
into	into	into
the	the	the
Clinton	clinton	Clinton
camp	camp	camp
will	will	will
most	most	most
certainly	certain	certainly
spark	spark	spark
new	new	new
Pay	pay	Pay
-to-Play	-to-play	-to-Play
allegations	alleg	allegation
,	,	,
as	as	a
the	the	the
new	new	new
FBI	fbi	FBI
revelations	revel	revelation
also	also	also
comes	come	come
days	day	day
after	after	after
a	a	a
Project	project	Project
Veritas	verita	Veritas
hidden	hidden	hidden
camera	camera	camera
sting	sting	sting
operation	oper	operation
revealed	reveal	revealed
that	that	that
the	the	the
Democratic	democrat	Democratic
consultant	consult	consultant
Robert	robert	Robert
Creamer	creamer	Creamer
of	of	of
Democracy	democraci	Democracy
Partners	partner	Partners
,	,	,
discussed	discuss	discussed
ways	way	way
to	to	to
commit	commit	commit
large	larg	large
-scale	-scale	-scale
voter	voter	voter
fraud	fraud	fraud
as	as	a
well	well	well
as	as	a
paying	pay	paying
political	polit	political
agitators	agit	agitator
to	to	to
cause	caus	cause
violence	violenc	violence
at	at	at
Donald	donald	Donald
Trump	trump	Trump
rallies	ralli	rally
.	.	.
Out	out	Out
of	of	of
Creamer	creamer	Creamer
s	s	s
342	342	342
visits	visit	visit
to	to	to
the	the	the
White	white	White
House	hous	House
,	,	,
also	also	also
included	includ	included
his	his	his
wife	wife	wife
,	,	,
a	a	a
9	9	9
-term	-term	-term
Illinois	illinoi	Illinois
Democratic	democrat	Democratic
congresswoman	congresswoman	congresswoman
,	,	,
Jan	jan	Jan
Schakowsky	schakowski	Schakowsky
some	some	some
47	47	47
times	time	time
.	.	.
White	white	White
House	hous	House
visitor	visitor	visitor
records	record	record
show	show	show
that	that	that
