After	after	After
the	the	the
release	releas	release
of	of	of
nude	nude	nude
pictures	pictur	picture
,	,	,
that	that	that
might	might	might
have	have	have
been	been	been
meant	meant	meant
as	as	a
a	a	a
distraction	distract	distraction
from	from	from
Trump	trump	Trump
s	s	s
disastrous	disastr	disastrous
two	two	two
weeks	week	week
beginning	begin	beginning
with	with	with
the	the	the
Democratic	democrat	Democratic
National	nation	National
Convention	convent	Convention
,	,	,
it	it	it
s	s	s
been	been	been
revealed	reveal	revealed
that	that	that
Melania	melania	Melania
Trump	trump	Trump
may	may	may
have	have	have
been	been	been
modeling	model	modeling
without	without	without
proper	proper	proper
documentation	document	documentation
.	.	.
In	in	In
other	other	other
words	word	word
,	,	,
she	she	she
gasp	gasp	gasp
may	may	may
have	have	have
been	been	been
an	an	an
illegal	illeg	illegal
immigrant	immigr	immigrant
.	.	.
Now	now	Now
,	,	,
it	it	it
appears	appear	appears
as	as	a
there	there	there
have	have	have
been	been	been
more	more	more
very	veri	very
strange	strang	strange
things	thing	thing
happening	happen	happening
with	with	with
Melania	melania	Melania
s	s	s
immigration	immigr	immigration
status	status	status
.	.	.
She	she	She
might	might	might
have	have	have
married	marri	married
another	anoth	another
American	american	American
just	just	just
four	four	four
years	year	year
before	befor	before
becoming	becom	becoming
Mrs	mrs	Mrs
.	.	.
Trump	trump	Trump
.	.	.
The	the	The
story	stori	story
was	was	wa
broken	broken	broken
by	by	by
Univision	univis	Univision
,	,	,
proving	prove	proving
that	that	that
taking	take	taking
away	away	away
reporter	report	reporter
access	access	access
can	can	can
backfire	backfir	backfire
on	on	on
a	a	a
candidate	candid	candidate
.	.	.
They	they	They
claim	claim	claim
that	that	that
an	an	an
immigration	immigr	immigration
attorney	attorney	attorney
who	who	who
worked	work	worked
for	for	for
the	the	the
Trump	trump	Trump
Organization	organ	Organization
said	said	said
Melania	melania	Melania
obtained	obtain	obtained
a	a	a
green	green	green
card	card	card
based	base	based
on	on	on
marriage	marriag	marriage
in	in	in
2001	2001	2001
.	.	.
That	that	That
was	was	wa
four	four	four
years	year	year
before	befor	before
she	she	she
married	marri	married
Trump	trump	Trump
.	.	.
But	but	But
,	,	,
Michael	michael	Michael
Wildes	wild	Wildes
,	,	,
an	an	an
immigration	immigr	immigration
attorney	attorney	attorney
who	who	who
worked	work	worked
for	for	for
the	the	the
Trump	trump	Trump
Organization	organ	Organization
,	,	,
told	told	told
Univision	univis	Univision
s	s	s
investigative	investig	investigative
unit	unit	unit
that	that	that
she	she	she
obtained	obtain	obtained
a	a	a
green	green	green
card	card	card
four	four	four
years	year	year
earlier	earlier	earlier
in	in	in
2001	2001	2001
,	,	,
based	base	based
on	on	on
marriage	marriag	marriage
.	.	.
Melania	melania	Melania
and	and	and
Donald	donald	Donald
Trump	trump	Trump
were	were	were
not	not	not
married	marri	married
until	until	until
Jan	jan	Jan
.	.	.
