Donald	donald	Donald
Trump	trump	Trump
signed	sign	signed
an	an	an
executive	execut	executive
order	order	order
on	on	on
Friday	friday	Friday
which	which	which
enacted	enact	enacted
the	the	the
Muslim	muslim	Muslim
ban	ban	ban
he	he	he
has	has	ha
been	been	been
promising	promis	promising
for	for	for
months	month	month
.	.	.
A	a	A
federal	feder	federal
judge	judg	judge
temporarily	temporarili	temporarily
blocked	block	blocked
the	the	the
order	order	order
on	on	on
Saturday	saturday	Saturday
.	.	.
But	but	But
now	now	now
,	,	,
it	it	it
appears	appear	appears
that	that	that
Trump	trump	Trump
s	s	s
advisor	advisor	advisor
Steve	steve	Steve
Bannon	bannon	Bannon
,	,	,
who	who	who
just	just	just
happens	happen	happens
to	to	to
be	be	be
a	a	a
white	white	white
supremacist	supremacist	supremacist
,	,	,
overruled	overrul	overruled
the	the	the
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
to	to	to
pass	pass	pas
the	the	the
bigoted	bigot	bigoted
ban	ban	ban
in	in	in
the	the	the
first	first	first
place	place	place
.	.	.
Like	like	Like
most	most	most
of	of	of
Trump	trump	Trump
s	s	s
actions	action	action
,	,	,
he	he	he
didn	didn	didn
t	t	t
really	realli	really
bother	bother	bother
to	to	to
consult	consult	consult
anybody	anybodi	anybody
except	except	except
for	for	for
his	his	his
inner	inner	inner
circle	circl	circle
about	about	about
this	this	this
executive	execut	executive
order	order	order
.	.	.
He	he	He
says	say	say
that	that	that
he	he	he
only	onli	only
surrounds	surround	surround
himself	himself	himself
with	with	with
the	the	the
best	best	best
people	peopl	people
but	but	but
none	none	none
of	of	of
them	them	them
actually	actual	actually
have	have	have
a	a	a
clue	clue	clue
WTF	wtf	WTF
they	they	they
are	are	are
doing	do	doing
when	when	when
it	it	it
comes	come	come
to	to	to
the	the	the
law	law	law
.	.	.
When	when	When
Trump	trump	Trump
signed	sign	signed
the	the	the
order	order	order
nobody	nobodi	nobody
even	even	even
knew	knew	knew
what	what	what
countries	countri	country
were	were	were
affected	affect	affected
by	by	by
the	the	the
ban	ban	ban
.	.	.
According	accord	According
to	to	to
CNN	cnn	CNN
,	,	,
the	the	the
policy	polici	policy
team	team	team
at	at	at
the	the	the
White	white	White
House	hous	House
developed	develop	developed
the	the	the
executive	execut	executive
order	order	order
on	on	on
refugees	refuge	refugee
and	and	and
visas	visa	visa
,	,	,
and	and	and
largely	larg	largely
avoided	avoid	avoided
the	the	the
traditional	tradit	traditional
interagency	interag	interagency
process	process	process
that	that	that
would	would	would
have	have	have
allowed	allow	allowed
the	the	the
Justice	justic	Justice
Department	depart	Department
and	and	and
homeland	homeland	homeland
security	secur	security
agencies	agenc	agency
to	to	to
provide	provid	provide
operational	oper	operational
guidance	guidanc	guidance
.	.	.
It	it	It
wasn	wasn	wasn
t	t	t
until	until	until
after	after	after
Trump	trump	Trump
had	had	had
signed	sign	signed
his	his	his
name	name	name
on	on	on
the	the	the
dotted	dot	dotted
line	line	line
that	that	that
DHS	dhs	DHS
really	realli	really
got	got	got
a	a	a
chance	chanc	chance
to	to	to
sit	sit	sit
down	down	down
and	and	and
try	tri	try
to	to	to
determine	determin	determine
if	if	if
the	the	the
order	order	order
was	was	wa
even	even	even
legal	legal	legal
.	.	.
A	a	A
person	person	person
with	with	with
knowledge	knowledg	knowledge
of	of	of
the	the	the
matter	matter	matter
said	said	said
that	that	that
homeland	homeland	homeland
security	secur	security
staff	staff	staff
didn	didn	didn
t	t	t
even	even	even
get	get	get
to	to	to
lay	lay	lay
eyes	eye	eye
on	on	on
the	the	the
order	order	order
until	until	until
Friday	friday	Friday
.	.	.
Even	even	Even
Homeland	homeland	Homeland
Security	secur	Security
Secretary	secretari	Secretary
John	john	John
Kelly	kelli	Kelly
and	and	and
Department	depart	Department
of	of	of
Homeland	homeland	Homeland
Security	secur	Security
leadership	leadership	leadership
didn	didn	didn
t	t	t
get	get	get
to	to	to
see	see	see
the	the	the
document	document	document
until	until	until
just	just	just
before	befor	before
Trump	trump	Trump
signed	sign	signed
it	it	it
into	into	into
law	law	law
.	.	.
The	the	The
administration	administr	administration
also	also	also
chose	chose	chose
not	not	not
to	to	to
allow	allow	allow
the	the	the
Office	offic	Office
of	of	of
Legal	legal	Legal
Counsel	counsel	Counsel
to	to	to
provide	provid	provide
legal	legal	legal
guidance	guidanc	guidance
on	on	on
the	the	the
matter	matter	matter
.	.	.
After	after	After
