Token	Stem	Lemma
One	one	One
of	of	of
the	the	the
selling	sell	selling
points	point	point
of	of	of
Donald	donald	Donald
Trump	trump	Trump
s	s	s
Supreme	suprem	Supreme
Court	court	Court
nominee	nomine	nominee
Neil	neil	Neil
Gorsuch	gorsuch	Gorsuch
is	is	is
that	that	that
his	his	his
decisions	decis	decision
are	are	are
actually	actual	actually
so	so	so
mainstream	mainstream	mainstream
and	and	and
widely	wide	widely
respected	respect	respected
that	that	that
he	he	he
s	s	s
never	never	never
been	been	been
overturned	overturn	overturned
Well	well	Well
that	that	that
argument	argument	argument
wasn	wasn	wasn
t	t	t
true	true	true
before	befor	before
he	he	he
testified	testifi	testified
but	but	but
today	today	today
it	it	it
s	s	s
even	even	even
less	less	le
true	true	true
One	one	One
of	of	of
decisions	decis	decision
was	was	wa
unanimously	unanim	unanimously
overturned	overturn	overturned
by	by	by
the	the	the
very	veri	very
court	court	court
he	he	he
s	s	s
applying	appli	applying
for	for	for
while	while	while
he	he	he
was	was	wa
testifying	testifi	testifying
on	on	on
his	his	his
own	own	own
behalf	behalf	behalf
in	in	in
front	front	front
of	of	of
Congress	congress	Congress
To	to	To
my	my	my
recollection	recollect	recollection
no	no	no
opinion	opinion	opinion
I	i	I
have	have	have
authored	author	authored
has	has	ha
been	been	been
reversed	revers	reversed
by	by	by
a	a	a
reviewing	review	reviewing
court	court	court
or	or	or
affirmed	affirm	affirmed
with	with	with
significant	signific	significant
criticism	critic	criticism
he	he	he
wrote	wrote	wrote
in	in	in
a	a	a
questionnaire	questionnair	questionnaire
submitted	submit	submitted
to	to	to
the	the	the
Senate	senat	Senate
Judiciary	judiciari	Judiciary
Committee	committe	Committee
this	this	this
weekend	weekend	weekend
Source	sourc	Source
Daily	daili	Daily
CallerBefore	callerbefor	CallerBefore
this	this	this
week	week	week
Gorsuch	gorsuch	Gorsuch
had	had	had
had	had	had
at	at	at
least	least	least
eight	eight	eight
cases	case	case
reviewed	review	reviewed
by	by	by
the	the	the
higher	higher	higher
court	court	court
Seven	seven	Seven
were	were	were
upheld	upheld	upheld
by	by	by
the	the	the
court	court	court
Two	two	Two
opinions	opinion	opinion
he	he	he
joined	join	joined
were	were	were
overturned	overturn	overturned
by	by	by
the	the	the
high	high	high
court	court	court
One	one	One
was	was	wa
Direct	direct	Direct
Marketing	market	Marketing
Association	associ	Association
v	v	v
Brohl	brohl	Brohl
a	a	a
case	case	case
concerning	concern	concerning
whether	whether	whether
federal	feder	federal
courts	court	court
had	had	had
jurisdiction	jurisdict	jurisdiction
to	to	to
hear	hear	hear
a	a	a
challenge	challeng	challenge
to	to	to
a	a	a
state	state	state
tax	tax	tax
law	law	law
The	the	The
second	second	second
case	case	case
concerned	concern	concerned
a	a	a
sentencing	sentenc	sentencing
issue	issu	issue
Gorsuch	gorsuch	Gorsuch
did	did	did
not	not	not
write	write	write
the	the	the
opinion	opinion	opinion
in	in	in
either	either	either
case	case	case
His	his	His
streak	streak	streak
was	was	wa
broken	broken	broken
on	on	on
Tuesday	tuesday	Tuesday
The	the	The
case	case	case
was	was	wa
about	about	about
the	the	the
Individuals	individu	Individuals
with	with	with
Disabilities	disabl	Disabilities
Education	educ	Education
Act	act	Act
which	which	which
ensures	ensur	ensures
that	that	that
students	student	student
with	with	with
disabilities	disabl	disability
are	are	are
provided	provid	provided
with	with	with
a	a	a
free	free	free
appropriate	appropri	appropriate
public	public	public
education	educ	education
from	from	from
the	the	the
federal	feder	federal
government	govern	government
Under	under	Under
Gorsuch	gorsuch	Gorsuch
s	s	s
opinion	opinion	opinion
in	in	in
Luke	luke	Luke
P	p	P
a	a	a
school	school	school
district	district	district
complies	compli	complies
with	with	with
the	the	the
law	law	law
so	so	so
long	long	long
as	as	a
they	they	they
provide	provid	provide
educational	educ	educational
benefits	benefit	benefit
that	that	that
must	must	must
merely	mere	merely
be	be	be
more	more	more
than	than	than
de	de	de
minimis	minimi	minimis
De	de	De
minimis	minimi	minimis
is	is	is
a	a	a
Latin	latin	Latin
phrase	phrase	phrase
meaning	mean	meaning
so	so	so
minor	minor	minor
as	as	a
to	to	to
merit	merit	merit
disregard	disregard	disregard
So	so	So
Gorsuch	gorsuch	Gorsuch
essentially	essenti	essentially
concluded	conclud	concluded
that	that	that
school	school	school
districts	district	district
comply	compli	comply
with	with	with
their	their	their
obligation	oblig	obligation
to	to	to
disabled	disabl	disabled
students	student	student
so	so	so
long	long	long
as	as	a
they	they	they
provide	provid	provide
those	those	those
students	student	student
with	with	with
a	a	a
little	littl	little
more	more	more
than	than	than
nothing	noth	nothing
Gorsuch	gorsuch	Gorsuch
s	s	s
decision	decis	decision
was	was	wa
even	even	even
too	too	too
much	much	much
for	for	for
the	the	the
hardline	hardlin	hardline
conservatives	conserv	conservative
on	on	on
the	the	the
Supreme	suprem	Supreme
Court	court	Court
Chief	chief	Chief
Justice	justic	Justice
John	john	John
Roberts	robert	Roberts
wrote	wrote	wrote
the	the	the
unanimous	unanim	unanimous
opinion	opinion	opinion
saying	say	saying
that	that	that
the	the	the
de	de	de
minimis	minimi	minimis
criteria	criteria	criterion
is	is	is
far	far	far
too	too	too
low	low	low
When	when	When
all	all	all
is	is	is
said	said	said
and	and	and
done	done	done
a	a	a
student	student	student
offered	offer	offered
an	an	an
educational	educ	educational
program	program	program
providing	provid	providing
merely	mere	merely
more	more	more
than	than	than
de	de	de
minimis	minimi	minimis
progress	progress	progress
from	from	from
year	year	year
to	to	to
year	year	year
can	can	can
hardly	hard	hardly
be	be	be
said	said	said
to	to	to
have	have	have
been	been	been
offered	offer	offered
an	an	an
education	educ	education
at	at	at
all	all	all
For	for	For
children	children	child
with	with	with
disabilities	disabl	disability
receiving	receiv	receiving
instruction	instruct	instruction
that	that	that
aims	aim	aim
so	so	so
low	low	low
would	would	would
be	be	be
tantamount	tantamount	tantamount
to	to	to
sitting	sit	sitting
idly	idl	idly
awaiting	await	awaiting
the	the	the
time	time	time
when	when	when
they	they	they
were	were	were
old	old	old
enough	enough	enough
to	to	to
drop	drop	drop
out	out	out
Source	sourc	Source
Think	think	Think
ProgressWhile	progresswhil	ProgressWhile
this	this	this
certainly	certain	certainly
doesn	doesn	doesn
t	t	t
disqualify	disqualifi	disqualify
Gorsuch	gorsuch	Gorsuch
from	from	from
the	the	the
office	offic	office
the	the	the
fact	fact	fact
that	that	that
he	he	he
s	s	s
only	onli	only
under	under	under
consideration	consider	consideration
because	becaus	because
Republicans	republican	Republicans
stole	stole	stole
the	the	the
seat	seat	seat
is	is	is
what	what	what
disqualifies	disqualifi	disqualifies
him	him	him
it	it	it
is	is	is
a	a	a
problem	problem	problem
for	for	for
the	the	the
Trump	trump	Trump
administration	administr	administration
Trump	trump	Trump
rightfully	right	rightfully
took	took	took
a	a	a
lot	lot	lot
of	of	of
heat	heat	heat
for	for	for
mocking	mock	mocking
a	a	a
reporter	report	reporter
with	with	with
a	a	a
disability	disabl	disability
while	while	while
on	on	on
the	the	the
campaign	campaign	campaign
trail	trail	trail
With	with	With
the	the	the
latest	latest	latest
Supreme	suprem	Supreme
Court	court	Court
decision	decis	decision
that	that	that
can	can	can
of	of	of
worms	worm	worm
opened	open	opened
