In	in	In
another	anoth	another
of	of	of
Donald	donald	Donald
Trump	trump	Trump
s	s	s
whine	whine	whine
rests	rest	rest
,	,	,
the	the	the
Dictator	dictat	Dictator
in	in	in
Chief	chief	Chief
accused	accus	accused
the	the	the
media	media	medium
of	of	of
not	not	not
reporting	report	reporting
terrorist	terrorist	terrorist
attacks	attack	attack
.	.	.
On	on	On
Tuesday	tuesday	Tuesday
,	,	,
Trump	trump	Trump
released	releas	released
the	the	the
list	list	list
of	of	of
unreported	unreport	unreported
terrorist	terrorist	terrorist
attacks	attack	attack
,	,	,
which	which	which
not	not	not
surprisingly	surpris	surprisingly
,	,	,
have	have	have
been	been	been
extensively	extens	extensively
covered	cover	covered
by	by	by
the	the	the
media	media	medium
.	.	.
Yes	yes	Yes
,	,	,
it	it	it
s	s	s
sad	sad	sad
that	that	that
lies	lie	lie
from	from	from
the	the	the
White	white	White
House	hous	House
are	are	are
no	no	no
longer	longer	longer
surprising	surpris	surprising
.	.	.
What	what	What
is	is	is
surprising	surpris	surprising
,	,	,
though	though	though
,	,	,
is	is	is
how	how	how
the	the	the
list	list	list
was	was	wa
written	written	written
.	.	.
It	it	It
was	was	wa
either	either	either
done	done	done
in	in	in
a	a	a
sleep	sleep	sleep
deprived	depriv	deprived
flurry	flurri	flurry
from	from	from
Trump	trump	Trump
or	or	or
some	some	some
drunken	drunken	drunken
monkeys	monkey	monkey
got	got	got
ahold	ahold	ahold
of	of	of
a	a	a
computer	comput	computer
.	.	.
You	you	You
have	have	have
to	to	to
give	give	give
the	the	the
White	white	White
House	hous	House
credit	credit	credit
.	.	.
For	for	For
complete	complet	complete
BS	bs	BS
,	,	,
the	the	the
list	list	list
is	is	is
rather	rather	rather
extensive	extens	extensive
.	.	.
Here	here	Here
it	it	it
is	is	is
;	;	;
see	see	see
if	if	if
you	you	you
can	can	can
find	find	find
what	what	what
s	s	s
wrong	wrong	wrong
.	.	.
TIMELINE	timelin	TIMELINE
September	septemb	September
,	,	,
2014	2014	2014
December	decemb	December
,	,	,
2016	2016	2016
NUMBER	number	NUMBER
OF	of	OF
ATTACKS	attack	ATTACKS
78MELBOURNE	78melbourn	78MELBOURNE
,	,	,
AUSTRALIA	australia	AUSTRALIA
September	septemb	September
,	,	,
2014	2014	2014
TARGET	target	TARGET
Two	two	Two
police	polic	police
officers	offic	officer
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
ATTACKER	attack	ATTACKER
Abdul	abdul	Abdul
Numan	numan	Numan
HaiderTIZI	haidertizi	HaiderTIZI
OUZOU	ouzou	OUZOU
,	,	,
ALGERIA	algeria	ALGERIA
September	septemb	September
,	,	,
2014	2014	2014
TARGET	target	TARGET
One	one	One
French	french	French
citizen	citizen	citizen
beheaded	behead	beheaded
ATTACKER	attack	ATTACKER
Jund	jund	Jund
al	al	al
-Khilafah	-khilafah	-Khilafah
in	in	in
AlgeriaQUEBEC	algeriaquebec	AlgeriaQUEBEC
,	,	,
CANADA	canada	CANADA
October	octob	October
,	,	,
2014	2014	2014
TARGET	target	TARGET
One	one	One
soldier	soldier	soldier
killed	kill	killed
and	and	and
one	one	one
wounded	wound	wounded
in	in	in
vehicle	vehicl	vehicle
attack	attack	attack
ATTACKER	attack	ATTACKER
Martin	martin	Martin
Couture	coutur	Couture
-RouleauOTTAWA	-rouleauottawa	-RouleauOTTAWA
,	,	,
CANADA	canada	CANADA
October	octob	October
,	,	,
2014	2014	2014
TARGET	target	TARGET
One	one	One
soldier	soldier	soldier
killed	kill	killed
at	at	at
war	war	war
memorial	memori	memorial
;	;	;
two	two	two
wounded	wound	wounded
in	in	in
shootings	shoot	shooting
at	at	at
Parliament	parliament	Parliament
building	build	building
ATTACKER	attack	ATTACKER
Michael	michael	Michael
Zehaf	zehaf	Zehaf
-BibeauNEW	-bibeaunew	-BibeauNEW
YORK	york	YORK
CITY	citi	CITY
,	,	,
NY	ny	NY
,	,	,
USA	usa	USA
October	octob	October
,	,	,
2014	2014	2014
TARGET	target	TARGET
Two	two	Two
police	polic	police
officers	offic	officer
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
ATTACKER	attack	ATTACKER
US	us	US
personRIYADH	personriyadh	personRIYADH
,	,	,
SAUDI	saudi	SAUDI
ARABIA	arabia	ARABIA
November	novemb	November
,	,	,
2014	2014	2014
TARGET	target	TARGET
One	one	One
Danish	danish	Danish
citizen	citizen	citizen
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
ATTACKERS	attack	ATTACKERS
Three	three	Three
Saudi	saudi	Saudi
Arabia	arabia	Arabia
-based	-base	-based
ISIL	isil	ISIL
membersABU	membersabu	membersABU
DHABI	dhabi	DHABI
,	,	,
UAE	uae	UAE
DATE	date	DATE
December	decemb	December
2014	2014	2014
TARGET	target	TARGET
One	one	One
American	american	American
killed	kill	killed
in	in	in
knife	knife	knife
attack	attack	attack
ATTACKER	attack	ATTACKER
Dalal	dalal	Dalal
al	al	al
-HashimiSYDNEY	-hashimisydney	-HashimiSYDNEY
,	,	,
AUSTRALIA	australia	AUSTRALIA
December	decemb	December
,	,	,
2014	2014	2014
TARGET	target	TARGET
Two	two	Two
Australians	australian	Australians
killed	kill	killed
in	in	in
hostage	hostag	hostage
taking	take	taking
and	and	and
shooting	shoot	shooting
ATTACKER	attack	ATTACKER
Man	man	Man
Haron	haron	Haron
MonisTOURS	monistour	MonisTOURS
,	,	,
FRANCE	franc	FRANCE
December	decemb	December
,	,	,
2014	2014	2014
TARGET	target	TARGET
Three	three	Three
police	polic	police
officers	offic	officer
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
ATTACKER	attack	ATTACKER
Bertrand	bertrand	Bertrand
NzohabonayoPARIS	nzohabonayopari	NzohabonayoPARIS
,	,	,
FRANCE	franc	FRANCE
January	januari	January
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
police	polic	police
officer	offic	officer
and	and	and
four	four	four
hostages	hostag	hostage
killed	kill	killed
in	in	in
shooting	shoot	shooting
at	at	at
a	a	a
kosher	kosher	kosher
supermarket	supermarket	supermarket
ATTACKER	attack	ATTACKER
Amedy	amedi	Amedy
CoulibalyTRIPOLI	coulibalytripoli	CoulibalyTRIPOLI
,	,	,
LIBYA	libya	LIBYA
January	januari	January
,	,	,
2015	2015	2015
TARGET	target	TARGET
Ten	ten	Ten
killed	kill	killed
,	,	,
including	includ	including
one	one	one
US	us	US
citizen	citizen	citizen
,	,	,
and	and	and
five	five	five
wounded	wound	wounded
in	in	in
bombing	bomb	bombing
and	and	and
shooting	shoot	shooting
at	at	at
a	a	a
hotel	hotel	hotel
frequented	frequent	frequented
by	by	by
westerners	western	westerner
ATTACKERS	attack	ATTACKERS
As	as	As
many	mani	many
as	as	a
five	five	five
ISIL	isil	ISIL
-Libya	-libya	-Libya
membersRIYADH	membersriyadh	membersRIYADH
,	,	,
SAUDI	saudi	SAUDI
ARABIA	arabia	ARABIA
January	januari	January
,	,	,
2015	2015	2015
TARGET	target	TARGET
Two	two	Two
US	us	US
citizens	citizen	citizen
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
ATTACKER	attack	ATTACKER
Saudi	saudi	Saudi
Arabia	arabia	Arabia
-based	-base	-based
ISIL	isil	ISIL
supporterNICE	supporternic	supporterNICE
,	,	,
FRANCE	franc	FRANCE
February	februari	February
,	,	,
2015	2015	2015
TARGET	target	TARGET
Two	two	Two
French	french	French
soldiers	soldier	soldier
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
outside	outsid	outside
a	a	a
Jewish	jewish	Jewish
community	communiti	community
center	center	center
ATTACKER	attack	ATTACKER
Moussa	moussa	Moussa
CoulibalyCOPENHAGEN	coulibalycopenhagen	CoulibalyCOPENHAGEN
,	,	,
DENMARK	denmark	DENMARK
February	februari	February
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
civilian	civilian	civilian
killed	kill	killed
in	in	in
shooting	shoot	shooting
at	at	at
a	a	a
free	free	free
-speech	-speech	-speech
rally	ralli	rally
and	and	and
one	one	one
security	secur	security
guard	guard	guard
killed	kill	killed
outside	outsid	outside
the	the	the
city	citi	city
s	s	s
main	main	main
synagogue	synagogu	synagogue
ATTACKER	attack	ATTACKER
Omar	omar	Omar
Abdel	abdel	Abdel
Hamid	hamid	Hamid
el	el	el
-HusseinTUNIS	-husseintuni	-HusseinTUNIS
,	,	,
TUNISIA	tunisia	TUNISIA
March	march	March
,	,	,
2015	2015	2015
TARGET	target	TARGET
21	21	21
tourists	tourist	tourist
killed	kill	killed
,	,	,
including	includ	including
16	16	16
westerners	western	westerner
,	,	,
and	and	and
55	55	55
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
at	at	at
the	the	the
Bardo	bardo	Bardo
Museum	museum	Museum
ATTACKERS	attack	ATTACKERS
Two	two	Two
ISIL	isil	ISIL
-aligned	-align	-aligned
extremistsKARACHI	extremistskarachi	extremistsKARACHI
,	,	,
PAKISTAN	pakistan	PAKISTAN
April	april	April
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
US	us	US
citizen	citizen	citizen
wounded	wound	wounded
in	in	in
knife	knife	knife
attack	attack	attack
ATTACKERS	attack	ATTACKERS
Pakistan	pakistan	Pakistan
-based	-base	-based
ISIL	isil	ISIL
supportersPARIS	supporterspari	supportersPARIS
,	,	,
FRANCE	franc	FRANCE
April	april	April
,	,	,
2015	2015	2015
TARGET	target	TARGET
Catholic	cathol	Catholic
churches	church	church
targeted	target	targeted
;	;	;
one	one	one
civilian	civilian	civilian
killed	kill	killed
in	in	in
shooting	shoot	shooting
,	,	,
possibly	possibl	possibly
during	dure	during
an	an	an
attempted	attempt	attempted
carjacking	carjack	carjacking
ATTACKER	attack	ATTACKER
Sid	sid	Sid
Ahmed	ahm	Ahmed
GhlamZVORNIK	ghlamzvornik	GhlamZVORNIK
,	,	,
BOSNIA	bosnia	BOSNIA
April	april	April
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
police	polic	police
officer	offic	officer
killed	kill	killed
and	and	and
two	two	two
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
ATTACKER	attack	ATTACKER
Nerdin	nerdin	Nerdin
IbricGARLAND	ibricgarland	IbricGARLAND
,	,	,
TX	tx	TX
,	,	,
USA	usa	USA
May	may	May
,	,	,
2015	2015	2015
TARGET	target	TARGET
One	one	One
security	secur	security
guard	guard	guard
wounded	wound	wounded
in	in	in
shooting	shoot	shooting
at	at	at
the	the	the
Prophet	prophet	Prophet
Muhammad	muhammad	Muhammad
cartoon	cartoon	cartoon
event	event	event
ATTACKERS	attack	ATTACKERS
Two	two	Two
US	us	US
personsBOSTON	personsboston	personsBOSTON
,	,	,
MA	ma	MA
,	,	,
USA	usa	USA
June	june	June
,	,	,
2015	2015	2015
TARGET	target	TARGET
No	no	No
casualties	casualti	casualty
;	;	;
one	one	one
police	polic	police
officer	offic	officer
attacked	attack	attacked
with	with	with
knife	knife	knife
ATTACKER	attack	ATTACKER
US	us	US
personEL	personel	personEL
GORA	gora	GORA
AL	al	AL
JURAH	jurah	JURAH
,	,	,
EGYPT	egypt	EGYPT
June	june	June
,	,	,
2015	2015	2015
TARGET	target	TARGET
No	no	No
casualties	casualti	casualty
;	;	;
camp	camp	camp
used	use	used
by	by	by
Multinational	multin	Multinational
Force	forc	Force
and	and	and
