Donald	donald	Donald
Trump	trump	Trump
is	is	is
reportedly	report	reportedly
considering	consid	considering
an	an	an
executive	execut	executive
order	order	order
that	that	that
would	would	would
pull	pull	pull
the	the	the
United	unit	United
States	state	States
out	out	out
of	of	of
the	the	the
North	north	North
American	american	American
Free	free	Free
Trade	trade	Trade
Agreement	agreement	Agreement
NAFTA	nafta	NAFTA
unless	unless	unless
they	they	they
are	are	are
willing	will	willing
to	to	to
renegotiate	renegoti	renegotiate
with	with	with
him	him	him
for	for	for
a	a	a
better	better	better
deal	deal	deal
.	.	.
This	this	This
is	is	is
what	what	what
Trump	trump	Trump
had	had	had
to	to	to
say	say	say
about	about	about
NAFTA	nafta	NAFTA
during	dure	during
his	his	his
recent	recent	recent
word	word	word
salad	salad	salad
of	of	of
an	an	an
interview	interview	interview
with	with	with
the	the	the
Associated	associ	Associated
Press	press	Press
earlier	earlier	earlier
this	this	this
week	week	week
.	.	.
AP	ap	AP
What	what	What
about	about	about
NAFTA	nafta	NAFTA
?	?	?
What	what	What
s	s	s
the	the	the
plan	plan	plan
on	on	on
NAFTA	nafta	NAFTA
?	?	?
TRUMP	trump	TRUMP
What	what	What
would	would	would
you	you	you
like	like	like
to	to	to
know	know	know
?	?	?
AP	ap	AP
I	i	I
would	would	would
like	like	like
to	to	to
know	know	know
what	what	what
your	your	your
plan	plan	plan
is	is	is
in	in	in
terms	term	term
of	of	of
renegotiating	renegoti	renegotiating
.	.	.
TRUMP	trump	TRUMP
I	i	I
am	am	am
very	veri	very
upset	upset	upset
with	with	with
NAFTA	nafta	NAFTA
.	.	.
I	i	I
think	think	think
NAFTA	nafta	NAFTA
has	has	ha
been	been	been
a	a	a
catastrophic	catastroph	catastrophic
trade	trade	trade
deal	deal	deal
for	for	for
the	the	the
United	unit	United
States	state	States
,	,	,
trading	trade	trading
agreement	agreement	agreement
for	for	for
the	the	the
United	unit	United
States	state	States
.	.	.
It	it	It
hurts	hurt	hurt
us	us	u
with	with	with
Canada	canada	Canada
,	,	,
and	and	and
it	it	it
hurts	hurt	hurt
us	us	u
with	with	with
Mexico	mexico	Mexico
.	.	.
Most	most	Most
people	peopl	people
don	don	don
t	t	t
even	even	even
think	think	think
of	of	of
NAFTA	nafta	NAFTA
in	in	in
terms	term	term
of	of	of
Canada	canada	Canada
.	.	.
You	you	You
saw	saw	saw
what	what	what
happened	happen	happened
yesterday	yesterday	yesterday
in	in	in
my	my	my
statements	statement	statement
,	,	,
because	becaus	because
if	if	if
you	you	you
look	look	look
at	at	at
the	the	the
dairy	dairi	dairy
farmers	farmer	farmer
in	in	in
Wisconsin	wisconsin	Wisconsin
and	and	and
upstate	upstat	upstate
New	new	New
York	york	York
,	,	,
they	they	they
are	are	are
getting	get	getting
killed	kill	killed
by	by	by
NAFTA	nafta	NAFTA
.	.	.
AP	ap	AP
Is	is	Is
your	your	your
plan	plan	plan
still	still	still
,	,	,
though	though	though
,	,	,
to	to	to
renegotiate	renegoti	renegotiate
the	the	the
whole	whole	whole
deal	deal	deal
?	?	?
TRUMP	trump	TRUMP
I	i	I
am	am	am
going	go	going
to	to	to
either	either	either
renegotiate	renegoti	renegotiate
it	it	it
or	or	or
I	i	I
am	am	am
going	go	going
to	to	to
terminate	termin	terminate
it	it	it
.	.	.
AP	ap	AP
Termination	termin	Termination
is	is	is
still	still	still
on	on	on
the	the	the
table	tabl	table
.	.	.
TRUMP	trump	TRUMP
Absolutely	absolut	Absolutely
.	.	.
If	if	If
they	they	they
