Donald	donald	Donald
Trump	trump	Trump
just	just	just
got	got	got
back	back	back
from	from	from
binge	bing	binge
-golfing	-golf	-golfing
over	over	over
a	a	a
span	span	span
of	of	of
five	five	five
days	day	day
and	and	and
he	he	he
s	s	s
on	on	on
track	track	track
to	to	to
triple	tripl	triple
the	the	the
time	time	time
former	former	former
President	presid	President
Barack	barack	Barack
Obama	obama	Obama
spent	spent	spent
on	on	on
the	the	the
golf	golf	golf
course	cours	course
in	in	in
his	his	his
first	first	first
year	year	year
in	in	in
office	offic	office
even	even	even
though	though	though
he	he	he
repeatedly	repeat	repeatedly
disparaged	disparag	disparaged
his	his	his
predecessor	predecessor	predecessor
for	for	for
golfing	golf	golfing
.	.	.
There	there	There
are	are	are
at	at	at
least	least	least
27	27	27
tweets	tweet	tweet
which	which	which
Trump	trump	Trump
unleashed	unleash	unleashed
about	about	about
Obama	obama	Obama
golfing	golf	golfing
,	,	,
and	and	and
on	on	on
the	the	the
campaign	campaign	campaign
trail	trail	trail
,	,	,
he	he	he
continued	continu	continued
that	that	that
.	.	.
If	if	If
I	i	I
were	were	were
in	in	in
the	the	the
White	white	White
House	hous	House
I	i	I
don	don	don
t	t	t
think	think	think
I	i	I
d	d	d
ever	ever	ever
see	see	see
any	ani	any
of	of	of
the	the	the
places	place	place
that	that	that
I	i	I
own	own	own
,	,	,
Trump	trump	Trump
said	said	said
during	dure	during
the	the	the
campaign	campaign	campaign
just	just	just
last	last	last
year	year	year
,	,	,
citing	cite	citing
one	one	one
of	of	of
his	his	his
golf	golf	golf
courses	cours	course
in	in	in
Florida	florida	Florida
.	.	.
I	i	I
just	just	just
want	want	want
to	to	to
stay	stay	stay
in	in	in
the	the	the
White	white	White
House	hous	House
and	and	and
work	work	work
my	my	my
ass	ass	as
off	off	off
,	,	,
make	make	make
great	great	great
deals	deal	deal
.	.	.
Right	right	Right
?	?	?
Who	who	Who
s	s	s
going	go	going
to	to	to
leave	leav	leave
?	?	?
Who	who	Who
s	s	s
going	go	going
to	to	to
leave	leav	leave
?	?	?
Mark	mark	Mark
Knoller	knoller	Knoller
of	of	of
CBS	cbs	CBS
News	news	News
keeps	keep	keep
detailed	detail	detailed
statistics	statist	statistic
of	of	of
presidencies	presid	presidency
.	.	.
By	by	By
my	my	my
count	count	count
,	,	,
Pres	pres	Pres
Trump	trump	Trump
has	has	ha
spent	spent	spent
all	all	all
or	or	or
part	part	part
of	of	of
87	87	87
days	day	day
at	at	at
one	one	one
of	of	of
his	his	his
golf	golf	golf
clubs	club	club
plus	plus	plus
one	one	one
in	in	in
Japan	japan	Japan
.	.	.
More	more	More
often	often	often
than	than	than
not	not	not
,	,	,
WH	wh	WH
won't	won't	won't
say	say	say
when	when	when
he	he	he
plays	play	play
golf	golf	golf
.	.	.
Compares	compar	Compares
at	at	at
same	same	same
point	point	point
in	in	in
presidencies	presid	presidency
Obama	obama	Obama
24	24	24
rounds	round	round
of	of	of
golfGeorge	golfgeorg	golfGeorge
W	w	W
Bush	bush	Bush
7	7	7
rounds	round	round
.	.	.
Mark	mark	Mark
Knoller	knoller	Knoller
@markknoller	@markknol	@markknoller
November	novemb	November
26	26	26
,	,	,
2017Trump	2017trump	2017Trump
golfed	golf	golfed
for	for	for
5	5	5
days	day	day
straight	straight	straight
.	.	.
Last	last	Last
day	day	day
of	of	of
his	his	his
Florida	florida	Florida
holiday	holiday	holiday
,	,	,
Pres	pres	Pres
Trump	trump	Trump
back	back	back
at	at	at
one	one	one
of	of	of
his	his	his
eponymous	eponym	eponymous
golf	golf	golf
clubs	club	club
.	.	.
5th	5th	5th
day	day	day
in	in	in
a	a	a
row	row	row
.	.	.
No	no	No
photo	photo	photo
op	op	op
for	for	for
the	the	the
press	press	press
pool	pool	pool
,	,	,
dropped	drop	dropped
off	off	off
across	across	across
-the-street	-the-street	-the-street
at	at	at
public	public	public
library	librari	library
.	.	.
Mark	mark	Mark
Knoller	knoller	Knoller
@markknoller	@markknol	@markknoller
November	novemb	November
26	26	26
,	,	,
2017Sunday	2017sunday	2017Sunday
night	night	night
,	,	,
the	the	the
Vacationer	vacation	Vacationer
-in-Chief	-in-chief	-in-Chief
expressed	express	expressed
his	his	his
concern	concern	concern
over	over	over
the	the	the
Russia	russia	Russia
scandal	scandal	scandal
being	be	being
brought	brought	brought
up	up	up
by	by	by
wait	wait	wait
for	for	for
it	it	it
bringing	bring	bringing
it	it	it
up	up	up
,	,	,
then	then	then
went	went	went
on	on	on
to	to	to
tell	tell	tell
how	how	how
much	much	much
he	he	he
s	s	s
done	done	done
in	in	in
10	10	10
months	month	month
,	,	,
more	more	more
than	than	than
any	ani	any
president	presid	president
ever	ever	ever
.	.	.
Since	sinc	Since
the	the	the
first	first	first
day	day	day
I	i	I
took	took	took
office	offic	office
,	,	,
all	all	all
you	you	you
hear	hear	hear
is	is	is
the	the	the
phony	phoni	phony
Democrat	democrat	Democrat
excuse	excus	excuse
for	for	for
losing	lose	losing
the	the	the
election	elect	election
,	,	,
Russia	russia	Russia
,	,	,
Russia	russia	Russia
,	,	,
Russia	russia	Russia
,	,	,
he	he	he
tweeted	tweet	tweeted
.	.	.
Despite	despit	Despite
this	this	this
I	i	I
have	have	have
the	the	the
economy	economi	economy
booming	boom	booming
and	and	and
have	have	have
possibly	possibl	possibly
done	done	done
more	more	more
than	than	than
any	ani	any
10	10	10
month	month	month
President	presid	President
.	.	.
MAKE	make	MAKE
AMERICA	america	AMERICA
GREAT	great	GREAT
AGAIN	again	AGAIN
!	!	!
Since	sinc	Since
the	the	the
first	first	first
day	day	day
I	i	I
took	took	took
office	offic	office
,	,	,
all	all	all
you	you	you
hear	hear	hear
is	is	is
the	the	the
phony	phoni	phony
Democrat	democrat	Democrat
excuse	excus	excuse
for	for	for
losing	lose	losing
the	the	the
election	elect	election
,	,	,
Russia	russia	Russia
,	,	,
Russia	russia	Russia
,	,	,
Russia	russia	Russia
.	.	.
Despite	despit	Despite
this	this	this
I	i	I
have	have	have
the	the	the
economy	economi	economy
booming	boom	booming
and	and	and
have	have	have
possibly	possibl	possibly
done	done	done
more	more	more
than	than	than
any	ani	any
10	10	10
month	month	month
President	presid	President
.	.	.
MAKE	make	MAKE
