If	if	If
Donald	donald	Donald
Trump	trump	Trump
thought	thought	thought
he	he	he
was	was	wa
going	go	going
to	to	to
get	get	get
away	away	away
with	with	with
calling	call	calling
the	the	the
pastor	pastor	pastor
of	of	of
the	the	the
black	black	black
church	church	church
he	he	he
visited	visit	visited
in	in	in
Flint	flint	Flint
,	,	,
Michigan	michigan	Michigan
a	a	a
nervous	nervous	nervous
mess	mess	mess
,	,	,
he	he	he
was	was	wa
dead	dead	dead
wrong	wrong	wrong
.	.	.
Pastor	pastor	Pastor
Faith	faith	Faith
Green	green	Green
-Timmons	-timmon	-Timmons
is	is	is
a	a	a
strong	strong	strong
woman	woman	woman
and	and	and
rock	rock	rock
in	in	in
her	her	her
community	communiti	community
.	.	.
She	she	She
didn	didn	didn
t	t	t
let	let	let
Trump	trump	Trump
get	get	get
away	away	away
with	with	with
trying	tri	trying
to	to	to
use	use	use
her	her	her
church	church	church
as	as	a
a	a	a
platform	platform	platform
to	to	to
attack	attack	attack
Democratic	democrat	Democratic
nominee	nomine	nominee
Hillary	hillari	Hillary
Clinton	clinton	Clinton
,	,	,
and	and	and
,	,	,
as	as	a
he	he	he
always	alway	always
done	done	done
when	when	when
he	he	he
feels	feel	feel
embarrassed	embarrass	embarrassed
or	or	or
attacked	attack	attacked
,	,	,
Trump	trump	Trump
went	went	went
on	on	on
Fox	fox	Fox
News	news	News
and	and	and
trashed	trash	trashed
Pastor	pastor	Pastor
Green	green	Green
-Timmons	-timmon	-Timmons
.	.	.
That	that	That
isn	isn	isn
t	t	t
all	all	all
,	,	,
either	either	either
Trump	trump	Trump
flat	flat	flat
-out	-out	-out
lied	lie	lied
about	about	about
what	what	what
happened	happen	happened
while	while	while
he	he	he
was	was	wa
at	at	at
the	the	the
church	church	church
and	and	and
how	how	how
his	his	his
visit	visit	visit
was	was	wa
received	receiv	received
.	.	.
Well	well	Well
,	,	,
this	this	this
pastor	pastor	pastor
was	was	wa
the	the	the
wrong	wrong	wrong
one	one	one
for	for	for
Trump	trump	Trump
to	to	to
decide	decid	decide
to	to	to
start	start	start
another	anoth	another
one	one	one
of	of	of
his	his	his
personal	person	personal
feuds	feud	feud
with	with	with
.	.	.
Refusing	refus	Refusing
to	to	to
sink	sink	sink
to	to	to
Trump	trump	Trump
s	s	s
pattern	pattern	pattern
of	of	of
low	low	low
-road	-road	-road
insults	insult	insult
when	when	when
there	there	there
is	is	is
any	ani	any
sort	sort	sort
of	of	of
conflict	conflict	conflict
whatsoever	whatsoev	whatsoever
,	,	,
Pastor	pastor	Pastor
Green	green	Green
-Timmons	-timmon	-Timmons
had	had	had
this	this	this
to	to	to
say	say	say
regarding	regard	regarding
Trump	trump	Trump
s	s	s
remarks	remark	remark
and	and	and
her	her	her
interruption	interrupt	interruption
of	of	of
his	his	his
statements	statement	statement
in	in	in
her	her	her
church	church	church
They	they	They
had	had	had
plans	plan	plan
to	to	to
make	make	make
it	it	it
a	a	a
little	littl	little
more	more	more
than	than	than
they	they	they
originally	origin	originally
said	said	said
,	,	,
and	and	and
I	i	I
said	said	said
,	,	,
No	no	No
,	,	,
you	you	you
re	re	re
going	go	going
to	to	to
stick	stick	stick
to	to	to
the	the	the
original	origin	original
plan	plan	plan
.	.	.
And	and	And
so	so	so
when	when	when
he	he	he
asked	ask	asked
to	to	to
come	come	come
in	in	in
to	to	to
make	make	make
a	a	a
statement	statement	statement
and	and	and
the	the	the
statement	statement	statement
began	began	began
to	to	to
go	go	go
beyond	beyond	beyond
what	what	what
he	he	he
originally	origin	originally
said	said	said
,	,	,
I	i	I
asked	ask	asked
him	him	him
to	to	to
stick	stick	stick
to	to	to
what	what	what
he	he	he
said	said	said
.	.	.
You	you	You
came	came	came
here	here	here
to	to	to
welcome	welcom	welcome
our	our	our
workers	worker	worker
and	and	and
thank	thank	thank
them	them	them
for	for	for
what	what	what
they	they	they
have	have	have
done	done	done
and	and	and
that	that	that
s	s	s
what	what	what
he	he	he
stuck	stuck	stuck
to	to	to
.	.	.
So	so	So
,	,	,
in	in	in
other	other	other
words	word	word
,	,	,
Trump	trump	Trump
wanted	want	wanted
to	to	to
do	do	do
things	thing	thing
his	his	his
way	way	way
,	,	,
and	and	and
he	he	he
got	got	got
shut	shut	shut
down	down	down
by	by	by
a	a	a
strong	strong	strong
black	black	black
lady	ladi	lady
pastor	pastor	pastor
and	and	and
he	he	he
can	can	can
t	t	t
stand	stand	stand
it	it	it
.	.	.
Pastor	pastor	Pastor
Green	green	Green
-Timmons	-timmon	-Timmons
continued	continu	continued
When	when	When
I	i	I
heard	heard	heard
from	from	from
the	the	the
Trump	trump	Trump
camp	camp	camp
that	that	that
they	they	they
wanted	want	wanted
to	to	to
come	come	come
by	by	by
and	and	and
see	see	see
that	that	that
we	we	we
give	give	give
out	out	out
water	water	water
,	,	,
we	we	we
give	give	give
out	out	out
foods	food	food
that	that	that
help	help	help
mitigate	mitig	mitigate
lead	lead	lead
and	and	and
asked	ask	asked
if	if	if
he	he	he
could	could	could
come	come	come
all	all	all
are	are	are
welcome	welcom	welcome
.	.	.
It	it	It
s	s	s
a	a	a
