Token	Stem	Lemma
Sean	sean	Sean
Spicer	spicer	Spicer
might	might	might
be	be	be
in	in	in
a	a	a
little	littl	little
bit	bit	bit
of	of	of
a	a	a
trouble	troubl	trouble
after	after	after
an	an	an
off	off	off
-camera	-camera	-camera
Wednesday	wednesday	Wednesday
press	press	press
briefing	brief	briefing
Though	though	Though
President	presid	President
Trump	trump	Trump
and	and	and
Spicer	spicer	Spicer
himself	himself	himself
have	have	have
been	been	been
pushing	push	pushing
The	the	The
Donald	donald	Donald
s	s	s
baseless	baseless	baseless
conspiracy	conspiraci	conspiracy
theory	theori	theory
that	that	that
President	presid	President
Obama	obama	Obama
tapped	tap	tapped
the	the	the
wires	wire	wire
at	at	at
Trump	trump	Trump
Tower	tower	Tower
Spicer	spicer	Spicer
accidentally	accident	accidentally
admitted	admit	admitted
they	they	they
were	were	were
just	just	just
making	make	making
sh	sh	sh
t	t	t
up	up	up
There	there	There
is	is	is
no	no	no
reason	reason	reason
that	that	that
we	we	we
should	should	should
that	that	that
we	we	we
have	have	have
to	to	to
think	think	think
that	that	that
the	the	the
President	presid	President
is	is	is
the	the	the
target	target	target
of	of	of
any	ani	any
investigation	investig	investigation
whatsoever	whatsoev	whatsoever
Spicy	spici	Spicy
told	told	told
reporters	report	reporter
just	just	just
minutes	minut	minute
after	after	after
he	he	he
implied	impli	implied
that	that	that
he	he	he
was	was	wa
unsure	unsur	unsure
if	if	if
the	the	the
President	presid	President
was	was	wa
the	the	the
target	target	target
of	of	of
a	a	a
counter	counter	counter
-intelligence	-intellig	-intelligence
investigation	investig	investigation
I	i	I
think	think	think
that	that	that
s	s	s
what	what	what
we	we	we
need	need	need
to	to	to
find	find	find
out	out	out
There	there	There
s	s	s
obviously	obvious	obviously
a	a	a
lot	lot	lot
of	of	of
concern	concern	concern
Spicer	spicer	Spicer
had	had	had
said	said	said
But	but	But
at	at	at
the	the	the
end	end	end
of	of	of
the	the	the
briefing	brief	briefing
he	he	he
was	was	wa
handed	hand	handed
a	a	a
sheet	sheet	sheet
of	of	of
paper	paper	paper
from	from	from
which	which	which
he	he	he
read	read	read
his	his	his
revised	revis	revised
answer	answer	answer
verbatim	verbatim	verbatim
The	the	The
wiretapping	wiretap	wiretapping
allegations	alleg	allegation
clearly	clear	clearly
intended	intend	intended
to	to	to
distract	distract	distract
from	from	from
and	and	and
detract	detract	detract
from	from	from
any	ani	any
ongoing	ongo	ongoing
investigations	investig	investigation
into	into	into
Team	team	Team
Trump	trump	Trump
s	s	s
connections	connect	connection
to	to	to
Russian	russian	Russian
dictator	dictat	dictator
Vladimir	vladimir	Vladimir
Putin	putin	Putin
have	have	have
become	becom	become
quite	quit	quite
uncomfortable	uncomfort	uncomfortable
for	for	for
Trump	trump	Trump
who	who	who
demanded	demand	demanded
that	that	that
Congress	congress	Congress
waste	wast	waste
time	time	time
resources	resourc	resource
and	and	and
effort	effort	effort
looking	look	looking
into	into	into
them	them	them
as	as	a
just	just	just
like	like	like
everything	everyth	everything
else	els	else
our	our	our
alleged	alleg	alleged
President	presid	President
says	say	say
they	they	they
are	are	are
a	a	a
lie	lie	lie
one	one	one
that	that	that
is	is	is
quickly	quick	quickly
getting	get	getting
out	out	out
of	of	of
hand	hand	hand
Last	last	Last
Thursday	thursday	Thursday
Senators	senat	Senators
Lindsey	lindsey	Lindsey
Graham	graham	Graham
R	r	R
-SC	-sc	-SC
and	and	and
Sheldon	sheldon	Sheldon
White	white	White
House	hous	House
D	d	D
-RI	-ri	-RI
sent	sent	sent
a	a	a
letter	letter	letter
tp	tp	tp
the	the	the
Justice	justic	Justice
Department	depart	Department
asking	ask	asking
for	for	for
any	ani	any
evidence	evid	evidence
of	of	of
Trump	trump	Trump
s	s	s
ridiculous	ridicul	ridiculous
claim	claim	claim
We	we	We
request	request	request
that	that	that
the	the	the
Department	depart	Department
of	of	of
Justice	justic	Justice
provide	provid	provide
us	us	u
copies	copi	copy
of	of	of
any	ani	any
warrant	warrant	warrant
applications	applic	application
and	and	and
court	court	court
orders	order	order
redacted	redact	redacted
as	as	a
necessary	necessari	necessary
to	to	to
protect	protect	protect
intelligence	intellig	intelligence
sources	sourc	source
and	and	and
methods	method	method
that	that	that
may	may	may
be	be	be
compromised	compromis	compromised
by	by	by
disclosure	disclosur	disclosure
and	and	and
to	to	to
protect	protect	protect
any	ani	any
ongoing	ongo	ongoing
investigations	investig	investigation
related	relat	related
to	to	to
wiretaps	wiretap	wiretap
of	of	of
President	presid	President
Trump	trump	Trump
the	the	the
Trump	trump	Trump
Campaign	campaign	Campaign
or	or	or
Trump	trump	Trump
Tower	tower	Tower
All	all	All
I	i	I
can	can	can
say	say	say
is	is	is
that	that	that
the	the	the
country	countri	country
needs	need	need
an	an	an
answer	answer	answer
to	to	to
this	this	this
Graham	graham	Graham
told	told	told
CNN	cnn	CNN
The	the	The
current	current	current
President	presid	President
has	has	ha
accused	accus	accused
the	the	the
former	former	former
President	presid	President
of	of	of
basically	basic	basically
wiretapping	wiretap	wiretapping
his	his	his
campaign	campaign	campaign
Unfortunately	unfortun	Unfortunately
this	this	this
is	is	is
the	the	the
norm	norm	norm
for	for	for
Donald	donald	Donald
Trump	trump	Trump
Whenever	whenev	Whenever
things	thing	thing
get	get	get
too	too	too
uncomfortably	uncomfort	uncomfortably
close	close	close
to	to	to
the	the	the
truth	truth	truth
he	he	he
starts	start	start
a	a	a
political	polit	political
forest	forest	forest
fire	fire	fire
that	that	that
distracts	distract	distracts
the	the	the
nation	nation	nation
long	long	long
enough	enough	enough
for	for	for
everyone	everyon	everyone
to	to	to
forget	forget	forget
about	about	about
it	it	it
or	or	or
at	at	at
least	least	least
to	to	to
provide	provid	provide
Trump	trump	Trump
sufficient	suffici	sufficient
time	time	time
to	to	to
figure	figur	figure
out	out	out
how	how	how
to	to	to
explain	explain	explain
away	away	away
whatever	whatev	whatever
the	the	the
current	current	current
issue	issu	issue
is	is	is
It	it	It
is	is	is
imperative	imper	imperative
that	that	that
our	our	our
elected	elect	elected
officials	offici	official
stop	stop	stop
falling	fall	falling
for	for	for
this	this	this
and	and	and
keep	keep	keep
their	their	their
eyes	eye	eye
on	on	on
what	what	what
really	realli	really
matters	matter	matter
that	that	that
we	we	we
have	have	have
a	a	a
President	presid	President
whose	whose	whose
staff	staff	staff
both	both	both
during	dure	during
the	the	the
campaign	campaign	campaign
and	and	and
during	dure	during
his	his	his
presidency	presid	presidency
was	was	wa
caught	caught	caught
colluding	collud	colluding
with	with	with
a	a	a
hostile	hostil	hostile
foreign	foreign	foreign
power	power	power
Here	here	Here
s	s	s
the	the	the
video	video	video
Featured	featur	Featured
image	imag	image
via	via	via
screengrab	screengrab	screengrab
