Token	Stem	Lemma
As	as	As
Donald	donald	Donald
Trump	trump	Trump
s	s	s
legal	legal	legal
team	team	team
tries	tri	try
to	to	to
dig	dig	dig
up	up	up
leverage	leverag	leverage
to	to	to
use	use	use
against	against	against
investigators	investig	investigator
and	and	and
researches	research	research
his	his	his
pardon	pardon	pardon
power	power	power
Kellyanne	kellyann	Kellyanne
Conway	conway	Conway
is	is	is
busy	busi	busy
smearing	smear	smearing
anyone	anyon	anyone
who	who	who
is	is	is
involved	involv	involved
in	in	in
the	the	the
investigation	investig	investigation
The	the	The
Russia	russia	Russia
investigation	investig	investigation
has	has	ha
been	been	been
heating	heat	heating
up	up	up
in	in	in
recent	recent	recent
days	day	day
as	as	a
more	more	more
information	inform	information
continues	continu	continues
to	to	to
be	be	be
revealed	reveal	revealed
about	about	about
Trump	trump	Trump
Jr	jr	Jr
s	s	s
secret	secret	secret
meeting	meet	meeting
with	with	with
Russians	russian	Russians
and	and	and
special	special	special
prosecutor	prosecutor	prosecutor
Robert	robert	Robert
Mueller	mueller	Mueller
and	and	and
his	his	his
team	team	team
start	start	start
looking	look	looking
at	at	at
Trump	trump	Trump
s	s	s
family	famili	family
finances	financ	finance
which	which	which
will	will	will
likely	like	likely
reveal	reveal	reveal
all	all	all
of	of	of
Trump	trump	Trump
shady	shadi	shady
connections	connect	connection
and	and	and
dealings	deal	dealing
with	with	with
Russian	russian	Russian
oligarchs	oligarch	oligarch
Obviously	obvious	Obviously
Trump	trump	Trump
is	is	is
very	veri	very
nervous	nervous	nervous
about	about	about
Mueller	mueller	Mueller
s	s	s
investigation	investig	investigation
He	he	He
even	even	even
warned	warn	warned
Mueller	mueller	Mueller
not	not	not
to	to	to
look	look	look
at	at	at
his	his	his
business	busi	business
dealings	deal	dealing
which	which	which
basically	basic	basically
gave	gave	gave
Mueller	mueller	Mueller
a	a	a
reason	reason	reason
to	to	to
look	look	look
there	there	there
During	dure	During
an	an	an
appearance	appear	appearance
on	on	on
Fox	fox	Fox
Friends	friend	Friends
on	on	on
Friday	friday	Friday
Conway	conway	Conway
began	began	began
laying	lay	laying
the	the	the
groundwork	groundwork	groundwork
for	for	for
Trump	trump	Trump
to	to	to
have	have	have
an	an	an
excuse	excus	excuse
to	to	to
fire	fire	fire
Mueller	mueller	Mueller
and	and	and
derail	derail	derail
the	the	the
investigation	investig	investigation
against	against	against
him	him	him
She	she	She
began	began	began
by	by	by
whining	whine	whining
about	about	about
how	how	how
taxpayers	taxpay	taxpayer
are	are	are
funding	fund	funding
the	the	the
investigation	investig	investigation
which	which	which
is	is	is
hypocritical	hypocrit	hypocritical
considering	consid	considering
Republicans	republican	Republicans
wasted	wast	wasted
millions	million	million
of	of	of
taxpayer	taxpay	taxpayer
dollars	dollar	dollar
investigation	investig	investigation
Benghazi	benghazi	Benghazi
a	a	a
real	real	real
witch	witch	witch
hunt	hunt	hunt
that	that	that
lasted	last	lasted
longer	longer	longer
than	than	than
even	even	even
the	the	the
9	9	9
11	11	11
investigation	investig	investigation
Where	where	Where
is	is	is
this	this	this
going	go	going
Conway	conway	Conway
whined	whine	whined
Are	are	Are
Americans	american	Americans
comfortable	comfort	comfortable
with	with	with
that	that	that
with	with	with
the	the	the
taxpayers	taxpay	taxpayer
funding	fund	funding
this	this	this
with	with	with
this	this	this
going	go	going
off	off	off
of	of	of
all	all	all
types	type	type
of	of	of
chutes	chute	chute
and	and	and
ladders	ladder	ladder
Then	then	Then
she	she	she
accused	accus	accused
Mueller	mueller	Mueller
and	and	and
his	his	his
team	team	team
of	of	of
being	be	being
Democrats	democrat	Democrats
and	and	and
Hillary	hillari	Hillary
Clinton	clinton	Clinton
partisans	partisan	partisan
Not	not	Not
only	onli	only
did	did	did
these	these	these
Democrat	democrat	Democrat
presumably	presum	presumably
lawyers	lawyer	lawyer
donate	donat	donate
a	a	a
lot	lot	lot
of	of	of
money	money	money
to	to	to
the	the	the
left	left	left
side	side	side
of	of	of
the	the	the
political	polit	political
aisle	aisl	aisle
one	one	one
of	of	of
them	them	them
actually	actual	actually
was	was	wa
a	a	a
lawyer	lawyer	lawyer
for	for	for
the	the	the
Clinton	clinton	Clinton
Foundation	foundat	Foundation
Conway	conway	Conway
said	said	said
Of	of	Of
course	cours	course
Trump	trump	Trump
ass	ass	as
-kisser	-kisser	-kisser
Steve	steve	Steve
Doocy	dooci	Doocy
jumped	jump	jumped
in	in	in
to	to	to
claim	claim	claim
that	that	that
there	there	there
are	are	are
all	all	all
sorts	sort	sort
of	of	of
conflicts	conflict	conflict
of	of	of
interest	interest	interest
and	and	and
that	that	that
members	member	member
of	of	of
Mueller	mueller	Mueller
s	s	s
team	team	team
should	should	should
be	be	be
forced	forc	forced
to	to	to
resign	resign	resign
Conway	conway	Conway
then	then	then
launched	launch	launched
a	a	a
rant	rant	rant
about	about	about
how	how	how
the	the	the
swamp	swamp	swamp
is	is	is
out	out	out
to	to	to
get	get	get
Trump	trump	Trump
and	and	and
stop	stop	stop
him	him	him
from	from	from
bringing	bring	bringing
transparency	transpar	transparency
and	and	and
accountability	account	accountability
to	to	to
Washington	washington	Washington
even	even	even
though	though	though
Trump	trump	Trump
has	has	ha
never	never	never
been	been	been
transparent	transpar	transparent
and	and	and
has	has	ha
never	never	never
held	held	held
himself	himself	himself
accountable	account	accountable
for	for	for
anything	anyth	anything
