Donald	donald	Donald
Trump	trump	Trump
likes	like	like
to	to	to
brag	brag	brag
occasionally	occasion	occasionally
that	that	that
he	he	he
runs	run	run
a	a	a
very	veri	very
frugal	frugal	frugal
campaign	campaign	campaign
.	.	.
Supporters	support	Supporters
have	have	have
said	said	said
this	this	this
is	is	is
proof	proof	proof
that	that	that
he	he	he
ll	ll	ll
run	run	run
a	a	a
very	veri	very
frugal	frugal	frugal
country	countri	country
,	,	,
too	too	too
.	.	.
How	how	How
is	is	is
it	it	it
that	that	that
he	he	he
regularly	regular	regularly
only	onli	only
spends	spend	spends
a	a	a
fraction	fraction	fraction
of	of	of
what	what	what
Hillary	hillari	Hillary
spends	spend	spends
on	on	on
her	her	her
campaign	campaign	campaign
?	?	?
A	a	A
large	larg	large
part	part	part
of	of	of
it	it	it
is	is	is
that	that	that
he	he	he
doesn	doesn	doesn
t	t	t
pay	pay	pay
his	his	his
many	mani	many
of	of	of
his	his	his
staffers	staffer	staffer
not	not	not
even	even	even
his	his	his
top	top	top
ten	ten	ten
staffers	staffer	staffer
.	.	.
That	that	That
s	s	s
not	not	not
frugal	frugal	frugal
.	.	.
That	that	That
s	s	s
cheap	cheap	cheap
.	.	.
Kellyanne	kellyann	Kellyanne
Conway	conway	Conway
,	,	,
who	who	who
became	becam	became
Trump	trump	Trump
s	s	s
campaign	campaign	campaign
manager	manag	manager
after	after	after
Paul	paul	Paul
Manafort	manafort	Manafort
left	left	left
,	,	,
hasn	hasn	hasn
t	t	t
been	been	been
paid	paid	paid
for	for	for
her	her	her
work	work	work
in	in	in
July	juli	July
,	,	,
according	accord	according
to	to	to
FEC	fec	FEC
filings	file	filing
.	.	.
Paul	paul	Paul
Manafort	manafort	Manafort
wasn	wasn	wasn
t	t	t
paid	paid	paid
for	for	for
his	his	his
work	work	work
.	.	.
Michael	michael	Michael
Caputo	caputo	Caputo
,	,	,
Trump	trump	Trump
s	s	s
former	former	former
communications	communic	communication
director	director	director
,	,	,
hasn	hasn	hasn
t	t	t
been	been	been
paid	paid	paid
.	.	.
While	while	While
a	a	a
legal	legal	legal
scholar	scholar	scholar
says	say	say
that	that	that
it	it	it
s	s	s
unusual	unusu	unusual
for	for	for
a	a	a
campaign	campaign	campaign
to	to	to
have	have	have
