Donald	donald	Donald
Trump	trump	Trump
still	still	still
refuses	refus	refuse
to	to	to
release	releas	release
his	his	his
tax	tax	tax
returns	return	return
.	.	.
So	so	So
when	when	when
Fox	fox	Fox
blowhard	blowhard	blowhard
Eric	eric	Eric
Bolling	boll	Bolling
tried	tri	tried
to	to	to
defend	defend	defend
him	him	him
for	for	for
it	it	it
he	he	he
was	was	wa
utterly	utter	utterly
laid	laid	laid
to	to	to
waste	wast	waste
by	by	by
his	his	his
own	own	own
colleague	colleagu	colleague
.	.	.
As	as	As
usual	usual	usual
,	,	,
the	the	the
panel	panel	panel
of	of	of
Fox	fox	Fox
hosts	host	host
were	were	were
busy	busi	busy
trashing	trash	trashing
Hillary	hillari	Hillary
Clinton	clinton	Clinton
and	and	and
attacking	attack	attacking
her	her	her
over	over	over
her	her	her
recently	recent	recently
released	releas	released
tax	tax	tax
returns	return	return
.	.	.
But	but	But
Bolling	boll	Bolling
claimed	claim	claimed
that	that	that
he	he	he
cares	care	care
more	more	more
about	about	about
the	the	the
transcripts	transcript	transcript
of	of	of
Hillary	hillari	Hillary
Clinton	clinton	Clinton
s	s	s
speeches	speech	speech
to	to	to
Goldman	goldman	Goldman
Sachs	sach	Sachs
,	,	,
remarking	remark	remarking
that	that	that
he	he	he
really	realli	really
wants	want	want
to	to	to
see	see	see
them	them	them
.	.	.
Julie	juli	Julie
Roginsky	roginski	Roginsky
then	then	then
chimed	chime	chimed
in	in	in
suggesting	suggest	suggesting
a	a	a
trade	trade	trade
in	in	in
which	which	which
Trump	trump	Trump
would	would	would
release	releas	release
his	his	his
tax	tax	tax
returns	return	return
in	in	in
exchange	exchang	exchange
for	for	for
the	the	the
release	releas	release
of	of	of
the	the	the
speech	speech	speech
transcripts	transcript	transcript
which	which	which
drew	drew	drew
approval	approv	approval
from	from	from
the	the	the
panel	panel	panel
.	.	.
But	but	But
Roginsky	roginski	Roginsky
pointed	point	pointed
out	out	out
that	that	that
she	she	she
doesn	doesn	doesn
t	t	t
think	think	think
Trump	trump	Trump
will	will	will
do	do	do
it	it	it
because	becaus	because
the	the	the
New	new	New
York	york	York
Times	time	Times
reports	report	report
that	that	that
his	his	his
tax	tax	tax
returns	return	return
will	will	will
show	show	show
that	that	that
Trump	trump	Trump
pays	pay	pay
zero	zero	zero
percent	percent	percent
in	in	in
taxes	tax	tax
while	while	while
Clinton	clinton	Clinton
paid	paid	paid
43	43	43
.	.	.
2	2	2
percent	percent	percent
in	in	in
federal	feder	federal
,	,	,
state	state	state
,	,	,
and	and	and
local	local	local
taxes	tax	tax
in	in	in
2015	2015	2015
.	.	.
In	in	In
short	short	short
,	,	,
his	his	his
tax	tax	tax
returns	return	return
would	would	would
be	be	be
embarrassing	embarrass	embarrassing
,	,	,
and	and	and
would	would	would
spark	spark	spark
outrage	outrag	outrage
as	as	a
it	it	it
would	would	would
be	be	be
clear	clear	clear
that	that	that
Trump	trump	Trump
doesn	doesn	doesn
t	t	t
pay	pay	pay
taxes	tax	tax
while	while	while
Hillary	hillari	Hillary
Clinton	clinton	Clinton
does	doe	doe
.	.	.
Roginsky	roginski	Roginsky
s	s	s
colleagues	colleagu	colleague
immediately	immedi	immediately
jumped	jump	jumped
to	to	to
Trump	trump	Trump
s	s	s
defense	defens	defense
by	by	by
claiming	claim	claiming
that	that	that
he	he	he
can	can	can
t	t	t
release	releas	release
his	his	his
taxes	tax	tax
because	becaus	because
he	he	he
is	is	is
being	be	being
audited	audit	audited
,	,	,
but	but	but
Roginsky	roginski	Roginsky
didn	didn	didn
t	t	t
let	let	let
that	that	that
excuse	excus	excuse
fly	fli	fly
.	.	.
She	she	She
pointed	point	pointed
out	out	out
that	that	that
Trump	trump	Trump
