While	while	While
much	much	much
of	of	of
the	the	the
nation	nation	nation
s	s	s
attention	attent	attention
has	has	ha
been	been	been
focused	focus	focused
on	on	on
the	the	the
horrors	horror	horror
of	of	of
the	the	the
water	water	water
crisis	crisi	crisis
in	in	in
Flint	flint	Flint
,	,	,
Michigan	michigan	Michigan
,	,	,
there	there	there
has	has	ha
been	been	been
a	a	a
revolt	revolt	revolt
growing	grow	growing
in	in	in
the	the	the
state	state	state
of	of	of
Michigan	michigan	Michigan
.	.	.
Darnell	darnel	Darnell
Earley	earley	Earley
,	,	,
is	is	is
not	not	not
only	onli	only
the	the	the
unelected	unelect	unelected
emergency	emerg	emergency
manager	manag	manager
who	who	who
created	creat	created
the	the	the
Flint	flint	Flint
water	water	water
crisis	crisi	crisis
,	,	,
he	he	he
also	also	also
is	is	is
in	in	in
charge	charg	charge
of	of	of
Detroit	detroit	Detroit
s	s	s
public	public	public
schools	school	school
.	.	.
Earley	earley	Earley
has	has	ha
done	done	done
to	to	to
Detroit	detroit	Detroit
s	s	s
schools	school	school
,	,	,
what	what	what
he	he	he
did	did	did
to	to	to
Flint	flint	Flint
s	s	s
water	water	water
system	system	system
.	.	.
The	the	The
conditions	condit	condition
of	of	of
Detroit	detroit	Detroit
s	s	s
school	school	school
system	system	system
are	are	are
so	so	so
bad	bad	bad
,	,	,
that	that	that
teachers	teacher	teacher
are	are	are
on	on	on
the	the	the
verge	verg	verge
of	of	of
going	go	going
on	on	on
strike	strike	strike
.	.	.
They	they	They
have	have	have
been	been	been
increasing	increas	increasing
their	their	their
resistance	resist	resistance
to	to	to
the	the	the
attack	attack	attack
and	and	and
mismanagement	mismanag	mismanagement
of	of	of
Detroit	detroit	Detroit
s	s	s
schools	school	school
over	over	over
the	the	the
past	past	past
week	week	week
.	.	.
They	they	They
have	have	have
been	been	been
engaging	engag	engaging
in	in	in
a	a	a
tactic	tactic	tactic
called	call	called
the	the	the
sick	sick	sick
-out	-out	-out
.	.	.
That	that	That
s	s	s
a	a	a
protest	protest	protest
where	where	where
so	so	so
many	mani	many
teachers	teacher	teacher
call	call	call
in	in	in
sick	sick	sick
,	,	,
the	the	the
school	school	school
is	is	is
forced	forc	forced
to	to	to
close	close	close
.	.	.
A	a	A
picture	pictur	picture
is	is	is
worth	worth	worth
a	a	a
thousand	thousand	thousand
words	word	word
.	.	.
Here	here	Here
are	are	are
some	some	some
photos	photo	photo
that	that	that
show	show	show
the	the	the
deplorable	deplor	deplorable
conditions	condit	condition
that	that	that
students	student	student
and	and	and
teachers	teacher	teacher
are	are	are
being	be	being
subjected	subject	subjected
to	to	to
.	.	.
Does	doe	Does
your	your	your
school	school	school
look	look	look
like	like	like
this	this	this
?	?	?
#supportDPSteachers	#supportdpsteach	#supportDPSteachers
pic.twitter.com/jBGbkqoM4z	pic.twitter.com/jbgbkqom4z	pic.twitter.com/jBGbkqoM4z
Detroitteach	detroitteach	Detroitteach
@teachDetroit	@teachdetroit	@teachDetroit
January	januari	January
15	15	15
,	,	,
2016	2016	2016
#supportDPSteachers	#supportdpsteach	#supportDPSteachers
pic.twitter.com/JJPDlBRPfG	pic.twitter.com/jjpdlbrpfg	pic.twitter.com/JJPDlBRPfG
Detroitteach	detroitteach	Detroitteach
@teachDetroit	@teachdetroit	@teachDetroit
January	januari	January
15	15	15
,	,	,
2016Mushrooms	2016mushroom	2016Mushrooms
in	in	in
a	a	a
classroom	classroom	classroom
.	.	.
#SupportDPSTeachers	#supportdpsteach	#SupportDPSTeachers
pic.twitter.com/97FZ53fxxe	pic.twitter.com/97fz53fxx	pic.twitter.com/97FZ53fxxe
Detroitteach	detroitteach	Detroitteach
@teachDetroit	@teachdetroit	@teachDetroit
January	januari	January
12	12	12
,	,	,
2016No	2016no	2016No
empowered	empow	empowered
school	school	school
board	board	board
.	.	.
No	no	No
justice	justic	justice
.	.	.
No	no	No
peace	peac	peace
.	.	.
This	this	This
is	is	is
what	what	what
you	you	you
eat	eat	eat
for	for	for
breakfast	breakfast	breakfast
.	.	.
Moldy	moldi	Moldy
bread	bread	bread
thing	thing	thing
.	.	.
pic.twitter.com/SWwVouIkqr	pic.twitter.com/swwvouikqr	pic.twitter.com/SWwVouIkqr
Detroitteach	detroitteach	Detroitteach
@teachDetroit	@teachdetroit	@teachDetroit
January	januari	January
16	16	16
,	,	,
2016	2016	2016
#supportDPSteachers	#supportdpsteach	#supportDPSteachers
pic.twitter.com/sHzD0D9TNI	pic.twitter.com/shzd0d9tni	pic.twitter.com/sHzD0D9TNI
Detroitteach	detroitteach	Detroitteach
@teachDetroit	@teachdetroit	@teachDetroit
January	januari	January
17	17	17
,	,	,
2016In	2016in	2016In
a	a	a
computer	comput	computer
lab	lab	lab
.	.	.
#supportDPSteachers	#supportdpsteach	#supportDPSteachers
pic.twitter.com/fuZo44LYlW	pic.twitter.com/fuzo44lylw	pic.twitter.com/fuZo44LYlW
Detroitteach	detroitteach	Detroitteach
@teachDetroit	@teachdetroit	@teachDetroit
January	januari	January
17	17	17
,	,	,
2016Classroom	2016classroom	2016Classroom
@Cody	@codi	@Cody
DPS	dps	DPS
#supportDPSteachers	#supportdpsteach	#supportDPSteachers
@DreaMcCoy	@dreamccoy	@DreaMcCoy
@DetroitEducator	@detroiteduc	@DetroitEducator
@PedroniTom	@pedronitom	@PedroniTom
@ktwomeyMEd	@ktwomeym	@ktwomeyMEd
pic.twitter.com/mDg19aLHjG	pic.twitter.com/mdg19alhjg	pic.twitter.com/mDg19aLHjG
Detroitteach	detroitteach	Detroitteach
@teachDetroit	@teachdetroit	@teachDetroit
January	januari	January
13	13	13
,	,	,
2016Here	2016here	2016Here
is	is	is
a	a	a
video	video	video
that	that	that
is	is	is
just	just	just
as	as	a
damning	damn	damning
as	as	a
the	the	the
photos	photo	photo
.	.	.
It	it	It
shows	show	show
what	what	what
life	life	life
is	is	is
like	like	like
for	for	for
teachers	teacher	teacher
and	and	and
students	student	student
in	in	in
Detroit	detroit	Detroit
.	.	.
Detroit	detroit	Detroit
s	s	s
mayor	mayor	mayor
,	,	,
Mike	mike	Mike
Duggan	duggan	Duggan
recently	recent	recently
went	went	went
on	on	on
a	a	a
tour	tour	tour
of	of	of
DPS	dps	DPS
schools	school	school
.	.	.
He	he	He
was	was	wa
heartbroken	heartbroken	heartbroken
over	over	over
what	what	what
he	he	he
saw	saw	saw
.	.	.
I	i	I
saw	saw	saw
4	4	4
-year-olds	-year-old	-year-olds
in	in	in
a	a	a
classroom	classroom	classroom
where	where	where
it	it	it
was	was	wa
about	about	about
50	50	50
degrees	degre	degree
,	,	,
he	he	he
said	said	said
.	.	.
They	they	They
told	told	told
me	me	me
they	they	they
usually	usual	usually
wear	wear	wear
their	their	their
coats	coat	coat
until	until	until
lunchtime	lunchtim	lunchtime
,	,	,
when	when	when
they	they	they
warm	warm	warm
up	up	up
a	a	a
bit	bit	bit
because	becaus	because
there	there	there
s	s	s
a	a	a
part	part	part
of	of	of
each	each	each
day	day	day
