Donald	donald	Donald
Trump	trump	Trump
has	has	ha
once	onc	once
again	again	again
decided	decid	decided
to	to	to
lie	lie	lie
to	to	to
his	his	his
supporters	support	supporter
and	and	and
accuse	accus	accuse
a	a	a
major	major	major
news	news	news
network	network	network
of	of	of
editing	edit	editing
his	his	his
words	word	word
to	to	to
explain	explain	explain
away	away	away
his	his	his
abortion	abort	abortion
views	view	view
.	.	.
Last	last	Last
week	week	week
,	,	,
Trump	trump	Trump
took	took	took
five	five	five
different	differ	different
stances	stanc	stance
on	on	on
abortion	abort	abortion
.	.	.
First	first	First
,	,	,
he	he	he
said	said	said
women	women	woman
who	who	who
have	have	have
them	them	them
should	should	should
be	be	be
punished	punish	punished
.	.	.
Then	then	Then
he	he	he
said	said	said
it	it	it
should	should	should
be	be	be
left	left	left
up	up	up
to	to	to
the	the	the
states	state	state
.	.	.
After	after	After
that	that	that
,	,	,
he	he	he
changed	chang	changed
his	his	his
mind	mind	mind
again	again	again
and	and	and
clarified	clarifi	clarified
his	his	his
original	origin	original
statement	statement	statement
by	by	by
saying	say	saying
doctors	doctor	doctor
who	who	who
perform	perform	perform
abortions	abort	abortion
should	should	should
be	be	be
punished	punish	punished
.	.	.
His	his	His
fourth	fourth	fourth
position	posit	position
came	came	came
when	when	when
he	he	he
gave	gave	gave
an	an	an
interview	interview	interview
for	for	for
CBS	cbs	CBS
s	s	s
Face	face	Face
The	the	The
Nation	nation	Nation
and	and	and
claimed	claim	claimed
that	that	that
he	he	he
wouldn	wouldn	wouldn
t	t	t
do	do	do
anything	anyth	anything
to	to	to
change	chang	change
abortion	abort	abortion
laws	law	law
because	becaus	because
the	the	the
Supreme	suprem	Supreme
Court	court	Court
has	has	ha
already	alreadi	already
decided	decid	decided
on	on	on
their	their	their
legality	legal	legality
with	with	with
Roe	roe	Roe
v	v	v
Wade	wade	Wade
.	.	.
When	when	When
the	the	the
media	media	medium
said	said	said
,	,	,
Wait	wait	Wait
a	a	a
second	second	second
Trump	trump	Trump
just	just	just
took	took	took
a	a	a
pro	pro	pro
-choice	-choic	-choice
stance	stanc	stance
on	on	on
abortion	abort	abortion
by	by	by
declaring	declar	declaring
it	it	it
should	should	should
remain	remain	remain
legal	legal	legal
,	,	,
his	his	his
campaign	campaign	campaign
put	put	put
out	out	out
a	a	a
statement	statement	statement
saying	say	saying
he	he	he
would	would	would
,	,	,
in	in	in
fact	fact	fact
,	,	,
try	tri	try
to	to	to
outlaw	outlaw	outlaw
it	it	it
with	with	with
judicial	judici	judicial
appointments	appoint	appointment
taking	take	taking
his	his	his
fifth	fifth	fifth
abortion	abort	abortion
position	posit	position
of	of	of
the	the	the
week	week	week
.	.	.
Well	well	Well
,	,	,
on	on	on
Saturday	saturday	Saturday
while	while	while
speaking	speak	speaking
at	at	at
a	a	a
rally	ralli	rally
in	in	in
Racine	racin	Racine
,	,	,
Wisconsin	wisconsin	Wisconsin
,	,	,
the	the	the
Republican	republican	Republican
frontrunner	frontrunn	frontrunner
implied	impli	implied
that	that	that
CBS	cbs	CBS
edited	edit	edited
words	word	word
out	out	out
of	of	of
his	his	his
statement	statement	statement
in	in	in
an	an	an
attempt	attempt	attempt
to	to	to
smear	smear	smear
him	him	him
.	.	.
According	accord	According
to	to	to
CNN	cnn	CNN
They	they	They
can	can	can
take	take	take
something	someth	something
you	you	you
say	say	say
and	and	and
turn	turn	turn
it	it	it
around	around	around
.	.	.
Like	like	Like
I	i	I
will	will	will
be	be	be
on	on	on
CBS	cbs	CBS
s	s	s
Face	face	Face
the	the	the
Nation	nation	Nation
.	.	.
What	what	What
I	i	I
said	said	said
was	was	wa
perfect	perfect	perfect
,	,	,
Trump	trump	Trump
explained	explain	explained
,	,	,
adding	ad	adding
,	,	,
What	what	What
I	i	I
said	said	said
was	was	wa
so	so	so
good	good	good
.	.	.
It	it	It
was	was	wa
so	so	so
perfect	perfect	perfect
.	.	.
And	and	And
they	they	they
looked	look	looked
and	and	and
said	said	said
,	,	,
Oh	oh	Oh
,	,	,
maybe	mayb	maybe
he	he	he
should	should	should
have	have	have
added	ad	added
a	a	a
word	word	word
.	.	.
'	'	'
Well	well	Well
,	,	,
actually	actual	actually
the	the	the
way	way	way
it	it	it
came	came	came
out	out	out
,	,	,
they	they	they
took	took	took
words	word	word
out	out	out
that	that	that
I	i	I
said	said	said
,	,	,
he	he	he
added	ad	added
.	.	.
The	the	The
only	onli	only
reason	reason	reason
I	i	I
tell	tell	tell
you	you	you
this	this	this
is	is	is
because	becaus	because
I	i	I
want	want	want
you	you	you
to	to	to
watch	watch	watch
it	it	it
.	.	.
If	if	If
I	i	I
did	did	did
something	someth	something
wrong	wrong	wrong
,	,	,
I	i	I
wouldn	wouldn	wouldn
t	t	t
want	want	want
you	you	you
to	to	to
watch	watch	watch
it	it	it
.	.	.
Clearly	clear	Clearly
,	,	,
his	his	his
words	word	word
were	were	were
not	not	not
as	as	a
perfect	perfect	perfect
as	as	a
he	he	he
thought	thought	thought
since	sinc	since
he	he	he
now	now	now
feels	feel	feel
the	the	the
need	need	need
to	to	to
explain	explain	explain
them	them	them
away	away	away
by	by	by
lying	lie	lying
to	to	to
his	his	his
supporters	support	supporter
.	.	.
He	he	He
went	went	went
on	on	on
to	to	to
say	say	say
that	that	that
the	the	the
media	media	medium
often	often	often
edits	edit	edits
his	his	his
words	word	word
The	the	The
problem	problem	problem
is	is	is
they	they	they
don	don	don
t	t	t
do	do	do
it	it	it
with	with	with
everybody	everybodi	everybody
.	.	.
They	they	They
do	do	do
it	it	it
with	with	with
me	me	me
.	.	.
But	but	But
I	i	I
don	don	don
t	t	t
see	see	see
them	them	them
doing	do	doing
it	it	it
with	with	with
other	other	other
people	peopl	people
.	.	.
Wow	wow	Wow
!	!	!
It	it	It
s	s	s
pretty	pretti	pretty
convenient	conveni	convenient
that	that	that
the	the	the
media	media	medium
only	onli	only
edits	edit	edits
him	him	him
,	,	,
don	don	don
t	t	t
you	you	you
think	think	think
?	?	?
CNN	cnn	CNN
apparently	appar	apparently
reached	reach	reached
out	out	out
to	to	to
CBS	cbs	CBS
for	for	for
comment	comment	comment
and	and	and
a	a	a
spokeswoman	spokeswoman	spokeswoman
said	said	said
,	,	,
nothing	noth	nothing
in	in	in
that	that	that
section	section	section
he	he	he
reference	refer	reference
was	was	wa
edited	edit	edited
.	.	.
That	that	That
s	s	s
exactly	exact	exactly
the	the	the
