Token	Stem	Lemma
An	an	An
Ohio	ohio	Ohio
fireman	fireman	fireman
from	from	from
Franklin	franklin	Franklin
Township	township	Township
has	has	ha
just	just	just
been	been	been
suspended	suspend	suspended
over	over	over
his	his	his
Facebook	facebook	Facebook
post	post	post
which	which	which
contains	contain	contains
racist	racist	racist
remarks	remark	remark
Tyler	tyler	Tyler
Roysdon	roysdon	Roysdon
used	use	used
his	his	his
social	social	social
media	media	medium
account	account	account
to	to	to
say	say	say
that	that	that
if	if	if
there	there	there
was	was	wa
an	an	an
emergency	emerg	emergency
he	he	he
would	would	would
rather	rather	rather
save	save	save
a	a	a
dog	dog	dog
than	than	than
a	a	a
n	n	n
gger	gger	gger
While	while	While
Roysdon	roysdon	Roysdon
is	is	is
a	a	a
volunteer	volunt	volunteer
fireman	fireman	fireman
he	he	he
does	doe	doe
receive	receiv	receive
payment	payment	payment
for	for	for
each	each	each
emergency	emerg	emergency
run	run	run
which	which	which
he	he	he
takes	take	take
part	part	part
in	in	in
according	accord	according
to	to	to
WHIO	whio	WHIO
And	and	And
now	now	now
with	with	with
his	his	his
social	social	social
media	media	medium
post	post	post
easy	easi	easy
to	to	to
Google	googl	Google
for	for	for
any	ani	any
potential	potenti	potential
employers	employ	employer
he	he	he
might	might	might
have	have	have
a	a	a
hard	hard	hard
time	time	time
getting	get	getting
a	a	a
job	job	job
Roysdon	roysdon	Roysdon
wrote	wrote	wrote
on	on	on
Facebook	facebook	Facebook
that	that	that
if	if	if
he	he	he
had	had	had
to	to	to
choose	choos	choose
between	between	between
saving	save	saving
a	a	a
dog	dog	dog
and	and	and
an	an	an
African	african	African
-American	-american	-American
man	man	man
from	from	from
a	a	a
burning	burn	burning
building	build	building
he	he	he
would	would	would
save	save	save
the	the	the
dog	dog	dog
s	s	s
life	life	life
because	becaus	because
one	one	one
dog	dog	dog
is	is	is
more	more	more
important	import	important
than	than	than
a	a	a
million	million	million
n	n	n
ggers	gger	ggers
Roysdon	roysdon	Roysdon
has	has	ha
just	just	just
learned	learn	learned
a	a	a
valuable	valuabl	valuable
lesson	lesson	lesson
when	when	when
you	you	you
write	write	write
something	someth	something
on	on	on
social	social	social
media	media	medium
other	other	other
people	peopl	people
can	can	can
read	read	read
it	it	it
The	the	The
Facebook	facebook	Facebook
post	post	post
was	was	wa
deleted	delet	deleted
after	after	after
Fire	fire	Fire
Chief	chief	Chief
Steve	steve	Steve
Bishop	bishop	Bishop
instructed	instruct	instructed
him	him	him
to	to	to
do	do	do
so	so	so
At	at	At
this	this	this
point	point	point
Roysdon	roysdon	Roysdon
s	s	s
case	case	case
is	is	is
under	under	under
review	review	review
Recently	recent	Recently
a	a	a
Franklin	franklin	Franklin
Township	township	Township
volunteer	volunt	volunteer
firefighter	firefight	firefighter
posted	post	posted
unacceptable	unaccept	unacceptable
remarks	remark	remark
on	on	on
social	social	social
media	media	medium
Upon	upon	Upon
gaining	gain	gaining
knowledge	knowledg	knowledge
of	of	of
this	this	this
information	inform	information
Fire	fire	Fire
Chief	chief	Chief
Steve	steve	Steve
Bishop	bishop	Bishop
immediately	immedi	immediately
contacted	contact	contacted
the	the	the
firefighter	firefight	firefighter
and	and	and
directed	direct	directed
the	the	the
comments	comment	comment
be	be	be
removed	remov	removed
the	the	the
statement	statement	statement
reads	read	read
The	the	The
firefighter	firefight	firefighter
was	was	wa
suspended	suspend	suspended
without	without	without
pay	pay	pay
until	until	until
the	the	the
Board	board	Board
of	of	of
Township	township	Township
Trustees	truste	Trustees
could	could	could
meet	meet	meet
to	to	to
determine	determin	determine
a	a	a
course	cours	course
of	of	of
action	action	action
Chief	chief	Chief
Bishop	bishop	Bishop
does	doe	doe
not	not	not
have	have	have
the	the	the
authority	author	authority
to	to	to
terminate	termin	terminate
employees	employe	employee
Termination	termin	Termination
of	of	of
any	ani	any
township	township	township
employee	employe	employee
requires	requir	requires
a	a	a
vote	vote	vote
by	by	by
the	the	the
Board	board	Board
of	of	of
Trustees	truste	Trustees
Watch	watch	Watch
Roysdon	roysdon	Roysdon
s	s	s
post	post	post
didn	didn	didn
t	t	t
go	go	go
over	over	over
well	well	well
according	accord	according
to	to	to
the	the	the
responses	respons	response
One	one	One
of	of	of
them	them	them
read	read	read
Wow	wow	Wow
is	is	is
all	all	all
I	i	I
can	can	can
say	say	say
while	while	while
another	anoth	another
commenter	comment	commenter
wrote	wrote	wrote
SMH	smh	SMH
The	the	The
fireman	fireman	fireman
s	s	s
Facebook	facebook	Facebook
page	page	page
looks	look	look
like	like	like
Ted	ted	Ted
Nugent	nugent	Nugent
took	took	took
a	a	a
sh	sh	sh
t	t	t
all	all	all
over	over	over
it	it	it
Apparently	appar	Apparently
Roysdon	roysdon	Roysdon
likes	like	like
to	to	to
go	go	go
mudding	mud	mudding
shooting	shoot	shooting
fishing	fish	fishing
and	and	and
now	now	now
he	he	he
can	can	can
start	start	start
collecting	collect	collecting
coupons	coupon	coupon
too	too	too
since	sinc	since
he	he	he
ll	ll	ll
be	be	be
in	in	in
a	a	a
lower	lower	lower
income	incom	income
bracket	bracket	bracket
Life	life	Life
is	is	is
hard	hard	hard
Images	imag	Images
via	via	via
Facebook	facebook	Facebook
