After	after	After
Hillary	hillari	Hillary
Clinton	clinton	Clinton
did	did	did
the	the	the
unthinkable	unthink	unthinkable
told	told	told
the	the	the
truth	truth	truth
about	about	about
the	the	the
Trump	trump	Trump
base	base	base
of	of	of
support	support	support
the	the	the
Republicans	republican	Republicans
were	were	were
quick	quick	quick
to	to	to
call	call	call
it	it	it
her	her	her
47	47	47
percent	percent	percent
moment	moment	moment
.	.	.
The	the	The
politically	polit	politically
incorrect	incorrect	incorrect
group	group	group
of	of	of
right	right	right
-wingers	-winger	-wingers
were	were	were
furious	furious	furious
that	that	that
Clinton	clinton	Clinton
wasn	wasn	wasn
t	t	t
being	be	being
P	p	P
.	.	.
C	c	C
.	.	.
,	,	,
so	so	so
they	they	they
decided	decid	decided
to	to	to
engage	engag	engage
in	in	in
a	a	a
faux	faux	faux
outrage	outrag	outrage
campaign	campaign	campaign
,	,	,
complete	complet	complete
with	with	with
an	an	an
already	alreadi	already
made	made	made
ad	ad	ad
from	from	from
the	the	the
Trump	trump	Trump
campaign	campaign	campaign
.	.	.
Donald	donald	Donald
Trump	trump	Trump
was	was	wa
particularly	particular	particularly
offended	offend	offended
by	by	by
Clinton	clinton	Clinton
s	s	s
comments	comment	comment
,	,	,
saying	say	saying
The	the	The
disdain	disdain	disdain
Hillary	hillari	Hillary
Clinton	clinton	Clinton
expressed	express	expressed
towards	toward	towards
millions	million	million
of	of	of
decent	decent	decent
Americans	american	Americans
disqualifies	disqualifi	disqualifies
her	her	her
from	from	from
public	public	public
service	servic	service
.	.	.
Is	is	Is
that	that	that
so	so	so
?	?	?
Well	well	Well
,	,	,
then	then	then
I	i	I
guess	guess	guess
Trump	trump	Trump
should	should	should
disqualify	disqualifi	disqualify
himself	himself	himself
from	from	from
being	be	being
President	presid	President
of	of	of
the	the	the
United	unit	United
States	state	States
,	,	,
considering	consid	considering
he	he	he
accused	accus	accused
50	50	50
percent	percent	percent
of	of	of
the	the	the
country	countri	country
of	of	of
being	be	being
lazy	lazi	lazy
moochers	moocher	moocher
just	just	just
last	last	last
year	year	year
.	.	.
In	in	In
a	a	a
June	june	June
2015	2015	2015
interview	interview	interview
on	on	on
Fox	fox	Fox
News	news	News
with	with	with
Sean	sean	Sean
Hannity	hanniti	Hannity
,	,	,
Trump	trump	Trump
told	told	told
viewers	viewer	viewer
The	the	The
problem	problem	problem
we	we	we
have	have	have
right	right	right
now	now	now
we	we	we
have	have	have
a	a	a
society	societi	society
that	that	that
sits	sit	sits
back	back	back
and	and	and
says	say	say
we	we	we
don	don	don
t	t	t
have	have	have
to	to	to
do	do	do
anything	anyth	anything
.	.	.
Eventually	eventu	Eventually
,	,	,
the	the	the
50	50	50
percent	percent	percent
cannot	cannot	cannot
carry	carri	carry
and	and	and
it	it	it
s	s	s
unfair	unfair	unfair
to	to	to
them	them	them
but	but	but
cannot	cannot	cannot
carry	carri	carry
the	the	the
other	other	other
50	50	50
percent	percent	percent
.	.	.
Certainly	certain	Certainly
not	not	not
as	as	a
hyperbolic	hyperbol	hyperbolic
as	as	a
basket	basket	basket
of	of	of
deplorables	deplor	deplorables
,	,	,
but	but	but
still	still	still
reminiscent	reminisc	reminiscent
of	of	of
a	a	a
legitimate	legitim	legitimate
47	47	47
percent	percent	percent
moment	moment	moment
only	onli	only
this	this	this
time	time	time
Trump	trump	Trump
bumped	bump	bumped
the	the	the
number	number	number
up	up	up
.	.	.
Just	just	Just
six	six	six
months	month	month
earlier	earlier	earlier
,	,	,
in	in	in
January	januari	January
2015	2015	2015
before	befor	before
he	he	he
announced	announc	announced
his	his	his
candidacy	candidaci	candidacy
Trump	trump	Trump
told	told	told
MSNBC	msnbc	MSNBC
s	s	s
Kasie	kasi	Kasie
Hunt	hunt	Hunt
that	that	that
,	,	,
We	we	We
have	have	have
a	a	a
tremendous	tremend	tremendous
amount	amount	amount
of	of	of
people	peopl	people
in	in	in
this	this	this
country	countri	country
that	that	that
don	don	don
t	t	t
want	want	want
to	to	to
work	work	work
.	.	.
They	they	They
have	have	have
no	no	no
inclination	inclin	inclination
to	to	to
work	work	work
.	.	.
Trump	trump	Trump
also	also	also
told	told	told
Romney	romney	Romney
he	he	he
shouldn	shouldn	shouldn
t	t	t
apologize	apolog	apologize
for	for	for
making	make	making
the	the	the
infamous	infam	infamous
comment	comment	comment
,	,	,
saying	say	saying
that	that	that
it	it	it
was	was	wa
correct	correct	correct
.	.	.
So	so	So
Trump	trump	Trump
has	has	ha
gone	gone	gone
on	on	on
the	the	the
record	record	record
saying	say	saying
he	he	he
thinks	think	think
50	50	50
percent	percent	percent
of	of	of
this	this	this
country	countri	country
is	is	is
comprised	compris	comprised
of	of	of
lazy	lazi	lazy
moochers	moocher	moocher
who	who	who
take	take	take
from	from	from
the	the	the
other	other	other
50	50	50
percent	percent	percent
where	where	where
in	in	in
actuality	actual	actuality
it	it	it
s	s	s
the	the	the
top	top	top
1	1	1
percent	percent	percent
that	that	that
take	take	take
from	from	from
the	the	the
next	next	next
95	95	95
percent	percent	percent
.	.	.
So	so	So
,	,	,
insulting	insult	insulting
a	a	a
faction	faction	faction
of	of	of
a	a	a
right	right	right
-wing	-wing	-wing
extremist	extremist	extremist
political	polit	political
electorate	elector	electorate
based	base	based
on	on	on
the	the	the
reprehensible	reprehens	reprehensible
things	thing	thing
they	they	they
have	have	have
said	said	said
and	and	and
believe	believ	believe
in	in	in
is	is	is
wrong	wrong	wrong
,	,	,
but	but	but
calling	call	calling
50	50	50
percent	percent	percent
of	of	of
the	the	the
entire	entir	entire
country	countri	country
lazy	lazi	lazy
and	and	and
moochers	moocher	moocher
isn	isn	isn
t	t	t
?	?	?
Conservatives	conserv	Conservatives
really	realli	really
know	know	know
who	who	who
to	to	to
get	get	get
offended	offend	offended
easily	easili	easily
.	.	.
What	what	What
Clinton	clinton	Clinton
said	said	said
wasn	wasn	wasn
t	t	t
insulting	insult	insulting
,	,	,
it	it	it
was	was	wa
the	the	the
truth	truth	truth
.	.	.
What	what	What
Romney	romney	Romney
,	,	,
and	and	and
now	now	now
Trump	trump	Trump
said	said	said
,	,	,
was	was	wa
insulting	insult	insulting
.	.	.
Spare	spare	Spare
me	me	me
the	the	the
outrage	outrag	outrage
