We	we	We
ve	ve	ve
been	been	been
following	follow	following
this	this	this
push	push	push
to	to	to
remove	remov	remove
all	all	all
statues	statu	statue
related	relat	related
to	to	to
the	the	the
Civil	civil	Civil
War	war	War
.	.	.

It	it	It
was	was	wa
basically	basic	basically
ramrodded	ramrod	ramrodded
through	through	through
by	by	by
the	the	the
Mayor	mayor	Mayor
and	and	and
other	other	other
pc	pc	pc
idiots	idiot	idiot
.	.	.

This	this	This
is	is	is
our	our	our
history	histori	history
and	and	and
is	is	is
honoring	honor	honoring
those	those	those
who	who	who
fought	fought	fought
in	in	in
the	the	the
Civil	civil	Civil
War	war	War
.	.	.

Is	is	Is
anyone	anyon	anyone
else	els	else
sick	sick	sick
about	about	about
this	this	this
?	?	?

If	if	If
you	you	you
ve	ve	ve
ever	ever	ever
been	been	been
to	to	to
New	new	New
Orleans	orlean	Orleans
you	you	you
would	would	would
remember	rememb	remember
the	the	the
beautiful	beauti	beautiful
statues	statu	statue
sprinkled	sprinkl	sprinkled
around	around	around
the	the	the
city	citi	city
.	.	.

It	it	It
s	s	s
part	part	part
of	of	of
the	the	the
charm	charm	charm
and	and	and
the	the	the
rich	rich	rich
history	histori	history
of	of	of
New	new	New
Orleans	orlean	Orleans
.	.	.

This	this	This
is	is	is
wrong	wrong	wrong
,	,	,
wrong	wrong	wrong
,	,	,
wrong	wrong	wrong
!	!	!

THANK	thank	THANK
YOU	you	YOU
TO	to	TO
THE	the	THE
HAYRIDE	hayrid	HAYRIDE
FOR	for	FOR
ALL	all	ALL
THE	the	THE
TRUTH	truth	TRUTH
IN	in	IN
THIS	this	THIS
THAT	that	THAT
SHOWS	show	SHOWS
WHAT	what	WHAT
A	a	A
SHAM	sham	SHAM
IT	it	IT
IS	is	IS
The	the	The
New	new	New
Orleans	orlean	Orleans
City	citi	City
Council	council	Council
voted	vote	voted
6	6	6
-1	-1	-1
today	today	today
to	to	to
remove	remov	remove
four	four	four
historical	histor	historical
monuments	monument	monument
in	in	in
the	the	the
city	citi	city
Robert	robert	Robert
E	e	E
Lee	lee	Lee
Circle	circl	Circle
,	,	,
PGT	pgt	PGT
Beauregard	beauregard	Beauregard
s	s	s
City	citi	City
Park	park	Park
statue	statu	statue
,	,	,
the	the	the
Jefferson	jefferson	Jefferson
Davis	davi	Davis
monument	monument	monument
and	and	and
the	the	the
Liberty	liberti	Liberty
Place	place	Place
monument	monument	monument
.	.	.
Mayor	mayor	Mayor
Mitch	mitch	Mitch
Landrieu	landrieu	Landrieu
first	first	first
requested	request	requested
the	the	the
proposal	propos	proposal
back	back	back
in	in	in
June	june	June
after	after	after
the	the	the
AME	ame	AME
Charleson	charleson	Charleson
Church	church	Church
shooting	shoot	shooting
.	.	.

At	at	At
the	the	the
time	time	time
,	,	,
Landrieu	landrieu	Landrieu
said	said	said
he	he	he
wanted	want	wanted
to	to	to
hold	hold	hold
a	a	a
60	60	60
-day	-day	-day
discussion	discuss	discussion
period	period	period
so	so	so
that	that	that
residents	resid	resident
could	could	could
converse	convers	converse
about	about	about
the	the	the
four	four	four
monuments	monument	monument
on	on	on
the	the	the
chopping	chop	chopping
block	block	block
.	.	.
Though	though	Though
,	,	,
the	the	the
Hayride	hayrid	Hayride
exclusively	exclus	exclusively
reported	report	reported
how	how	how
the	the	the
Landrieu	landrieu	Landrieu
administration	administr	administration
knew	knew	knew
that	that	that
they	they	they
had	had	had
the	the	the
votes	vote	vote
to	to	to
remove	remov	remove
all	all	all
four	four	four
monuments	monument	monument
before	befor	before
even	even	even
proposing	propos	proposing
the	the	the
idea	idea	idea
.	.	.

Also	also	Also
,	,	,
the	the	the
Mayor	mayor	Mayor
s	s	s
administration	administr	administration
apparently	appar	apparently
has	has	ha
been	been	been
looking	look	looking
into	into	into
warehouse	warehous	warehouse
spaces	space	space
and	and	and
construction	construct	construction
companies	compani	company
to	to	to
remove	remov	remove
the	the	the
monuments	monument	monument
since	sinc	since
August	august	August
,	,	,
even	even	even
though	though	though
the	the	the
60	60	60
-day	-day	-day
discussion	discuss	discussion
period	period	period
was	was	wa
not	not	not
over	over	over
.	.	.
Councilman	councilman	Councilman
Jared	jare	Jared
Brossett	brossett	Brossett
compared	compar	compared
the	the	the
monuments	monument	monument
to	to	to
the	the	the
Berlin	berlin	Berlin
wall	wall	wall
,	,	,
while	while	while
Councilwoman	councilwoman	Councilwoman
Susan	susan	Susan
Guidry	guidri	Guidry
said	said	said
she	she	she
and	and	and
others	other	others
were	were	were
justifiably	justifi	justifiably
offended	offend	offended
by	by	by
the	the	the
monuments	monument	monument
.	.	.
Councilwoman	councilwoman	Councilwoman
Latoya	latoya	Latoya
Cantrell	cantrel	Cantrell
and	and	and
Councilwoman	councilwoman	Councilwoman
Stacy	staci	Stacy
Head	head	Head
,	,	,
however	howev	however
,	,	,
felt	felt	felt
differently	differ	differently
.	.	.

Cantrell	cantrel	Cantrell
said	said	said
she	she	she
felt	felt	felt
disrespected	disrespect	disrespected
by	by	by
Landrieu	landrieu	Landrieu
for	for	for
proposing	propos	proposing
the	the	the
idea	idea	idea
with	with	with
no	no	no
input	input	input
from	from	from
residents	resid	resident
or	or	or
the	the	the
City	citi	City
Council	council	Council
.	.	.
Councilman	councilman	Councilman
Jason	jason	Jason
Williams	william	Williams
,	,	,
though	though	though
,	,	,
said	said	said
that	that	that
other	other	other
council	council	council
-members	-member	-members
should	should	should
not	not	not
be	be	be
too	too	too
upset	upset	upset
with	with	with
the	the	the
Landrieu	landrieu	Landrieu
administration	administr	administration
for	for	for
bringing	bring	bringing
up	up	up
the	the	the
issue	issu	issue
.	.	.
Cantrell	cantrel	Cantrell
also	also	also
took	took	took
a	a	a
major	major	major
issue	issu	issue
with	with	with
the	the	the
fact	fact	fact
that	that	that
Landrieu	landrieu	Landrieu
suddenly	sudden	suddenly
got	got	got
an	an	an
anonymous	anonym	anonymous
donor	donor	donor
to	to	to
pay	pay	pay
for	for	for
the	the	the
removal	remov	removal
of	of	of
the	the	the
monuments	monument	monument
.	.	.

Cantrell	cantrel	Cantrell
said	said	said
she	she	she
and	and	and
the	the	the
residents	resid	resident
of	of	of
New	new	New
Orleans	orlean	Orleans
deserved	deserv	deserved
to	to	to
know	know	know
who	who	who
was	was	wa
behind	behind	behind
removal	remov	removal
of	of	of
the	the	the
monuments	monument	monument
.	.	.
The	the	The
Hayride	hayrid	Hayride
exclusively	exclus	exclusively
