Donald	donald	Donald
Trump	trump	Trump
has	has	ha
been	been	been
having	have	having
a	a	a
rough	rough	rough
time	time	time
lately	late	lately
and	and	and
things	thing	thing
came	came	came
to	to	to
a	a	a
head	head	head
on	on	on
Thursday	thursday	Thursday
when	when	when
James	jame	James
Comey	comey	Comey
testified	testifi	testified
before	befor	before
Congress	congress	Congress
regarding	regard	regarding
the	the	the
president	presid	president
s	s	s
attempts	attempt	attempt
to	to	to
obstruct	obstruct	obstruct
justice	justic	justice
.	.	.
Judging	judg	Judging
by	by	by
Friday	friday	Friday
s	s	s
press	press	press
conference	confer	conference
,	,	,
it	it	it
seems	seem	seems
that	that	that
things	thing	thing
are	are	are
really	realli	really
starting	start	starting
to	to	to
get	get	get
to	to	to
Trump	trump	Trump
.	.	.
During	dure	During
a	a	a
press	press	press
conference	confer	conference
with	with	with
Romanian	romanian	Romanian
President	presid	President
Klaus	klaus	Klaus
Iohannis	iohanni	Iohannis
,	,	,
Trump	trump	Trump
completely	complet	completely
melted	melt	melted
down	down	down
on	on	on
live	live	live
television	televis	television
.	.	.
He	he	He
debated	debat	debated
out	out	out
loud	loud	loud
whether	whether	whether
to	to	to
call	call	call
on	on	on
one	one	one
of	of	of
the	the	the
killer	killer	killer
networks	network	network
who	who	who
are	are	are
so	so	so
mean	mean	mean
to	to	to
him	him	him
with	with	with
their	their	their
fake	fake	fake
news	news	news
and	and	and
finally	final	finally
called	call	called
on	on	on
the	the	the
Washington	washington	Washington
Times	time	Times
Dave	dave	Dave
Boyer	boyer	Boyer
and	and	and
warned	warn	warned
him	him	him
to	to	to
be	be	be
nice	nice	nice
.	.	.
Boyer	boyer	Boyer
asked	ask	asked
Trump	trump	Trump
about	about	about
Comey	comey	Comey
s	s	s
testimony	testimoni	testimony
,	,	,
wondering	wonder	wondering
if	if	if
there	there	there
really	realli	really
are	are	are
tapes	tape	tape
that	that	that
could	could	could
settle	settl	settle
the	the	the
whole	whole	whole
obstruction	obstruct	obstruction
of	of	of
justice	justic	justice
matter	matter	matter
.	.	.
Trump	trump	Trump
responded	respond	responded
just	just	just
as	as	a
you	you	you
would	would	would
expect	expect	expect
him	him	him
to	to	to
.	.	.
No	no	No
collusion	collus	collusion
,	,	,
no	no	no
obstruction	obstruct	obstruction
.	.	.
He	he	He
s	s	s
a	a	a
leaker	leaker	leaker
,	,	,
Trump	trump	Trump
said	said	said
.	.	.
He	he	He
then	then	then
implied	impli	implied
that	that	that
Comey	comey	Comey
had	had	had
committed	commit	committed
perjury	perjuri	perjury
,	,	,
lying	lie	lying
to	to	to
Congress	congress	Congress
about	about	about
him	him	him
while	while	while
under	under	under
oath	oath	oath
.	.	.
Frankly	frank	Frankly
,	,	,
James	jame	James
Comey	comey	Comey
confirmed	confirm	confirmed
a	a	a
lot	lot	lot
of	of	of
what	what	what
I	i	I
said	said	said
,	,	,
and	and	and
some	some	some
of	of	of
the	the	the
things	thing	thing
that	that	that
he	he	he
said	said	said
just	just	just
weren	weren	weren
t	t	t
true	true	true
,	,	,
he	he	he
said	said	said
,	,	,
seemingly	seem	seemingly
wanting	want	wanting
it	it	it
both	both	both
ways	way	way
.	.	.
Trump	trump	Trump
denied	deni	denied
Comey	comey	Comey
s	s	s
accusation	accus	accusation
that	that	that
he	he	he
had	had	had
pressured	pressur	pressured
the	the	the
FBI	fbi	FBI
director	director	director
to	to	to
drop	drop	drop
the	the	the
investigation	investig	investigation
into	into	into
Mike	mike	Mike
Flynn	flynn	Flynn
s	s	s
Russian	russian	Russian
ties	tie	tie
and	and	and
asked	ask	asked
him	him	him
to	to	to
pledge	pledg	pledge
loyalty	loyalti	loyalty
.	.	.
But	but	But
he	he	he
added	ad	added
that	that	that
it	it	it
would	would	would
have	have	have
been	been	been
okay	okay	okay
to	to	to
do	do	do
even	even	even
if	if	if
he	he	he
had	had	had
,	,	,
which	which	which
he	he	he
hadn	hadn	hadn
t	t	t
.	.	.
Insert	insert	Insert
eye	eye	eye
roll	roll	roll
here	here	here
.	.	.
Boyer	boyer	Boyer
then	then	then
asked	ask	asked
the	the	the
president	presid	president
if	if	if
he	he	he
would	would	would
testify	testifi	testify
under	under	under
oath	oath	oath
to	to	to
tell	tell	tell
his	his	his
side	side	side
of	of	of
the	the	the
story	stori	story
and	and	and
Trump	trump	Trump
said	said	said
that	that	that
he	he	he
would	would	would
be	be	be
100	100	100
percent	percent	percent
willing	will	willing
to	to	to
do	do	do
so	so	so
.	.	.
But	but	But
the	the	the
rest	rest	rest
of	of	of
Trump	trump	Trump
s	s	s
answer	answer	answer
was	was	wa
enough	enough	enough
to	to	to
make	make	make
the	the	the
entire	entir	entire
country	countri	country
do	do	do
a	a	a
collective	collect	collective
facepalm	facepalm	facepalm
.	.	.
I	i	I
hardly	hard	hardly
know	know	know
the	the	the
man	man	man
.	.	.
I	i	I
m	m	m
not	not	not
going	go	going
to	to	to
say	say	say
I	i	I
want	want	want
you	you	you
to	to	to
pledge	pledg	pledge
allegiance	allegi	allegiance
.	.	.
Who	who	Who
would	would	would
do	do	do
that	that	that
?	?	?
Who	who	Who
would	would	would
ask	ask	ask
a	a	a
man	man	man
to	to	to
pledge	pledg	pledge
allegiance	allegi	allegiance
under	under	under
oath	oath	oath
?	?	?
I	i	I
mean	mean	mean
think	think	think
of	of	of
it	it	it
?	?	?
I	i	I
hardy	hardi	hardy
know	know	know
the	the	the
man	man	man
.	.	.
It	it	It
doesn	doesn	doesn
t	t	t
make	make	make
sense	sens	sense
.	.	.
No	no	No
,	,	,
I	i	I
didn	didn	didn
t	t	t
say	say	say
that	that	that
and	and	and
I	i	I
didn	didn	didn
t	t	t
say	say	say
the	the	the
other	other	other
.	.	.
For	for	For
the	the	the
record	record	record
,	,	,
it	it	it
was	was	wa
at	at	at
this	this	this
point	point	point
that	that	that
everyone	everyon	everyone
sitting	sit	sitting
in	in	in
the	the	the
room	room	room
watching	watch	watching
the	the	the
press	press	press
conference	confer	conference
with	with	with
me	me	me
screamed	scream	screamed
,	,	,
YOU	you	YOU
at	at	at
the	the	the
television	televis	television
.	.	.
Trump	trump	Trump
also	also	also
promised	promis	promised
that	that	that
we	we	we
would	would	would
be	be	be
hearing	hear	hearing
more	more	more
about	about	about
the	the	the
alleged	alleg	alleged
tapes	tape	tape
in	in	in
a	a	a
short	short	short
period	period	period
of	of	of
time	time	time
.	.	.
Trump	trump	Trump
is	is	is
